region,country,province,model,n_eval_days,mean_daily_ape_cases_pct,mean_daily_ape_deaths_pct,mean_daily_ape_both_pct
Brazil,Brazil,None,delphi,93,66.31992106245647,32.94872382435111,49.63432244340379
Brazil,Brazil,None,delphi_lookahead,93,49.344818741690965,23.695473114849054,36.52014592827001
Brazil,Brazil,None,delphi_constant,93,81.10460275790217,62.46434607805415,71.78447441797816
Brazil,Brazil,None,themis,93,90.56260444108624,73.79572366304119,82.17916405206371
Brazil,Brazil,None,sir,93,4248.080024265511,100.0,2174.0400121327557
Brazil,Brazil,None,seir,93,1370.0077699398907,2677.54199727326,2023.7748836065755
Brazil,Brazil,None,seird,93,2504.302691537598,11572.276705369486,7038.289698453542
Germany,Germany,None,delphi,93,13.955768410514318,1.2939160620132832,7.624842236263801
Germany,Germany,None,delphi_lookahead,93,9.200300508181458,1.1325269001411302,5.166413704161294
Germany,Germany,None,delphi_constant,93,34.68984114288708,24.96902053878219,29.829430840834636
Germany,Germany,None,themis,93,34.68181252992353,24.961388077550264,29.8216003037369
Germany,Germany,None,sir,93,5843.2829207889545,99.86860432590287,2971.575762557429
Germany,Germany,None,seir,93,2099.2546597626456,3978.747204239502,3039.000932001074
Germany,Germany,None,seird,93,1171.1710306353334,1556.0112898634845,1363.5911602494089
Spain,Spain,None,delphi,93,22.678339813233855,3.711764424152362,13.19505211869311
Spain,Spain,None,delphi_lookahead,93,29.90642855239987,1.75088974690379,15.82865914965183
Spain,Spain,None,delphi_constant,93,53.158590242215325,40.994979496999356,47.07678486960734
Spain,Spain,None,themis,93,52.9196376938227,40.86686408758971,46.893250890706206
Spain,Spain,None,sir,93,2303.9917169659684,98.99020410215189,1201.4909605340602
Spain,Spain,None,seir,93,418.8471065726046,2054.4674914384696,1236.657299005537
Spain,Spain,None,seird,93,290.5897085441148,968.3169555770717,629.4533320605932
US - New York,US,New York,delphi,93,8.251263117335776,2.909544947090589,5.580404032213183
US - New York,US,New York,delphi_lookahead,93,3.567277721668856,0.8122949507209446,2.1897863361949
US - New York,US,New York,delphi_constant,93,28.81996456733211,25.100410987505747,26.96018777741893
US - New York,US,New York,themis,93,27.9045728271988,24.762280080113673,26.333426453656237
US - New York,US,New York,sir,93,6.4824858491509465,99.96912820318317,53.22580702616706
US - New York,US,New York,seir,93,6.482036031813541,4.9192115290029985,5.70062378040827
US - New York,US,New York,seird,93,571.8184641332225,1858.3817586801315,1215.1001114066771
