country,start_date,policy_length,policy,st_economic_costs,st_economic_costs_lb,st_economic_costs_ub,lt_economic_costs,d_costs,d_costs_lb,d_costs_ub,h_costs,h_costs_lb,h_costs_ub,mh_costs,mh_costs_lb,mh_costs_ub,num_cases,num_cases_lb,num_cases_ub,num_deaths,num_deaths_lb,num_deaths_ub,hospitalization_days,hospitalization_days_lb,hospitalization_days_ub,icu_days,icu_days_lb,icu_days_ub,ventilated_days,ventilated_days_lb,ventilated_days_ub
BR,2020-03-15,3,actual,27094568747.88475,27094568747.88475,27094568747.88475,0,194451963302.48077,,,1057496062.2439024,,,47972086564.51032,,,893160,,,44190,,,1432788.4705882352,,,52488.529411764706,,,297435,,
BR,2020-03-15,3,No_Measure-No_Measure-No_Measure,66258509363.554695,49356084789.26728,83160933937.8421,0,4932585254579.213,4556054446686.958,5309116062471.468,24363155411.34147,24363155411.34147,24363155411.34147,100861695514.5369,86854429420.31897,114868961608.75482,24282138,18087809.0,30476467.0,1117811,1040864.0,1194758.0,32693121.470588237,32693121.470588237,32693121.470588237,1256691.5294117648,1256691.5294117648,1256691.5294117648,7121252,7121252.0,7121252.0
BR,2020-03-15,3,No_Measure-No_Measure-Restrict_Mass_Gatherings,62512151595.37472,47837320425.157486,77186982765.59195,0,4288488111827.85,3961170220873.9043,4615806002781.797,21545931189.95122,21545931189.95122,21545931189.95122,93625119803.49603,81463890260.0344,105786349346.95769,21081961,15703991.0,26459931.0,971904,905001.0,1038807.0,28942429.17647059,28942429.17647059,28942429.17647059,1106909.8235294118,1106909.8235294118,1106909.8235294118,6272489,6272489.0,6272489.0
BR,2020-03-15,3,No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,52504295607.150665,44279961895.9498,60728629318.35155,0,2433069086590.3394,2247586322515.166,2618551850665.512,14029056922.609758,14029056922.609758,14029056922.609758,72670001399.09465,65854385672.83461,79485617125.3547,11815135,8801116.0,14829154.0,551690,513713.0,589667.0,18945709.352941178,18945709.352941178,18945709.352941178,705641.6470588236,705641.6470588236,705641.6470588236,3998636,3998636.0,3998636.0
BR,2020-03-15,3,No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,51084089759.06508,40159716670.90621,62008462847.22394,0,3208849784206.2334,2964056337246.2163,3453643231166.25,17127200557.902443,17127200557.902443,17127200557.902443,81441358618.69556,72388184023.19196,90494533214.19914,15694027,11690509.0,19697545.0,727380,677309.0,777451.0,23065603.411764707,23065603.411764707,23065603.411764707,871078.5882352942,871078.5882352942,871078.5882352942,4936112,4936112.0,4936112.0
BR,2020-03-15,3,No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,51164605896.824554,43838811816.84779,58490399976.80132,0,2174722930285.6667,2008991861053.4482,2340453999517.8857,12981702124.170732,12981702124.170732,12981702124.170732,69751000580.25067,63680016705.79625,75821984454.70508,10524287,7839561.0,13209013.0,493181,459232.0,527130.0,17552216.88235294,17552216.88235294,17552216.88235294,649823.1176470589,649823.1176470589,649823.1176470589,3682331,3682331.0,3682331.0
BR,2020-03-15,3,No_Measure-No_Measure-Lockdown,57215832350.54932,50175072124.30892,64256592576.78972,0,2092712014493.5554,1933247582509.1409,2252176446477.9697,12645173040.365854,12645173040.365854,12645173040.365854,68825032432.72012,62990259938.33122,74659804927.10902,10114803,7534535.0,12695071.0,474607,441936.0,507278.0,17104324.411764707,17104324.411764707,17104324.411764707,631909.5882352942,631909.5882352942,631909.5882352942,3580821,3580821.0,3580821.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-No_Measure,57333689132.20627,43979875732.81274,70687502531.5998,0,3872351696156.4263,3576567308604.204,4168136083708.6484,17441152042.170734,17441152042.170734,17441152042.170734,89333658459.49074,78267174072.25165,100400142846.72983,19184180,14290331.0,24078029.0,877309,816917.0,937701.0,23353305.470588237,23353305.470588237,23353305.470588237,907311.5294117648,907311.5294117648,907311.5294117648,5141432,5141432.0,5141432.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,52922894524.485,41966172776.23264,63879616272.737335,0,3184323342941.2456,2941148158566.898,3427498527315.5938,14793629674.463415,14793629674.463415,14793629674.463415,81546455022.03397,72466472657.75558,90626437386.31235,15740503,11725130.0,19755876.0,721499,671833.0,771165.0,19838624.76470588,19838624.76470588,19838624.76470588,765040.2352941177,765040.2352941177,765040.2352941177,4335228,4335228.0,4335228.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,45744172397.32037,40516238723.06,50972106071.58075,0,1545075340101.871,1427274794604.8252,1662875885598.9175,8726609705.268293,8726609705.268293,8726609705.268293,62935877818.44385,58603419017.847496,67268336619.04019,7510486,5594575.0,9426397.0,350326,326210.0,374442.0,11786078.352941176,11786078.352941176,11786078.352941176,438767.64705882355,438767.64705882355,438767.64705882355,2486350,2486350.0,2486350.0
