region,country,province,status,elapsed_s,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay,MAPE,Data Start Date
Brazil,Brazil,,ok,263.0,1.25,10.0,1.0,0.05,0.0836067298059482,0.0,0.1,0.1,1.2194924175650643,7.0,5.0,7.566921618028049,2020-03-15
Germany,Germany,,ok,241.1,0.75,-10.0,1.0099818313373583,0.0742899675825949,0.0493315103480765,0.0,1.2905340246523995,1.3615460065999818,1.6134774684585114,3.742445128728,0.2703333620675184,0.7380018499640713,2020-03-15
US - New York,US,New York,ok,240.5,0.9444056640958136,-10.0,1.0,0.1389995191988841,0.1274736988368838,0.5,0.2107280331934535,3.911915630135675,3.7830168037336542,0.2367689047994517,2.485507422485144,0.577526766554869,2020-03-15
US - Texas,US,Texas,ok,273.3,1.25,10.0,1.0,0.5,0.0593811510008419,0.5,0.2085096394380841,0.1497252201046267,0.4162593794489174,7.0,3.441525409668061,5.450926875157536,2020-03-15
