region,country,province,model,n_eval_days,mean_daily_ape_cases_pct,mean_daily_ape_deaths_pct,mean_daily_ape_both_pct
Australia - Western Australia,Australia,Western Australia,delphi,93,9.298876418295148,0.0,4.649438209147574
Australia - Western Australia,Australia,Western Australia,delphi_lookahead,93,2.6489415922033714,0.0,1.3244707961016857
Australia - Western Australia,Australia,Western Australia,delphi_constant,93,31.331324511180462,20.560632369289113,25.94597844023479
Australia - Western Australia,Australia,Western Australia,themis,93,31.330043745479102,20.559676407282545,25.944860076380824
Australia - Western Australia,Australia,Western Australia,seir,93,13.817972188300573,8.021616624034552,10.919794406167561
Azerbaijan,Azerbaijan,None,delphi,93,72.01820130557141,71.70993354638789,71.86406742597964
Azerbaijan,Azerbaijan,None,delphi_lookahead,93,34.265968839325524,39.31667839931357,36.79132361931954
Azerbaijan,Azerbaijan,None,delphi_constant,93,78.94719145937565,78.60967445553848,78.77843295745706
Azerbaijan,Azerbaijan,None,themis,93,78.56345623772488,78.33941324295971,78.4514347403423
Azerbaijan,Azerbaijan,None,seir,93,128.34872870519115,94.80814290711186,111.5784358061515
Bangladesh,Bangladesh,None,delphi,93,67.60337289466405,54.647425232131646,61.12539906339785
Bangladesh,Bangladesh,None,delphi_lookahead,93,33.71007202819803,30.286641377545273,31.99835670287165
Bangladesh,Bangladesh,None,delphi_constant,93,83.63218567985177,77.11570020598059,80.37394294291619
Bangladesh,Bangladesh,None,themis,93,81.96663359591462,75.57210549704011,78.76936954647736
Bangladesh,Bangladesh,None,seir,93,4315.723120519234,8565.221244114846,6440.47218231704
Bosnia and Herzegovina,Bosnia and Herzegovina,None,delphi,93,65.64001626125028,41.07226188229678,53.356139071773526
Bosnia and Herzegovina,Bosnia and Herzegovina,None,delphi_lookahead,93,88.16595045696633,56.7595782884103,72.46276437268831
Bosnia and Herzegovina,Bosnia and Herzegovina,None,delphi_constant,93,74.10057681645668,55.498313399921265,64.79944510818898
Bosnia and Herzegovina,Bosnia and Herzegovina,None,themis,93,73.67193717736488,54.98834042790337,64.33013880263412
Bosnia and Herzegovina,Bosnia and Herzegovina,None,seir,93,16.103087875347086,53.336116290196635,34.71960208277186
Canada - Manitoba,Canada,Manitoba,delphi,93,36.818999821205715,18.834279519763392,27.826639670484553
Canada - Manitoba,Canada,Manitoba,delphi_lookahead,93,76.20904554541873,35.71551656229075,55.96228105385474
Canada - Manitoba,Canada,Manitoba,delphi_constant,93,53.934536392283604,39.93995434161193,46.937245366947764
Canada - Manitoba,Canada,Manitoba,themis,93,53.93058707454595,39.93682983682997,46.93370845568796
Canada - Manitoba,Canada,Manitoba,seir,93,254.35318778446026,555.3344967455981,404.8438422650292
Canada - New Brunswick,Canada,New Brunswick,delphi,93,23.54312702034532,50.0,36.77156351017266
Canada - New Brunswick,Canada,New Brunswick,delphi_lookahead,93,5.585644627979881,0.0,2.7928223139899404
Canada - New Brunswick,Canada,New Brunswick,delphi_constant,93,42.54783945893294,50.07887536022417,46.31335740957856
Canada - New Brunswick,Canada,New Brunswick,themis,93,42.53928395212523,50.07332346630204,46.30630370921364
Canada - New Brunswick,Canada,New Brunswick,seir,93,5.941306855627326,86.7436152527494,46.34246105418836
Hungary,Hungary,None,delphi,93,16.471107266331032,3.795927625343102,10.133517445837066
Hungary,Hungary,None,delphi_lookahead,93,29.158989632355453,1.4467017483271993,15.302845690341327
Hungary,Hungary,None,delphi_constant,93,37.312849976947554,27.758248563006063,32.53554926997681
Hungary,Hungary,None,themis,93,36.53186063397332,27.269404893642513,31.900632763807913
Hungary,Hungary,None,seir,93,436.70947630174777,402.9592514886877,419.83436389521773
Japan,Japan,None,delphi,93,44.689656463361544,8.263807320922234,26.47673189214189
Japan,Japan,None,delphi_lookahead,93,70.22669453213688,12.565129555973286,41.39591204405508
Japan,Japan,None,delphi_constant,93,57.84245156696345,27.35375993328216,42.598105750122805
Japan,Japan,None,themis,93,57.75845707597202,27.237625369288484,42.49804122263025
Japan,Japan,None,seir,93,388.27667888835157,1025.813670329353,707.0451746088523
Kosovo,Kosovo,None,delphi,93,76.06901228977392,70.8275745875735,73.44829343867372
Kosovo,Kosovo,None,delphi_lookahead,93,98.03520836008803,176.7293244731439,137.38226641661595
Kosovo,Kosovo,None,delphi_constant,93,82.17124164804103,78.3157005475793,80.24347109781016
Kosovo,Kosovo,None,themis,93,81.91040125716334,78.16472696450711,80.03756411083523
Kosovo,Kosovo,None,seir,93,26.587991169198748,41.606042442617024,34.097016805907884
Romania,Romania,None,delphi,93,52.11312043992501,39.71674009805585,45.91493026899043
Romania,Romania,None,delphi_lookahead,93,61.15734503471673,32.08620592247201,46.62177547859437
Romania,Romania,None,delphi_constant,93,63.92310887280141,54.58379710667637,59.25345298973889
Romania,Romania,None,themis,93,63.36020820021396,54.03058408176663,58.6953961409903
Romania,Romania,None,seir,93,2788.8934316439627,10171.376565272607,6480.134998458285
Russia,Russia,None,delphi,93,40.88481793066908,42.61291121336521,41.74886457201714
Russia,Russia,None,delphi_lookahead,93,15.780198256910897,17.447733527176275,16.613965892043588
Russia,Russia,None,delphi_constant,93,60.96391979326785,62.1716454424749,61.56778261787137
Russia,Russia,None,themis,93,58.803621493539445,61.0239674676509,59.91379448059517
Russia,Russia,None,seir,93,5050.1772328878715,3562.2434665277747,4306.210349707823
San Marino,San Marino,None,delphi,93,2.8062679620301507,2.3809523809523805,2.5936101714912656
San Marino,San Marino,None,delphi_lookahead,93,1.0839186025477925,0.0,0.5419593012738962
San Marino,San Marino,None,delphi_constant,93,21.264753350613642,14.73600326435338,18.000378307483512
San Marino,San Marino,None,themis,93,20.84490487647714,14.556626580786908,17.700765728632025
San Marino,San Marino,None,seir,93,113.23854709135574,288.7268719701744,200.98270953076508
Spain,Spain,None,delphi,93,23.19689009560777,2.812874177732545,13.004882136670158
Spain,Spain,None,delphi_lookahead,93,29.124849672405347,1.375237139431587,15.250043405918467
Spain,Spain,None,delphi_constant,93,41.360437521445036,25.548774935837294,33.45460622864117
Spain,Spain,None,themis,93,41.34789444856425,25.535122742266115,33.44150859541518
Spain,Spain,None,seir,93,418.8471065726046,2054.4674914384696,1236.657299005537
Sweden,Sweden,None,delphi,93,36.672999542835804,9.955361088376968,23.314180315606386
Sweden,Sweden,None,delphi_lookahead,93,8.758699652740004,2.8184103111416206,5.788554981940813
Sweden,Sweden,None,delphi_constant,93,51.51246339663608,30.920187568027785,41.21632548233193
Sweden,Sweden,None,themis,93,47.41177787420002,28.06139695545756,37.73658741482879
Sweden,Sweden,None,seir,93,717.9705832911083,1988.0817772644432,1353.0261802777757
Switzerland,Switzerland,None,delphi,93,14.174695251939905,1.0501419042916222,7.612418578115764
Switzerland,Switzerland,None,delphi_lookahead,93,11.750019389312865,0.9124405744841803,6.331229981898522
Switzerland,Switzerland,None,delphi_constant,93,33.86434967865559,23.396446530036425,28.630398104346007
Switzerland,Switzerland,None,themis,93,33.86324960038359,23.39565147777763,28.629450539080608
Switzerland,Switzerland,None,seir,93,290.42735417835104,810.4495851023011,550.438469640326
Turkey,Turkey,None,delphi,93,25.36696230861763,16.40642568694412,20.886693997780874
Turkey,Turkey,None,delphi_lookahead,93,11.113975043117351,8.064839392332905,9.589407217725128
Turkey,Turkey,None,delphi_constant,93,43.816330111503305,37.08136873481319,40.44884942315825
Turkey,Turkey,None,themis,93,43.55042488602364,36.84031987887729,40.195372382450465
Turkey,Turkey,None,seir,93,957.5306656626408,999.1212227089266,978.3259441857837
United Kingdom,United Kingdom,None,delphi,93,10.96677443349863,2.2885685753199403,6.627671504409285
United Kingdom,United Kingdom,None,delphi_lookahead,93,7.089293057270279,0.47031538160954467,3.779804219439912
United Kingdom,United Kingdom,None,delphi_constant,93,32.415356735653226,25.858889052020807,29.137122893837017
United Kingdom,United Kingdom,None,themis,93,30.885058407251364,24.761591932268086,27.823325169759727
United Kingdom,United Kingdom,None,seir,93,1248.8100582832924,4785.615074675314,3017.212566479303
US - Connecticut,US,Connecticut,delphi,93,8.821802778268731,2.634678413617162,5.728240595942946
US - Connecticut,US,Connecticut,delphi_lookahead,93,4.593632325956053,0.7605561276956798,2.6770942268258664
US - Connecticut,US,Connecticut,delphi_constant,93,32.48877629982305,28.019797412838848,30.25428685633095
US - Connecticut,US,Connecticut,themis,93,31.406811790497027,27.211270541245927,29.309041165871477
US - Connecticut,US,Connecticut,seir,93,44.34537360068621,19.035645787456914,31.69050969407156
US - Delaware,US,Delaware,delphi,93,24.377958292110435,2.4368176761531446,13.40738798413179
US - Delaware,US,Delaware,delphi_lookahead,93,15.706762967977557,2.446647509313908,9.076705238645733
US - Delaware,US,Delaware,delphi_constant,93,41.88932055550888,23.52050062846843,32.70491059198866
US - Delaware,US,Delaware,themis,93,38.23871042877178,19.613887812873408,28.926299120822595
US - Delaware,US,Delaware,seir,93,1244.6231809090352,1494.2656726419136,1369.4444267754743
US - Illinois,US,Illinois,delphi,93,24.981059147195293,10.422832440903528,17.70194579404941
US - Illinois,US,Illinois,delphi_lookahead,93,20.765949951172008,3.2173786142506584,11.991664282711334
US - Illinois,US,Illinois,delphi_constant,93,42.41481208809644,31.42733599691466,36.92107404250555
US - Illinois,US,Illinois,themis,93,39.20843137359459,29.033877628137375,34.121154500865984
US - Illinois,US,Illinois,seir,93,1074.0703693896276,1117.7814385205986,1095.925903955113
US - Indiana,US,Indiana,delphi,93,34.75670181465898,15.782306377152958,25.26950409590597
US - Indiana,US,Indiana,delphi_lookahead,93,30.62564035318655,7.656773228599435,19.141206790892994
US - Indiana,US,Indiana,delphi_constant,93,50.28508470222681,36.0313895349389,43.15823711858286
US - Indiana,US,Indiana,themis,93,46.51530810374549,33.07506413597645,39.79518611986097
US - Indiana,US,Indiana,seir,93,451.812088650347,812.818071890256,632.3150802703015
US - Kansas,US,Kansas,delphi,93,50.04627091083333,24.785687628551806,37.41597926969257
US - Kansas,US,Kansas,delphi_lookahead,93,50.496113362499344,16.224979960430584,33.360546661464966
US - Kansas,US,Kansas,delphi_constant,93,70.84407549542487,56.01355886638743,63.42881718090615
US - Kansas,US,Kansas,themis,93,70.48265039777137,55.5783387580434,63.03049457790738
US - Kansas,US,Kansas,seir,93,247.560327881983,680.7270296781426,464.14367878006277
US - Louisiana,US,Louisiana,delphi,93,52.93457278491502,24.050033212669682,38.492302998792354
US - Louisiana,US,Louisiana,delphi_lookahead,93,42.92880706854661,15.740876203381054,29.334841635963834
US - Louisiana,US,Louisiana,delphi_constant,93,68.3456232058533,49.00518854532987,58.675405875591586
US - Louisiana,US,Louisiana,themis,93,68.29556762497587,48.948722542304424,58.62214508364015
US - Louisiana,US,Louisiana,seir,93,602.5487596471793,14542.689079160093,7572.618919403636
US - Nebraska,US,Nebraska,delphi,93,37.55299490023155,23.941675175866862,30.747335038049208
US - Nebraska,US,Nebraska,delphi_lookahead,93,23.848440403476268,10.871664716475339,17.360052559975802
US - Nebraska,US,Nebraska,delphi_constant,93,52.28247233289658,41.982736564679016,47.1326044487878
US - Nebraska,US,Nebraska,themis,93,49.84897658068997,39.93642164139189,44.892699111040926
US - Nebraska,US,Nebraska,seir,93,1167.2101405260005,1650.1502911437638,1408.6802158348821
US - New Jersey,US,New Jersey,delphi,93,9.956437661754808,7.485704535720194,8.7210710987375
US - New Jersey,US,New Jersey,delphi_lookahead,93,4.60245017145697,1.6487608892505021,3.125605530353736
US - New Jersey,US,New Jersey,delphi_constant,93,37.271084627117624,35.737547055582944,36.504315841350284
US - New Jersey,US,New Jersey,themis,93,36.9978329547873,35.57430864094538,36.286070797866344
US - New Jersey,US,New Jersey,seir,93,5.100981581879203,18.886077271906167,11.993529426892685
US - Virginia,US,Virginia,delphi,93,37.92684393659444,23.736730316826158,30.831787126710296
US - Virginia,US,Virginia,delphi_lookahead,93,27.35996385727877,14.073555003414347,20.71675943034656
US - Virginia,US,Virginia,delphi_constant,93,53.11461792063796,42.51379411533498,47.81420601798647
US - Virginia,US,Virginia,themis,93,49.043413174171086,39.121458324163484,44.08243574916729
US - Virginia,US,Virginia,seir,93,947.1970596836471,1379.8415701379731,1163.5193149108102
US - Washington,US,Washington,delphi,93,50.045911053415196,20.915032787795454,35.480471920605325
US - Washington,US,Washington,delphi_lookahead,93,35.51309760870537,14.405026003968418,24.959061806336894
US - Washington,US,Washington,delphi_constant,93,61.92409207037409,39.27184338271296,50.59796772654352
US - Washington,US,Washington,themis,93,60.4431346638361,37.59987114253958,49.02150290318784
US - Washington,US,Washington,seir,93,445.998981625141,2045.6158384081823,1245.8074100166616
US - Wyoming,US,Wyoming,delphi,93,54.3636067366342,19.03690012137838,36.700253429006295
US - Wyoming,US,Wyoming,delphi_lookahead,93,44.33912511196267,22.670814157492593,33.50496963472763
US - Wyoming,US,Wyoming,delphi_constant,93,65.57425020413852,38.172580348339366,51.873415276238944
US - Wyoming,US,Wyoming,themis,93,65.42756349232835,37.96787340407709,51.69771844820272
US - Wyoming,US,Wyoming,seir,93,131.08931259607462,141.632416234983,136.3608644155288
