region,country,province,status,elapsed_s,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay,MAPE,Data Start Date
Pakistan,Pakistan,None,ok,257.8,1.25,10.0,1.0,0.05,0.031027011386060493,0.0,0.1,0.1,1.7759556180045781,6.999629038971058,0.2150493765578462,10.387929839461652,2020-03-15
Norway,Norway,None,ok,301.6,0.75,-10.0,1.1721072205998746,0.09261578276562298,0.030172731360038126,0.1550248282408496,0.26459555407880087,0.6413068137932629,0.020646981603524624,1.0541308284388897,2.353156987741448,0.8348595395032914,2020-03-15
Panama,Panama,None,ok,278.1,1.25,10.0,1.0,0.5,0.0438769452940228,0.5,0.10012208303648366,0.14439929468228216,0.0002996682502601788,0.0,0.9878308888699344,5.6903269416442654,2020-03-15
Peru,Peru,None,ok,247.8,1.25,10.0,1.0,0.05,0.19845672095348618,0.009890302492297708,9.982776601667561,2.1684904308399613,0.007738143661133236,6.655628949981117,0.3176935487539637,4.520301924417155,2020-03-15
Sierra Leone,Sierra Leone,None,ok,82.7,1.0,0.0,2.0,0.2,0.05,0.2,3.0,3.0,0.1,3.0,1.0,100.0,2020-03-15
Philippines,Philippines,None,ok,256.5,1.25,9.23422767545196,1.0,0.5,0.10269012162771382,0.5,0.1,0.1,0.0,2.728181674283442,0.1,4.914771503735998,2020-03-15
Paraguay,Paraguay,None,ok,280.4,1.25,6.0271534956851545,1.0,0.5,0.013213990542397113,0.5,0.1,0.1,0.0,5.414841878758071,0.1,8.950133090133098,2020-03-15
Rwanda,Rwanda,None,ok,242.2,1.25,8.24293130650421,1.0,0.05,0.01,0.3240532723287941,0.1,0.23534141933931593,0.0,3.783532676747376,4.998529624649708,39.724277961068076,2020-03-15
Qatar,Qatar,None,ok,269.2,1.25,-0.8312629800115806,1.0,0.05,0.01,0.05529082325023893,0.1,0.1,0.0,1.9924902923320946,3.0348932884113986,86.48562737872297,2020-03-15
Poland,Poland,None,ok,282.9,1.25,2.9001409891899224,1.0,0.5,0.0851869508056638,0.5,0.1,0.4744723618930475,0.0,2.6804453104569457,2.1826849826048016,2.784884473011755,2020-03-15
San Marino,San Marino,None,ok,270.1,1.0485039407299965,-9.859548626964648,1.000011115161589,0.5,0.08390462350561709,0.5,0.1,0.5585483869514211,0.0,3.988540330518776,3.3852571640868874,1.4532344945773588,2020-03-15
Somalia,Somalia,None,ok,94.5,1.0,0.0,2.0,0.2,0.05,0.2,3.0,3.0,0.1,3.0,1.0,100.0,2020-03-15
Portugal,Portugal,None,ok,324.8,1.1149339086686285,-10.0,1.0,0.21788949395085494,0.04355802116897445,0.0,0.1,4.267816798995492,0.0,3.0907160816458843,3.447252780640999,2.3567094883751176,2020-03-15
South Sudan,South Sudan,None,ok,94.7,1.0,0.0,2.0,0.2,0.05,0.2,3.0,3.0,0.1,3.0,1.0,100.0,2020-03-15
Romania,Romania,None,ok,331.7,1.25,-6.934609579741532,1.0,0.28739054883635035,0.06692218127794614,0.0,0.4748477779218807,1.5992632366680433,0.0,1.2092132415207892,4.989418399775447,1.4581800604539943,2020-03-15
Russia,Russia,None,ok,337.9,1.25,10.0,1.0,0.05,0.018250029833880375,0.0,0.34842030022074394,0.11563978720551486,2.029609212164829,6.999820080262347,3.1462248121530783,3.0203211022267977,2020-03-15
Seychelles,Seychelles,None,ok,236.3,0.75,-9.831349052226248,2.981825324414669,0.48188771628605553,0.01,0.5,0.20124366583345296,0.1214341591971384,0.10061320983465309,6.891974044094994,0.48334271670466966,,2020-03-15
Tajikistan,Tajikistan,None,ok,87.6,1.0,0.0,2.0,0.2,0.05,0.2,3.0,3.0,0.1,3.0,1.0,100.0,2020-03-15
Saudi Arabia,Saudi Arabia,None,ok,302.2,1.25,10.0,1.0,0.05,0.010332835771035732,0.0,0.1086198789548438,0.1483828290528688,0.8071413299653546,0.028027726999973124,3.6809416168695153,8.763157684366918,2020-03-15
Senegal,Senegal,None,ok,277.0,1.25,7.035999295129477,1.0,0.05,0.01680818470101683,0.0,0.1,0.1,0.0,6.349908419760357,3.0551847680654016,5.36641068241676,2020-03-15
Tanzania,Tanzania,None,ok,105.2,1.0,0.0,2.0,0.2,0.05,0.2,3.0,3.0,0.1,3.0,1.0,100.0,2020-03-15
Singapore,Singapore,None,ok,267.0,1.25,-3.103316916798555,1.0,0.05,0.01,0.0,0.1,0.1,0.0,9.490149089387643e-10,0.1,80.7406533329485,2020-03-15
Slovenia,Slovenia,None,ok,235.6,0.8097363005830485,1.8351493386205782,3.0,0.07081704750515572,0.07486198661433434,0.0,0.7695643038468273,0.1,0.5039753917193618,0.20036447283436018,0.27130312055100025,0.5312867484086875,2020-03-15
Sudan,Sudan,None,ok,211.1,0.75,-10.0,3.0,0.05,0.01,0.5,0.1,0.1,0.0,0.0,0.1,99.88838591158307,2020-03-15
Uganda,Uganda,None,ok,87.5,1.0,0.0,2.0,0.2,0.05,0.2,3.0,3.0,0.1,3.0,1.0,,2020-03-15
South Africa,South Africa,None,ok,283.7,1.25,10.0,1.0,0.05,0.033275681850163726,0.0,0.40114656861393017,0.1,0.8542108003966528,0.029911682613569097,1.8239001889753075,15.330158085159074,2020-03-15
Suriname,Suriname,None,ok,234.1,1.25,4.118942215621604,1.0,0.05,0.028131307508781702,0.0,0.1,0.1,0.0,4.926171895146023,4.21613766979799,43.333711035232014,2020-03-15
Slovakia,Slovakia,None,ok,346.1,0.808519399544409,10.0,2.775923168760181,0.1075265143475405,0.018864554930550653,0.0,0.1,0.1,0.9513575944454771,7.0,5.0,1.2133565829582098,2020-03-15
Spain,Spain,None,ok,277.4,0.75,-10.0,1.1435162635187397,0.18334641181514766,0.14572636370088674,0.3527284031576109,5.182699917681403,0.32418670165478464,1.0629077736330903,0.8997801432411294,1.3282402111020017,1.1649557624537605,2020-03-15
Switzerland,Switzerland,None,ok,238.8,0.791701372115908,-7.849791166016659,2.0948006575550897,0.12129139012648654,0.060702429449333115,0.0900433075131908,1.7756323306270265,0.11888570009782871,3.5323087459960987,1.190379378193897,0.3468990414918295,0.4068582552878235,2020-03-15
Sri Lanka,Sri Lanka,None,ok,277.5,1.25,4.1311825753528035,1.0,0.05,0.01,0.26610628608614206,0.1,0.1,0.0,2.7877383794431885,0.48661736290859314,10.89907336963227,2020-03-15
Sweden,Sweden,None,ok,266.9,1.25,0.36396382798535426,1.0,0.41518323531992907,0.15413640596930434,0.2528969692237568,0.1,0.1,0.0,5.779476604963239,3.6851198516901147,3.6495386827862584,2020-03-15
Togo,Togo,None,ok,268.5,1.25,10.0,1.0,0.5,0.05657941259709545,0.5,0.10000002272017101,0.15455085607876023,0.0,0.0,0.8114062853499714,5.58634253078759,2020-03-15
Ukraine,Ukraine,None,ok,219.8,0.75,-10.0,3.0,0.05,0.01,0.5,0.1,0.1,0.0,7.0,0.1,99.93834784794095,2020-03-15
Trinidad and Tobago,Trinidad and Tobago,None,ok,269.0,0.75,-10.0,3.0,0.2547727062830792,0.08149495672488524,0.5,1.6653519454324877,10.0,1.2887519007861885,0.18885248323001091,0.33668437037254184,0.8717277878316334,2020-03-15
US - District of Columbia,US,District of Columbia,ok,95.8,1.0,0.0,2.0,0.2,0.05,0.2,3.0,3.0,0.1,3.0,1.0,100.0,2020-03-15
Serbia,Serbia,None,ok,494.8,0.8880722370907868,-5.140384729031917,1.0,0.5,0.023594694439123404,0.15592290277146137,0.10592507930872622,0.2138394888716661,2.1016291556266533,6.467863105366243,5.0,1.1233438533192088,2020-03-15
Uruguay,Uruguay,None,ok,259.4,0.9611360742997721,-10.0,1.0,0.10603932150274221,0.029336252190859433,0.0390706666086385,0.1,5.430093315567974,0.0,5.41331872584054,4.097576940562181,1.6501833885447792,2020-03-15
United Arab Emirates,United Arab Emirates,None,ok,282.5,1.25,10.0,1.0,0.08394572944366721,0.01,0.4968046108788977,0.13279733311050934,0.1098486512132237,0.0006039634607179038,8.718488213567829e-05,0.6754770550509747,7.798439719346402,2020-03-15
US - Alabama,US,Alabama,ok,265.7,1.25,10.0,1.0,0.31722146839623766,0.06816037228690314,0.5,0.13060273082578275,0.24115275582195514,0.13037000744477537,6.99992255488408,0.6639095393997388,4.496177252985093,2020-03-15
Thailand,Thailand,None,ok,380.2,0.8928320785301386,-8.40564381506183,2.734990123576188,0.13217571992130028,0.019346592258594395,0.17175184259086773,1.7779210823714804,0.8050174455819784,3.065986586252127,3.564541687042101,0.6453842217119549,0.8245735672295411,2020-03-15
United Kingdom,United Kingdom,None,ok,299.0,1.2087698760584347,-10.0,1.0,0.5,0.25,0.1606701687570193,0.1,2.3273575593442866,8.001413576881121e-06,8.001948523083467e-13,0.8590400047705472,0.49963553438123154,2020-03-15
Turkey,Turkey,None,ok,337.1,1.1125427770117093,-10.0,1.0,0.17210982703260347,0.0429623861479964,0.5,2.4995122625787416,5.377726030803515,4.999999983833039,3.5674773292653126,2.8894140510707413,0.942496112039739,2020-03-15
US - Alaska,US,Alaska,ok,268.5,1.25,-7.199231193789421,1.0,0.5,0.029166576526777538,0.5,0.1,6.964415182471282,0.0,4.344823761885431,2.524660937945843,9.249914421482954,2020-03-15
Tunisia,Tunisia,None,ok,383.3,0.75,-10.0,1.2617200135803683,0.29033470959916075,0.044775147133152594,0.0,1.7776116695983377,1.4791121713786943,3.7461148790179455,5.178575548842083,0.1498348258254806,1.1418837728221292,2020-03-15
US - Arizona,US,Arizona,ok,281.3,1.25,10.0,1.0,0.09850825751027935,0.09682056904685502,0.5,0.6186020701049233,0.4488070417076582,0.5790070229813005,6.999257234452086,0.7400520942565926,7.382989448502593,2020-03-15
US - California,US,California,ok,268.9,1.25,10.0,1.0,0.5,0.07036065718430438,0.5,0.1,0.12182389656348415,0.0,1.963384286477176,3.5451715429371298,3.112641763543248,2020-03-15
US - Colorado,US,Colorado,ok,263.2,1.219140821572501,-10.0,1.0,0.5,0.09167299240788777,0.5,0.1,5.135578666128489,0.0,2.822733259883357,2.3704302084036937,0.7454527075444465,2020-03-15
US - Connecticut,US,Connecticut,ok,277.9,1.179092062809306,-4.085687647763089,1.0138945172065228,0.1450722081074055,0.11528564817762636,0.1441389948096794,8.751142436248276,6.636255651992911,1.668375490265308,0.38817270862335235,1.1091763775440775,0.3966634001236836,2020-03-15
US - Arkansas,US,Arkansas,ok,287.2,1.25,10.0,1.0,0.3917224206324293,0.027690873738661446,0.5,0.18046693722977641,0.349388988270366,2.8503986933359666,6.999983863180367,0.6833639652719018,7.4745268170639925,2020-03-15
US - Florida,US,Florida,ok,249.4,1.25,1.1369284234725578,1.0,0.12098971377730362,0.0846711553217533,0.5,4.314958999418708,0.410870534455355,0.0,4.144288440113688,1.9131328948191801,3.6775592418263114,2020-03-15
US - Delaware,US,Delaware,ok,285.0,1.2253187718596337,2.959787633914403,1.0,0.18386592711500885,0.06918069106920427,0.16907172444379645,3.9977226695277848,2.273863072439128,0.012956414722766514,2.1404667555672643,3.8927675528733436,0.5475309590638724,2020-03-15
US - Georgia,US,Georgia,ok,253.8,1.25,1.008508988819809,1.0,0.12564376698719282,0.08590959934357084,0.5,1.6802050827795811,0.9543787693882428,0.0,3.7410339638590813,2.975848413989651,2.9240170590130123,2020-03-15
US - Illinois,US,Illinois,ok,253.7,1.25,4.74516942881661,1.0,0.11477413727459616,0.09800156845634417,0.49999885073105654,4.1211315945823275,0.9370010595654439,0.06986324910663153,2.8658077975739795,2.4962299840809252,0.6083556843953801,2020-03-15
US - Indiana,US,Indiana,ok,276.9,1.25,1.8946824480246298,1.0,0.3426021713613042,0.12004026576155132,0.5,7.372512056838844,1.6135421661419471,0.0,1.6574836655963736,4.690354071977916,1.271689404329876,2020-03-15
US - Idaho,US,Idaho,ok,284.9,1.25,-10.0,1.0,0.5,0.04313984506488067,0.5,7.60491685337594,9.999984694934465,0.0,3.223721759403805,1.2827893900529852,2.868362575859155,2020-03-15
US - Louisiana,US,Louisiana,ok,262.3,1.2468129924263833,-10.0,1.0,0.5,0.0745436299723762,0.061941231667725014,2.157610556000729,10.0,0.0,1.451769163995195,0.7658579480532935,2.0773228949113984,2020-03-15
US - Kentucky,US,Kentucky,ok,274.7,1.25,6.801114212272453,1.0,0.5,0.08453750746714563,0.5,0.1,0.4946621079201957,0.0,4.0853114259136145,3.6259152312359495,2.2316098277066128,2020-03-15
US - Iowa,US,Iowa,ok,288.8,1.25,10.0,1.0,0.07966957765772363,0.06236690474963931,0.48162328571509855,0.807750462397148,0.18797837643313986,0.21550996556227,0.0003927887231355471,1.0107734156530228,1.2840837107800498,2020-03-15
US - Maine,US,Maine,ok,271.2,1.25,5.454605372447081,1.0,0.5,0.07433372026499141,0.5,0.1,1.4196433949074445,0.0,1.4408124129528674,1.7038272221823667,1.825109319554505,2020-03-15
US - Hawaii,US,Hawaii,ok,362.6,0.8047536861678074,-2.6311661952607635,2.4857762648125,0.13031413423336444,0.02653760210476198,0.04293227833071312,2.416976267508887,0.8768268126077894,2.435605781175915,6.827936323571788,2.41132705721594,2.5135176296337556,2020-03-15
US - Kansas,US,Kansas,ok,301.1,1.1670661478200974,5.8426771123658785,1.002013275651776,0.5,0.03830344390414296,0.5,5.62782639525884,2.314169819027878,1.699557551248396,6.168330602282134,0.14064671491158656,1.6739476013233008,2020-03-15
US - Maryland,US,Maryland,ok,281.4,1.25,8.467261133818303,1.0,0.302964341833956,0.10016483230686081,0.5,1.1449003024296756,1.047078702215306,0.0,2.753453588110829,0.2757612283014845,1.013052649305185,2020-03-15
US - Mississippi,US,Mississippi,ok,257.1,1.25,9.996351891501881,1.0,0.12414865285572652,0.10807076222776682,0.5,2.936450751816409,0.1312061434880152,0.0,1.3065775923960246,0.5949174346468012,1.7955871330561965,2020-03-15
US - Missouri,US,Missouri,ok,268.6,1.25,-1.9727578060706576,1.0,0.3326252278612294,0.07978980115137843,0.22920684182665232,3.2774042609323955,4.841496201040577,1.1712812326680586,1.1997510460553913e-05,0.42829978372194455,1.970789364888644,2020-03-15
US - Massachusetts,US,Massachusetts,ok,322.0,1.2499711082590623,-2.7278813976180594,1.2050155774234066,0.08306535724965174,0.07917364992818585,0.0,0.8972334789783719,1.2005722896778623,1.3875717640206648,7.0,0.9766744972879134,0.16553269917344587,2020-03-15
US - New Hampshire,US,New Hampshire,ok,260.0,1.25,3.842116302901227,1.0,0.05,0.08398036752754591,0.06452063717507711,2.312207143851171,0.247379207203392,0.0016882323166501777,2.616211695697611,0.964319591351296,1.2958089808586108,2020-03-15
US - Minnesota,US,Minnesota,ok,314.5,1.25,10.0,1.0,0.17246626384996427,0.049149470790170874,0.010920643748259757,0.6805104938572657,0.13496989101135023,0.3453241039391072,0.003354726308447612,4.13776982976778,2.678147255251819,2020-03-15
US - Michigan,US,Michigan,ok,324.8,1.1970684523439454,-10.0,1.0,0.14644944081304365,0.15062304959902312,0.42538441707453345,8.496244853222386,10.0,3.0148641349366003,0.0,0.33630619109039583,0.669114963681762,2020-03-15
US - Nevada,US,Nevada,ok,288.2,1.25,1.2094287009625158,1.0,0.5,0.08670327312331497,0.5,1.2472971354379325,0.8475244176829483,0.0,6.03702946124473,0.7480295489680454,3.0193550953888644,2020-03-15
US - Montana,US,Montana,ok,337.3,0.75,-10.0,1.0000003353715778,0.09184296136927372,0.04510349443724274,0.48568410825773767,0.15733124646278768,4.237659704546355,2.226765438963721,0.026944615378277657,0.9062843710684895,3.941440483727167,2020-03-15
US - New Jersey,US,New Jersey,ok,292.3,1.0161927799694515,-4.521799881678863,1.0,0.10041737569808837,0.11826664965971428,0.2624000054537974,1.6440118304413893,3.398373790052631,3.5006833509934556,1.5566417700156634,2.787056856765446,0.6603858712383085,2020-03-15
US - New York,US,New York,ok,240.5,0.9444056640958136,-10.0,1.0,0.13899951919888415,0.12747369883688384,0.5,0.21072803319345357,3.911915630135675,3.7830168037336542,0.23676890479945178,2.485507422485144,0.577526766554869,2020-03-15
US - New Mexico,US,New Mexico,ok,271.4,1.25,9.075130696254647,1.0,0.11612438257608296,0.10267898067818718,0.5,0.33414149708317537,0.22346583356425673,0.0,2.6376880988233475,2.1432029664235746,1.8263929849273088,2020-03-15
US - Nebraska,US,Nebraska,ok,390.5,1.25,10.0,1.0,0.2735860015084715,0.013012801339743767,0.0,0.1,0.1,0.47372481376855463,7.0,5.0,2.6311640815742425,2020-03-15
US - North Carolina,US,North Carolina,ok,290.9,1.25,10.0,1.0,0.22140797931862968,0.05875147975799366,0.5,0.299103633074467,0.15482596437694937,1.1552410892879796,7.0,0.3089347425075365,4.85799322747011,2020-03-15
US - Oregon,US,Oregon,ok,229.0,1.25,-0.6989808242355978,1.0,0.5,0.061663706078039886,0.5,0.1,0.6037433258803889,0.0,1.0217097233824826,0.3074053972742167,4.266854297271407,2020-03-15
US - Ohio,US,Ohio,ok,240.7,1.25,2.510099186093462,1.0,0.1980126777707353,0.12129375019966823,0.5,0.13715152492651966,3.441858882346718,0.0,1.1692036383392168,0.6593636786571441,1.0248541485298794,2020-03-15
US - North Dakota,US,North Dakota,ok,249.2,1.25,8.29235862636611,1.0,0.10409849114387297,0.049438878357976404,0.5,0.10000005931329263,1.7199865134311365,0.020072952206710678,5.210355895810895,0.20873653990914356,1.5418274554306994,2020-03-15
US - West Virginia,US,West Virginia,ok,90.8,1.0,0.0,2.0,0.2,0.05,0.2,3.0,3.0,0.1,3.0,1.0,100.0,2020-03-15
US - Pennsylvania,US,Pennsylvania,ok,247.5,1.25,-6.7425899089682595,1.0,0.0904642696253452,0.08246909822237683,0.0,9.66892702091447,9.979121100131241,0.5308275992628143,0.7840246560156308,0.9497588536036469,0.7540692612934139,2020-03-15
US - Oklahoma,US,Oklahoma,ok,269.0,1.25,0.3386641535512439,1.0,0.5,0.09376896991935568,0.5,7.270536245285272,2.8944014875760784,0.0,1.667287096337736,1.7176848818760182,2.6181056355013705,2020-03-15
US - South Dakota,US,South Dakota,ok,224.7,1.25,3.832593627854862,1.0,0.05733764847116873,0.020295347272651858,0.38744503757603843,1.9218329967508598,2.3724386485465137,0.8942996884685928,0.43953130031697296,0.8347136996350087,1.9686279155478683,2020-03-15
US - South Carolina,US,South Carolina,ok,274.7,1.25,10.0,1.0,0.5,0.07761413284009143,0.5,0.1,0.2744439495731879,0.0,6.990640271242057,0.13263602868572769,5.6637350384727165,2020-03-15
Yemen,Yemen,None,ok,79.5,1.0,0.0,2.0,0.2,0.05,0.2,3.0,3.0,0.1,3.0,1.0,100.0,2020-03-15
Zambia,Zambia,None,ok,80.7,1.0,0.0,2.0,0.2,0.05,0.2,3.0,3.0,0.1,3.0,1.0,100.0,2020-03-15
Zimbabwe,Zimbabwe,None,ok,78.7,1.0,0.0,2.0,0.2,0.05,0.2,3.0,3.0,0.1,3.0,1.0,100.0,2020-03-15
US - Rhode Island,US,Rhode Island,ok,308.5,1.2499998258461547,2.925088019878937,1.1332995542466566,0.1217880759528806,0.06767880951948159,0.09459699084675921,0.12891223224682097,1.2932529217402267,1.3246832648474895,7.0,0.6186996611256926,0.4416708825223461,2020-03-15
US - Tennessee,US,Tennessee,ok,265.0,1.25,7.452550392861372,1.0,0.5,0.024210538004845246,0.5,1.3586011878803803,0.10166070875326594,0.0,2.0185587054141125,3.294088859899953,3.5323255122071795,2020-03-15
US - Washington,US,Washington,ok,229.5,1.25,-7.167528433198284,1.0,0.5,0.08421545360155828,0.5,0.1,0.7344734219017581,0.0,3.9884777386220107,2.5470285406419726,2.6361191156480377,2020-03-15
US - Virginia,US,Virginia,ok,244.6,1.25,10.0,1.0,0.5,0.05814349365057004,0.5,1.517476737183469,0.1,0.0,0.5433381088468807,0.1,1.560938288223062,2020-03-15
US - Vermont,US,Vermont,ok,256.3,0.7724875494765104,-10.0,1.0,0.1817076065523069,0.07069694457432946,0.38284445286069674,2.3160923723108304,5.657100702324661,4.014145216680994,0.0,0.7371530954499507,2.840769651277875,2020-03-15
US - Texas,US,Texas,ok,273.3,1.25,10.0,1.0,0.5,0.05938115100084191,0.5,0.20850963943808418,0.1497252201046267,0.4162593794489174,7.0,3.441525409668061,5.450926875157536,2020-03-15
Uzbekistan,Uzbekistan,None,ok,197.8,1.25,10.0,1.0,0.05,0.01,0.48882363750533386,2.0315741309357933,0.5724657336785074,0.3434156086716311,4.868160597292753,0.8104945993106133,33.593380927364734,2020-03-15
US - Wyoming,US,Wyoming,ok,199.3,1.25,-3.164783841602955,1.0,0.05,0.022120596993236975,0.0,1.4887136582914915,0.3598769914821712,3.8721520755185685,0.5508393109915216,0.9897967465185719,3.144827003073154,2020-03-15
US - Wisconsin,US,Wisconsin,ok,214.4,1.25,10.0,1.0,0.5,0.06957817178992502,0.5,0.1,0.2607615321719973,0.0,6.584665949395297,4.997892046875151,2.01128513960112,2020-03-15
Venezuela,Venezuela,None,ok,183.9,1.25,7.80329599794278,1.0,0.05,0.013989780705109613,1.8734750875820438e-05,0.1,0.1,0.0,6.37373800369096,1.281626596289739,10.789924409334692,2020-03-15
US - Utah,US,Utah,ok,302.0,1.25,10.0,1.0,0.5,0.012144809710273778,0.49999206229141224,0.42517134198848877,0.11206650098650975,0.0011745630081453056,3.619877386144052e-05,1.2343221610632582,4.910168379513339,2020-03-15
Vietnam,Vietnam,None,ok,175.3,0.7773820627827126,-10.0,1.0,0.05,0.01,0.3860139204771258,0.1,0.41506717976603313,0.0,0.0,0.9156212443658646,,2020-03-15
