region,country,province,policy,gamma_region_policy,train_policy_days,z_mean
Andorra,Andorra,None,No_Measure,0.15266482714053878,0,0.15266482714053878
Andorra,Andorra,None,Restrict_Mass_Gatherings,0.13327639409369035,0,0.15266482714053878
Andorra,Andorra,None,Mass_Gatherings_Authorized_But_Others_Restricted,0.22989611827792122,22,0.15266482714053878
Andorra,Andorra,None,Restrict_Mass_Gatherings_and_Schools,0.07312645220031808,0,0.15266482714053878
Andorra,Andorra,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.07410368315376288,71,0.15266482714053878
Andorra,Andorra,None,Restrict_Mass_Gatherings_and_Schools_and_Others,0.0645772218804479,0,0.15266482714053878
Andorra,Andorra,None,Lockdown,0.036486893686588764,0,0.15266482714053878
Australia - Australian Capital Territory,Australia,Australian Capital Territory,No_Measure,0.15759365109808668,0,0.15759365109808668
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Restrict_Mass_Gatherings,0.13757925740862967,0,0.15759365109808668
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Mass_Gatherings_Authorized_But_Others_Restricted,0.10527255893352193,93,0.15759365109808668
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Restrict_Mass_Gatherings_and_Schools,0.07548735887598351,0,0.15759365109808668
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.12512935897188082,0,0.15759365109808668
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Restrict_Mass_Gatherings_and_Schools_and_Others,0.06666211441449066,0,0.15759365109808668
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Lockdown,0.03766488261244271,0,0.15759365109808668
Australia - New South Wales,Australia,New South Wales,No_Measure,0.15759365109808668,0,0.15759365109808668
Australia - New South Wales,Australia,New South Wales,Restrict_Mass_Gatherings,0.13757925740862967,0,0.15759365109808668
Australia - New South Wales,Australia,New South Wales,Mass_Gatherings_Authorized_But_Others_Restricted,0.10527255893352193,93,0.15759365109808668
Australia - New South Wales,Australia,New South Wales,Restrict_Mass_Gatherings_and_Schools,0.07548735887598351,0,0.15759365109808668
Australia - New South Wales,Australia,New South Wales,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.12512935897188082,0,0.15759365109808668
Australia - New South Wales,Australia,New South Wales,Restrict_Mass_Gatherings_and_Schools_and_Others,0.06666211441449066,0,0.15759365109808668
Australia - New South Wales,Australia,New South Wales,Lockdown,0.03766488261244271,0,0.15759365109808668
Australia - South Australia,Australia,South Australia,No_Measure,0.15759365109808668,0,0.15759365109808668
Australia - South Australia,Australia,South Australia,Restrict_Mass_Gatherings,0.13757925740862967,0,0.15759365109808668
Australia - South Australia,Australia,South Australia,Mass_Gatherings_Authorized_But_Others_Restricted,0.10527255893352193,93,0.15759365109808668
Australia - South Australia,Australia,South Australia,Restrict_Mass_Gatherings_and_Schools,0.07548735887598351,0,0.15759365109808668
Australia - South Australia,Australia,South Australia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.12512935897188082,0,0.15759365109808668
Australia - South Australia,Australia,South Australia,Restrict_Mass_Gatherings_and_Schools_and_Others,0.06666211441449066,0,0.15759365109808668
Australia - South Australia,Australia,South Australia,Lockdown,0.03766488261244271,0,0.15759365109808668
Australia - Tasmania,Australia,Tasmania,No_Measure,0.15759365109808668,0,0.15759365109808668
Australia - Tasmania,Australia,Tasmania,Restrict_Mass_Gatherings,0.13757925740862967,0,0.15759365109808668
Australia - Tasmania,Australia,Tasmania,Mass_Gatherings_Authorized_But_Others_Restricted,0.10527255893352193,93,0.15759365109808668
Australia - Tasmania,Australia,Tasmania,Restrict_Mass_Gatherings_and_Schools,0.07548735887598351,0,0.15759365109808668
Australia - Tasmania,Australia,Tasmania,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.12512935897188082,0,0.15759365109808668
Australia - Tasmania,Australia,Tasmania,Restrict_Mass_Gatherings_and_Schools_and_Others,0.06666211441449066,0,0.15759365109808668
Australia - Tasmania,Australia,Tasmania,Lockdown,0.03766488261244271,0,0.15759365109808668
Australia - Western Australia,Australia,Western Australia,No_Measure,0.15759365109808668,0,0.15759365109808668
Australia - Western Australia,Australia,Western Australia,Restrict_Mass_Gatherings,0.13757925740862967,0,0.15759365109808668
Australia - Western Australia,Australia,Western Australia,Mass_Gatherings_Authorized_But_Others_Restricted,0.10527255893352193,93,0.15759365109808668
Australia - Western Australia,Australia,Western Australia,Restrict_Mass_Gatherings_and_Schools,0.07548735887598351,0,0.15759365109808668
