region,country,province,model,n_eval_days,mean_daily_ape_cases_pct,mean_daily_ape_deaths_pct,mean_daily_ape_both_pct
Andorra,Andorra,None,delphi,92,67.39695673491387,16.295766371774693,41.84636155334428
Andorra,Andorra,None,delphi_lookahead,92,57.68517192128659,41.26361690273982,49.474394412013204
Andorra,Andorra,None,delphi_constant,92,69.25048567614219,16.43458116710185,42.84253342162202
Andorra,Andorra,None,themis,92,69.25046798940754,16.434574549389847,42.842521269398695
Andorra,Andorra,None,sir,92,54.09831719732342,22.036764330645894,38.06754076398465
Andorra,Andorra,None,seir,92,58.7917209563483,10.39362953464983,34.592675245499066
Andorra,Andorra,None,seird,92,61.5001185687923,16.2235460653942,38.86183231709325
Australia - Australian Capital Territory,Australia,Australian Capital Territory,delphi,92,34.69993287137851,33.33333333333333,34.01663310235592
Australia - Australian Capital Territory,Australia,Australian Capital Territory,delphi_lookahead,92,34.69993287137851,33.33333333333333,34.01663310235592
Australia - Australian Capital Territory,Australia,Australian Capital Territory,delphi_constant,92,24.487593481883238,41.31684565835049,32.90221957011686
Australia - Australian Capital Territory,Australia,Australian Capital Territory,themis,92,24.487885571633154,41.31692672352422,32.90240614757869
Australia - Australian Capital Territory,Australia,Australian Capital Territory,sir,92,0.9667024749468133,0.0,0.48335123747340664
Australia - Australian Capital Territory,Australia,Australian Capital Territory,seir,92,1.0953876220020557,5.320204200638489,3.2077959113202725
Australia - Australian Capital Territory,Australia,Australian Capital Territory,seird,92,1.5613308324037256,0.804046347604009,1.1826885900038673
Australia - New South Wales,Australia,New South Wales,delphi,92,4.218114638131781,71.67602700826656,37.94707082319917
Australia - New South Wales,Australia,New South Wales,delphi_lookahead,92,4.218114638131781,71.67602700826656,37.94707082319917
Australia - New South Wales,Australia,New South Wales,delphi_constant,92,4.3569472046280815,64.6449170447536,34.50093212469084
Australia - New South Wales,Australia,New South Wales,themis,92,4.356710017899516,64.64506784514856,34.50088893152404
Australia - New South Wales,Australia,New South Wales,sir,92,4.109653460097682,9.358238152331674,6.733945806214678
Australia - New South Wales,Australia,New South Wales,seir,92,11.263141774306451,30.422293431892577,20.842717603099516
Australia - New South Wales,Australia,New South Wales,seird,92,7.430228025654367,2.763244592651373,5.09673630915287
Australia - South Australia,Australia,South Australia,delphi,92,28.418399225206496,150.0,89.20919961260324
Australia - South Australia,Australia,South Australia,delphi_lookahead,92,28.418399225206496,150.0,89.20919961260324
Australia - South Australia,Australia,South Australia,delphi_constant,92,18.092019685345786,143.230937107028,80.6614783961869
Australia - South Australia,Australia,South Australia,themis,92,18.092333580409385,143.2312332407773,80.66178341059334
Australia - South Australia,Australia,South Australia,sir,92,4.922831325186375,0.0,2.4614156625931876
Australia - South Australia,Australia,South Australia,seir,92,9.503002886956228,16.30167127831314,12.902337082634684
Australia - South Australia,Australia,South Australia,seird,92,10.220552564762624,1.9593795063148334,6.089966035538729
Australia - Tasmania,Australia,Tasmania,delphi,92,31.983505522371455,15.384615384615389,23.684060453493423
Australia - Tasmania,Australia,Tasmania,delphi_lookahead,92,31.983505522371455,15.384615384615389,23.684060453493423
Australia - Tasmania,Australia,Tasmania,delphi_constant,92,23.807435987649377,15.888085507168636,19.847760747409005
Australia - Tasmania,Australia,Tasmania,themis,92,23.80766801851629,15.888115315206443,19.847891666861365
Australia - Tasmania,Australia,Tasmania,sir,92,0.49154642344846816,0.0,0.24577321172423408
Australia - Tasmania,Australia,Tasmania,seir,92,0.5696663822260831,0.39760066545262474,0.48363352383935393
Australia - Tasmania,Australia,Tasmania,seird,92,0.3811524650322948,0.2920697418428623,0.3366111034375785
Australia - Western Australia,Australia,Western Australia,delphi,92,17.836283577235374,88.8888888888889,53.36258623306214
Australia - Western Australia,Australia,Western Australia,delphi_lookahead,92,17.836283577235374,88.8888888888889,53.36258623306214
Australia - Western Australia,Australia,Western Australia,delphi_constant,92,9.395315207358001,83.85986521388311,46.62759021062055
