model,regions,mean_regions_cases_pct,mean_regions_cases_ci_lo,mean_regions_cases_ci_hi,median_regions_cases_pct,median_regions_cases_ci_lo,median_regions_cases_ci_hi,mean_regions_deaths_pct,mean_regions_deaths_ci_lo,mean_regions_deaths_ci_hi,median_regions_deaths_pct,median_regions_deaths_ci_lo,median_regions_deaths_ci_hi,mean_regions_both_pct,mean_regions_both_ci_lo,mean_regions_both_ci_hi,median_regions_both_pct,median_regions_both_ci_lo,median_regions_both_ci_hi,rank_mean_cases,rank_median_cases
sir,40,25.23626837841517,20.028233935395658,31.17518274825516,23.95487608434098,16.996038645226452,26.437703088905415,30.490630342421298,22.76148422976884,38.90995861777796,21.60378189605573,17.553846512758476,32.78809616176729,27.863449360418237,22.188682243282273,33.81098190916148,25.112355062826,18.125276841443622,32.23489358137351,1.0,1.0
seir,40,32.59374425949252,27.19025867022651,37.85432669293082,33.2669304076274,23.676879345423565,40.398665601573576,21.72641559540022,14.39087078035204,31.70930154200477,13.64419219582441,8.933921001710392,18.366940697010442,27.160079927446372,21.76780016372154,33.74310358132192,22.6324351885485,19.246893049205525,28.630916747150717,2.0,2.0
seird,40,36.33764706434994,30.797804436019682,41.89892755007202,38.29723083717732,30.20520959358157,44.68701980014344,19.487212337260015,13.496921147204203,26.21258332699858,11.357656999407396,8.335450413831877,19.353868457075954,27.912429700804978,22.871808784692554,33.413402020549036,25.56863349713923,20.01886264192439,33.04950700624072,3.0,4.0
delphi,40,40.83963635936989,35.657406011832215,46.04394842861224,37.92557466696887,35.05801889113482,45.82271592514576,37.42993982083619,27.148591796770162,48.712348891291946,20.276422651992366,15.301720935068623,36.03547714940848,39.134788090103044,33.21093948275231,45.58208159384505,34.39396593282444,28.808910590453294,42.887473959946995,4.0,3.0
themis,40,42.06352247494239,36.04626117067072,48.00721070999115,42.13230234203173,37.580847686438545,49.89264172359455,37.17224063885178,27.222462560869293,48.50184930873576,23.424060491562024,16.161344932298146,39.4985699966586,39.617881556897075,34.00152045255361,45.78259428552415,35.25376438396147,30.913904437178868,40.76574145640677,5.0,6.0
delphi_constant,40,42.07798978669805,36.08469446482251,48.00605605452882,42.133230402365825,37.76605326547734,49.89559800755346,37.17936136594405,27.190590946967454,48.91410250847255,23.527365533867815,16.161333337135243,37.680254043195696,39.62867557632105,34.04955768358592,45.55631528089891,35.253804361203784,30.740084303077694,41.78583627152644,6.0,7.0
delphi_lookahead,40,56.18859727932711,43.48897139726672,71.55089524880762,40.535537983469546,34.70028286962325,51.986651871751974,67.29673684845136,44.397257102755916,94.79318628609151,40.04912988496476,19.37102332062186,68.42060146589029,61.74266706388924,44.900028190445695,81.73793042145351,42.639070932934374,30.02883036861153,54.26388283281331,7.0,5.0
