month,decision_date,actual_npi,actual_npi_short,online_npi,online_npi_short,online_cost,online_gammas,ranking
1,2020-03-15,Restrict_Mass_Gatherings_and_Schools_and_Others,MG+Sch+Oth,Lockdown,Lock,455959187488.9502,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.794, 'Lockdown': 0.239, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.668, 'No_Measure': 1.0, 'Restrict_Mass_Gatherings': 0.873, 'Restrict_Mass_Gatherings_and_Schools': 0.479, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.423}","[{'npi': 'Lockdown', 'npi_short': 'Lock', 'economic_costs': 116817535884.9358, 'humanitarian_costs': 339141651604.0144, 'total_costs': 455959187488.9502, 'num_deaths': 267653, 'full_vector': ['Lockdown', 'Lockdown', 'Lockdown']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'npi_short': 'MG+Sch+Oth', 'economic_costs': 122675269867.70544, 'humanitarian_costs': 872517829790.5759, 'total_costs': 995193099658.2814, 'num_deaths': 718471, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']}, {'npi': 'No_Measure', 'npi_short': 'None', 'economic_costs': 57909141407.01447, 'humanitarian_costs': 964597669601.8594, 'total_costs': 1022506811008.8739, 'num_deaths': 795909, 'full_vector': ['No_Measure', 'No_Measure', 'No_Measure']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools', 'npi_short': 'MG+Sch', 'economic_costs': 117113096903.58987, 'humanitarian_costs': 906667443212.0514, 'total_costs': 1023780540115.6412, 'num_deaths': 747148, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']}, {'npi': 'Restrict_Mass_Gatherings', 'npi_short': 'MG', 'economic_costs': 73062439978.3694, 'humanitarian_costs': 961599506057.098, 'total_costs': 1034661946035.4674, 'num_deaths': 793402, 'full_vector': ['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']}, {'npi': 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'npi_short': 'Sch+MG+Oth', 'economic_costs': 81569263085.9956, 'humanitarian_costs': 958462816870.5205, 'total_costs': 1040032079956.5161, 'num_deaths': 790686, 'full_vector': ['Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']}]"
2,2020-04-15,Restrict_Mass_Gatherings_and_Schools_and_Others,MG+Sch+Oth,Lockdown,Lock,126661601374.38824,"{'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.255134814795719, 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.4789055388836901, 'Lockdown': 0.1441541861375339, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.4029079344764546, 'No_Measure': 0.6031555905336147, 'Restrict_Mass_Gatherings': 0.5265548305358456, 'Restrict_Mass_Gatherings_and_Schools': 0.2889115278656014}","[{'npi': 'Lockdown', 'npi_short': 'Lock', 'economic_costs': 89755884989.5471, 'humanitarian_costs': 36905716384.84114, 'total_costs': 126661601374.38824, 'num_deaths': 16649, 'full_vector': ['Lockdown', 'Lockdown', 'Lockdown']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'npi_short': 'MG+Sch+Oth', 'economic_costs': 88917172401.98648, 'humanitarian_costs': 152546715988.92386, 'total_costs': 241463888390.91034, 'num_deaths': 108513, 'full_vector': ['Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools', 'npi_short': 'MG+Sch', 'economic_costs': 93657837698.91673, 'humanitarian_costs': 233125059216.96286, 'total_costs': 326782896915.8796, 'num_deaths': 176312, 'full_vector': ['Lockdown', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']}, {'npi': 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'npi_short': 'Sch+MG+Oth', 'economic_costs': 98650484959.26639, 'humanitarian_costs': 682013701031.3041, 'total_costs': 780664185990.5704, 'num_deaths': 549178, 'full_vector': ['Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']}, {'npi': 'Restrict_Mass_Gatherings', 'npi_short': 'MG', 'economic_costs': 94564849303.92673, 'humanitarian_costs': 734857066584.2152, 'total_costs': 829421915888.142, 'num_deaths': 593698, 'full_vector': ['Lockdown', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']}, {'npi': 'No_Measure', 'npi_short': 'None', 'economic_costs': 85733652896.6474, 'humanitarian_costs': 781538409620.0244, 'total_costs': 867272062516.6719, 'num_deaths': 636837, 'full_vector': ['Lockdown', 'No_Measure', 'No_Measure']}]"
3,2020-05-15,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Sch+MG+Oth,No_Measure,None,81913207614.4847,"{'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.1068404878927165, 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.20054692053621018, 'Lockdown': 0.06036613854931262, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.168722094355401, 'No_Measure': 0.2525779855619775, 'Restrict_Mass_Gatherings': 0.22050058139560638, 'Restrict_Mass_Gatherings_and_Schools': 0.12098485508418723}","[{'npi': 'No_Measure', 'npi_short': 'None', 'economic_costs': 59059386738.416435, 'humanitarian_costs': 22853820876.068256, 'total_costs': 81913207614.4847, 'num_deaths': 3077, 'full_vector': ['Lockdown', 'Lockdown', 'No_Measure']}, {'npi': 'Restrict_Mass_Gatherings', 'npi_short': 'MG', 'economic_costs': 64114206170.73381, 'humanitarian_costs': 22779169310.894367, 'total_costs': 86893375481.62817, 'num_deaths': 3031, 'full_vector': ['Lockdown', 'Lockdown', 'Restrict_Mass_Gatherings']}, {'npi': 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'npi_short': 'Sch+MG+Oth', 'economic_costs': 66963821672.10382, 'humanitarian_costs': 22742863302.428898, 'total_costs': 89706684974.53271, 'num_deaths': 3008, 'full_vector': ['Lockdown', 'Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools', 'npi_short': 'MG+Sch', 'economic_costs': 79294353997.07565, 'humanitarian_costs': 22665998786.488403, 'total_costs': 101960352783.56406, 'num_deaths': 2959, 'full_vector': ['Lockdown', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'npi_short': 'MG+Sch+Oth', 'economic_costs': 81503898405.65083, 'humanitarian_costs': 22656845661.062485, 'total_costs': 104160744066.71332, 'num_deaths': 2953, 'full_vector': ['Lockdown', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others']}, {'npi': 'Lockdown', 'npi_short': 'Lock', 'economic_costs': 88455147623.27788, 'humanitarian_costs': 22635960836.816475, 'total_costs': 111091108460.09436, 'num_deaths': 2939, 'full_vector': ['Lockdown', 'Lockdown', 'Lockdown']}]"
