month,decision_date,actual_npi,actual_npi_short,online_npi,online_npi_short,online_cost,online_gammas,ranking
1,2020-03-15,Mass_Gatherings_Authorized_But_Others_Restricted,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,MG+Sch+T+W,102288973417.2792,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7268602012448708, 'Lockdown': 0.5112447752149099, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.3758674366825656, 'Restrict_Mass_Gatherings': 1.2011322722238797, 'Restrict_Mass_Gatherings_and_Schools': 0.7292539084406874, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5388515231103576}","[{'npi': 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'npi_short': 'MG+Sch+T+W', 'economic_costs': 67458786481.9542, 'humanitarian_costs': 34830186935.32501, 'total_costs': 102288973417.2792, 'num_deaths': 2103.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']}, {'npi': 'Lockdown', 'npi_short': 'Lock', 'economic_costs': 88934186162.9593, 'humanitarian_costs': 33644710608.68401, 'total_costs': 122578896771.64331, 'num_deaths': 1577.0, 'full_vector': ['Lockdown', 'Lockdown', 'Lockdown']}, {'npi': 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'npi_short': 'MG+T+W', 'economic_costs': 25905592421.736935, 'humanitarian_costs': 103314562258.13136, 'total_costs': 129220154679.8683, 'num_deaths': 19160.0, 'full_vector': ['Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools', 'npi_short': 'MG+Sch', 'economic_costs': 61953143967.68125, 'humanitarian_costs': 105772833928.53848, 'total_costs': 167725977896.21973, 'num_deaths': 19731.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']}, {'npi': 'Mass_Gatherings_Authorized_But_Others_Restricted', 'npi_short': 'T+W', 'economic_costs': 39465861818.76722, 'humanitarian_costs': 137052812006.83147, 'total_costs': 176518673825.5987, 'num_deaths': 26949.0, 'full_vector': ['Mass_Gatherings_Authorized_But_Others_Restricted', 'Mass_Gatherings_Authorized_But_Others_Restricted', 'Mass_Gatherings_Authorized_But_Others_Restricted']}, {'npi': 'Restrict_Mass_Gatherings', 'npi_short': 'MG', 'economic_costs': 87666345068.29915, 'humanitarian_costs': 5514214653786.92, 'total_costs': 5601880998855.219, 'num_deaths': 1230411.0, 'full_vector': ['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']}, {'npi': 'No_Measure', 'npi_short': 'None', 'economic_costs': 96244287434.875, 'humanitarian_costs': 7434926394122.209, 'total_costs': 7531170681557.084, 'num_deaths': 1660152.0, 'full_vector': ['No_Measure', 'No_Measure', 'No_Measure']}]"
2,2020-04-15,Mass_Gatherings_Authorized_But_Others_Restricted,T+W,Restrict_Mass_Gatherings_and_Schools,MG+Sch,140775008065.51736,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.9346393956775053, 'Lockdown': 0.6196962333309458, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.9376589092714214, 'No_Measure': 1.9252485150766963, 'Restrict_Mass_Gatherings': 1.680741953661956, 'Restrict_Mass_Gatherings_and_Schools': 0.5699915405421105, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.84238125827434}","[{'npi': 'Restrict_Mass_Gatherings_and_Schools', 'npi_short': 'MG+Sch', 'economic_costs': 63676126070.56643, 'humanitarian_costs': 77098881994.95093, 'total_costs': 140775008065.51736, 'num_deaths': 12250.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']}, {'npi': 'Lockdown', 'npi_short': 'Lock', 'economic_costs': 82645642516.74278, 'humanitarian_costs': 95657781745.43976, 'total_costs': 178303424262.18256, 'num_deaths': 16746.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Lockdown', 'Lockdown']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'npi_short': 'MG+Sch+T+W', 'economic_costs': 71967785852.36397, 'humanitarian_costs': 361436190607.141, 'total_costs': 433403976459.50494, 'num_deaths': 77626.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']}, {'npi': 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'npi_short': 'MG+T+W', 'economic_costs': 47716645009.63028, 'humanitarian_costs': 664194473830.2686, 'total_costs': 711911118839.8988, 'num_deaths': 145821.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']}, {'npi': 'Mass_Gatherings_Authorized_But_Others_Restricted', 'npi_short': 'T+W', 'economic_costs': 56625631758.33506, 'humanitarian_costs': 677313535280.2272, 'total_costs': 733939167038.5623, 'num_deaths': 148769.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Mass_Gatherings_Authorized_But_Others_Restricted', 'Mass_Gatherings_Authorized_But_Others_Restricted']}, {'npi': 'Restrict_Mass_Gatherings', 'npi_short': 'MG', 'economic_costs': 126004785918.10202, 'humanitarian_costs': 7095078404241.2, 'total_costs': 7221083190159.302, 'num_deaths': 1585223.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']}, {'npi': 'No_Measure', 'npi_short': 'None', 'economic_costs': 125675486296.12341, 'humanitarian_costs': 7901552806596.304, 'total_costs': 8027228292892.427, 'num_deaths': 1766553.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'No_Measure', 'No_Measure']}]"
3,2020-05-15,Mass_Gatherings_Authorized_But_Others_Restricted,T+W,Lockdown,Lock,206245555680.78394,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7791293025135846, 'Lockdown': 0.5759012083823714, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.8383369136201098, 'No_Measure': 1.6508111285642266, 'Restrict_Mass_Gatherings': 1.4411581152365698, 'Restrict_Mass_Gatherings_and_Schools': 0.9699729528834922, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.6427367051203717}","[{'npi': 'Lockdown', 'npi_short': 'Lock', 'economic_costs': 73809442866.38158, 'humanitarian_costs': 132436112814.40237, 'total_costs': 206245555680.78394, 'num_deaths': 25287.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'npi_short': 'MG+Sch+T+W', 'economic_costs': 66901720489.12736, 'humanitarian_costs': 150582233298.0892, 'total_costs': 217483953787.21655, 'num_deaths': 29578.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']}, {'npi': 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'npi_short': 'MG+T+W', 'economic_costs': 53448863123.88201, 'humanitarian_costs': 202321872022.4521, 'total_costs': 255770735146.3341, 'num_deaths': 41616.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']}, {'npi': 'Mass_Gatherings_Authorized_But_Others_Restricted', 'npi_short': 'T+W', 'economic_costs': 58240624365.11621, 'humanitarian_costs': 232610221297.13785, 'total_costs': 290850845662.254, 'num_deaths': 48588.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools', 'Mass_Gatherings_Authorized_But_Others_Restricted']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools', 'npi_short': 'MG+Sch', 'economic_costs': 67139069916.600365, 'humanitarian_costs': 322520825233.0757, 'total_costs': 389659895149.676, 'num_deaths': 69124.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']}, {'npi': 'Restrict_Mass_Gatherings', 'npi_short': 'MG', 'economic_costs': 62074769690.641655, 'humanitarian_costs': 1057934444026.4774, 'total_costs': 1120009213717.1191, 'num_deaths': 234897.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']}, {'npi': 'No_Measure', 'npi_short': 'None', 'economic_costs': 65486608750.52641, 'humanitarian_costs': 1665836011927.9521, 'total_costs': 1731322620678.4785, 'num_deaths': 371284.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']}]"
