month,decision_date,actual_npi,actual_npi_short,online_npi,online_npi_short,online_cost,online_gammas,ranking
1,2020-03-15,Lockdown,Lock,Restrict_Mass_Gatherings_and_Schools_and_Others,MG+Sch+T+W,127724572199.68636,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.23500278420520876, 'Lockdown': 0.18044320951013926, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24399515509752162, 'No_Measure': 0.44483475331834776, 'Restrict_Mass_Gatherings': 0.3883407396469176, 'Restrict_Mass_Gatherings_and_Schools': 0.23577669898913217, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.1598420059927145}","[{'npi': 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'npi_short': 'MG+Sch+T+W', 'economic_costs': 39958780459.77011, 'humanitarian_costs': 87765791739.91624, 'total_costs': 127724572199.68636, 'num_deaths': 9166.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']}, {'npi': 'Lockdown', 'npi_short': 'Lock', 'economic_costs': 53151776406.53358, 'humanitarian_costs': 97005464198.47559, 'total_costs': 150157240605.00916, 'num_deaths': 10796.0, 'full_vector': ['Lockdown', 'Lockdown', 'Lockdown']}, {'npi': 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'npi_short': 'MG+T+W', 'economic_costs': 16312195160.314579, 'humanitarian_costs': 144027687613.46432, 'total_costs': 160339882773.7789, 'num_deaths': 18766.0, 'full_vector': ['Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']}, {'npi': 'Mass_Gatherings_Authorized_But_Others_Restricted', 'npi_short': 'T+W', 'economic_costs': 25258881609.195404, 'humanitarian_costs': 156774373277.48166, 'total_costs': 182033254886.67706, 'num_deaths': 20889.0, 'full_vector': ['Mass_Gatherings_Authorized_But_Others_Restricted', 'Mass_Gatherings_Authorized_But_Others_Restricted', 'Mass_Gatherings_Authorized_But_Others_Restricted']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools', 'npi_short': 'MG+Sch', 'economic_costs': 37653386448.88082, 'humanitarian_costs': 145108669273.66858, 'total_costs': 182762055722.5494, 'num_deaths': 18937.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']}, {'npi': 'Restrict_Mass_Gatherings', 'npi_short': 'MG', 'economic_costs': 24320880580.76225, 'humanitarian_costs': 681762089018.9312, 'total_costs': 706082969599.6934, 'num_deaths': 106843.0, 'full_vector': ['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']}, {'npi': 'No_Measure', 'npi_short': 'None', 'economic_costs': 20085127646.702965, 'humanitarian_costs': 931678949972.9313, 'total_costs': 951764077619.6343, 'num_deaths': 147917.0, 'full_vector': ['No_Measure', 'No_Measure', 'No_Measure']}]"
2,2020-04-15,Lockdown,Lock,Restrict_Mass_Gatherings_and_Schools,MG+Sch,201830012806.83304,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.30684133928819446, 'Lockdown': 0.20344576000603135, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.3078326430722774, 'No_Measure': 0.6320574925054585, 'Restrict_Mass_Gatherings': 0.5517861909572652, 'Restrict_Mass_Gatherings_and_Schools': 0.18712775054394357, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.27655306921104766}","[{'npi': 'Restrict_Mass_Gatherings_and_Schools', 'npi_short': 'MG+Sch', 'economic_costs': 38957298427.10224, 'humanitarian_costs': 162872714379.7308, 'total_costs': 201830012806.83304, 'num_deaths': 21612.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']}, {'npi': 'Lockdown', 'npi_short': 'Lock', 'economic_costs': 50294661887.47731, 'humanitarian_costs': 170674254236.68848, 'total_costs': 220968916124.16577, 'num_deaths': 22947.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Lockdown', 'Lockdown']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'npi_short': 'MG+Sch+T+W', 'economic_costs': 43347814700.544464, 'humanitarian_costs': 222439501011.55923, 'total_costs': 265787315712.1037, 'num_deaths': 31562.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']}, {'npi': 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'npi_short': 'MG+T+W', 'economic_costs': 27944755777.37447, 'humanitarian_costs': 258186614330.91684, 'total_costs': 286131370108.2913, 'num_deaths': 37446.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']}, {'npi': 'Mass_Gatherings_Authorized_But_Others_Restricted', 'npi_short': 'T+W', 'economic_costs': 33737020024.198425, 'humanitarian_costs': 259494121307.79675, 'total_costs': 293231141331.9952, 'num_deaths': 37667.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Mass_Gatherings_Authorized_But_Others_Restricted', 'Mass_Gatherings_Authorized_But_Others_Restricted']}, {'npi': 'Restrict_Mass_Gatherings', 'npi_short': 'MG', 'economic_costs': 39582378644.888084, 'humanitarian_costs': 764050891569.0251, 'total_costs': 803633270213.9132, 'num_deaths': 120005.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']}, {'npi': 'No_Measure', 'npi_short': 'None', 'economic_costs': 36580375015.124016, 'humanitarian_costs': 908272295629.7887, 'total_costs': 944852670644.9127, 'num_deaths': 143729.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'No_Measure', 'No_Measure']}]"
3,2020-05-15,Restrict_Mass_Gatherings_and_Schools_and_Others,MG+Sch+T+W,No_Measure,None,84719553760.20393,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.025525229101493824, 'Lockdown': 0.018867228117474058, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.02746494287169932, 'No_Measure': 0.05408259209858529, 'Restrict_Mass_Gatherings': 0.04721410290206496, 'Restrict_Mass_Gatherings_and_Schools': 0.031777500557004054, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.021056840754427562}","[{'npi': 'No_Measure', 'npi_short': 'None', 'economic_costs': 25213493950.393223, 'humanitarian_costs': 59506059809.810715, 'total_costs': 84719553760.20393, 'num_deaths': 4618.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']}, {'npi': 'Restrict_Mass_Gatherings', 'npi_short': 'MG', 'economic_costs': 28133486811.85723, 'humanitarian_costs': 59575077841.809494, 'total_costs': 87708564653.66672, 'num_deaths': 4618.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']}, {'npi': 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'npi_short': 'MG+T+W', 'economic_costs': 29983465396.249245, 'humanitarian_costs': 59793008138.3747, 'total_costs': 89776473534.62395, 'num_deaths': 4618.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']}, {'npi': 'Mass_Gatherings_Authorized_But_Others_Restricted', 'npi_short': 'T+W', 'economic_costs': 32855965396.249245, 'humanitarian_costs': 59773511386.43422, 'total_costs': 92629476782.68347, 'num_deaths': 4618.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools', 'Mass_Gatherings_Authorized_But_Others_Restricted']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools', 'npi_short': 'MG+Sch', 'economic_costs': 37088472534.78524, 'humanitarian_costs': 59730188429.72365, 'total_costs': 96818660964.50888, 'num_deaths': 4618.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']}, {'npi': 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'npi_short': 'MG+Sch+T+W', 'economic_costs': 38305958257.71325, 'humanitarian_costs': 59837897404.40563, 'total_costs': 98143855662.11888, 'num_deaths': 4618.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']}, {'npi': 'Lockdown', 'npi_short': 'Lock', 'economic_costs': 42638458257.71325, 'humanitarian_costs': 59859905978.600525, 'total_costs': 102498364236.31378, 'num_deaths': 4618.0, 'full_vector': ['Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']}]"
