region,country,province,model,n_eval_days,mean_daily_ape_cases_pct,mean_daily_ape_deaths_pct,mean_daily_ape_both_pct
Brazil,Brazil,None,delphi,93,12.357532152365462,7.542752952782833,9.950142552574148
Brazil,Brazil,None,delphi_constant,93,2.9604193062041877,18.898739170453254,10.92957923832872
Brazil,Brazil,None,themis,93,171.6513200682833,227.1878106125482,199.41956534041574
Brazil,Brazil,None,sir,93,4248.080024265511,100.0,2174.0400121327557
Brazil,Brazil,None,seir,93,1370.0077699398907,2677.54199727326,2023.7748836065755
Brazil,Brazil,None,seird,93,2504.302691537598,11572.276705369486,7038.289698453542
Germany,Germany,None,delphi,93,17.235222731192557,6.959236521283983,12.09722962623827
Germany,Germany,None,delphi_constant,93,17.175639775786557,6.90598049171746,12.040810133752009
Germany,Germany,None,themis,93,1302.21186426934,917.544230118716,1109.8780471940279
Germany,Germany,None,sir,93,5843.2829207889545,99.86860432590287,2971.575762557429
Germany,Germany,None,seir,93,2099.2546597626456,3978.747204239502,3039.000932001074
Germany,Germany,None,seird,93,1171.1710306353334,1556.0112898634845,1363.5911602494089
US - New York,US,New York,delphi,93,6.818275752868911,1.6184050845179065,4.218340418693408
US - New York,US,New York,delphi_constant,93,6.804745248948008,1.6136175368195964,4.209181392883802
US - New York,US,New York,themis,93,6.480043261737699,1.498053285366796,3.989048273552248
US - New York,US,New York,sir,93,6.4824858491509465,99.96912820318317,53.22580702616706
US - New York,US,New York,seir,93,6.482036031813541,4.9192115290029985,5.70062378040827
US - New York,US,New York,seird,93,571.8184641332225,1858.3817586801315,1215.1001114066771
US - Texas,US,Texas,delphi,93,11.158389643130832,18.191545918295247,14.67496778071304
US - Texas,US,Texas,delphi_constant,93,187.48656813031923,139.55709443668266,163.52183128350094
US - Texas,US,Texas,themis,93,31.899293889572057,36.320666550963786,34.10998022026792
US - Texas,US,Texas,sir,93,63.90264083411366,100.0,81.95132041705683
US - Texas,US,Texas,seir,93,82.69418591744383,211.61809796641006,147.15614194192693
US - Texas,US,Texas,seird,93,1498.3134624382847,8124.511872097867,4811.412667268076
