region,country,province,policy,gamma_region_policy,gamma_observed,is_observed,train_policy_days,k_R
Andorra,Andorra,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.09968290283994947,,False,0,0.4384129097420543
Andorra,Andorra,None,Lockdown,0.16090395455071574,,False,0,0.4384129097420543
Andorra,Andorra,None,Mass_Gatherings_Authorized_But_Others_Restricted,0.2311812143666718,0.2311812143666718,True,93,0.4384129097420543
Andorra,Andorra,None,No_Measure,0.4384129097420543,,False,0,0.4384129097420543
Andorra,Andorra,None,Restrict_Mass_Gatherings,0.38273447020481344,,False,0,0.4384129097420543
Andorra,Andorra,None,Restrict_Mass_Gatherings_and_Schools,0.14258140922717907,,False,0,0.4384129097420543
Andorra,Andorra,None,Restrict_Mass_Gatherings_and_Schools_and_Others,0.17809017202618455,,False,0,0.4384129097420543
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.12348261404083147,0.12348261404083147,True,88,0.5430858309240484
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Lockdown,0.19932044863267054,,False,0,0.5430858309240484
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Mass_Gatherings_Authorized_But_Others_Restricted,0.28637669897319507,,False,5,0.5430858309240484
Australia - Australian Capital Territory,Australia,Australian Capital Territory,No_Measure,0.5430858309240484,,False,0,0.5430858309240484
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Restrict_Mass_Gatherings,0.47411393039669425,,False,0,0.5430858309240484
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Restrict_Mass_Gatherings_and_Schools,0.17662331875679377,,False,0,0.5430858309240484
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Restrict_Mass_Gatherings_and_Schools_and_Others,0.22060994762027547,,False,0,0.5430858309240484
Australia - New South Wales,Australia,New South Wales,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.1806264104408659,0.1806264104408659,True,88,0.794408548629113
Australia - New South Wales,Australia,New South Wales,Lockdown,0.29155956442643394,,False,0,0.794408548629113
Australia - New South Wales,Australia,New South Wales,Mass_Gatherings_Authorized_But_Others_Restricted,0.4189026574407327,,False,5,0.794408548629113
Australia - New South Wales,Australia,New South Wales,No_Measure,0.794408548629113,,False,0,0.794408548629113
Australia - New South Wales,Australia,New South Wales,Restrict_Mass_Gatherings,0.6935186629532156,,False,0,0.794408548629113
Australia - New South Wales,Australia,New South Wales,Restrict_Mass_Gatherings_and_Schools,0.2583589302429518,,False,0,0.794408548629113
Australia - New South Wales,Australia,New South Wales,Restrict_Mass_Gatherings_and_Schools_and_Others,0.32270116125838927,,False,0,0.794408548629113
Australia - South Australia,Australia,South Australia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.11003740669930431,0.11003740669930431,True,88,0.48395279703309996
Australia - South Australia,Australia,South Australia,Lockdown,0.17761775971497146,,False,0,0.48395279703309996
Australia - South Australia,Australia,South Australia,Mass_Gatherings_Authorized_But_Others_Restricted,0.2551950291860336,,False,5,0.48395279703309996
Australia - South Australia,Australia,South Australia,No_Measure,0.48395279703309996,,False,0,0.48395279703309996
Australia - South Australia,Australia,South Australia,Restrict_Mass_Gatherings,0.42249079180989624,,False,0,0.48395279703309996
Australia - South Australia,Australia,South Australia,Restrict_Mass_Gatherings_and_Schools,0.1573919705991617,,False,0,0.48395279703309996
Australia - South Australia,Australia,South Australia,Restrict_Mass_Gatherings_and_Schools_and_Others,0.19658918558508526,,False,0,0.48395279703309996
Australia - Tasmania,Australia,Tasmania,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.43571547824279017,0.43571547824279017,True,88,1.9163094690375528
Australia - Tasmania,Australia,Tasmania,Lockdown,0.7033136225220679,,False,0,1.9163094690375528
Australia - Tasmania,Australia,Tasmania,Mass_Gatherings_Authorized_But_Others_Restricted,1.0104965894991274,,False,5,1.9163094690375528
Australia - Tasmania,Australia,Tasmania,No_Measure,1.9163094690375528,,False,0,1.9163094690375528
Australia - Tasmania,Australia,Tasmania,Restrict_Mass_Gatherings,1.6729381664697835,,False,0,1.9163094690375528
Australia - Tasmania,Australia,Tasmania,Restrict_Mass_Gatherings_and_Schools,0.6232254993848604,,False,0,1.9163094690375528
Australia - Tasmania,Australia,Tasmania,Restrict_Mass_Gatherings_and_Schools_and_Others,0.7784348394236339,,False,0,1.9163094690375528
Australia - Western Australia,Australia,Western Australia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.2119809478946462,0.2119809478946462,True,88,0.932308164365259
Australia - Western Australia,Australia,Western Australia,Lockdown,0.3421707417205171,,False,0,0.932308164365259
Australia - Western Australia,Australia,Western Australia,Mass_Gatherings_Authorized_But_Others_Restricted,0.4916190394479673,,False,5,0.932308164365259
Australia - Western Australia,Australia,Western Australia,No_Measure,0.932308164365259,,False,0,0.932308164365259
Australia - Western Australia,Australia,Western Australia,Restrict_Mass_Gatherings,0.8139050274908711,,False,0,0.932308164365259
