policy,gamma,pred_gdp_impact,gdp_r2,pred_unemployment_gain,unemployment_r2,region_gamma,Observed,region
No_Measure,1.0,-0.0,-0.22663534613778613,0.0,-0.28675453996258904,0.15292610795336123,False,DE
Restrict_Mass_Gatherings,0.873,-1.3548490444170949,-0.22663534613778613,0.19457365542416863,-0.28675453996258904,0.13350449224328434,False,DE
Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.794,-2.197629158660799,-0.22663534613778613,0.31560766155416325,-0.28675453996258904,0.05527485490836931,True,DE
Mass_Gatherings_Authorized_But_Others_Restricted,0.668,-3.5418101003659483,-0.22663534613778613,0.5086492409513699,-0.28675453996258904,0.706183525642239,True,DE
Restrict_Mass_Gatherings_and_Schools,0.479,-5.558081512923673,-0.22663534613778613,0.79821161004718,-0.28675453996258904,0.07325160570966002,False,DE
Restrict_Mass_Gatherings_and_Schools_and_Others,0.423,-6.155495264792627,-0.22663534613778613,0.8840078675570495,-0.28675453996258904,0.0792758943646763,True,DE
Lockdown,0.239,-8.118426163790623,-0.22663534613778613,1.16590985651805,-0.28675453996258904,0.009826117196241421,True,DE
No_Measure,1.0,-0.0,0.7803784806147893,0.0,0.8491374821897058,1.3141371383281386,True,US-NY
Restrict_Mass_Gatherings,0.873,-1.3962596878898241,0.7803784806147893,1.7707032521018802,0.8491374821897058,0.2711992635030199,False,US-NY
Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.794,-2.264799178781919,0.7803784806147893,2.872164330181002,0.8491374821897058,0.24665774939449925,False,US-NY
Mass_Gatherings_Authorized_But_Others_Restricted,0.668,-3.6500646959009573,0.7803784806147893,4.628925036990742,0.8491374821897058,0.20751558765179534,False,US-NY
Restrict_Mass_Gatherings_and_Schools,0.479,-5.727962971579515,0.7803784806147893,7.264066097205351,0.8491374821897058,0.14880234503773945,False,US-NY
Restrict_Mass_Gatherings_and_Schools_and_Others,0.423,-6.343636534743531,0.7803784806147893,8.044848633565234,0.8491374821897058,0.05244553844221999,True,US-NY
Lockdown,0.239,-8.366563956568159,0.7803784806147893,10.610276967319141,0.8491374821897058,0.18044320951013926,True,US-NY
No_Measure,1.0,-0.0,0.9467555784576849,0.0,0.9341865227361357,1.0047802511398816,True,US-FL
Restrict_Mass_Gatherings,0.873,-1.3227419980645783,0.9467555784576849,1.8086797715844134,0.9341865227361357,1.6426020972118354,False,US-FL
Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.794,-2.1455500126086853,0.9467555784576849,2.9337640389479454,0.9341865227361357,1.4939588375557815,False,US-FL
Mass_Gatherings_Authorized_But_Others_Restricted,0.668,-3.4578767193499207,0.9467555784576849,4.728202237527757,0.9341865227361357,0.9763615159303947,True,US-FL
Restrict_Mass_Gatherings_and_Schools,0.479,-5.426366779461774,0.9467555784576849,7.4198595353974754,0.9341865227361357,0.9012673591803769,False,US-FL
Restrict_Mass_Gatherings_and_Schools_and_Others,0.423,-6.0096230935689885,0.9467555784576849,8.217387623655169,0.9341865227361357,0.96183491230635,True,US-FL
Lockdown,0.239,-7.926036697064126,0.9467555784576849,10.83783705650188,0.9341865227361357,0.9789954619846648,True,US-FL
No_Measure,1.0,-0.0,-0.22498077434703134,0.0,-5.784042954124609,0.22470326823084244,False,ES
Restrict_Mass_Gatherings,0.873,-3.5153498539789787,-0.22498077434703134,0.4656047987134565,-5.784042954124609,0.19616595316552546,False,ES
Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.794,-5.702063542674562,-0.22498077434703134,0.755232980590331,-5.784042954124609,0.1784143949752889,False,ES
Mass_Gatherings_Authorized_But_Others_Restricted,0.668,-9.18973347654347,-0.22498077434703134,1.2171715997863586,-5.784042954124609,0.12340507446208011,True,ES
Restrict_Mass_Gatherings_and_Schools,0.479,-14.421238377346834,-0.22498077434703134,1.9100795285804004,-5.784042954124609,0.10763286548257353,False,ES
Restrict_Mass_Gatherings_and_Schools_and_Others,0.423,-15.97131390351079,-0.22498077434703134,2.1153855815564127,-5.784042954124609,0.031248509047674056,True,ES
Lockdown,0.239,-21.0644192037638,-0.22498077434703134,2.7899626127633104,-5.784042954124609,0.06819844326438945,True,ES
No_Measure,1.0,-0.0,-4.304489795918369,0.0,-4.8324260355029605,0.27122710821127466,True,BR
Restrict_Mass_Gatherings,0.873,-0.47251303818927703,-4.304489795918369,0.43990963855421694,-4.8324260355029605,0.5875129577113125,False,BR
Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.794,-0.7664384713936303,-4.304489795918369,0.7135542168674698,-4.8324260355029605,0.5343474094189944,False,BR
Mass_Gatherings_Authorized_But_Others_Restricted,0.668,-1.2352309344790549,-4.304489795918369,1.15,-4.8324260355029605,0.5938522562942521,True,BR
Restrict_Mass_Gatherings_and_Schools,0.479,-1.9384196291071918,-4.304489795918369,1.8046686746987954,-4.8324260355029605,0.3223581978736754,False,BR
Restrict_Mass_Gatherings_and_Schools_and_Others,0.423,-2.146771834922936,-4.304489795918369,1.9986445783132532,-4.8324260355029605,0.2846712269322854,False,BR
Lockdown,0.239,-2.8313576540318097,-4.304489795918369,2.635993975903615,-4.8324260355029605,0.16084260812486104,False,BR
No_Measure,1.0,-0.0,0.6427758015602794,0.0,-9.318660800323897,0.0668005721466801,False,SG
Restrict_Mass_Gatherings,0.873,-4.01238873499162,0.6427758015602794,0.16153008071818412,-9.318660800323897,0.05831689948405173,False,SG
