,region,mape_cases,mape_deaths
0,DE,20.845996061833223,5.210988987952429
1,US-FL,49.1012674948151,33.90103595408073
2,US-NY,9.184495033737486,2.874390951130287
3,ES,31.734023740123103,6.251971033962705
4,BR,53.1588223798175,28.189292475806138
5,SG,89.27761163288831,77.77348277699294
