policy,gamma,pred_gdp_impact,gdp_r2,pred_unemployment_gain,unemployment_r2,region_gamma,regression_r2,region
Restrict_Mass_Gatherings,0.873,-3.5153498539789783,-0.22498077434703112,0.4656047987134565,-5.7840429541246055,0.12840651876168735,0.2587088947979705,ES
Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.794,-5.702063542674562,-0.22498077434703112,0.755232980590331,-5.7840429541246055,0.11331762556336258,0.2587088947979705,ES
Mass_Gatherings_Authorized_But_Others_Restricted,0.668,-9.189733476543468,-0.22498077434703112,1.2171715997863586,-5.7840429541246055,0.12340507446208027,0.2587088947979705,ES
Restrict_Mass_Gatherings_and_Schools,0.479,-14.421238377346832,-0.22498077434703112,1.9100795285804004,-5.7840429541246055,0.06826074648279089,0.2587088947979705,ES
Restrict_Mass_Gatherings_and_Schools_and_Others,0.423,-15.971313903510788,-0.22498077434703112,2.1153855815564127,-5.7840429541246055,0.03124850904767405,0.2587088947979705,ES
Lockdown,0.239,-21.064419203763798,-0.22498077434703112,2.7899626127633104,-5.7840429541246055,0.06819844326438941,0.2587088947979705,ES
No_Measure,1.0,-0.0,-4.304489795918369,0.0,-4.8324260355029605,0.27122710821127455,1.0,BR
Restrict_Mass_Gatherings,0.873,-0.47251303818927703,-4.304489795918369,0.43990963855421694,-4.8324260355029605,0.37284759275887935,1.0,BR
Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.794,-0.7664384713936303,-4.304489795918369,0.7135542168674698,-4.8324260355029605,0.44964196611712054,1.0,BR
Mass_Gatherings_Authorized_But_Others_Restricted,0.668,-1.2352309344790549,-4.304489795918369,1.15,-4.8324260355029605,0.5938522562942523,1.0,BR
Restrict_Mass_Gatherings_and_Schools,0.479,-1.9384196291071918,-4.304489795918369,1.8046686746987954,-4.8324260355029605,0.8519647355626994,1.0,BR
Restrict_Mass_Gatherings_and_Schools_and_Others,0.423,-2.146771834922936,-4.304489795918369,1.9986445783132532,-4.8324260355029605,0.9344764791038233,1.0,BR
Lockdown,0.239,-2.8313576540318097,-4.304489795918369,2.635993975903615,-4.8324260355029605,1.2058024026131946,1.0,BR
No_Measure,1.0,-0.0,0.6427758015602785,0.0,-9.318660800323897,0.0955252130571515,0.03595236087301331,SG
Restrict_Mass_Gatherings,0.873,-4.01238873499162,0.6427758015602785,0.16153008071818412,-9.318660800323897,0.0837181642810585,0.03595236087301331,SG
Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.794,-6.508284089828925,0.6427758015602785,0.26200942226729074,-9.318660800323897,0.019679798219002148,0.03595236087301331,SG
Mass_Gatherings_Authorized_But_Others_Restricted,0.668,-10.489079212733998,0.6427758015602785,0.42226761258611906,-9.318660800323897,0.3504215425969684,0.03595236087301331,SG
Restrict_Mass_Gatherings_and_Schools,0.479,-16.460271897091605,0.6427758015602785,0.6626548980643616,-9.318660800323897,0.05534960064731472,0.03595236087301331,SG
Restrict_Mass_Gatherings_and_Schools_and_Others,0.423,-18.229514173938302,0.6427758015602785,0.7338807604282852,-9.318660800323897,0.05216464243427955,0.03595236087301331,SG
Lockdown,0.239,-24.04273879786317,0.6427758015602785,0.9679085939097489,-9.318660800323897,0.028691834513819982,0.03595236087301331,SG
