,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Lockdown,Mass_Gatherings_Authorized_But_Others_Restricted,No_Measure,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings_and_Schools_and_Others
US__Washington,1.076352474880911,0.3239902285850601,0.9055459108569881,1.355607650983515,1.1834454793086087,0.6493360648211037,0.5734220363660268
US__West_Virginia,1.030153408967701,0.31008396063385457,0.8666781828594764,1.2974224294303538,1.132649780892699,0.6214653436971395,0.5488096876490396
US__Wisconsin,0.857959129590097,0.2582521813249788,0.7218094440380161,1.0805530599371498,0.9433228213251318,0.5175849157098947,0.45707394435341436
US__Wyoming,0.4503438514441808,0.1355569023868504,0.3788787062527869,0.5671836919951899,0.4951513631118008,0.27168098846569594,0.23991870171396532
Uganda__None,2.709940246671376,0.8157124923859682,2.279899351103878,3.4130229806944277,2.9795690621462354,1.6348380077526308,1.443708720833743
Ukraine__None,1.2719456274747492,0.382865245549704,1.0701003515782523,1.6019466340991801,1.3984994115685843,0.7673324377335072,0.6776234262239532
United_Arab_Emirates__None,0.772470982809916,0.23251960313799735,0.6498874263438588,0.9728853687782316,0.8493289269433962,0.4660120916447729,0.411530510993192
United_Kingdom__None,0.5397202975908278,0.16245988806575296,0.4540719884013514,0.6797484856307655,0.5934204279556583,0.32559952461713665,0.2875336094218138
Uruguay__None,0.6524265489215597,0.1963853214008221,0.5488928648357706,0.8216959054427704,0.7173405254515386,0.393592338707087,0.3475773680022919
Uzbekistan__None,1.3252777246150986,0.3989186098022778,1.1149691688197556,1.6691155221852627,1.4571378508677344,0.7995063351267409,0.7060358658843661
Venezuela__None,0.7189397994722305,0.21640631243559583,0.6048511159287784,0.9054657424083508,0.7904715931224902,0.4337180906136,0.38301200903873234
Vietnam__None,0.7906287943263538,0.23798524161712664,0.6651637715491239,0.9957541490256345,0.869293372099379,0.4769662373832789,0.4212040050378434
Yemen__None,1.1527743789236045,0.3469937991974073,0.9698404094722516,1.451856900407562,1.2674710740558017,0.6954394552952222,0.6141354688723988
Zambia__None,1.5916162788796306,0.4790885272698132,1.339042410946591,2.0045545074050763,1.7499760849646318,0.9601816090470315,0.8479265566323473
Zimbabwe__None,1.9481722855686443,0.5864145796610906,1.6390164820653077,2.453617488121718,2.1420080671302597,1.175282776810303,1.0378801974754868
