country,start_date,policy_length,policy,st_economic_costs,st_economic_costs_lb,st_economic_costs_ub,lt_economic_costs,d_costs,d_costs_lb,d_costs_ub,h_costs,h_costs_lb,h_costs_ub,mh_costs,mh_costs_lb,mh_costs_ub,num_cases,num_cases_lb,num_cases_ub,num_deaths,num_deaths_lb,num_deaths_ub,hospitalization_days,hospitalization_days_lb,hospitalization_days_ub,icu_days,icu_days_lb,icu_days_ub,ventilated_days,ventilated_days_lb,ventilated_days_ub
BR,2020-03-15,3,actual,27094568747.88475,27094568747.88475,27094568747.88475,0,194451963302.48077,,,1057496062.2439024,,,51221268811.11459,,,893160,,,44190,,,1432788.4705882352,,,52488.529411764706,,,297435,,
BR,2020-03-15,3,No_Measure-No_Measure-No_Measure,75102234643.87737,55943791866.51564,94260677421.23909,0,5614429005117.893,5186025167169.063,6042832843066.723,29294286210.146343,29294286210.146343,29294286210.146343,111439791593.66238,95562932936.26077,127316650251.06403,27523149,20502044.0,34544254.0,1272552,1184953.0,1360151.0,39370607.76470588,39370607.76470588,39370607.76470588,1501993.2352941178,1501993.2352941178,1501993.2352941178,8511295,8511295.0,8511295.0
BR,2020-03-15,3,No_Measure-No_Measure-Restrict_Mass_Gatherings,72210154371.50385,55061380629.6163,89358928113.39139,0,5030404383826.604,4646600575330.925,5414208192322.282,26518513870.68293,26518513870.68293,26518513870.68293,104911167108.75902,90699748153.06859,119122586064.44945,24636044,18351434.0,30920654.0,1140225,1061735.0,1218715.0,35668009.76470588,35668009.76470588,35668009.76470588,1355479.2352941178,1355479.2352941178,1355479.2352941178,7681049,7681049.0,7681049.0
BR,2020-03-15,3,No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,66692565273.59325,54848829894.98013,78536300652.20638,0,3498454070144.279,3231712045976.0957,3765196094312.4614,19896243098.707317,19896243098.707317,19896243098.707317,87677193140.7811,77862130676.30441,97492255605.25781,17014792,12674350.0,21355234.0,793212,738609.0,847815.0,26848872.88235294,26848872.88235294,26848872.88235294,1003790.1176470589,1003790.1176470589,1003790.1176470589,5688144,5688144.0,5688144.0
BR,2020-03-15,3,No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,51375462367.5376,40376762400.23185,62374162334.84334,0,3255051036796.172,3006913589457.527,3503188484134.8164,18882201545.121952,18882201545.121952,18882201545.121952,84932005256.48837,75817234978.68564,94046775534.29114,15800808,11770051.0,19831565.0,738083,687275.0,788891.0,25499071.17647059,25499071.17647059,25499071.17647059,949841.8235294118,949841.8235294118,949841.8235294118,5382437,5382437.0,5382437.0
BR,2020-03-15,3,No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,60275134630.37034,50625260548.187126,69925008712.55356,0,2866518258827.9717,2648079161139.3267,3084957356516.617,17259294434.048782,17259294434.048782,17259294434.048782,80550200261.86392,72553220097.81926,88547180425.90857,13863075,10326630.0,17399520.0,650083,605333.0,694833.0,23338457.17647059,23338457.17647059,23338457.17647059,863552.8235294118,863552.8235294118,863552.8235294118,4893466,4893466.0,4893466.0
BR,2020-03-15,3,No_Measure-No_Measure-Lockdown,66644210204.49399,57198289580.769394,76090130828.2186,0,2807753347666.758,2593804802110.9775,3021701893222.5386,17012273155.390245,17012273155.390245,17012273155.390245,79887637946.29982,72059676750.56412,87715599142.03552,13570075,10108374.0,17031776.0,636773,592939.0,680607.0,23009520.411764707,23009520.411764707,23009520.411764707,850429.5882352942,850429.5882352942,850429.5882352942,4819101,4819101.0,4819101.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-No_Measure,67319042422.756645,51417982832.56576,83220102012.94754,0,4627072039830.793,4273760448787.609,4980383630873.976,21893363793.292686,21893363793.292686,21893363793.292686,100857836992.62099,87680415500.16568,114035258485.0763,22843570,17016217.0,28670923.0,1048450,976277.0,1120623.0,29348174.411764707,29348174.411764707,29348174.411764707,1133902.5882352942,1133902.5882352942,1133902.5882352942,6425448,6425448.0,6425448.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,62985516225.65259,49461836205.58092,76509196245.72424,0,3941380083405.2925,3640474628522.063,4242285538288.5215,19026781585.390244,19026781585.390244,19026781585.390244,93134666924.07147,81927411788.47574,104341922059.6672,19428210,14472109.0,24384311.0,893137,831656.0,954618.0,25536191.588235293,25536191.588235293,25536191.588235293,980833.4117647059,980833.4117647059,980833.4117647059,5558056,5558056.0,5558056.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,57102260384.44323,48976899111.05345,65227621657.83301,0,2391982278151.744,2209544686781.2783,2574419869522.21,12997549331.853657,12997549331.853657,12997549331.853657,75597660018.26384,68864064079.53903,82331255956.98863,11672950,8695202.0,14650698.0,542263,504935.0,579591.0,17526229.529411763,17526229.529411763,17526229.529411763,657728.4705882353,657728.4705882353,657728.4705882353,3727128,3727128.0,3727128.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,42191683676.4514,34807653822.22621,49575713530.67658,0,2179434629040.2432,2013249520174.395,2345619737906.0913,12178438813.68293,12178438813.68293,12178438813.68293,73189365850.34439,67070121208.18086,79308610492.5079,10607948,7901880.0,13314016.0,494132,460117.0,528147.0,16437811.588235294,16437811.588235294,16437811.588235294,613864.4117647059,613864.4117647059,613864.4117647059,3478565,3478565.0,3478565.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,51996035130.62722,45730049189.692764,58262021071.56167,0,1858642684437.9866,1716987825678.309,2000297543197.6638,10923993073.024391,10923993073.024391,10923993073.024391,69557280643.39592,64364573997.58042,74749987289.21143,9001758,6705426.0,11298090.0,421487,392473.0,450501.0,14770218.705882354,14770218.705882354,14770218.705882354,546794.2941176471,546794.2941176471,546794.2941176471,3098501,3098501.0,3098501.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Lockdown,58528810478.37617,52425018072.317825,64632602884.43451,0,1812069881575.9695,1673975761334.1685,1950164001817.7705,10739049663.87805,10739049663.87805,10739049663.87805,69030378527.26978,63972083840.625374,74088673213.91418,8768750,6531858.0,11005642.0,410940,382652.0,439228.0,14524266.05882353,14524266.05882353,14524266.05882353,536920.9411764706,536920.9411764706,536920.9411764706,3042552,3042552.0,3042552.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,46754723075.63596,39997094803.841736,53512351347.430176,0,1942746228521.38,1794226731364.9866,2091265725677.773,7599850994.195122,7599850994.195122,7599850994.195122,71154435723.11705,65554298479.32626,76754572966.90785,9708056,7231549.0,12184563.0,439982,409695.0,470269.0,10157011.411764706,10157011.411764706,10157011.411764706,398206.58823529416,398206.58823529416,398206.58823529416,2256504,2256504.0,2256504.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,44588374282.33809,39655281385.84411,49521467178.83208,0,1425545002369.4644,1316619647164.991,1534470357573.9382,6004713719.560977,6004713719.560977,6004713719.560977,65227234655.05454,61139114364.08731,69315354946.02177,7086914,5279055.0,8894773.0,322920,300691.0,345149.0,8048804.352941177,8048804.352941177,8048804.352941177,311078.64705882355,311078.64705882355,311078.64705882355,1762779,1762779.0,1762779.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,49391167448.936325,47130401319.37002,51651933578.502625,0,667432499685.636,616540484311.5355,718324515059.7367,3594399996.8048787,3594399996.8048787,3594399996.8048787,56545899980.78678,54672372747.196655,58419427214.3769,3247832,2419316.0,4076348.0,151325,140908.0,161742.0,4859820.764705882,4859820.764705882,4859820.764705882,179935.23529411765,179935.23529411765,179935.23529411765,1019633,1019633.0,1019633.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,36374773286.23427,34372136093.616325,38377410478.8522,0,593924084960.8922,548659046163.78235,639189123758.0022,3341945644.02439,3341945644.02439,3341945644.02439,55707340310.20441,54047727991.0434,57366952629.3654,2877002,2143084.0,3610920.0,134684,125413.0,143955.0,4525170.882352941,4525170.882352941,4525170.882352941,166295.11764705883,166295.11764705883,166295.11764705883,942339,942339.0,942339.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,49177183822.92939,47527792361.31621,50826575284.54257,0,493117004533.99713,455563902514.60474,530670106553.3896,2982255256.682927,2982255256.682927,2982255256.682927,54559786902.25705,53192914061.33382,55926659743.18028,2369528,1765066.0,2973990.0,111861,104161.0,119561.0,4047947.529411765,4047947.529411765,4047947.529411765,146924.4705882353,146924.4705882353,146924.4705882353,832572,832572.0,832572.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools-Lockdown,56157928763.89187,54556453158.14047,57759404369.643265,0,479416866219.3202,442909433093.6027,515924299345.03766,2931790961.268293,2931790961.268293,2931790961.268293,54404123200.28162,53076958872.1956,55731287528.36763,2300690,1713788.0,2887592.0,108759,101272.0,116246.0,3980948.470588235,3980948.470588235,3980948.470588235,144213.52941176473,144213.52941176473,144213.52941176473,817210,817210.0,817210.0
BR,2020-03-15,3,No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,29620266715.272568,24171276132.40883,35069257298.13631,0,1565370666911.7256,1445692177299.2476,1685049156524.2039,6036936078.585367,6036936078.585367,6036936078.585367,66903182640.31668,62387531012.72894,71418834267.90443,7828056,5831133.0,9824979.0,354505,330102.0,378908.0,8070420.823529412,8070420.823529412,8070420.823529412,315984.17647058825,315984.17647058825,315984.17647058825,1790577,1790577.0,1790577.0
BR,2020-03-15,3,No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings,28512631854.969135,24618104219.50584,32407159490.432434,0,1125684833162.9014,1039675141068.8636,1211694525256.9395,4729261160.048781,4729261160.048781,4729261160.048781,61853352017.65575,58625904697.21595,65080799338.09555,5594907,4167657.0,7022157.0,254997,237444.0,272550.0,6343265.529411765,6343265.529411765,6343265.529411765,244388.4705882353,244388.4705882353,244388.4705882353,1384868,1384868.0,1384868.0
