policy,st_term_unemployment_costs,st_term_gdp_impact,st_term_sick_worker_cost,st_term_sick_worker_cost_lb,st_term_sick_worker_cost_ub,st_economic_costs,st_economic_costs_lb,st_economic_costs_ub,lt_economic_costs,d_costs,d_costs_lb,d_costs_ub,h_costs,h_costs_lb,h_costs_ub,mh_costs,mh_costs_lb,mh_costs_ub,region,dict_region_policy_gamma,dict_region_policy_counts,num_cases,num_cases_lb,num_cases_ub,num_deaths,num_deaths_lb,num_deaths_ub,hospitalization_days,hospitalization_days_lb,hospitalization_days_ub,icu_days,icu_days_lb,icu_days_ub,ventilated_days,ventilated_days_lb,ventilated_days_ub,country,start_date,policy_length
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,14590233026.346748,21102666666.666668,1490941694.0629406,1110605495.1199272,1871277893.0059538,37183841387.076355,36803505188.13334,37564177586.01936,0,110650041656.2354,102200481321.44525,119099601991.02553,515992556.41463417,515992556.41463417,515992556.41463417,48105042347.60321,47789852635.00053,48420232060.205894,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",546394,407010.0,685778.0,25072,23346.0,26798.0,693160.0588235294,693160.0588235294,693160.0588235294,26503.94117647059,26503.94117647059,26503.94117647059,150189,150189.0,150189.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,20708717843.847004,29171333333.333336,849466809.3665743,632770352.7943673,1066163265.938781,50729517986.54692,50512821529.97471,50946214443.119125,0,64111075052.67901,59222352237.26011,68999797868.0979,359599628.4878049,359599628.4878049,359599628.4878049,47573443501.34251,47393864239.47149,47753022763.213524,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",311309,231895.0,390723.0,14537,13536.0,15538.0,485936.23529411765,485936.23529411765,485936.23529411765,18040.764705882353,18040.764705882353,18040.764705882353,102231,102231.0,102231.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings-Lockdown,23532633913.462505,33516000000.0,806034196.7383246,600416235.3141165,1011652158.1625328,57854668110.200836,57649050148.77663,58060286071.625046,0,60944362023.85092,56300593846.921425,65588130200.780426,348045373.9024391,348045373.9024391,348045373.9024391,47537450312.34307,47367051948.08704,47707848676.599106,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",295392,220038.0,370746.0,13820,12869.0,14771.0,470598.23529411765,470598.23529411765,470598.23529411765,17419.764705882353,17419.764705882353,17419.764705882353,98712,98712.0,98712.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools-No_Measure,17884801774.231503,24826666666.666664,625405609.344996,465867093.13365775,784944125.5563343,43336874050.24316,43177335534.03182,43496412566.4545,0,45838607089.321,42332411157.23039,49344803021.411606,172206916.68292683,172206916.68292683,172206916.68292683,47387760977.73187,47255549268.16161,47519972687.30214,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",229196,170729.0,287663.0,10381,9666.0,11096.0,230761.64705882352,230761.64705882352,230761.64705882352,8931.35294117647,8931.35294117647,8931.35294117647,50611,50611.0,50611.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,19767412487.308502,27929999999.999996,418177718.8229259,311502179.5825671,524853258.0632847,48115590206.13143,48008914666.89107,48222265745.37179,0,30996179178.810596,28626709387.352947,33365648970.268246,132920790.14634147,132920790.14634147,132920790.14634147,47216028443.62539,47127624992.55145,47304431894.699326,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",153252,114158.0,192346.0,7023,6539.0,7507.0,178973.64705882352,178973.64705882352,178973.64705882352,6765.352941176471,6765.352941176471,6765.352941176471,38337,38337.0,38337.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,26356549983.078,36619333333.33333,159915075.89863476,119121109.77484685,200709042.02242264,63135798392.30997,63095004426.18618,63176592358.433754,0,12379814802.542278,11435955710.432125,13323673894.652433,77249427.95121951,77249427.95121951,77249427.95121951,47002002725.25954,46968196218.03195,47035809232.48712,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",58605,43655.0,73555.0,2810,2616.0,3004.0,105389.5294117647,105389.5294117647,105389.5294117647,3725.470588235294,3725.470588235294,3725.470588235294,21111,21111.0,21111.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,21179370522.116253,29791999999.999996,215804173.83491725,160752784.76820016,270855562.90163434,51187174695.951164,51132123306.88445,51242226085.01788,0,16430873953.159193,15177477396.93105,17684270509.387337,90550048.97560975,90550048.97560975,90550048.97560975,47048318770.81375,47002696945.842735,47093940595.78476,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",79087,58912.0,99262.0,3727,3470.0,3984.0,123006.82352941176,123006.82352941176,123006.82352941176,4446.176470588235,4446.176470588235,4446.176470588235,25195,25195.0,25195.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,27297855339.6165,37860666666.666664,140011986.3396442,104296118.60758667,175727854.07170168,65298533992.62281,65262818124.890755,65334249860.354866,0,10931062151.282743,10099828221.31006,11762296081.255426,72141424.75609756,72141424.75609756,72141424.75609756,46985508767.820206,46955910548.88362,47015106986.75678,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",51311,38222.0,64400.0,2482,2311.0,2653.0,98615.0,98615.0,98615.0,3450.0,3450.0,3450.0,19550,19550.0,19550.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools-Lockdown,30121771409.232006,42205333333.33333,134931159.25452757,100511420.8809182,169350897.628137,72462035901.81987,72427616163.44626,72496455640.19348,0,10560088996.44826,9758149857.469254,11362028135.427265,70787753.48780489,70787753.48780489,70787753.48780489,46981298218.224365,46952774119.08264,47009822317.36609,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",49449,36835.0,62063.0,2398,2233.0,2563.0,96820.05882352941,96820.05882352941,96820.05882352941,3376.9411764705883,3376.9411764705883,3376.9411764705883,19136,19136.0,19136.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,12707622313.26975,17999333333.333332,1349800028.6614068,1005468938.949389,1694131118.373425,32056755675.26449,31712424585.55247,32401086764.976505,0,98347663518.90056,90823375666.79434,105871951371.00676,347920209.73170733,347920209.73170733,347920209.73170733,47988076355.20542,47702724559.85143,48273428150.5594,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",494669,368480.0,620858.0,22267,20734.0,23800.0,464280.17647058825,464280.17647058825,464280.17647058825,18335.823529411766,18335.823529411766,18335.823529411766,103903,103903.0,103903.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings,14590233026.346748,21102666666.666664,887425663.0620935,661045073.6622398,1113806252.4619474,36580325356.07551,36353944766.67565,36806705945.47536,0,65220075948.07641,60234569885.78046,70205582010.37238,259844377.60975614,259844377.60975614,259844377.60975614,47604900512.850395,47417295880.13318,47792505145.56761,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",325220,242257.0,408183.0,14772,13755.0,15789.0,348167.8823529412,348167.8823529412,348167.8823529412,13481.117647058825,13481.117647058825,13481.117647058825,76393,76393.0,76393.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools,21179370522.116253,29792000000.0,306847028.66569877,228571730.1889777,385122327.14241976,51278217550.78195,51199942252.30524,51356492849.258675,0,23365495751.318924,21585111880.10434,25145879622.533516,134406150.73170733,134406150.73170733,134406150.73170733,47123767206.5093,47058899416.11929,47188634996.89931,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",112452,83766.0,141138.0,5300,4935.0,5665.0,182365.88235294117,182365.88235294117,182365.88235294117,6632.117647058824,6632.117647058824,6632.117647058824,37582,37582.0,37582.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,16002191061.154497,22964666666.666664,432896290.948124,322466069.60834503,543326512.2879031,39399754018.76929,39289323797.429504,39510184240.10906,0,32497155823.59494,30019026962.471066,34975284684.71881,164438433.36585367,164438433.36585367,164438433.36585367,47228225921.8853,47136710915.363525,47319740928.40707,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",158646,118176.0,199116.0,7367,6860.0,7874.0,222144.4705882353,222144.4705882353,222144.4705882353,8259.529411764706,8259.529411764706,8259.529411764706,46804,46804.0,46804.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,22120675878.65475,31033333333.333332,261902719.9014907,195090662.34022334,328714777.462758,53415911931.88957,53349099874.32831,53482723989.45084,0,20096845566.25012,18566804441.40767,21626886691.092575,122863166.85365856,122863166.85365856,122863166.85365856,47086521254.63334,47031153205.83952,47141889303.42715,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",95981,71496.0,120466.0,4560,4246.0,4874.0,167053.9411764706,167053.9411764706,167053.9411764706,6010.058823529412,6010.058823529412,6010.058823529412,34057,34057.0,34057.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown,24944591948.27025,35378000000.0,250423106.82571974,186541665.96123824,314304547.6902013,60573015055.09597,60509133614.23148,60636896495.96045,0,19257777782.50567,17791575329.85906,20723980235.152283,119808805.17073172,119808805.17073172,119808805.17073172,47077007945.20815,47024068537.80313,47129947352.613174,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",91774,68363.0,115185.0,4370,4069.0,4671.0,162997.88235294117,162997.88235294117,162997.88235294117,5846.117647058824,5846.117647058824,5846.117647058824,33128,33128.0,33128.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure,18826107130.77,26068000000.0,414444866.2705953,308721641.02202266,520168091.5191681,45308551997.040596,45202828771.79203,45414275222.28917,0,30540309056.352367,28207573847.47187,32873044265.23286,120571060.90243903,120571060.90243903,120571060.90243903,47212934978.6162,47125320722.92838,47300549234.30402,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",151884,113139.0,190629.0,6918,6442.0,7394.0,162086.41176470587,162086.41176470587,162086.41176470587,6175.588235294118,6175.588235294118,6175.588235294118,34995,34995.0,34995.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings,20708717843.847004,29171333333.333332,281194582.14197093,209462690.40537325,352926473.8785687,50161245759.3223,50089513867.58571,50232977651.05891,0,20997441272.277718,19393364991.32968,22601517553.22575,95321710.53658536,95321710.53658536,95321710.53658536,47102508679.79047,47043063498.385864,47161953861.19507,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",103051,76763.0,129339.0,4759,4431.0,5087.0,128803.76470588235,128803.76470588235,128803.76470588235,4783.235294117648,4783.235294117648,4783.235294117648,27105,27105.0,27105.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools,27297855339.6165,37860666666.666664,115838491.6312404,86289470.95200966,145387512.31047106,65274360497.914406,65244811477.235176,65303909518.593636,0,9075649355.295584,8385713887.67505,9765584822.916119,59667124.53658536,59667124.53658536,59667124.53658536,46965475868.31992,46940988198.302025,46989963538.33782,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",42452,31623.0,53281.0,2061,1919.0,2203.0,81677.76470588235,81677.76470588235,81677.76470588235,2836.2352941176473,2836.2352941176473,2836.2352941176473,16072,16072.0,16072.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,22120675878.65475,31033333333.333332,151532529.8162082,112877859.30720629,190187200.32521018,53305541741.80429,53266887071.29529,53344196412.31329,0,11664375624.243748,10777748647.419449,12551002601.06805,68171169.80487806,68171169.80487806,68171169.80487806,46995055996.817856,46963022352.57799,47027089641.057724,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",55533,41367.0,69699.0,2647,2465.0,2829.0,92940.82352941176,92940.82352941176,92940.82352941176,3297.1764705882356,3297.1764705882356,3297.1764705882356,18684,18684.0,18684.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,28239160696.155003,39102000000.0,103144609.9986075,76831819.67541777,129457400.32179727,67444305306.1536,67417992515.830414,67470618096.4768,0,8152476079.67761,7531530244.3384075,8773421915.016813,56404551.36585367,56404551.36585367,56404551.36585367,46954956278.24482,46933150515.75682,46976762040.73283,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7516665951330639, 'Lockdown': 0.5038041783425193, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.17122388275381, 'Restrict_Mass_Gatherings': 1.0224784496440762, 'Restrict_Mass_Gatherings_and_Schools': 0.6033917993047674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5268537869036998}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",37800,28157.0,47443.0,1852,1724.0,1980.0,77350.70588235294,77350.70588235294,77350.70588235294,2660.294117647059,2660.294117647059,2660.294117647059,15075,15075.0,15075.0,BR,2020-03-15,3
