country,start_date,policy_length,policy,st_economic_costs,st_economic_costs_lb,st_economic_costs_ub,lt_economic_costs,d_costs,d_costs_lb,d_costs_ub,h_costs,h_costs_lb,h_costs_ub,mh_costs,mh_costs_lb,mh_costs_ub,num_cases,num_cases_lb,num_cases_ub,num_deaths,num_deaths_lb,num_deaths_ub,hospitalization_days,hospitalization_days_lb,hospitalization_days_ub,icu_days,icu_days_lb,icu_days_ub,ventilated_days,ventilated_days_lb,ventilated_days_ub
BR,2020-03-15,3,actual,27094568747.88475,27094568747.88475,27094568747.88475,0,194451963302.48077,,,1057496062.2439024,,,40975896264.16566,,,893160,,,44190,,,1432788.4705882352,,,52488.529411764706,,,297435,,
BR,2020-03-15,3,No_Measure-No_Measure-No_Measure,60571093738.68439,45119518166.53637,76022669310.8324,0,4499075912489.39,4155560344302.426,4842591480676.353,21552092707.68293,21552092707.68293,21552092707.68293,89152267554.36201,76347339500.23878,101957195608.48526,22197838,16535210.0,27860466.0,1019474,949296.0,1089652.0,28898332.647058822,28898332.647058822,28898332.647058822,1115082.3529411766,1115082.3529411766,1115082.3529411766,6318800,6318800.0,6318800.0
BR,2020-03-15,3,No_Measure-No_Measure-Restrict_Mass_Gatherings,56601108632.73123,43434175257.27884,69768042008.18364,0,3840476822253.1626,3547298030972.239,4133655613534.0864,18813988851.65854,18813988851.65854,18813988851.65854,81730368867.1787,70818754463.91925,92641983270.43814,18915707,14090345.0,23741069.0,870301,810392.0,930210.0,25257078.0,25257078.0,25257078.0,968892.0000000001,968892.0000000001,968892.0000000001,5490388,5490388.0,5490388.0
BR,2020-03-15,3,No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,46623060891.058105,39899017377.46132,53347104404.6549,0,1990805193598.1062,1839049103035.1296,2142561284161.0828,11557753843.390244,11557753843.390244,11557753843.390244,60799952956.75418,55227647852.826744,66372258060.68161,9659805,7195606.0,12124004.0,451423,420348.0,482498.0,15613674.294117646,15613674.294117646,15613674.294117646,580533.705882353,580533.705882353,580533.705882353,3289691,3289691.0,3289691.0
BR,2020-03-15,3,No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,52912453491.18616,41521670299.909775,64303236682.46254,0,3329942553041.2383,3075793627285.67,3584091478796.8066,16781628807.658539,16781628807.658539,16781628807.658539,75960357881.85272,66520662974.14865,85400052789.55681,16364078,12189632.0,20538524.0,754679,702729.0,806629.0,22556070.470588237,22556070.470588237,22556070.470588237,860124.5294117648,860124.5294117648,860124.5294117648,4874039,4874039.0,4874039.0
BR,2020-03-15,3,No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,44526704504.73692,38894225663.81111,50159183345.662735,0,1677024232719.8857,1549257414099.4282,1804791051340.3438,10289137264.463415,10289137264.463415,10289137264.463415,57253892308.19714,52586181498.53502,61921603117.85927,8091657,6027490.0,10155824.0,380360,354177.0,406543.0,13925839.470588235,13925839.470588235,13925839.470588235,512916.52941176476,512916.52941176476,512916.52941176476,2906527,2906527.0,2906527.0
BR,2020-03-15,3,No_Measure-No_Measure-Lockdown,49702566120.16662,44578426484.93077,54826705755.40247,0,1530629815494.1882,1414050868103.5916,1647208762884.785,9678558559.463417,9678558559.463417,9678558559.463417,55602497570.793,51356054283.36876,59848940858.21724,7361373,5483500.0,9239246.0,347203,323302.0,371104.0,13112868.588235294,13112868.588235294,13112868.588235294,480466.4117647059,480466.4117647059,480466.4117647059,2722643,2722643.0,2722643.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-No_Measure,51367862192.44792,39535920226.64998,63199804158.24585,0,3425188410574.509,3163517238462.3,3686859582686.7183,15049956998.195124,15049956998.195124,15049956998.195124,77393507306.07585,67588218201.079926,87198796411.07178,16997849,12661729.0,21333969.0,775945,722531.0,829359.0,20141508.352941178,20141508.352941178,20141508.352941178,784424.6470588236,784424.6470588236,784424.6470588236,4445073,4445073.0,4445073.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,47250355735.95628,37740687377.34314,56760024094.56944,0,2760366336851.9653,2549542815109.7773,2971189858594.153,12603256686.658539,12603256686.658539,12603256686.658539,69849355695.79921,61968565896.59522,77730145495.00319,13661655,10176592.0,17146718.0,625407,582356.0,668458.0,16896274.17647059,16896274.17647059,16896274.17647059,652517.8235294118,652517.8235294118,652517.8235294118,3697601,3697601.0,3697601.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,41624284703.78366,37447326388.07445,45801243019.492874,0,1236671187999.4917,1142403702743.934,1330938673255.0493,7100670773.92683,7100670773.92683,7100670773.92683,52525481292.94906,49063979877.252785,55986982708.64533,6000647,4469893.0,7531401.0,280420,261117.0,299723.0,9596503.94117647,9596503.94117647,9596503.94117647,356056.05882352946,356056.05882352946,356056.05882352946,2017651,2017651.0,2017651.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,44057820711.11774,36197743008.73496,51917898413.50051,0,2289032247781.985,2114263207073.567,2463801288490.403,10912698637.902441,10912698637.902441,10912698637.902441,64490486109.67667,57976734226.64859,71004237992.70474,11291842,8411314.0,14172370.0,518690,482985.0,554395.0,14654456.352941176,14654456.352941176,14654456.352941176,561302.6470588236,561302.6470588236,561302.6470588236,3180715,3180715.0,3180715.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,40875286165.54323,37446183574.885025,44304388756.20142,0,1022174994371.5579,944306596415.75,1100043392327.3657,6265746860.195124,6265746860.195124,6265746860.195124,50095994176.15089,47254250836.86748,52937737515.434296,4926273,3669590.0,6182956.0,231847,215887.0,247807.0,8486616.235294119,8486616.235294119,8486616.235294119,311413.76470588235,311413.76470588235,311413.76470588235,1764678,1764678.0,1764678.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Lockdown,46734630900.349945,43639512194.08326,49829749606.61662,0,926159600747.8922,855632018683.573,996687182812.2114,5876287568.85366,5876287568.85366,5876287568.85366,49011011072.884964,46446044661.03533,51575977484.73459,4446469,3312183.0,5580755.0,210102,195639.0,224565.0,7968390.05882353,7968390.05882353,7968390.05882353,290665.9411764706,290665.9411764706,290665.9411764706,1647107,1647107.0,1647107.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,29980017723.98333,27501586451.69271,32458448996.27394,0,713466935690.5721,658928407692.5354,768005463688.609,2810738225.9268293,2810738225.9268293,2810738225.9268293,47007639715.88293,44953730457.20668,49061548974.559166,3560533,2652248.0,4468818.0,161591,150467.0,172715.0,3766575.9411764704,3766575.9411764704,3766575.9411764704,145759.05882352943,145759.05882352943,145759.05882352943,825968,825968.0,825968.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,32045413952.202927,30312008749.921833,33778819154.484024,0,503446573269.71924,464997961888.74146,541895184650.6971,2216542977.0,2216542977.0,2216542977.0,44587342541.91906,43150846386.545654,46023838697.29247,2490223,1854972.0,3125474.0,114067,106215.0,121919.0,2982353.470588235,2982353.470588235,2982353.470588235,113139.52941176471,113139.52941176471,113139.52941176471,641124,641124.0,641124.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,43099381712.035286,42443638489.622444,43755124934.44813,0,198125436909.73016,183052697399.98657,213198176419.47375,1260450654.878049,1260450654.878049,1260450654.878049,41086440150.84262,40543016941.61917,41629863360.06607,942045,701731.0,1182359.0,44963,41868.0,48058.0,1717468.8235294118,1717468.8235294118,1717468.8235294118,61107.17647058824,61107.17647058824,61107.17647058824,346274,346274.0,346274.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,33722349608.865578,32396341057.838505,35048358159.89265,0,388366361076.7041,358732156688.47736,418000565464.93085,1876772675.0487807,1876772675.0487807,1876772675.0487807,43263868663.317696,42164987580.55874,44362749746.07665,1904953,1419003.0,2390903.0,88024,81965.0,94083.0,2533465.2352941176,2533465.2352941176,2533465.2352941176,94555.76470588236,94555.76470588236,94555.76470588236,535816,535816.0,535816.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,44873990693.78748,44322336209.28488,45425645178.29009,0,168349727072.97342,155554003496.22073,181145450649.72614,1149534437.780488,1149534437.780488,1149534437.780488,40748300455.50731,40291136980.37775,41205463930.63688,792512,590344.0,994680.0,38221,35590.0,40852.0,1570149.0,1570149.0,1570149.0,55158.0,55158.0,55158.0,312562,312562.0,312562.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings_and_Schools-Lockdown,51871372478.32567,51363390731.4693,52379354225.18204,0,155817507877.78748,143978505745.39618,167656510010.17877,1100137300.390244,1100137300.390244,1100137300.390244,40606423929.08817,40185452637.783195,41027395220.39316,729771,543608.0,915934.0,35383,32947.0,37819.0,1504459.5294117648,1504459.5294117648,1504459.5294117648,52520.4705882353,52520.4705882353,52520.4705882353,297616,297616.0,297616.0
BR,2020-03-15,3,No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,43424156259.17378,34453819605.731125,52394492912.616425,0,2587519737904.971,2389772641023.5586,2785266834786.384,10748585275.463415,10748585275.463415,10748585275.463415,68097278622.087296,60663440245.39484,75531116998.77975,12886847,9599436.0,16174258.0,586090,545745.0,626435.0,14372021.05882353,14372021.05882353,14372021.05882353,562168.9411764706,562168.9411764706,562168.9411764706,3185624,3185624.0,3185624.0
BR,2020-03-15,3,No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings,40291263338.08076,33392026794.315956,47190499881.84555,0,1997665929780.4888,1845054474192.2974,2150277385368.6804,8766935702.853659,8766935702.853659,8766935702.853659,61369089463.21408,55651599543.89935,67086579382.52882,9911490,7383087.0,12439893.0,452557,421404.0,483710.0,11748472.294117646,11748472.294117646,11748472.294117646,454605.70588235295,454605.70588235295,454605.70588235295,2576099,2576099.0,2576099.0
BR,2020-03-15,3,No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools,39375097184.26413,36607083326.36235,42143111042.16592,0,820886676400.8665,758323026723.194,883450326078.5391,4736792365.317074,4736792365.317074,4736792365.317074,47948376445.26654,45654486211.37105,50242266679.16203,3976548,2962138.0,4990958.0,186152,173338.0,198966.0,6407832.117647059,6407832.117647059,6407832.117647059,236607.8823529412,236607.8823529412,236607.8823529412,1340778,1340778.0,1340778.0
BR,2020-03-15,3,No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,38218826932.65275,32683445917.18171,43754207948.12378,0,1609591853029.1047,1486677202949.0576,1732506503109.152,7472648011.829269,7472648011.829269,7472648011.829269,56938460635.97751,52351216097.43155,61525705174.52348,7952166,5923583.0,9980749.0,364707,339601.0,389813.0,10034692.05882353,10034692.05882353,10034692.05882353,384388.9411764706,384388.9411764706,384388.9411764706,2178204,2178204.0,2178204.0
BR,2020-03-15,3,No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,39561579328.31026,37302780586.675415,41820378069.94511,0,675019818714.8251,623608549537.3662,726431087892.2838,4180714055.341464,4180714055.341464,4180714055.341464,46294134725.07982,44422237892.27305,48166031557.8866,3245005,2417210.0,4072800.0,153122,142581.0,163663.0,5668963.117647059,5668963.117647059,5668963.117647059,206823.8823529412,206823.8823529412,206823.8823529412,1172002,1172002.0,1172002.0
BR,2020-03-15,3,No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown,45859536966.709206,43822834765.857864,47896239167.56055,0,611226492352.0415,564694718809.1614,657758265894.9216,3925870905.804878,3925870905.804878,3925870905.804878,45572636021.69816,43884793573.0235,47260478470.37282,2925942,2179540.0,3672344.0,138675,129129.0,148221.0,5329975.647058823,5329975.647058823,5329975.647058823,193230.35294117648,193230.35294117648,193230.35294117648,1094972,1094972.0,1094972.0
