policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-No_Measure-No_Measure,"['No_Measure', 'No_Measure', 'No_Measure']",35321983570.45198,2605483306719.2876,11305887940.170732,68624380010.35101,590220,12944651,2685413574669.8096,35321983570.45198,2720735558240.2617
No_Measure-No_Measure-Restrict_Mass_Gatherings,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings']",32001323800.067314,2001010560765.9595,9203451383.634148,61740585943.42798,453368,9900482,2071954598093.0215,32001323800.067314,2103955921893.0889
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",31058086279.166126,819212076266.036,4951686789.365854,48297438520.249344,185797,3955619,872461201575.6512,31058086279.166126,903519287854.8174
No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",30801280685.83678,1675608578406.6294,8073848895.146341,58032921145.103745,379699,8260869,1741715348446.8794,30801280685.83678,1772516629132.716
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",32034912632.9799,730807910901.6053,4594993223.780488,47298165654.003296,165776,3513718,782701069779.3892,32034912632.9799,814735982412.369
No_Measure-No_Measure-Lockdown,"['No_Measure', 'No_Measure', 'Lockdown']",36483370080.28821,530438550298.02655,3720795047.4146347,45043961319.89671,120389,2516858,579203306665.3379,36483370080.28821,615686676745.6261
No_Measure-Restrict_Mass_Gatherings-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings', 'No_Measure']",27556694306.63816,1659721883374.756,6848876647.317074,58057261830.30762,375927,8271633,1724628021852.3809,27556694306.63816,1752184716159.019
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",26375245561.544456,1213174236022.178,5425106918.268293,52946260650.65581,274851,6011433,1271545603591.102,26375245561.544456,1297920849152.6465
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",31372283495.53318,466235790005.6632,2862622630.463415,44425899222.107315,105757,2243537,513524311858.23395,31372283495.53318,544896595353.76715
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",26592968770.838966,991736033489.1649,4704959142.292684,50413517832.65187,224727,4891397,1046854510464.1095,26592968770.838966,1073447479234.9485
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",32874489745.233776,416395293727.2767,2664719687.4878054,43862015726.77047,94470,1994175,462922029141.5349,32874489745.233776,495796518886.7687
No_Measure-Restrict_Mass_Gatherings-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings', 'Lockdown']",38548575299.97077,306374093694.74615,2189426248.390244,42623505854.594666,69549,1446478,351187025797.7311,38548575299.97077,389735601097.70184
No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",23067863545.72823,208432789696.23798,932630861.8536587,41675833703.293526,47232,1027396,251041254261.38516,23067863545.72823,274109117807.1134
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",27233123040.609695,149435009720.47415,765283399.6097561,40995721400.93388,33882,726635,191196014521.01776,27233123040.609695,218429137561.62744
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",41425642119.33698,70808865228.25804,510358389.1463415,40095778610.706505,16085,328660,111415002228.1109,41425642119.33698,152840644347.44788
