policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",33643271819.86361,472895530628.1444,2903255309.9268293,44499115749.934395,107267,2275915,520297901688.0056,33643271819.86361,553941173507.8693
No_Measure-Restrict_Mass_Gatherings-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings', 'Lockdown']",39102606476.412766,347420681317.0335,2385740614.8292685,43082638926.23228,78849,1649517,392889060858.0951,39102606476.412766,431991667334.5079
No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",23988306398.763424,275716890145.3338,1190504052.073171,42438617048.97981,62468,1364716,319346011246.3868,23988306398.763424,343334317645.1502
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",27935254050.588047,200992214345.98895,977027957.5609757,41577586792.28904,45559,983949,243546829095.83896,27935254050.588047,271482083146.427
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",41717306698.00182,92693169552.73756,628740560.0487806,40337484961.51202,21046,435548,133659395074.29837,41717306698.00182,175376701772.3002
No_Measure-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",30740493507.673557,167189176828.52295,875543542.9024391,41189153416.2013,37909,812175,209253873787.62668,30740493507.673557,239994367295.30023
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",43805993745.89317,85834532107.4011,602744970.2195122,40259625974.866325,19493,401117,126696903052.48694,43805993745.89317,170502896798.38013
No_Measure-Restrict_Mass_Gatherings_and_Schools-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']",50766647317.45302,70574964840.88263,540061448.4878049,40087312285.418205,16037,324916,111202338574.78864,50766647317.45302,161968985892.24164
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure']",25127451225.336395,1239531143514.848,5049332638.3902445,53330942522.02846,280746,6181548,1297911418675.2666,25127451225.336395,1323038869900.603
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings']",25655103210.532845,917390663995.5804,4057244049.8780494,49636296055.61789,207836,4547692,971084204101.0764,25655103210.532845,996739307311.6093
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",33464403494.374084,375641940093.6705,2251148200.8292685,43446494180.108864,85202,1810422,421339582474.60864,33464403494.374084,454803985968.9827
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",26738479838.36091,758930458482.4902,3556383901.0243907,47820931843.59303,171970,3744897,810307774227.1077,26738479838.36091,837046254065.4686
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",35125749871.05163,337552144522.167,2105896663.682927,43014492243.836914,76577,1619381,382672533429.6868,35125749871.05163,417798283300.73846
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Lockdown']",41111135682.060616,250706502148.68402,1748811589.3170733,42033961072.03249,56908,1185768,294489274810.03357,41111135682.060616,335600410492.0942
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'No_Measure']",25118073288.180687,198722980185.24905,894879331.0975611,41566088057.222,45033,978864,241183947573.5686,25118073288.180687,266302020861.7493
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings']",29388403850.591423,147277833323.33856,749165694.9512196,40973049558.6955,33392,716609,189000048576.9853,29388403850.591423,218388452427.57672
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",43641003300.296196,73058350031.41989,511888832.5609757,40122896178.24318,16593,340652,113693135042.22404,43641003300.296196,157334138342.52023
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",32340698051.64637,124092392875.049,680022278.3414636,40706482422.574936,28145,598727,165478897575.9654,32340698051.64637,197819595627.61176
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",45759184794.99907,68354821815.869774,494154671.195122,40069479635.51875,15528,317030,108918456122.58365,45759184794.99907,154677640917.5827
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Lockdown']",52784879502.112526,57872529094.03223,451312339.902439,39951066408.028946,13154,264665,98274907841.96361,52784879502.112526,151059787344.07614
No_Measure-Lockdown-No_Measure,"['No_Measure', 'Lockdown', 'No_Measure']",30549569814.803764,71441026787.01006,394165701.43902445,40126541401.631195,16208,342264,111961733890.08028,30549569814.803764,142511303704.88403
No_Measure-Lockdown-Restrict_Mass_Gatherings,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings']",35336362903.1152,57131013779.3382,353880041.1219512,39961502329.82529,12970,269280,97446396150.28543,35336362903.1152,132782759053.40063
No_Measure-Lockdown-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools']",50336940869.073364,37028598792.39796,289634636.6341464,39731208784.50323,8420,167439,77049442213.53534,50336940869.073364,127386383082.6087
No_Measure-Lockdown-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",38522124110.293976,50776656780.930084,334971946.6097561,39888412435.06876,11532,236958,91000041162.60861,38522124110.293976,129522165272.90259
No_Measure-Lockdown-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",52502519767.894646,35783180737.94337,284913396.6585366,39717071106.69809,8138,161187,75785165241.29999,52502519767.894646,128287685009.19464
No_Measure-Lockdown-Lockdown,"['No_Measure', 'Lockdown', 'Lockdown']",59633563869.262764,33027993472.44166,273581590.24390244,39685962336.13422,7514,147430,72987537398.81978,59633563869.262764,132621101268.08255
Restrict_Mass_Gatherings-No_Measure-No_Measure,"['Restrict_Mass_Gatherings', 'No_Measure', 'No_Measure']",27462286972.862183,1650054022949.653,6688210934.92683,57979025205.7551,373711,8237035,1714721259090.335,27462286972.862183,1742183546063.1973
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings']",26737861625.637444,1236533225491.5493,5367053877.658537,53246765449.68418,280110,6144323,1295147044818.8918,26737861625.637444,1321884906444.5293
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",31807998526.749256,495272863547.54376,2847826564.536586,44786982116.26076,112305,2403216,542907672228.34106,31807998526.749256,574715670755.0903
Restrict_Mass_Gatherings-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",27104822533.610363,1025922445824.9122,4683297436.024391,50837697915.51244,232437,5078979,1081443441176.4491,27104822533.610363,1108548263710.0596
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",33245788511.681675,440822133452.8856,2638916292.878049,44169715997.771965,99975,2130247,487630765743.53564,33245788511.681675,520876554255.21735
Restrict_Mass_Gatherings-No_Measure-Lockdown,"['Restrict_Mass_Gatherings', 'No_Measure', 'Lockdown']",38703139408.13906,315188876250.07336,2119853951.7073174,42751595205.457504,71521,1503122,360060325407.2382,38703139408.13906,398763464815.37726
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'No_Measure']",23926780800.02116,1023003938732.0316,4042430781.2926836,50917185041.63665,231680,5114130,1077963554554.9609,23926780800.02116,1101890335354.9822
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",25041893184.334015,743585678877.8696,3196140062.6341467,47709374892.351654,168442,3695564,794491193832.8555,25041893184.334015,819533087017.1895
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",34075238933.43994,290914083988.75415,1703304032.3414633,42533955921.971275,65975,1406877,335151343943.0669,34075238933.43994,369226582876.50684
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",26447321120.37572,608523828966.3989,2774289944.8536587,46160898921.73341,137873,3010793,657459017832.986,26447321120.37572,683906338953.3617
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",35830321385.32046,259678044760.3399,1584783646.9756098,42179634329.26334,58902,1250188,303442462736.57886,35830321385.32046,339272784121.8993
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Lockdown,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Lockdown']",42032736553.49477,188779913964.30728,1294332773.8536587,41378958298.51935,42845,896111,231453205036.6803,42032736553.49477,273485941590.17505
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",27234154486.709682,146998695351.3556,636488874.7317075,40996576174.16011,33306,727013,188631760400.24744,27234154486.709682,215865914886.95712
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",31667248880.91425,107264287982.69029,524415927.1463415,40538422247.51444,24315,524407,148327126157.35107,31667248880.91425,179994375038.26532
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",46157228283.05868,50230656084.28811,342585606.00000006,39884988819.55421,11406,235444,90458230509.84232,46157228283.05868,136615458792.901
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",34693482486.655235,89412173807.19289,471352843.90243906,40333129688.40698,20275,433622,130216656339.5023,34693482486.655235,164910138826.15753
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",48290469436.56002,46622559124.30473,329023385.9268293,39844052418.1936,10589,217341,86795634928.42517,48290469436.56002,135086104364.9852
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Lockdown,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']",55349596095.04128,38590926068.35597,296271303.6585366,39753344697.4966,8770,177228,78640542069.51111,55349596095.04128,133990138164.5524
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure']",23226053102.452408,731606800364.9755,2878316793.804878,47623309630.47327,165687,3657504,782108426789.2537,23226053102.452408,805334479891.706
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings']",25350623775.44529,525363592528.26874,2268248236.6097565,45252051113.08047,119013,2608880,572883891877.959,25350623775.44529,598234515653.4043
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",36211233593.237656,205360176752.61963,1224908775.9512196,41590910400.35493,46579,989841,248175995928.92578,36211233593.237656,284387229522.16345
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",27278222663.951637,428144301689.2902,1969594661.3414636,44136305218.88985,97010,2115472,474250201569.52155,27278222663.951637,501528424233.4732
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",38101307235.6272,183989853480.13113,1144081788.2195122,41348457818.95509,41740,882623,226482393087.30573,38101307235.6272,264583700322.93292
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Lockdown']",44613306311.93357,135817453400.76253,947033639.4146343,40804338127.843605,30830,642001,177568825168.02075,44613306311.93357,222182131479.9543
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'No_Measure']",28877166772.525307,107553785854.67358,486001204.2439025,40549380530.72681,24374,529253,148589167589.6443,28877166772.525307,177466334362.1696
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings']",33474007328.142746,79592352988.06831,407314464.51219517,40226925245.70123,18047,386656,120226592698.28174,33474007328.142746,153700600026.4245
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",48201634094.67868,39749608958.124596,280365369.6585366,39770433378.10656,9029,184785,79800407705.8897,48201634094.67868,128002041800.56837
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",36574338602.78617,67082509538.83255,370170958.7560976,40083038419.287094,15216,323026,107535718916.87573,36574338602.78617,144110057519.6619
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",50349967651.29913,37245511541.70595,270934753.6097561,39742004253.767746,8462,172213,77258450549.08345,50349967651.29913,127608418200.38258
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Lockdown,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Lockdown']",57442668153.20428,31677668618.991444,248194618.6097561,39679119627.71477,7201,144404,71604982865.31596,57442668153.20428,129047651018.52023
Restrict_Mass_Gatherings-Lockdown-No_Measure,"['Restrict_Mass_Gatherings', 'Lockdown', 'No_Measure']",35107253620.32914,38826477106.267746,217752438.1463415,39771636392.276794,8810,185317,78815865936.69089,35107253620.32914,113923119557.02002
Restrict_Mass_Gatherings-Lockdown-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings']",39987646349.174225,31242759198.04799,196445462.5609756,39684164598.79335,7094,146635,71123369259.40231,39987646349.174225,111111015608.57654
Restrict_Mass_Gatherings-Lockdown-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools']",55119444451.38169,20634777138.181515,162580546.24390244,39562614941.502556,4693,92883,60359972625.92798,55119444451.38169,115479417077.30966
Restrict_Mass_Gatherings-Lockdown-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",43214968285.31832,27884337377.874424,186465547.8292683,39645516637.922,6334,129544,67716319563.62569,43214968285.31832,110931287848.944
Restrict_Mass_Gatherings-Lockdown-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",57293105740.0129,19976846367.773315,160098617.85365856,39555175248.60766,4544,89593,59692120234.234634,57293105740.0129,116985225974.24753
Restrict_Mass_Gatherings-Lockdown-Lockdown,"['Restrict_Mass_Gatherings', 'Lockdown', 'Lockdown']",64441960023.11279,18532852156.10727,154140566.0487805,39538826014.67753,4217,82363,58225818736.83358,64441960023.11279,122667778759.94638
Restrict_Mass_Gatherings_and_Schools-No_Measure-No_Measure,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'No_Measure']",23360821525.05814,225975779170.7134,836903405.8536586,41918611912.589066,51167,1134758,268731294489.15613,23360821525.05814,292092116014.2143
Restrict_Mass_Gatherings_and_Schools-No_Measure-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings']",27381067338.623043,156544392218.8146,639845172.7317073,41118324826.276054,35456,780853,198302562217.8224,27381067338.623043,225683629556.44543
Restrict_Mass_Gatherings_and_Schools-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",41263189358.58917,55524651347.94153,317170754.195122,39961151827.57644,12591,269125,95802973929.71309,41263189358.58917,137066163288.30226
Restrict_Mass_Gatherings_and_Schools-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",30218767332.230865,125095931436.96364,546039075.7317073,40756791932.46118,28339,620975,166398762445.15652,30218767332.230865,196617529777.3874
Restrict_Mass_Gatherings_and_Schools-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",43357552088.72383,49081120544.04892,292958902.097561,39887996354.979805,11132,236774,89262075801.12628,43357552088.72383,132619627889.85011
Restrict_Mass_Gatherings_and_Schools-No_Measure-Lockdown,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Lockdown']",50330110949.527695,34700012463.311295,234427746.2195122,39725548738.510544,7875,164936,74659988948.04135,50330110949.527695,124990099897.56905
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-No_Measure,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'No_Measure']",26962941464.974453,125192621781.94977,471365301.0,40771818303.06502,28349,627620,166435805386.01477,26962941464.974453,193398746850.98923
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",31415832529.69595,86889707825.8943,363498106.82926834,40330070142.97026,19682,432269,127583276075.69383,31415832529.69595,158999108605.38977
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",45934774283.441574,31954534516.592377,188674606.4634146,39700638204.4892,7248,153920,71843847327.54498,45934774283.441574,117778621610.98656
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",34451084467.078354,69687176925.58386,312453666.5853659,40132251196.33017,15789,344789,110131881788.4994,34451084467.078354,144582966255.57776
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",48069838204.1249,28478952501.58064,175640330.0487805,39661212354.75589,6461,136485,68315805186.385315,48069838204.1249,116385643390.51022
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Lockdown,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Lockdown']",55132981499.27066,20747342108.46906,144168956.0487805,39573833274.77052,4710,97844,60465344339.28836,55132981499.27066,115598325838.55902
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",40747057004.5882,16336493687.761482,75154262.7804878,39533426018.74043,3703,79975,55945073969.2824,40747057004.5882,96692130973.8706
