policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-No_Measure-No_Measure,"['No_Measure', 'No_Measure', 'No_Measure']",31717971733.737934,2338189269428.7437,10055124754.82927,65637687031.382774,529656,11623868,2413882081214.9556,31717971733.737934,2445600052948.6934
No_Measure-No_Measure-Restrict_Mass_Gatherings,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings']",31137291225.405167,1933535532276.5757,8674618525.609756,61024550552.518684,438047,9583835,2003234701354.7043,31137291225.405167,2034371992580.1096
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",33812421197.12286,1017049739216.5017,5491419014.560976,50579992833.02565,230562,4965016,1073121151064.0884,33812421197.12286,1106933572261.2112
No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",31289869608.797382,1706731068481.1812,7901644351.243902,58437821342.972855,386702,8439925,1773070534175.398,31289869608.797382,1804360403784.1953
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",34788712727.032936,929071714032.7483,5168216059.170732,49580276751.03267,210642,4522919,983820206842.9518,34788712727.032936,1018608919569.9847
No_Measure-No_Measure-Lockdown,"['No_Measure', 'No_Measure', 'Lockdown']",38840887491.24924,701257260558.1573,4294107455.268293,46997667638.88942,159055,3380831,752549035652.3151,38840887491.24924,791389923143.5643
No_Measure-Restrict_Mass_Gatherings-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings', 'No_Measure']",28105118018.1715,1700866013344.7917,7078746282.219513,58511747920.51695,385254,8472617,1766456507547.528,28105118018.1715,1794561625565.6995
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",28578460818.902275,1373988891586.5315,6029298691.390244,54772094704.04948,311264,6818858,1434790284981.9712,28578460818.902275,1463368745800.8735
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",34466400771.32712,692662096770.5255,3753264768.804878,46990035735.08386,157032,3377456,743405397274.4143,34466400771.32712,777871798045.7415
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",29422274539.58172,1197917019856.9136,5458558377.585366,52758201495.66751,271409,5928269,1256133779730.1665,29422274539.58172,1285556054269.7483
