policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-No_Measure-No_Measure,"['No_Measure', 'No_Measure', 'No_Measure']",32382389472.425526,2387422741479.7246,10282720079.634148,66188298928.66484,540811,11867361,2463893760488.024,32382389472.425526,2496276149960.449
No_Measure-No_Measure-Restrict_Mass_Gatherings,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings']",31298000351.079185,1946061719418.475,8771601775.682928,61157732361.86156,440891,9642731,2015991053556.0195,31298000351.079185,2047289053907.0986
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",33209238066.715126,973708665080.7747,5372895070.024391,50080126877.46225,220755,4743964,1029161687028.2614,33209238066.715126,1062370925094.9764
No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",31194684597.40634,1700626813931.022,7932244914.804879,58358940246.54342,385328,8405042,1766917999092.3704,31194684597.40634,1798112683689.7766
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",34168259696.183903,884395655516.5902,5039514072.731708,49066098997.19212,200532,4295538,938501268586.514,34168259696.183903,972669528282.698
No_Measure-No_Measure-Lockdown,"['No_Measure', 'No_Measure', 'Lockdown']",38255555472.974075,658863285350.2959,4154711347.170732,46512595139.532234,149459,3166321,709530591836.9989,38255555472.974075,747786147309.973
No_Measure-Restrict_Mass_Gatherings-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings', 'No_Measure']",28004145448.108315,1693283312061.959,7035848190.585367,58428070596.540375,383535,8435613,1758747230849.0847,28004145448.108315,1786751376297.193
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",28150099616.362026,1342720794440.031,5911859700.731708,54417106026.41632,304184,6661874,1403049760167.179,28150099616.362026,1431199859783.541
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",33756774040.61686,640836793945.9796,3556454491.2439027,46401958539.357185,145297,3117395,690795206976.5807,33756774040.61686,724551981017.1975
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",28855827808.23249,1156646881089.7393,5308505519.121952,52288779487.04759,262065,5720680,1214244166095.909,28855827808.23249,1243099993904.1414
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",35117797694.51513,580938388704.4731,3337378041.5853662,45721075132.05008,131735,2816293,629996841878.1085,35117797694.51513,665114639572.6237
No_Measure-Restrict_Mass_Gatherings-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings', 'Lockdown']",40262426685.44631,432925743278.9584,2765333291.7073174,44043797499.54715,98218,2074563,479734874070.2129,40262426685.44631,519997300755.6592
No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",25686735209.220123,399986198762.6194,1673684613.5121956,43846127799.02592,90609,1987149,445506011175.15753,25686735209.220123,471192746384.3777
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",29354335604.325237,305116633652.9336,1400441144.487805,42753598721.53802,69141,1504008,349270673518.9594,29354335604.325237,378625009123.28467
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",42441812993.74707,146684838888.35812,899262449.8536586,40937893052.48364,33282,701062,188521994390.69543,42441812993.74707,230963807384.4425
No_Measure-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",31993179338.71987,259325162403.01788,1263459933.7317073,42227270976.83902,58778,1271254,302815893313.5886,31993179338.71987,334809072652.3085
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",44461878860.3621,134851854531.64326,856900013.4146342,40803166771.941,30603,641483,176511921316.9989,44461878860.3621,220973800177.361
No_Measure-Restrict_Mass_Gatherings_and_Schools-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']",51244640723.99497,106658859710.43195,749336535.1463416,40483431836.62746,24219,500089,147891628082.20575,51244640723.99497,199136268806.2007
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure']",26283331201.120262,1324838053678.7224,5427411481.317074,54288835771.16698,300071,6605150,1384554300931.2065,26283331201.120262,1410837632132.327
