region,country,province,policy,gamma_region_policy,train_policy_days,z_mean
Andorra,Andorra,None,No_Measure,0.3663423866507874,0,0.3663423866507874
Andorra,Andorra,None,Restrict_Mass_Gatherings,0.3198169035461374,0,0.3663423866507874
Andorra,Andorra,None,Mass_Gatherings_Authorized_But_Others_Restricted,0.24471671428272604,93,0.3663423866507874
Andorra,Andorra,None,Restrict_Mass_Gatherings_and_Schools,0.17547800320572715,0,0.3663423866507874
Andorra,Andorra,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.2908758550007252,0,0.3663423866507874
Andorra,Andorra,None,Restrict_Mass_Gatherings_and_Schools_and_Others,0.15496282955328305,0,0.3663423866507874
Andorra,Andorra,None,Lockdown,0.08755583040953818,0,0.3663423866507874
Australia - Australian Capital Territory,Australia,Australian Capital Territory,No_Measure,0.1372876150681798,0,0.1372876150681798
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Restrict_Mass_Gatherings,0.11985208795452096,0,0.1372876150681798
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Mass_Gatherings_Authorized_But_Others_Restricted,0.09170812686554411,5,0.1372876150681798
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Restrict_Mass_Gatherings_and_Schools,0.06576076761765812,0,0.1372876150681798
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.10900636636413476,88,0.1372876150681798
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Restrict_Mass_Gatherings_and_Schools_and_Others,0.05807266117384005,0,0.1372876150681798
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Lockdown,0.03281174000129497,0,0.1372876150681798
Australia - New South Wales,Australia,New South Wales,No_Measure,0.23180117613087534,0,0.23180117613087534
Australia - New South Wales,Australia,New South Wales,Restrict_Mass_Gatherings,0.20236242676225416,0,0.23180117613087534
Australia - New South Wales,Australia,New South Wales,Mass_Gatherings_Authorized_But_Others_Restricted,0.15484318565542474,5,0.23180117613087534
Australia - New South Wales,Australia,New South Wales,Restrict_Mass_Gatherings_and_Schools,0.11103276336668928,0,0.23180117613087534
Australia - New South Wales,Australia,New South Wales,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.184050133847915,88,0.23180117613087534
Australia - New South Wales,Australia,New South Wales,Restrict_Mass_Gatherings_and_Schools_and_Others,0.09805189750336027,0,0.23180117613087534
Australia - New South Wales,Australia,New South Wales,Lockdown,0.0554004810952792,0,0.23180117613087534
Australia - Queensland,Australia,Queensland,No_Measure,0.16385186282903924,0,0.16385186282903924
Australia - Queensland,Australia,Queensland,Restrict_Mass_Gatherings,0.14304267624975125,0,0.16385186282903924
Australia - Queensland,Australia,Queensland,Mass_Gatherings_Authorized_But_Others_Restricted,0.10945304436979822,5,0.16385186282903924
Australia - Queensland,Australia,Queensland,Restrict_Mass_Gatherings_and_Schools,0.07848504229510979,0,0.16385186282903924
Australia - Queensland,Australia,Queensland,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.13009837908625715,88,0.16385186282903924
Australia - Queensland,Australia,Queensland,Restrict_Mass_Gatherings_and_Schools_and_Others,0.0693093379766836,0,0.16385186282903924
Australia - Queensland,Australia,Queensland,Lockdown,0.039160595216140376,0,0.16385186282903924
Australia - South Australia,Australia,South Australia,No_Measure,0.1323465711283095,0,0.1323465711283095
Australia - South Australia,Australia,South Australia,Restrict_Mass_Gatherings,0.11553855659501419,0,0.1323465711283095
Australia - South Australia,Australia,South Australia,Mass_Gatherings_Authorized_But_Others_Restricted,0.08840750951371075,5,0.1323465711283095
Australia - South Australia,Australia,South Australia,Restrict_Mass_Gatherings_and_Schools,0.06339400757046025,0,0.1323465711283095
Australia - South Australia,Australia,South Australia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.10508317747587775,88,0.1323465711283095
Australia - South Australia,Australia,South Australia,Restrict_Mass_Gatherings_and_Schools_and_Others,0.05598259958727492,0,0.1323465711283095
Australia - South Australia,Australia,South Australia,Lockdown,0.03163083049966597,0,0.1323465711283095
Australia - Tasmania,Australia,Tasmania,No_Measure,0.41280918898316,0,0.41280918898316
Australia - Tasmania,Australia,Tasmania,Restrict_Mass_Gatherings,0.3603824219822987,0,0.41280918898316
Australia - Tasmania,Australia,Tasmania,Mass_Gatherings_Authorized_But_Others_Restricted,0.2757565382407509,5,0.41280918898316
Australia - Tasmania,Australia,Tasmania,Restrict_Mass_Gatherings_and_Schools,0.19773560152293362,0,0.41280918898316
Australia - Tasmania,Australia,Tasmania,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.3277704960526291,88,0.41280918898316
Australia - Tasmania,Australia,Tasmania,Restrict_Mass_Gatherings_and_Schools_and_Others,0.17461828693987666,0,0.41280918898316
Australia - Tasmania,Australia,Tasmania,Lockdown,0.09866139616697524,0,0.41280918898316
Australia - Western Australia,Australia,Western Australia,No_Measure,0.23003468684895167,0,0.23003468684895167
Australia - Western Australia,Australia,Western Australia,Restrict_Mass_Gatherings,0.20082028161913482,0,0.23003468684895167
Australia - Western Australia,Australia,Western Australia,Mass_Gatherings_Authorized_But_Others_Restricted,0.15366317081509973,5,0.23003468684895167
Australia - Western Australia,Australia,Western Australia,Restrict_Mass_Gatherings_and_Schools,0.11018661500064784,0,0.23003468684895167
Australia - Western Australia,Australia,Western Australia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.1826475413580676,88,0.23003468684895167
Australia - Western Australia,Australia,Western Australia,Restrict_Mass_Gatherings_and_Schools_and_Others,0.09730467253710656,0,0.23003468684895167
Australia - Western Australia,Australia,Western Australia,Lockdown,0.05497829015689945,0,0.23003468684895167
Austria,Austria,None,No_Measure,0.7803074083427984,0,0.7803074083427984
Austria,Austria,None,Restrict_Mass_Gatherings,0.6812083674832631,0,0.7803074083427984
Austria,Austria,None,Mass_Gatherings_Authorized_But_Others_Restricted,0.5212453487729893,0,0.7803074083427984
Austria,Austria,None,Restrict_Mass_Gatherings_and_Schools,0.3737672485962004,0,0.7803074083427984
Austria,Austria,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.619564082224182,14,0.7803074083427984
Austria,Austria,None,Restrict_Mass_Gatherings_and_Schools_and_Others,0.09637736300153843,33,0.7803074083427984
Austria,Austria,None,Lockdown,0.28121718803804013,46,0.7803074083427984
Belarus,Belarus,None,No_Measure,0.6389440999669648,1,0.6389440999669648
Belarus,Belarus,None,Restrict_Mass_Gatherings,0.5577981992711603,0,0.6389440999669648
Belarus,Belarus,None,Mass_Gatherings_Authorized_But_Others_Restricted,0.9741308803125885,23,0.6389440999669648
Belarus,Belarus,None,Restrict_Mass_Gatherings_and_Schools,0.30605422388417614,12,0.6389440999669648
Belarus,Belarus,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.24481796904364367,57,0.6389440999669648
Belarus,Belarus,None,Restrict_Mass_Gatherings_and_Schools_and_Others,0.2702733542860261,0,0.6389440999669648
Belarus,Belarus,None,Lockdown,0.15270763989210456,0,0.6389440999669648
Canada - New Brunswick,Canada,New Brunswick,No_Measure,0.3139520667664089,0,0.3139520667664089
Canada - New Brunswick,Canada,New Brunswick,Restrict_Mass_Gatherings,0.274080154287075,0,0.3139520667664089
Canada - New Brunswick,Canada,New Brunswick,Mass_Gatherings_Authorized_But_Others_Restricted,0.2097199805999612,86,0.3139520667664089
Canada - New Brunswick,Canada,New Brunswick,Restrict_Mass_Gatherings_and_Schools,0.15038303998110986,0,0.3139520667664089
Canada - New Brunswick,Canada,New Brunswick,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.24927794101252868,4,0.3139520667664089
Canada - New Brunswick,Canada,New Brunswick,Restrict_Mass_Gatherings_and_Schools_and_Others,0.13280172424219097,3,0.3139520667664089
Canada - New Brunswick,Canada,New Brunswick,Lockdown,0.07503454395717173,0,0.3139520667664089
Canada - Newfoundland and Labrador,Canada,Newfoundland and Labrador,No_Measure,0.16370854117687225,0,0.16370854117687225
Canada - Newfoundland and Labrador,Canada,Newfoundland and Labrador,Restrict_Mass_Gatherings,0.14291755644740947,0,0.16370854117687225
Canada - Newfoundland and Labrador,Canada,Newfoundland and Labrador,Mass_Gatherings_Authorized_But_Others_Restricted,0.10935730550615065,86,0.16370854117687225
Canada - Newfoundland and Labrador,Canada,Newfoundland and Labrador,Restrict_Mass_Gatherings_and_Schools,0.0784163912237218,0,0.16370854117687225
Canada - Newfoundland and Labrador,Canada,Newfoundland and Labrador,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.12998458169443658,4,0.16370854117687225
Canada - Newfoundland and Labrador,Canada,Newfoundland and Labrador,Restrict_Mass_Gatherings_and_Schools_and_Others,0.06924871291781697,3,0.16370854117687225
Canada - Newfoundland and Labrador,Canada,Newfoundland and Labrador,Lockdown,0.039126341341272464,0,0.16370854117687225
Canada - Ontario,Canada,Ontario,No_Measure,0.44015994825501686,0,0.44015994825501686
Canada - Ontario,Canada,Ontario,Restrict_Mass_Gatherings,0.3842596348266297,0,0.44015994825501686
Canada - Ontario,Canada,Ontario,Mass_Gatherings_Authorized_But_Others_Restricted,0.2940268454343512,86,0.44015994825501686
Canada - Ontario,Canada,Ontario,Restrict_Mass_Gatherings_and_Schools,0.21083661521415306,0,0.44015994825501686
Canada - Ontario,Canada,Ontario,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.3494869989144834,4,0.44015994825501686
Canada - Ontario,Canada,Ontario,Restrict_Mass_Gatherings_and_Schools_and_Others,0.18618765811187213,3,0.44015994825501686
Canada - Ontario,Canada,Ontario,Lockdown,0.10519822763294903,0,0.44015994825501686
Canada - Quebec,Canada,Quebec,No_Measure,0.4266692497951828,0,0.4266692497951828
Canada - Quebec,Canada,Quebec,Restrict_Mass_Gatherings,0.3724822550711946,0,0.4266692497951828
Canada - Quebec,Canada,Quebec,Mass_Gatherings_Authorized_But_Others_Restricted,0.2850150588631822,86,0.4266692497951828
Canada - Quebec,Canada,Quebec,Restrict_Mass_Gatherings_and_Schools,0.20437457065189255,0,0.4266692497951828
