policy,st_term_unemployment_costs,st_term_gdp_impact,st_term_sick_worker_cost,st_term_sick_worker_cost_lb,st_term_sick_worker_cost_ub,st_economic_costs,st_economic_costs_lb,st_economic_costs_ub,lt_economic_costs,d_costs,d_costs_lb,d_costs_ub,h_costs,h_costs_lb,h_costs_ub,mh_costs,mh_costs_lb,mh_costs_ub,region,dict_region_policy_gamma,dict_region_policy_counts,num_cases,num_cases_lb,num_cases_ub,num_deaths,num_deaths_lb,num_deaths_ub,hospitalization_days,hospitalization_days_lb,hospitalization_days_ub,icu_days,icu_days_lb,icu_days_ub,ventilated_days,ventilated_days_lb,ventilated_days_ub,country,start_date,policy_length
actual,3294568747.88475,23800000000.0,0.0,0.0,0.0,27094568747.88475,27094568747.88475,27094568747.88475,0,194451963302.48077,,,1057496062.2439024,,,50820790213.28188,,,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",893160,,,44190,,,1432788.4705882352,,,52488.529411764706,,,297435,,,BR,2020-03-15,3
No_Measure-No_Measure-No_Measure,0.0,-0.0,69885193913.61473,52057608575.42737,87712779251.80208,69885193913.61473,52057608575.42737,87712779251.80208,0,5210907623092.643,4813194350386.376,5608620895798.91,26293087267.243904,26293087267.243904,26293087267.243904,106715881324.1198,91941922088.1623,121489840560.0773,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",25611230,19077852.0,32144608.0,1180963,1099669.0,1262257.0,35303281.705882356,35303281.705882356,35303281.705882356,1353185.2941176472,1353185.2941176472,1353185.2941176472,7668050,7668050.0,7668050.0,BR,2020-03-15,3
No_Measure-No_Measure-Restrict_Mass_Gatherings,1882610713.077,3103333333.3333335,61441519641.95041,45767899374.19323,77115139909.70761,66427463688.36074,50753843420.60356,82101083956.11795,0,4586860364074.794,4236818009919.263,4936902718230.324,23471974651.829273,23471974651.829273,23471974651.829273,99718495131.60724,86729555658.14368,112707434605.07077,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",22516828,16772826.0,28260830.0,1039586,968024.0,1111148.0,31544613.23529412,31544613.23529412,31544613.23529412,1203616.7647058824,1203616.7647058824,1203616.7647058824,6820495,6820495.0,6820495.0,BR,2020-03-15,3
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,8471748208.8465,11792666666.666666,39047015687.537674,29086193350.529285,49007838024.54605,59311430563.05084,49350608226.04245,69272252900.05922,0,2941117276792.5474,2716863264908.4395,3165371288676.6543,16635761533.975609,16635761533.975609,16635761533.975609,81159869145.21086,72905201989.11807,89414536301.30365,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",14309785,10659385.0,17960185.0,666835,620932.0,712738.0,22448550.647058822,22448550.647058822,22448550.647058822,839367.3529411765,839367.3529411765,839367.3529411765,4756415,4756415.0,4756415.0,BR,2020-03-15,3
No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,3294568747.88475,4965333333.333333,39343621929.924934,29307135654.01043,49380108205.83944,47603524011.14302,37567037735.228516,57640010287.057526,0,2962876632983.1523,2736960175157.514,3188793090808.7905,16724024222.560978,16724024222.560978,16724024222.560978,81405670719.06583,73088299841.30655,89723041596.82509,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",14418484,10740355.0,18096613.0,671763,625521.0,718005.0,22565969.70588235,22565969.70588235,22565969.70588235,844073.2941176471,844073.2941176471,844073.2941176471,4783082,4783082.0,4783082.0,BR,2020-03-15,3
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,9413053565.385,13034000000.0,32832517462.107544,24457003222.53728,41208031701.6778,55279571027.492546,46904056787.92229,63655085267.062805,0,2485115522496.9873,2295719632151.9956,2674511412841.979,14775899072.268295,14775899072.268295,14775899072.268295,76009831060.25673,69068930001.12462,82950732119.38882,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",12032322,8962899.0,15101745.0,563560,524766.0,602354.0,19973845.352941178,19973845.352941178,19973845.352941178,740273.6470588236,740273.6470588236,740273.6470588236,4194884,4194884.0,4194884.0,BR,2020-03-15,3
No_Measure-No_Measure-Lockdown,12236969635.000502,17378666666.666664,32004975704.09914,23840564099.659355,40169387308.538925,61620612005.76631,53456200401.32652,69785023610.20609,0,2424356574994.6577,2239603949306.448,2609109200682.867,14525463362.487808,14525463362.487808,14525463362.487808,75324036098.8561,68558078626.69089,82089993571.0213,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",11729048,8736989.0,14721107.0,549799,511952.0,587646.0,19640509.05882353,19640509.05882353,19640509.05882353,726946.9411764706,726946.9411764706,726946.9411764706,4119366,4119366.0,4119366.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings-No_Measure,1882610713.077,3103333333.3333335,56394973131.844734,42008717659.379166,70781228604.31029,61380917178.255066,46994661705.7895,75767172650.72063,0,4177247441181.441,3858218464378.91,4496276417983.972,19173202903.317074,19173202903.317074,19173202903.317074,95536354308.36517,83614271318.64005,107458437298.09032,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",20667391,15395177.0,25939605.0,946438,881288.0,1011588.0,25683220.70588235,25683220.70588235,25683220.70588235,995804.2941176471,995804.2941176471,995804.2941176471,5642891,5642891.0,5642891.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,3765221426.154,6206666666.666667,46935714654.848366,34962500046.366356,58908929263.330376,56907602747.66904,44934388139.18703,68880817356.15105,0,3483331308601.5537,3217348959786.557,3749313657416.55,16414300439.92683,16414300439.92683,16414300439.92683,87697339854.6142,77774976214.58858,97619703494.6398,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",17200802,12812909.0,21588695.0,789282,734950.0,843614.0,22018248.76470588,22018248.76470588,22018248.76470588,847912.2352941177,847912.2352941177,847912.2352941177,4804836,4804836.0,4804836.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,10354358921.923502,14896000000.0,25749784474.200516,19181060916.83999,32318508031.561047,51000143396.124016,44431419838.76349,57568866953.48454,0,1935178078381.6465,1787593153949.9124,2082763002813.381,10583218491.731709,10583218491.731709,10583218491.731709,70140275174.95312,64696685803.32679,75583864546.57945,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",9436672,7029394.0,11843950.0,438719,408519.0,468919.0,14276483.352941176,14276483.352941176,14276483.352941176,534683.6470588236,534683.6470588236,534683.6470588236,3029874,3029874.0,3029874.0,BR,2020-03-15,3
