policy,st_term_unemployment_costs,st_term_gdp_impact,st_term_sick_worker_cost,st_term_sick_worker_cost_lb,st_term_sick_worker_cost_ub,st_economic_costs,st_economic_costs_lb,st_economic_costs_ub,lt_economic_costs,d_costs,d_costs_lb,d_costs_ub,h_costs,h_costs_lb,h_costs_ub,mh_costs,mh_costs_lb,mh_costs_ub,region,dict_region_policy_gamma,dict_region_policy_counts,num_cases,num_cases_lb,num_cases_ub,num_deaths,num_deaths_lb,num_deaths_ub,hospitalization_days,hospitalization_days_lb,hospitalization_days_ub,icu_days,icu_days_lb,icu_days_ub,ventilated_days,ventilated_days_lb,ventilated_days_ub,country,start_date,policy_length
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,5177179460.96175,8068666666.666666,25994018904.426323,19362991090.978542,32625046717.8741,39239865032.05474,32608837218.606956,45870892845.50252,0,1953023968600.4717,1804070740053.64,2101977197147.3035,10650706893.951221,10650706893.951221,10650706893.951221,70342675525.18138,64847453780.342514,75837897270.02025,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",9526178,7096067.0,11956289.0,442760,412281.0,473239.0,14366122.588235294,14366122.588235294,14366122.588235294,538303.4117647059,538303.4117647059,538303.4117647059,3050386,3050386.0,3050386.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,11295664278.462,16137333333.333334,20846608971.9929,15528677532.468666,26164540411.51714,48279606583.78824,42961675144.264,53597538023.31247,0,1576688713113.5793,1456517857820.4736,1696859568406.6848,9207012927.146343,9207012927.146343,9207012927.146343,66076947830.15601,61669906673.6145,70483988986.69754,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",7639777,5690884.0,9588670.0,357541,332929.0,382153.0,12447754.176470589,12447754.176470589,12447754.176470589,460994.8235294118,460994.8235294118,460994.8235294118,2612304,2612304.0,2612304.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings-Lockdown,14119580348.077501,20481999999.999996,20224041203.76956,15064925176.709318,25383157230.829803,54825621551.84706,49666505524.78682,59984737578.9073,0,1531121185529.0425,1414433183733.1238,1647809187324.9612,9028290355.243904,9028290355.243904,9028290355.243904,65561017565.07123,61285588872.31968,69836446257.82278,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",7411621,5520930.0,9302312.0,347222,323320.0,371124.0,12210133.235294119,12210133.235294119,12210133.235294119,451444.7647058824,451444.7647058824,451444.7647058824,2558187,2558187.0,2558187.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,8471748208.8465,11792666666.666666,19961565458.256966,14869406109.507462,25053724807.006474,40225980333.770134,35133820985.02063,45318139682.51964,0,1463242462112.9014,1351375591184.2964,1575109333041.5063,5675007566.048781,5675007566.048781,5675007566.048781,65343500392.04588,61123559597.2442,69563441186.84756,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",7315430,5449277.0,9181583.0,331380,308569.0,354191.0,7587576.235294118,7587576.235294118,7587576.235294118,296890.76470588235,296890.76470588235,296890.76470588235,1682381,1682381.0,1682381.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,10354358921.923502,14896000000.0,14285282902.402382,10641134714.670626,17929431090.13414,39535641824.32588,35891493636.594124,43179790012.05764,0,1053724325814.2667,973212509194.6724,1134236142433.861,4457791344.439025,4457791344.439025,4457791344.439025,60639488855.92728,57619534344.19577,63659443367.658775,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",5235210,3899718.0,6570702.0,238700,222268.0,255132.0,5979842.0,5979842.0,5979842.0,230256.00000000003,230256.00000000003,230256.00000000003,1304784,1304784.0,1304784.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,16943496417.693,23585333333.333332,6161785326.595386,4589924230.16449,7733646423.026281,46690615077.62172,45118753981.19083,48262476174.05262,0,466334071680.70776,430792050413.7935,501876092947.622,2613212555.0487804,2613212555.0487804,2613212555.0487804,53907437388.40224,52604815001.65007,55210059775.154396,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",2258145,1682096.0,2834194.0,105752,98472.0,113032.0,3539779.3529411764,3539779.3529411764,3539779.3529411764,129830.64705882354,129830.64705882354,129830.64705882354,735707,735707.0,735707.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,11766316956.731253,16758000000.0,6230537485.154246,4641139076.330201,7819935893.97829,34754854441.8855,33165456033.061455,36344252850.70954,0,471329986507.26556,435405072224.8506,507254900789.68066,2630268694.390244,2630268694.390244,2630268694.390244,53964413224.93108,52647257432.028305,55281569017.83386,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",2283341,1700865.0,2865817.0,106883,99525.0,114241.0,3562387.6470588236,3562387.6470588236,3562387.6470588236,130752.35294117648,130752.35294117648,130752.35294117648,740930,740930.0,740930.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,17884801774.231503,24826666666.666664,4872133886.246129,3629260436.6166124,6115007335.875647,47583602327.144295,46340728877.51478,48826475776.77381,0,372516091089.04803,344151684929.54266,400880497248.55347,2282462971.3170733,2282462971.3170733,2282462971.3170733,52838685931.21521,51808700022.75076,53868671839.67966,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1785519,1330036.0,2241002.0,84512,78694.0,90330.0,3101067.529411765,3101067.529411765,3101067.529411765,112001.4705882353,112001.4705882353,112001.4705882353,634675,634675.0,634675.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Lockdown,20708717843.847004,29171333333.33333,4720028330.818817,3515956901.1411576,5924099760.496477,54600079507.999146,53396008078.32149,55804150937.6768,0,361425968923.15015,333910515615.58514,388941422230.7152,2241770379.146342,2241770379.146342,2241770379.146342,52712634016.00535,51714803862.24165,53710464169.769035,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1729776,1288513.0,2171039.0,82001,76356.0,87646.0,3047045.0,3047045.0,3047045.0,109815.0,109815.0,109815.0,622285,622285.0,622285.0,BR,2020-03-15,3
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,3294568747.88475,4965333333.333333,20384106357.80444,15184158162.912998,25584054552.695877,28644008439.022522,23444060244.13108,33843956633.91396,0,1494268657446.3516,1380028980302.107,1608508334590.5962,5800267241.195122,5800267241.195122,5800267241.195122,65693665706.47392,61384398848.22715,70002932564.7207,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.6680115980608557, 'Lockdown': 0.5261102983062119, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1875090415893517, 'Restrict_Mass_Gatherings': 1.036695393307504, 'Restrict_Mass_Gatherings_and_Schools': 0.6626800566448872, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5434167507452508}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",7470281,5564626.0,9375936.0,338407,315112.0,361702.0,7754734.882352941,7754734.882352941,7754734.882352941,303491.11764705885,303491.11764705885,303491.11764705885,1719783,1719783.0,1719783.0,BR,2020-03-15,3
