policy,st_term_unemployment_costs,st_term_gdp_impact,st_term_sick_worker_cost,st_term_sick_worker_cost_lb,st_term_sick_worker_cost_ub,st_economic_costs,st_economic_costs_lb,st_economic_costs_ub,lt_economic_costs,d_costs,d_costs_lb,d_costs_ub,h_costs,h_costs_lb,h_costs_ub,mh_costs,mh_costs_lb,mh_costs_ub,region,dict_region_policy_gamma,dict_region_policy_counts,num_cases,num_cases_lb,num_cases_ub,num_deaths,num_deaths_lb,num_deaths_ub,hospitalization_days,hospitalization_days_lb,hospitalization_days_ub,icu_days,icu_days_lb,icu_days_ub,ventilated_days,ventilated_days_lb,ventilated_days_ub,country,start_date,policy_length
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,4480698080.0,36035999999.99999,36523937702.54396,36003550196.57797,37044325208.50995,77040635782.54395,76520248276.57797,77561023288.50995,0,503710259715.6089,499429680033.9703,507849105476.47955,3831451527.0882354,3831451527.0882354,3831451527.0882354,43903709909.24152,43550129492.04153,44257290326.44152,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",10417433,10269007.0,10565859.0,444232,440516.0,447948.0,25427621.76470588,25427621.76470588,25427621.76470588,870700.2352941177,870700.2352941177,870700.2352941177,4933968,4933968.0,4933968.0,DE,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,3080479930.0,25096499999.999996,40573603329.29426,39995516921.61508,41151689736.97344,68750583259.29425,68172496851.61508,69328669666.97343,0,535843512974.45966,531349909003.19543,540337116945.72394,4608962993.75,4608962993.75,4608962993.75,46655279548.04153,46262495265.44153,47048063830.641525,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",11572487,11407604.0,11737370.0,472622,468669.0,476575.0,26861015.0,26861015.0,26861015.0,927906.0000000001,927906.0000000001,927906.0000000001,5258134,5258134.0,5258134.0,DE,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,4760741710.0,37966500000.0,32965289483.950123,32495606329.723595,33434972638.17666,75692531193.95012,75222848039.7236,76162214348.17667,0,472728733145.42786,468782276144.5797,476675190146.276,3084789368.15,3084789368.15,3084789368.15,41485764998.24152,41166635957.44153,41804894039.04153,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",9402428,9268464.0,9536392.0,416962,413474.0,420450.0,24038711.0,24038711.0,24038711.0,815976.0,815976.0,815976.0,4623864,4623864.0,4623864.0,DE,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Lockdown,5600872600.0,44079750000.0,35744488894.543106,35235208523.57301,36253769265.51321,85425111494.5431,84915831123.57301,85934391865.51321,0,497889158169.455,493673896224.1382,502104420114.77185,3691337581.264706,3691337581.264706,3691337581.264706,43374108734.04153,43028075126.44152,43720142341.641525,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",10195117,10049859.0,10340375.0,439123,435450.0,442796.0,25171745.29411765,25171745.29411765,25171745.29411765,860349.705882353,860349.705882353,860349.705882353,4875315,4875315.0,4875315.0,DE,2020-03-15,3
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,840130890.0,7078500000.000001,51202437324.425575,50472914527.26484,51931960121.58632,59121068214.425575,58391545417.26484,59850591011.58632,0,716403969619.5537,710456645215.6075,722493027944.2678,4778961600.920588,4778961600.920588,4778961600.920588,53877104659.64152,53381426012.44152,54372783306.841515,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",14604065,14395989.0,14812141.0,631896,626610.0,637182.0,36103182.4117647,36103182.4117647,36103182.4117647,1239142.5882352942,1239142.5882352942,1239142.5882352942,7021808,7021808.0,7021808.0,DE,2020-03-15,3
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings,1400218150.0,11583000000.0,50598606064.38692,49877683583.55981,51319528545.21402,63581824214.38692,62860901733.55981,64302746695.21402,0,710836831104.4933,704808218146.0385,716723710142.1802,8937821774.05294,8937821774.05294,8937821774.05294,53466827882.44151,52976992771.84152,53956662993.04152,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",14431839,14226216.0,14637462.0,626905,621661.0,632149.0,35848545.058823526,35848545.058823526,35848545.058823526,1229191.9411764706,1229191.9411764706,1229191.9411764706,6965421,6965421.0,6965421.0,DE,2020-03-15,3
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools,3080479930.0,25096499999.999996,48756630771.75379,48061954507.01862,49451307036.48897,76933610701.75378,76238934437.01862,77628286966.48897,0,693718053088.4808,687871440284.372,699564665892.5897,8526166118.132353,8526166118.132353,8526166118.132353,52215286704.04152,51743284742.641525,52687288665.44152,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",13906467,13708330.0,14104604.0,611854,606736.0,616972.0,35079382.64705882,35079382.64705882,35079382.64705882,1199079.3529411766,1199079.3529411766,1199079.3529411766,6794783,6794783.0,6794783.0,DE,2020-03-15,3
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,1680261780.0,14157000000.000002,50325822121.45119,49608787839.08065,51042856403.821724,66163083901.45119,65446049619.08065,66880118183.821724,0,708172656360.4674,702313118044.785,714173928596.9176,8876408589.682352,8876408589.682352,8876408589.682352,53281483193.64152,52794289942.84152,53768676444.44151,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",14354035,14149521.0,14558549.0,624664,619439.0,629889.0,35733809.64705882,35733809.64705882,35733809.64705882,1224699.3529411766,1224699.3529411766,1224699.3529411766,6939963,6939963.0,6939963.0,DE,2020-03-15,3
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,3360523560.0000005,27027000000.0,47252490489.832214,46579243142.109314,47925737837.555115,77640014049.83221,76966766702.10931,78313261397.55511,0,679693788555.6328,673997048187.5977,685390528923.668,8187543012.400001,8187543012.400001,8187543012.400001,51193289553.24152,50735847598.24152,51650731508.24152,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",13477453,13285428.0,13669478.0,599463,594449.0,604477.0,34446216.0,34446216.0,34446216.0,1174317.0,1174317.0,1174317.0,6654463,6654463.0,6654463.0,DE,2020-03-15,3
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown,4200654450.0,33140250000.0,48319715068.181175,47631262024.60058,49008168111.761765,85660619518.18118,84972166474.60059,86349072561.76176,0,689722958405.677,683919640378.2448,695384542512.3412,8428462892.150001,8428462892.150001,8428462892.150001,51918421704.44152,51450648148.04153,52386195260.84152,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",13781849,13585487.0,13978211.0,608280,603192.0,613368.0,34896791.0,34896791.0,34896791.0,1191933.0,1191933.0,1191933.0,6754287,6754287.0,6754287.0,DE,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure,2520392670.0000005,19948500000.0,28393430740.588993,27988886305.14045,28797975176.037537,50862323410.58899,50457778975.14045,51266867846.03754,0,335390202390.243,332548819602.1537,338231585178.3322,3987133641.664706,3987133641.664706,3987133641.664706,38379388109.24152,38104517962.24152,38654258256.24152,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",8098433,7983048.0,8213818.0,295843,293369.0,298317.0,16852041.29411765,16852041.29411765,16852041.29411765,582294.705882353,582294.705882353,582294.705882353,3299670,3299670.0,3299670.0,DE,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings,3080479930.0000005,24453000000.0,25581719820.268456,25217235398.854965,25946204241.681942,53115199750.268456,52750715328.854965,53479684171.681946,0,317663178012.4934,315030065735.22284,320296290289.7639,3553725088.5323534,3553725088.5323534,3553725088.5323534,36468954232.84152,36221303103.04153,36716605362.641525,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",7296471,7192512.0,7400430.0,280156,277813.0,282499.0,16066838.647058824,16066838.647058824,16066838.647058824,550170.3529411765,550170.3529411765,550170.3529411765,3117632,3117632.0,3117632.0,DE,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools,4760741710.0,37966500000.0,19943299140.134815,19659152121.276844,20227446158.99279,62670540850.13481,62386393831.27684,62954687868.99279,0,280949785938.8061,278600875263.0334,283298696614.57874,2660573350.4500003,2660573350.4500003,2660573350.4500003,32637895428.44153,32444830029.441525,32830960827.44153,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",5688269,5607224.0,5769314.0,247816,245743.0,249889.0,14442973.0,14442973.0,14442973.0,484068.00000000006,484068.00000000006,484068.00000000006,2743052,2743052.0,2743052.0,DE,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,3360523560.0000005,27027000000.0,24477331216.996365,24128581903.493725,24826080530.49901,54864854776.99637,54516105463.49373,55213604090.49901,0,310621674076.90704,308069851846.8588,313315230227.7233,3384157195.6058826,3384157195.6058826,3384157195.6058826,35718570761.641525,35481610945.44152,35955530577.84152,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",6981475,6882004.0,7080946.0,274023,271731.0,276315.0,15759520.11764706,15759520.11764706,15759520.11764706,537603.8823529412,537603.8823529412,537603.8823529412,3046422,3046422.0,3046422.0,DE,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,5040785340.000001,39897000000.0,17926772135.725975,17671353609.341595,18182190662.110355,62864557475.725975,62609138949.3416,63119976002.11035,0,265851892627.60757,263671677242.7145,268173841933.26865,2295644735.1294117,2295644735.1294117,2295644735.1294117,31267754040.841522,31094208388.641525,31441299693.041527,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",5113111,5040260.0,5185962.0,234527,232565.0,236489.0,13772414.588235294,13772414.588235294,13772414.588235294,457180.4117647059,457180.4117647059,457180.4117647059,2590689,2590689.0,2590689.0,DE,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Lockdown,5880916230.0,46010250000.0,19171388318.321198,18898239747.21642,19444536889.425976,71062554548.3212,70789405977.21642,71335703119.42598,0,275429042601.4037,273143019990.64377,277715065212.16364,2526986805.8794117,2526986805.8794117,2526986805.8794117,32113415983.241524,31927823545.641525,32299008420.841526,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",5468103,5390195.0,5546011.0,242962,240930.0,244994.0,14198329.588235294,14198329.588235294,14198329.588235294,474211.4117647059,474211.4117647059,474211.4117647059,2687198,2687198.0,2687198.0,DE,2020-03-15,3
No_Measure-Lockdown-No_Measure,3360523560.0,26061750000.0,40444735319.853294,39868486077.17974,41020984562.52683,69867008879.8533,69290759637.17975,70443258122.52682,0,508795262075.68207,504530022098.2423,513060502053.1218,3937051641.4882355,3937051641.4882355,3937051641.4882355,46567719404.84152,46176183395.04153,46959255414.641525,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",11535731,11371372.0,11700090.0,448810,445056.0,452564.0,25383397.76470588,25383397.76470588,25383397.76470588,882553.2352941177,882553.2352941177,882553.2352941177,5001135,5001135.0,5001135.0,DE,2020-03-15,3
No_Measure-Lockdown-Restrict_Mass_Gatherings,3920610820.0,30566250000.0,38169203110.05098,37625374220.06273,38713032000.03924,72656063930.05098,72112235040.06273,73199892820.03925,0,490653525680.1244,486588564061.675,494860221219.34174,3498722303.0794115,3498722303.0794115,3498722303.0794115,45021595374.44152,44652087568.04152,45391103180.84153,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",10886699,10731587.0,11041811.0,432802,429182.0,436422.0,24575457.588235293,24575457.588235293,24575457.588235293,850300.4117647059,850300.4117647059,850300.4117647059,4818369,4818369.0,4818369.0,DE,2020-03-15,3
No_Measure-Lockdown-Restrict_Mass_Gatherings_and_Schools,5600872600.0,44079750000.0,32324995407.00576,31864434969.085823,32785555844.92569,82005618007.00577,81545057569.08582,82466178444.92569,0,445479046726.02673,441775220500.6627,449182872951.39075,2404412711.6558824,2404412711.6558824,2404412711.6558824,41050713341.04153,40737782784.641525,41363643897.44153,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",9219802,9088440.0,9351164.0,392895,389609.0,396181.0,22561197.11764706,22561197.11764706,22561197.11764706,769731.8823529412,769731.8823529412,769731.8823529412,4361814,4361814.0,4361814.0,DE,2020-03-15,3
No_Measure-Lockdown-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,4200654450.0,33140250000.0,37180093104.842316,36650358496.00414,37709827713.68047,74520997554.84232,73991262946.00415,75050732163.68048,0,482995960458.18225,478874910632.29047,486975276363.306,3311637901.558824,3311637901.558824,3311637901.558824,44349538639.24152,43989607276.84152,44709470001.641525,DE,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.3091612850831213, 'Lockdown': 0.16024214364842482, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.24376991018265737, 'No_Measure': 0.37823582360640967, 'Restrict_Mass_Gatherings': 0.3301998740083956, 'Restrict_Mass_Gatherings_and_Schools': 0.1923588123308674, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.08042853107496599}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 28, 'Mass_Gatherings_Authorized_But_Others_Restricted': 5, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 60}",10604583,10453491.0,10755675.0,425974,422411.0,429537.0,24230951.17647059,24230951.17647059,24230951.17647059,836528.8235294118,836528.8235294118,836528.8235294118,4740330,4740330.0,4740330.0,DE,2020-03-15,3
