region,country,province,model,n_eval_days,mean_daily_ape_cases_pct,mean_daily_ape_deaths_pct,mean_daily_ape_both_pct
Afghanistan,Afghanistan,None,delphi,93,41.51672650481969,51.6889275865705,46.60282704569509
Afghanistan,Afghanistan,None,delphi_lookahead,93,6.791897521283334,19.695053225954776,13.243475373619056
Afghanistan,Afghanistan,None,delphi_constant,93,71.47022880028241,76.51330764270449,73.99176822149346
Afghanistan,Afghanistan,None,themis,93,72.71170573815857,61.25468123031284,66.9831934842357
Afghanistan,Afghanistan,None,seir,93,3640.9272975572685,2541.17836386782,3091.052830712544
Albania,Albania,None,delphi,93,68.99255408454363,65.89363179959976,67.4430929420717
Albania,Albania,None,delphi_lookahead,93,72.293832191675,91.26786470401005,81.78084844784252
Albania,Albania,None,delphi_constant,93,76.69599053501948,74.02628189977239,75.36113621739594
Albania,Albania,None,themis,93,256.59575572618706,111.67095302524095,184.13335437571402
Albania,Albania,None,seir,93,64.44091846357554,52.98133220983346,58.7111253367045
Algeria,Algeria,None,delphi,93,52.33219747729087,29.892330539416502,41.112264008353684
Algeria,Algeria,None,delphi_lookahead,93,56.44551794100472,14.57706624246333,35.51129209173402
Algeria,Algeria,None,delphi_constant,93,66.27119005801126,50.36289446163719,58.31704225982422
Algeria,Algeria,None,themis,93,49.819064654842684,34.3273158243951,42.073190239618896
Algeria,Algeria,None,seir,93,48.965454977255135,222.6721888549679,135.81882191611152
Andorra,Andorra,None,delphi,93,16.412682845385064,0.7927961671114443,8.602739506248254
Andorra,Andorra,None,delphi_lookahead,93,14.004396264528884,1.0136395335636321,7.509017899046258
Andorra,Andorra,None,delphi_constant,93,36.49072526442976,25.152697861834348,30.821711563132055
Andorra,Andorra,None,themis,93,36.45516602231326,25.124954321073687,30.790060171693472
Andorra,Andorra,None,seir,93,42.68889744507916,40.92409571720919,41.806496581144174
Angola,Angola,None,delphi,93,100.0,100.0,100.0
Angola,Angola,None,delphi_lookahead,93,100.0,100.0,100.0
Angola,Angola,None,delphi_constant,93,100.0,100.0,100.0
Angola,Angola,None,themis,93,100.0,100.0,100.0
Angola,Angola,None,seir,93,65.84639206945091,56.26461427038389,61.0555031699174
Argentina,Argentina,None,delphi,93,80.82391057946998,67.43868278930634,74.13129668438816
Argentina,Argentina,None,delphi_lookahead,93,144.55931548518492,133.2880296892695,138.9236725872272
Argentina,Argentina,None,delphi_constant,93,85.60389223840015,75.55017576203997,80.57703400022007
Argentina,Argentina,None,themis,93,388.9924675899902,427.57109195990586,408.28177977494806
Argentina,Argentina,None,seir,93,19.461301139397786,90.79091382121123,55.12610748030451
Australia - Australian Capital Territory,Australia,Australian Capital Territory,delphi,93,3.3503641482516726,0.0,1.6751820741258363
Australia - Australian Capital Territory,Australia,Australian Capital Territory,delphi_lookahead,93,1.5424121428498632,0.0,0.7712060714249316
Australia - Australian Capital Territory,Australia,Australian Capital Territory,delphi_constant,93,30.811531700846377,27.86329518415235,29.33741344249936
Australia - Australian Capital Territory,Australia,Australian Capital Territory,themis,93,30.809804945614555,27.86215300776735,29.335978976690953
Australia - Australian Capital Territory,Australia,Australian Capital Territory,seir,93,16.849189084686234,14.22767656285853,15.538432823772382
Australia - New South Wales,Australia,New South Wales,delphi,93,15.156656693864072,2.4226108971297364,8.789633795496904
Australia - New South Wales,Australia,New South Wales,delphi_lookahead,93,8.27194028076973,2.617705643051266,5.444822961910498
Australia - New South Wales,Australia,New South Wales,delphi_constant,93,38.60760973255773,26.71882650519485,32.66321811887629
Australia - New South Wales,Australia,New South Wales,themis,93,38.605817190455646,26.71751397574119,32.66166558309842
Australia - New South Wales,Australia,New South Wales,seir,93,1149.925102953417,2148.0870547308664,1649.0060788421417
Australia - Queensland,Australia,Queensland,delphi,93,5.578354990587519,66.66666666666666,36.122510828627085
Australia - Queensland,Australia,Queensland,delphi_lookahead,93,4.936030874877227,66.66666666666666,35.801348770771945
Australia - Queensland,Australia,Queensland,delphi_constant,93,30.193401867185305,26.04575006811442,28.119575967649862
Australia - Queensland,Australia,Queensland,themis,93,30.191582420816903,26.04816632686306,28.119874373839984
Australia - Queensland,Australia,Queensland,seir,93,911.9726811125925,1659.6181324068891,1285.7954067597407
Australia - South Australia,Australia,South Australia,delphi,93,2.2377027224498667,0.0,1.1188513612249333
Australia - South Australia,Australia,South Australia,delphi_lookahead,93,2.0471512440780315,18.27956989247312,10.163360568275575
Australia - South Australia,Australia,South Australia,delphi_constant,93,25.404158579848858,15.740478079133938,20.5723183294914
Australia - South Australia,Australia,South Australia,themis,93,25.4028810956139,15.739295474317462,20.571088284965683
Australia - South Australia,Australia,South Australia,seir,93,22.940986725267408,5.195818874660246,14.068402799963827
Australia - Tasmania,Australia,Tasmania,delphi,93,1.2926339734382764,0.0,0.6463169867191382
Australia - Tasmania,Australia,Tasmania,delphi_lookahead,93,0.37205689076597503,0.0,0.18602844538298752
Australia - Tasmania,Australia,Tasmania,delphi_constant,93,23.594937751889756,22.563796727850473,23.079367239870116
Australia - Tasmania,Australia,Tasmania,themis,93,23.54774024006666,22.535823293149317,23.04178176660799
Australia - Tasmania,Australia,Tasmania,seir,93,110.26090712838167,78.452202852402,94.35655499039183
Australia - Victoria,Australia,Victoria,delphi,93,67.88160254255156,60.88924504343185,64.3854237929917
Australia - Victoria,Australia,Victoria,delphi_lookahead,93,167.67132054776374,543.2123833240368,355.4418519359002
Australia - Victoria,Australia,Victoria,delphi_constant,93,75.62551302429384,70.2052055031065,72.91535926370017
