model,regions,mean_regions_cases_pct,mean_regions_cases_ci_lo,mean_regions_cases_ci_hi,median_regions_cases_pct,median_regions_cases_ci_lo,median_regions_cases_ci_hi,mean_regions_deaths_pct,mean_regions_deaths_ci_lo,mean_regions_deaths_ci_hi,median_regions_deaths_pct,median_regions_deaths_ci_lo,median_regions_deaths_ci_hi,mean_regions_both_pct,mean_regions_both_ci_lo,mean_regions_both_ci_hi,median_regions_both_pct,median_regions_both_ci_lo,median_regions_both_ci_hi,rank_mean_cases,rank_median_cases
delphi,219,53.169209099555516,49.19672076632595,57.26539870380619,51.40130902872674,45.626647434771535,60.208535243077165,42.64940798067224,38.168177343009845,47.3940011306227,37.84386906636005,28.0428905002346,42.783345179097246,47.950232626745716,43.833170650052146,52.16916128982249,45.03990322671172,36.486276670696334,52.072491212069544,1.0,2.0
delphi_lookahead,219,62.39604014569163,51.94662308890064,77.0849021893054,43.29937451572221,33.15177685705509,55.18052007249145,56.17317292110305,46.04978760218947,67.4206503944857,30.289138543601542,21.270739047983863,37.583414389022515,59.25788464916077,49.92145592476715,69.70456580027636,36.7268964724043,31.97637377836089,44.85163730666238,2.0,1.0
delphi_constant,219,67.0467452230004,64.13274331343128,69.8982949964159,66.14274612190349,61.630432853163285,71.78566213698724,57.341923949774305,53.846771460203584,60.86009435996649,53.402499075852376,48.83088790071443,57.18790372671592,62.217365255674125,59.09229634003446,65.29211767615665,60.90626645586575,56.21444494785489,64.39195591323977,3.0,3.0
themis,219,236.83632325791476,140.77728045339683,355.23119654550743,70.2058860420492,61.60446943001562,75.72615540354002,193.3572894511345,113.03270026019668,285.24472657601837,55.047020937448856,50.23471763301427,63.55161815082108,213.94630579695266,127.90356289340481,320.0048752304662,61.43723976478574,55.50084895010417,68.22930327674038,4.0,4.0
seir,219,1000.1086901408257,729.1722326802959,1324.6813073466449,254.35318778446026,145.2550970627538,369.0508785590762,2221.1430468733347,1593.443049996929,2892.2281070279473,385.19721211131775,264.99427561881066,512.747073741389,1591.4154495612543,1174.2097803590132,2068.5348756942376,320.77907693194584,208.57154061909765,464.14367878006277,5.0,5.0
