region,country,province,policy,gamma_region_policy,train_policy_days,z_mean
Afghanistan,Afghanistan,None,No_Measure,1.1220027422322434,0,1.1220027422322434
Afghanistan,Afghanistan,None,Restrict_Mass_Gatherings,0.9795083939687484,0,1.1220027422322434
Afghanistan,Afghanistan,None,Mass_Gatherings_Authorized_But_Others_Restricted,0.7494978318111386,3,1.1220027422322434
Afghanistan,Afghanistan,None,Restrict_Mass_Gatherings_and_Schools,0.5374393135292446,0,1.1220027422322434
Afghanistan,Afghanistan,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.8908701773324013,0,1.1220027422322434
Afghanistan,Afghanistan,None,Restrict_Mass_Gatherings_and_Schools_and_Others,0.4746071599642389,90,1.1220027422322434
Afghanistan,Afghanistan,None,Lockdown,0.26815865539350614,0,1.1220027422322434
Albania,Albania,None,No_Measure,1.414802306229319,0,1.414802306229319
Albania,Albania,None,Restrict_Mass_Gatherings,1.2351224133381955,0,1.414802306229319
Albania,Albania,None,Mass_Gatherings_Authorized_But_Others_Restricted,0.9450879405611851,0,1.414802306229319
Albania,Albania,None,Restrict_Mass_Gatherings_and_Schools,0.6776903046838437,0,1.414802306229319
Albania,Albania,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,1.1233530311460793,0,1.414802306229319
Albania,Albania,None,Restrict_Mass_Gatherings_and_Schools_and_Others,0.5984613755350019,15,1.414802306229319
Albania,Albania,None,Lockdown,0.33813775118880723,78,1.414802306229319
Algeria,Algeria,None,No_Measure,0.9712180962991374,0,0.9712180962991374
Algeria,Algeria,None,Restrict_Mass_Gatherings,0.8478733980691469,0,0.9712180962991374
Algeria,Algeria,None,Mass_Gatherings_Authorized_But_Others_Restricted,0.6487736883278238,0,0.9712180962991374
Algeria,Algeria,None,Restrict_Mass_Gatherings_and_Schools,0.46521346812728676,0,0.9712180962991374
Algeria,Algeria,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.7711471684615151,0,0.9712180962991374
Algeria,Algeria,None,Restrict_Mass_Gatherings_and_Schools_and_Others,0.4108252547345351,93,0.9712180962991374
Algeria,Algeria,None,Lockdown,0.2321211250154938,0,0.9712180962991374
Andorra,Andorra,None,No_Measure,0.3317190301811054,0,0.3317190301811054
Andorra,Andorra,None,Restrict_Mass_Gatherings,0.289590713348105,0,0.3317190301811054
Andorra,Andorra,None,Mass_Gatherings_Authorized_But_Others_Restricted,0.22158831216097835,93,0.3317190301811054
Andorra,Andorra,None,Restrict_Mass_Gatherings_and_Schools,0.15889341545674948,0,0.3317190301811054
Andorra,Andorra,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.2633849099637977,0,0.3317190301811054
Andorra,Andorra,None,Restrict_Mass_Gatherings_and_Schools_and_Others,0.14031714976660756,0,0.3317190301811054
Andorra,Andorra,None,Lockdown,0.07928084821328418,0,0.3317190301811054
Angola,Angola,None,No_Measure,0.6354546507304079,0,0.6354546507304079
Angola,Angola,None,Restrict_Mass_Gatherings,0.554751910087646,0,0.6354546507304079
Angola,Angola,None,Mass_Gatherings_Authorized_But_Others_Restricted,0.42448370668791247,9,0.6354546507304079
Angola,Angola,None,Restrict_Mass_Gatherings_and_Schools,0.3043827776998653,0,0.6354546507304079
Angola,Angola,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.5045509926799439,0,0.6354546507304079
Angola,Angola,None,Restrict_Mass_Gatherings_and_Schools_and_Others,0.1305938918479817,24,0.6354546507304079
Angola,Angola,None,Lockdown,0.183108289111541,60,0.6354546507304079
Argentina,Argentina,None,No_Measure,2.0915830502529484,0,2.0915830502529484
Argentina,Argentina,None,Restrict_Mass_Gatherings,1.825952002870824,0,2.0915830502529484
Argentina,Argentina,None,Mass_Gatherings_Authorized_But_Others_Restricted,1.3971774775689696,4,2.0915830502529484
