region,country,province,policy,gamma_region_policy,gamma_observed,is_observed,train_policy_days,k_R
Andorra,Andorra,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.21398971851633738,,False,0,0.40505930161983056
Andorra,Andorra,None,Lockdown,0.1505119214861659,,False,0,0.40505930161983056
Andorra,Andorra,None,Mass_Gatherings_Authorized_But_Others_Restricted,0.22217802541448528,0.22217802541448528,True,0,0.40505930161983056
Andorra,Andorra,None,No_Measure,0.40505930161983056,,False,0,0.40505930161983056
Andorra,Andorra,None,Restrict_Mass_Gatherings,0.3536167703141121,,False,0,0.40505930161983056
Andorra,Andorra,None,Restrict_Mass_Gatherings_and_Schools,0.21469443274909636,,False,0,0.40505930161983056
Andorra,Andorra,None,Restrict_Mass_Gatherings_and_Schools_and_Others,0.1586394268870403,,False,0,0.40505930161983056
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.197682749685558,0.197682749685558,True,0,0.37419198026304995
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Lockdown,0.13904224326877632,,False,0,0.37419198026304995
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Mass_Gatherings_Authorized_But_Others_Restricted,0.2052470711414755,,False,0,0.37419198026304995
Australia - Australian Capital Territory,Australia,Australian Capital Territory,No_Measure,0.37419198026304995,,False,0,0.37419198026304995
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Restrict_Mass_Gatherings,0.32666959876964263,,False,0,0.37419198026304995
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Restrict_Mass_Gatherings_and_Schools,0.1983337615518752,,False,0,0.37419198026304995
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Restrict_Mass_Gatherings_and_Schools_and_Others,0.14655039658951202,,False,0,0.37419198026304995
Australia - New South Wales,Australia,New South Wales,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.01746269360961121,0.01746269360961121,True,0,0.03305498285966379
Australia - New South Wales,Australia,New South Wales,Lockdown,0.012282569404046753,,False,0,0.03305498285966379
Australia - New South Wales,Australia,New South Wales,Mass_Gatherings_Authorized_But_Others_Restricted,0.0181309027890131,,False,0,0.03305498285966379
