region,country,province,model,n_eval_days,mean_daily_ape_cases_pct,mean_daily_ape_deaths_pct,mean_daily_ape_both_pct
Andorra,Andorra,None,delphi,93,13.531211149587396,0.7917423714079603,7.161476760497678
Andorra,Andorra,None,delphi_constant,93,13.539940932013037,0.7914493354943646,7.165695133753701
Andorra,Andorra,None,themis,93,13.457239000070642,0.7796297410169577,7.1184343705438
Andorra,Andorra,None,sir,93,9.86906991869824,100.0,54.93453495934912
Andorra,Andorra,None,seir,93,42.68889744507916,40.92409571720919,41.806496581144174
Andorra,Andorra,None,seird,93,47.36141680294146,46.18844414629072,46.77493047461609
Australia - Australian Capital Territory,Australia,Australian Capital Territory,delphi,93,6.092250118964115,0.8113933728341599,3.4518217458991374
Australia - Australian Capital Territory,Australia,Australian Capital Territory,delphi_constant,93,27644.167762503224,9679.68827419442,18661.928018348823
Australia - Australian Capital Territory,Australia,Australian Capital Territory,themis,93,5.43120982749677,0.5786598247847291,3.0049348261407496
Australia - Australian Capital Territory,Australia,Australian Capital Territory,sir,93,33.11717195437933,100.0,66.55858597718967
Australia - Australian Capital Territory,Australia,Australian Capital Territory,seir,93,16.849189084686234,14.22767656285853,15.538432823772382
Australia - Australian Capital Territory,Australia,Australian Capital Territory,seird,93,15.863622282119273,7.524708647103184,11.694165464611228
Australia - New South Wales,Australia,New South Wales,delphi,93,13.0358948925514,2.0810129677739795,7.55845393016269
Australia - New South Wales,Australia,New South Wales,delphi_constant,93,13.027551341222772,2.079965230434744,7.553758285828758
Australia - New South Wales,Australia,New South Wales,themis,93,2426.2827754978334,894.5961602703962,1660.439467884115
Australia - New South Wales,Australia,New South Wales,sir,93,14.141501293286723,96.00685981588664,55.07418055458668
Australia - New South Wales,Australia,New South Wales,seir,93,1149.925102953417,2148.0870547308664,1649.0060788421417
Australia - New South Wales,Australia,New South Wales,seird,93,475.6108362838744,760.3247409059478,617.9677885949111
Australia - South Australia,Australia,South Australia,delphi,93,27.317066657156214,24.483661073751723,25.90036386545397
Australia - South Australia,Australia,South Australia,delphi_constant,93,27.317066678003684,24.483661093494074,25.90036388574888
Australia - South Australia,Australia,South Australia,themis,93,27.317066677914813,24.483661093410017,25.900363885662415
Australia - South Australia,Australia,South Australia,sir,93,36.58837260199343,100.0,68.29418630099671
Australia - South Australia,Australia,South Australia,seir,93,22.940986725267408,5.195818874660246,14.068402799963827
