country,start_date,policy_length,policy,st_economic_costs,st_economic_costs_lb,st_economic_costs_ub,lt_economic_costs,d_costs,d_costs_lb,d_costs_ub,h_costs,h_costs_lb,h_costs_ub,mh_costs,mh_costs_lb,mh_costs_ub,num_cases,num_cases_lb,num_cases_ub,num_deaths,num_deaths_lb,num_deaths_ub,hospitalization_days,hospitalization_days_lb,hospitalization_days_ub,icu_days,icu_days_lb,icu_days_ub,ventilated_days,ventilated_days_lb,ventilated_days_ub
BR,2020-03-15,3,actual,27094568747.88475,27094568747.88475,27094568747.88475,0,194451963302.48077,,,1057496062.2439024,,,45026878832.10235,,,893160,,,44190,,,1432788.4705882352,,,52488.529411764706,,,297435,,
BR,2020-03-15,3,No_Measure-No_Measure-No_Measure,65522253314.08844,48807647434.26701,82236859193.90988,0,4876271430258.213,4504026122960.028,5248516737556.397,23985196987.02439,23985196987.02439,23985196987.02439,97306342512.55382,83454724291.1775,111157960733.93015,24012318,17886820.0,30137816.0,1105035,1028967.0,1181103.0,32182419.76470588,32182419.76470588,32182419.76470588,1237723.2352941178,1237723.2352941178,1237723.2352941178,7013765,7013765.0,7013765.0
BR,2020-03-15,3,No_Measure-No_Measure-Restrict_Mass_Gatherings,61729117555.18873,47254037655.615364,76204197454.76208,0,4228980608534.7056,3906195732374.0264,4551765484695.384,21172526131.390244,21172526131.390244,21172526131.390244,90031001252.79037,78035308268.19751,102026694237.38324,20794998,15490232.0,26099764.0,958407,892433.0,1024381.0,28438332.88235294,28438332.88235294,28438332.88235294,1088102.1176470588,1088102.1176470588,1088102.1176470588,6165912,6165912.0,6165912.0
BR,2020-03-15,3,No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,50975059430.105705,43140830640.17047,58809288220.040955,0,2319335491420.076,2142534846955.3877,2496136135884.7646,13470084413.634148,13470084413.634148,13470084413.634148,68457495122.70389,61965164580.3425,74949825665.06528,11254707,8383652.0,14125762.0,525917,489714.0,562120.0,18195677.82352941,18195677.82352941,18195677.82352941,676800.1764705883,676800.1764705883,676800.1764705883,3835201,3835201.0,3835201.0
BR,2020-03-15,3,No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,54656844413.040115,42821068633.03456,66492620193.045685,0,3469028387238.508,3204330349520.906,3733726424956.11,18054329535.000004,18054329535.000004,18054329535.000004,81456940618.41354,71648474380.1297,91265406856.69742,17003355,12665830.0,21340880.0,786286,732160.0,840412.0,24291262.05882353,24291262.05882353,24291262.05882353,921670.9411764706,921670.9411764706,921670.9411764706,5222802,5222802.0,5222802.0
BR,2020-03-15,3,No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,49253882012.2276,42415508974.44214,56092255050.013054,0,2032953318864.3442,1878046741463.8486,2187859896264.84,12304917504.804878,12304917504.804878,12304917504.804878,65222350320.61842,59555298805.56532,70889401835.67152,9824053,7317955.0,12330151.0,461058,429320.0,492796.0,16645269.94117647,16645269.94117647,16645269.94117647,614728.0588235294,614728.0588235294,614728.0588235294,3483459,3483459.0,3483459.0
BR,2020-03-15,3,No_Measure-No_Measure-Lockdown,55036217562.2888,48551475001.27555,61520960123.30205,0,1931159186138.2942,1784033459807.461,2078284912469.1274,11883527706.439026,11883527706.439026,11883527706.439026,64073548672.404205,58699555479.57007,69447541865.23833,9316027,6939526.0,11692528.0,438003,407852.0,468154.0,16084304.0,16084304.0,16084304.0,592317.0,592317.0,592317.0,3356463,3356463.0,3356463.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-No_Measure,56542840114.162186,43390769931.58445,69694910296.73991,0,3812930884526.3,3521681246270.8896,4104180522781.71,17113910021.195124,17113910021.195124,17113910021.195124,85733063531.74829,74833766455.90482,96632360607.59177,18894353,14074438.0,23714268.0,863838,804374.0,923302.0,22913451.352941178,22913451.352941178,22913451.352941178,890540.6470588236,890540.6470588236,890540.6470588236,5046397,5046397.0,5046397.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,52156178070.74852,41395043607.032684,62917312534.46434,0,3126914519365.1396,2888120113298.4805,3365708925431.799,14490195539.70732,14490195539.70732,14490195539.70732,77965859074.21935,69047962517.63722,86883755630.80148,15459520,11515825.0,19403215.0,708486,659716.0,757256.0,19430800.94117647,19430800.94117647,19430800.94117647,749485.0588235295,749485.0588235295,749485.0588235295,4247082,4247082.0,4247082.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,44620294537.56994,39679059220.01151,49561529855.12836,0,1461859057957.7656,1350414839568.526,1573303276347.0056,8342595945.146342,8342595945.146342,8342595945.146342,59059297419.95857,54964429395.37482,63154165444.54233,7098612,5287769.0,8909455.0,331472,308654.0,354290.0,11271582.764705881,11271582.764705881,11271582.764705881,418837.23529411765,418837.23529411765,418837.23529411765,2373411,2373411.0,2373411.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,45489738038.54364,37264381067.32294,53715095009.76434,0,2401313780420.3096,2218013250510.5366,2584614310330.083,11818233532.975609,11818233532.975609,11818233532.975609,69728117784.78867,62911654069.21689,76544581500.36043,11816605,8802211.0,14830999.0,544189,506728.0,581650.0,15885563.764705881,15885563.764705881,15885563.764705881,605617.2352941177,605617.2352941177,605617.2352941177,3431831,3431831.0,3431831.0
BR,2020-03-15,3,No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,44133875435.190765,39873511877.43876,48394238992.94278,0,1266796830525.4385,1170271964075.2102,1363321696975.6667,7598903661.585365,7598903661.585365,7598903661.585365,56847413405.76933,53316792946.60026,60378033864.938416,6120467,4559147.0,7681787.0,287302,267525.0,307079.0,10283663.823529411,10283663.823529411,10283663.823529411,378969.17647058825,378969.17647058825,378969.17647058825,2147492,2147492.0,2147492.0
