policy,st_term_unemployment_costs,st_term_gdp_impact,st_term_sick_worker_cost,st_term_sick_worker_cost_lb,st_term_sick_worker_cost_ub,st_economic_costs,st_economic_costs_lb,st_economic_costs_ub,lt_economic_costs,d_costs,d_costs_lb,d_costs_ub,h_costs,h_costs_lb,h_costs_ub,mh_costs,mh_costs_lb,mh_costs_ub,region,dict_region_policy_gamma,dict_region_policy_counts,num_cases,num_cases_lb,num_cases_ub,num_deaths,num_deaths_lb,num_deaths_ub,hospitalization_days,hospitalization_days_lb,hospitalization_days_ub,icu_days,icu_days_lb,icu_days_ub,ventilated_days,ventilated_days_lb,ventilated_days_ub,country,start_date,policy_length
Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown-Restrict_Mass_Gatherings,17414149095.96225,25447333333.33333,832426119.1697143,620076471.1617346,1044775767.1776943,43693908548.465294,43481558900.45731,43906258196.473274,0,61866235611.54902,57143002411.70794,66589468811.3901,273976658.195122,273976658.195122,273976658.195122,47902423822.33125,47726446819.056465,48078400825.60605,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",305064,227243.0,382885.0,14019,13054.0,14984.0,369462.4705882353,369462.4705882353,369462.4705882353,13860.529411764706,13860.529411764706,13860.529411764706,78543,78543.0,78543.0,BR,2020-03-15,3
Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown-Restrict_Mass_Gatherings_and_Schools,24003286591.73175,34136666666.666664,336376948.4912261,250567727.57518867,422186169.40726334,58476330206.88964,58390520985.9736,58562139427.80568,0,26105152182.111855,24120081810.785038,28090222553.438675,166835534.85365856,166835534.85365856,166835534.85365856,47491341217.053444,47420229964.024284,47562452470.08261,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",123274,91827.0,154721.0,5926,5518.0,6334.0,227845.4705882353,227845.4705882353,227845.4705882353,8010.529411764706,8010.529411764706,8010.529411764706,45393,45393.0,45393.0,BR,2020-03-15,3
Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,18826107130.77,27309333333.33333,429177081.8627245,319693717.12795913,538660446.5974898,46564617545.96606,46455134181.23129,46674100910.70082,0,32833286349.998196,30332584611.30615,35333988088.69025,189050098.97560978,189050098.97560978,189050098.97560978,47568245933.06034,47477515599.31502,47658976266.80566,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",157283,117160.0,197406.0,7449,6936.0,7962.0,257268.58823529413,257268.58823529413,257268.58823529413,9214.411764705883,9214.411764705883,9214.411764705883,52215,52215.0,52215.0,BR,2020-03-15,3
Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown-Restrict_Mass_Gatherings_and_Schools_and_Others,24944591948.27025,35378000000.0,296188752.299176,220631232.43511665,371746272.1632353,60618780700.56943,60543223180.70537,60694338220.43349,0,23181091554.53286,21421557720.339737,24940625388.725983,156522244.46341464,156522244.46341464,156522244.46341464,47458036719.498405,47395421188.72035,47520652250.27646,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",108546,80856.0,136236.0,5264,4902.0,5626.0,214164.17647058822,214164.17647058822,214164.17647058822,7454.823529411765,7454.823529411765,7454.823529411765,42244,42244.0,42244.0,BR,2020-03-15,3
Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown-Lockdown,27768508017.885746,39722666666.66666,286684713.2350186,213553001.79129684,359816424.67874026,67777859397.787415,67704727686.3437,67850991109.23114,0,22491936972.084,20782023733.878002,24201850210.28999,153994046.85365856,153994046.85365856,153994046.85365856,47450160594.771065,47389555363.988014,47510765825.554115,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",105063,78262.0,131864.0,5108,4756.0,5460.0,210812.76470588235,210812.76470588235,210812.76470588235,7318.235294117648,7318.235294117648,7318.235294117648,41470,41470.0,41470.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure-No_Measure,9413053565.385,13034000000.0,8943087921.287996,6661722885.349217,11224452957.226772,31390141486.672997,29108776450.73422,33671506522.611774,0,649556829051.891,599852429939.4722,699261228164.3098,2230841945.414634,2230841945.414634,2230841945.414634,54623838111.92997,52733240288.16854,56514435935.6914,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",3277425,2441360.0,4113490.0,147047,136925.0,157169.0,2965872.588235294,2965872.588235294,2965872.588235294,119227.41176470589,119227.41176470589,119227.41176470589,675622,675622.0,675622.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure-Restrict_Mass_Gatherings,11295664278.462,16137333333.333334,5989048120.474966,4461252693.53792,7516843547.412012,33422045732.2703,31894250305.333252,34949841159.207344,0,437293145927.86066,403848259900.9681,470738031954.7533,1640226629.0487807,1640226629.0487807,1640226629.0487807,52175785682.46701,50909681107.43514,53441890257.498886,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",2194841,1634941.0,2754741.0,99017,92201.0,105833.0,2186672.1764705884,2186672.1764705884,2186672.1764705884,86759.82352941178,86759.82352941178,86759.82352941178,491639,491639.0,491639.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure-Restrict_Mass_Gatherings_and_Schools,17884801774.231503,24826666666.666664,1963715110.157087,1462776120.9305167,2464654099.383658,44675183551.05525,44174244561.82868,45176122540.28182,0,146726763106.55145,135531423731.92613,157922102481.1768,752023709.0487806,752023709.0487806,752023709.0487806,48839938192.3303,48424803328.794846,49255073055.86575,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",719654,536072.0,903236.0,33256,30967.0,35545.0,1012278.0588235294,1012278.0588235294,1012278.0588235294,38320.94117647059,38320.94117647059,38320.94117647059,217152,217152.0,217152.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,12707622313.26975,17999333333.333332,2750200947.476628,2048629319.6424487,3451772575.3108077,33457156594.07971,32755584966.24553,34158728221.913887,0,203754384534.9199,188192792188.71606,219315976881.12372,941674714.6829269,941674714.6829269,941674714.6829269,49491709561.23955,48910307737.3748,50073111385.104294,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1007882,750773.0,1264991.0,46165,42987.0,49343.0,1263505.5294117648,1263505.5294117648,1263505.5294117648,48593.470588235294,48593.470588235294,48593.470588235294,275363,275363.0,275363.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,18826107130.77,26068000000.0,1617648571.4514415,1204988270.6554255,2030308872.247458,46511755702.22144,46099095401.42543,46924416003.01746,0,121545465346.47662,112274835726.95456,130816094965.99869,662981562.0731708,662981562.0731708,662981562.0731708,48553148207.10362,48211171077.469635,48895125336.73761,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",592829,441599.0,744059.0,27555,25658.0,29452.0,894162.6470588235,894162.6470588235,894162.6470588235,33522.352941176476,33522.352941176476,33522.352941176476,189960,189960.0,189960.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure-Lockdown,21650023200.3855,30412666666.666664,1535282961.588797,1143636328.5599575,1926929594.6176367,53597972828.64097,53206326195.61213,53989619461.66981,0,115543154923.5343,106733597730.57135,124352712116.49725,641060629.5365855,641060629.5365855,641060629.5365855,48484890720.77153,48160327899.6432,48809453541.89986,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",562644,419115.0,706173.0,26196,24393.0,27999.0,865062.7647058824,865062.7647058824,865062.7647058824,32344.23529411765,32344.23529411765,32344.23529411765,183284,183284.0,183284.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings-No_Measure,11295664278.462,16137333333.333334,4891731362.1458645,3643858946.232817,6139603778.058912,32324728973.9412,31076856558.028152,33572601389.854248,0,355202528166.08813,328021668147.1138,382383388185.0625,1212529980.1463416,1212529980.1463416,1212529980.1463416,51266424557.61736,50232295938.70202,52300553176.532715,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1792701,1335386.0,2250016.0,80410,74875.0,85945.0,1612844.8235294118,1612844.8235294118,1612844.8235294118,64683.17647058824,64683.17647058824,64683.17647058824,366538,366538.0,366538.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,13178274991.539,19240666666.666668,3224557005.734774,2401978740.995879,4047135270.4736695,35643498663.94044,34820920399.201546,36466076928.67934,0,235600770003.69305,217580173713.8862,253621366293.49988,887997081.292683,887997081.292683,887997081.292683,49884814793.1087,49203133145.19616,50566496441.02125,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1181722,880267.0,1483177.0,53349,49676.0,57022.0,1184867.1176470588,1184867.1176470588,1184867.1176470588,46815.88235294118,46815.88235294118,46815.88235294118,265290,265290.0,265290.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,19767412487.308502,27930000000.0,1055504989.5722584,786248440.994941,1324761538.1495757,48752917476.88076,48483660928.303444,49022174025.45808,0,79148986278.78235,73111739789.55577,85186232768.00891,415450135.6097562,415450135.6097562,415450135.6097562,48087292276.20263,47864155760.671555,48310428791.733696,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",386817,288141.0,485493.0,17942,16707.0,19177.0,560198.8235294118,560198.8235294118,560198.8235294118,21024.176470588238,21024.176470588238,21024.176470588238,119137,119137.0,119137.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,14590233026.346748,21102666666.666668,1470386446.784647,1095294796.5299222,1845478097.039371,37163286139.79806,36788194489.543335,37538377790.05278,0,109220509974.71355,100879838551.24866,117561181398.17844,514923025.6097562,514923025.6097562,514923025.6097562,48431110107.96928,48120266623.252304,48741953592.68625,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",538861,401399.0,676323.0,24749,23045.0,26453.0,691952.3529411765,691952.3529411765,691952.3529411765,26414.64705882353,26414.64705882353,26414.64705882353,149683,149683.0,149683.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,20708717843.847004,29171333333.333336,874297919.1810539,651265436.5660756,1097330401.7960322,50754349096.3614,50531316613.74642,50977381578.97638,0,65964223549.69893,60933695266.29237,70994751833.10547,368992873.24390244,368992873.24390244,368992873.24390244,47937123544.96719,47752293533.277954,48121953556.65643,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",320409,238673.0,402145.0,14957,13927.0,15987.0,498574.76470588235,498574.76470588235,498574.76470588235,18520.235294117647,18520.235294117647,18520.235294117647,104948,104948.0,104948.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings-Lockdown,23532633913.462505,33516000000.0,831097245.4906318,619085955.4625417,1043108535.5187219,57879731158.95314,57667719868.92505,58091742448.98123,0,62815145924.99205,58025165473.42216,67605126376.56194,357510395.26829267,357510395.26829267,357510395.26829267,47901322566.878426,47725625965.40271,48077019168.35413,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",304577,226880.0,382274.0,14244,13263.0,15225.0,483333.0588235294,483333.0588235294,483333.0588235294,17902.94117647059,17902.94117647059,17902.94117647059,101450,101450.0,101450.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools-No_Measure,17884801774.231503,24826666666.666664,659181376.0794606,491025646.1544822,827337106.0044391,43370649816.97762,43202494087.05264,43538805546.9026,0,48294532200.438774,44601578691.354126,51987485709.52342,180691979.70731708,180691979.70731708,180691979.70731708,47758853578.59349,47619500668.36606,47898206488.82092,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",241574,179949.0,303199.0,10937,10184.0,11690.0,242059.76470588235,242059.76470588235,242059.76470588235,9382.235294117647,9382.235294117647,9382.235294117647,53166,53166.0,53166.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,19767412487.308502,27929999999.999996,440239204.8504059,327934371.15430295,552544038.5465088,48137651692.158905,48025346858.46281,48249956525.85501,0,32612333240.30242,30120116271.761826,35104550208.84302,139187303.41463417,139187303.41463417,139187303.41463417,47577413262.84634,47484344739.90548,47670481785.78719,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",161337,120180.0,202494.0,7389,6880.0,7898.0,187348.23529411765,187348.23529411765,187348.23529411765,7093.764705882353,7093.764705882353,7093.764705882353,40198,40198.0,40198.0,BR,2020-03-15,3
Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,26356549983.078,36619333333.33333,168957965.78052324,125858253.7453908,212057677.8156557,63144841282.19186,63101741570.15672,63187940994.22699,0,13059117227.883917,12065997350.237633,14052237105.530201,80774193.36585367,80774193.36585367,80774193.36585367,47352598859.13046,47316881549.32044,47388316168.940475,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",61919,46124.0,77714.0,2964,2760.0,3168.0,110149.17647058824,110149.17647058824,110149.17647058824,3902.823529411765,3902.823529411765,3902.823529411765,22116,22116.0,22116.0,BR,2020-03-15,3
