model,regions,mean_over_regions_daily_ape_cases_pct,median_over_regions_daily_ape_cases_pct,mean_over_regions_daily_ape_deaths_pct,median_over_regions_daily_ape_deaths_pct,mean_over_regions_daily_ape_both_pct,median_over_regions_daily_ape_both_pct,model_rank_by_mean_cases,model_rank_by_median_cases
delphi_lookahead,6,45.25715651198692,39.79121282970681,19.576040348163687,12.764351314558889,32.416598430075304,26.277782072132847,1.0,1.0
delphi,6,45.68969453867118,44.550157648770075,33.1033924299838,18.33551133221409,39.396543484327495,31.442834490492082,2.0,2.0
themis,6,56.344110720501696,48.83620751770035,162.47213467275998,32.91850443594216,109.40812269663083,40.877355976821256,3.0,3.0
delphi_constant,6,59.22793225691539,59.586802154591766,41.97049459927555,39.98325549061936,50.59921342809546,49.78502882260556,4.0,4.0
seir,6,1040.1970439039117,891.3551681830795,3297.131502824068,2359.645918385967,2168.6642733639897,1625.500543284523,5.0,5.0
