policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",33116484426.454086,71302274475954.12,9603820491.470589,24980547594.370987,464802,4421149,71336858844039.97,33116484426.454086,71369975328466.42
No_Measure-Restrict_Mass_Gatherings-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings', 'Lockdown']",39285607910.704094,71302274475954.12,9603820491.470589,24980547594.370987,464802,4421149,71336858844039.97,39285607910.704094,71376144451950.67
No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",20914612208.17146,26212039753568.01,3439230147.0,21358021882.370987,170870,1649939,26236837005597.383,20914612208.17146,26257751617805.555
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",24793903487.795746,24383091452827.13,3280362591.745098,21130434440.77099,158947,1475836,24407502249859.645,24793903487.795746,24432296153347.44
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",37551184619.31735,22771558311653.7,3133335481.078431,20945958455.170986,148442,1334713,22795637605589.95,37551184619.31735,22833188790209.266
No_Measure-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",27375584483.72062,24032827897895.324,3252496091.764706,21084167403.97099,156664,1440442,24057164561391.062,27375584483.72062,24084540145874.78
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",39450045524.62398,22696822073650.316,3125519015.0588236,20938776698.370987,147955,1329219,22720886369363.746,39450045524.62398,22760336414888.37
No_Measure-Restrict_Mass_Gatherings_and_Schools-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']",45619169008.873985,22696822073650.316,3125519015.0588236,20938776698.370987,147955,1329219,22720886369363.746,45619169008.873985,22766505538372.62
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure']",18661642273.715813,80369025455634.19,9943889059.156864,26253586536.77099,523906,5395016,80405222931230.11,18661642273.715813,80423884573503.83
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings']",21579398031.37231,72850605877668.23,9232025098.470589,25448619312.77099,474895,4779221,72885286522079.47,21579398031.37231,72906865920110.84
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",31919565398.018295,57180719976244.58,7709277567.941177,23812722565.570988,372747,3527770,57212241976378.086,31919565398.018295,57244161541776.1
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",23499307688.006393,68716460823895.67,8839540194.019608,25004973933.570988,447946,4439835,68750305338023.266,23499307688.006393,68773804645711.27
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",33649221721.89608,56045217231833.7,7589823782.137255,23703937381.570988,365345,3444550,56076510992997.414,33649221721.89608,56110160214719.31
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Lockdown']",39818345206.14609,56045217231833.7,7589823782.137255,23703937381.570988,365345,3444550,56076510992997.414,39818345206.14609,56116329338203.56
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'No_Measure']",22257503074.421745,22745326980358.664,3039384160.7254906,21016993010.370987,148271,1389054,22769383357529.76,22257503074.421745,22791640860604.184
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings']",26328406144.859722,21867680566867.965,2964782890.8627453,20904464005.570988,142550,1302970,21891549813764.4,26328406144.859722,21917878219909.258
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",39206343992.611336,20884801361441.562,2874366084.0980396,20792439579.970985,136143,1217272,20908468167105.633,39206343992.611336,20947674511098.246
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",28916757274.813084,21519273875092.082,2934165974.8039217,20862202229.570988,140279,1270640,21543070243296.457,28916757274.813084,21571987000571.27
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",41111918570.68031,20852267215214.652,2871015605.078431,20789289227.97099,135931,1214862,20875927520047.703,41111918570.68031,20917039438618.383
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Lockdown']",47281042054.93031,20852267215214.652,2871015605.078431,20789289227.97099,135931,1214862,20875927520047.703,47281042054.93031,20923208562102.633
No_Measure-Lockdown-No_Measure,"['No_Measure', 'Lockdown', 'No_Measure']",28426626558.67175,22745326980358.664,3039384160.7254906,21016993010.370987,148271,1389054,22769383357529.76,28426626558.67175,22797809984088.434
No_Measure-Lockdown-Restrict_Mass_Gatherings,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings']",32497529629.109726,21867680566867.965,2964782890.8627453,20904464005.570988,142550,1302970,21891549813764.4,32497529629.109726,21924047343393.508
No_Measure-Lockdown-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools']",45375467476.86134,20884801361441.562,2874366084.0980396,20792439579.970985,136143,1217272,20908468167105.633,45375467476.86134,20953843634582.496
No_Measure-Lockdown-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",35085880759.06309,21519273875092.082,2934165974.8039217,20862202229.570988,140279,1270640,21543070243296.457,35085880759.06309,21578156124055.52
No_Measure-Lockdown-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",47281042054.93031,20852267215214.652,2871015605.078431,20789289227.97099,135931,1214862,20875927520047.703,47281042054.93031,20923208562102.633
No_Measure-Lockdown-Lockdown,"['No_Measure', 'Lockdown', 'Lockdown']",53450165539.18033,20852267215214.652,2871015605.078431,20789289227.97099,135931,1214862,20875927520047.703,53450165539.18033,20929377685586.883
Restrict_Mass_Gatherings-No_Measure-No_Measure,"['Restrict_Mass_Gatherings', 'No_Measure', 'No_Measure']",18692341910.18842,97784559517808.16,11852752726.352942,27868527560.77099,637434,6630436,97824280798095.28,18692341910.18842,97842973140005.47
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings']",21670152820.404903,90154618098086.7,11097212132.549019,27099622063.17099,587696,6042228,90192814932282.42,21670152820.404903,90214485085102.83
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",30915064151.75619,67425164755523.33,8831040863.529411,24806049466.370987,439528,4287659,67458801845853.23,30915064151.75619,67489716910004.984
Restrict_Mass_Gatherings-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",23480183774.377853,85146092567683.97,10603009438.294119,26589997071.17099,555047,5652368,85183285574193.44,23480183774.377853,85206765757967.81
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",32524422953.958374,65552245847058.45,8637122787.745098,24625028410.370987,427319,4149179,65585507998256.56,32524422953.958374,65618032421210.52
Restrict_Mass_Gatherings-No_Measure-Lockdown,"['Restrict_Mass_Gatherings', 'No_Measure', 'Lockdown']",38693546438.208374,65552245847058.45,8637122787.745098,24625028410.370987,427319,4149179,65585507998256.56,38693546438.208374,65624201544694.77
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'No_Measure']",19743398399.58416,72676791541572.12,8408990496.470589,25942650715.970985,473762,5157152,72711143182784.56,19743398399.58416,72730886581184.14
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",22211608022.313072,62674681453021.67,7471814175.078432,24867741463.170986,408561,4334853,62707021008659.92,22211608022.313072,62729232616682.234
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",31497454471.24648,41269057019912.3,5423459783.019608,22598749455.170986,269023,2599088,41297079229150.49,31497454471.24648,41328576683621.74
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",23799306254.85549,56714626843255.45,6910195497.509804,24224610827.970985,369709,3842862,56745761649580.93,23799306254.85549,56769560955835.79
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",33176745187.786465,39830449693641.83,5274017000.470589,22459720891.97099,259645,2492732,39858183431534.266,33176745187.786465,39891360176722.055
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Lockdown,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Lockdown']",39345868672.03647,39830449693641.83,5274017000.470589,22459720891.97099,259645,2492732,39858183431534.266,39345868672.03647,39897529300206.305
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",23135654615.671894,11329972092933.172,1453465655.1176472,20134694448.77099,73857,714101,11351560253037.06,23135654615.671894,11374695907652.732
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",27230151325.992607,10587389110457.354,1391702187.372549,20036332877.570988,69017,638855,10608817145522.297,27230151325.992607,10636047296848.29
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",40132174801.31967,9749994287074.852,1315905864.0784314,19938771312.77099,63558,564221,9771248964251.701,40132174801.31967,9811381139053.021
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",29824517332.02975,10275341828913.383,1364625319.4509804,19997682895.170986,66982,609288,10296704137128.006,29824517332.02975,10326528654460.035
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",42038615800.192604,9722984748389.207,1313126257.9803922,19936141226.370987,63382,562209,9744234015873.559,42038615800.192604,9786272631673.752
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Lockdown,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']",48207739284.44261,9722984748389.207,1313126257.9803922,19936141226.370987,63382,562209,9744234015873.559,48207739284.44261,9792441755158.002
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure']",19934868214.29007,55140802414414.26,6246099643.627451,24461117295.170986,359449,4023788,55171509631353.055,19934868214.29007,55191444499567.34
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings']",22379399296.6052,45548222833368.14,5380910401.54902,23371989627.970985,296918,3190612,45576975733397.66,22379399296.6052,45599355132694.26
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",32250378028.53933,27823196989108.46,3697340537.5294123,21454355986.370987,181373,1723634,27848348685632.363,32250378028.53933,27880599063660.902
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",24063988627.496117,40358958464115.984,4905843141.647059,22787039850.370987,263090,2743129,40386651347108.0,24063988627.496117,40410715335735.5
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",34153150889.083942,27843415252480.48,3710765294.372549,21449523267.97099,181504,1719937,27868575541042.824,34153150889.083942,27902728691931.906
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Lockdown']",40322274373.33394,27843415252480.48,3710765294.372549,21449523267.97099,181504,1719937,27868575541042.824,40322274373.33394,27908897815416.156
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'No_Measure']",24775827956.76872,9762411859320.97,1279844765.647059,19972176808.77099,63639,589776,9783663880895.389,24775827956.76872,9808439708852.158
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings']",28952588927.795177,9392490198089.803,1248961550.0588236,19923213018.370987,61227,552319,9413662372658.232,28952588927.795177,9442614961586.027
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",41942656430.74887,9009864797269.95,1214381839.4705882,19878519850.370987,58733,518129,9030957698959.791,41942656430.74887,9072900355390.54
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",31581992729.9121,9250981716484.473,1236731652.4509804,19905602419.97099,60305,538847,9272124050556.895,31581992729.9121,9303706043286.807
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",43851396274.77001,8996973903420.24,1213053693.1176472,19877270167.170986,58649,517173,9018064227280.53,43851396274.77001,9061915623555.299
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Lockdown,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Lockdown']",50020519759.02001,8996973903420.24,1213053693.1176472,19877270167.170986,58649,517173,9018064227280.53,50020519759.02001,9068084747039.549
Restrict_Mass_Gatherings-Lockdown-No_Measure,"['Restrict_Mass_Gatherings', 'Lockdown', 'No_Measure']",30944951441.018723,9762411859320.97,1279844765.647059,19972176808.77099,63639,589776,9783663880895.389,30944951441.018723,9814608832336.408
Restrict_Mass_Gatherings-Lockdown-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings']",35121712412.04518,9392490198089.803,1248961550.0588236,19923213018.370987,61227,552319,9413662372658.232,35121712412.04518,9448784085070.277
Restrict_Mass_Gatherings-Lockdown-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools']",48111779914.99888,9009864797269.95,1214381839.4705882,19878519850.370987,58733,518129,9030957698959.791,48111779914.99888,9079069478874.79
Restrict_Mass_Gatherings-Lockdown-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",37751116214.1621,9250981716484.473,1236731652.4509804,19905602419.97099,60305,538847,9272124050556.895,37751116214.1621,9309875166771.057
Restrict_Mass_Gatherings-Lockdown-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",50020519759.02001,8996973903420.24,1213053693.1176472,19877270167.170986,58649,517173,9018064227280.53,50020519759.02001,9068084747039.549
Restrict_Mass_Gatherings-Lockdown-Lockdown,"['Restrict_Mass_Gatherings', 'Lockdown', 'Lockdown']",56189643243.27002,8996973903420.24,1213053693.1176472,19877270167.170986,58649,517173,9018064227280.53,56189643243.27002,9074253870523.799
Restrict_Mass_Gatherings_and_Schools-No_Measure-No_Measure,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'No_Measure']",18730036643.944878,7599895293500.157,723983806.1960785,20046234917.570988,49542,646430,7620665512223.925,18730036643.944878,7639395548867.87
Restrict_Mass_Gatherings_and_Schools-No_Measure-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings']",22386964725.02493,4839371966537.755,492331627.8235295,19685123531.97099,31547,370182,4859549421697.549,22386964725.02493,4881936386422.574
Restrict_Mass_Gatherings_and_Schools-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",34927261868.57162,2178451151523.7898,254895016.17647058,19370353693.570988,14201,129385,2198076400233.5374,34927261868.57162,2233003662102.109
Restrict_Mass_Gatherings_and_Schools-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",24863364708.585068,3985975480785.8286,420851067.60784316,19575637688.77099,25984,286426,4005971969542.2075,24863364708.585068,4030835334250.7925
Restrict_Mass_Gatherings_and_Schools-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",36821729715.63103,2077767498463.701,244501951.2352941,19360534007.170986,13544,121873,2097372534422.1072,36821729715.63103,2134194264137.7383
Restrict_Mass_Gatherings_and_Schools-No_Measure-Lockdown,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Lockdown']",42990853199.881035,2077767498463.701,244501951.2352941,19360534007.170986,13544,121873,2097372534422.1072,42990853199.881035,2140363387621.9883
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-No_Measure,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'No_Measure']",22127857012.033314,3188222866270.9834,310647701.8039216,19529535359.170986,20783,251158,3208063049331.958,22127857012.033314,3230190906343.991
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",26183804527.38784,2279859828338.4814,235306266.60784316,19408025890.370987,14862,158204,2299503160495.4604,26183804527.38784,2325686965022.848
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",39071305658.03343,1384750402669.9558,155478465.23529413,19301743994.370987,9027,76899,1404207625129.5623,39071305658.03343,1443278930787.5957
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",28771380667.878365,1941269099978.1255,206319266.47058827,19365298751.170986,12655,125518,1960840717995.767,28771380667.878365,1989612098663.6455
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",40977890334.72813,1359275244218.8418,152940573.43137255,19299200183.170986,8861,74953,1378727384975.444,40977890334.72813,1419705275310.172
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Lockdown,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Lockdown']",47147013818.978134,1359275244218.8418,152940573.43137255,19299200183.170986,8861,74953,1378727384975.444,47147013818.978134,1425874398794.422
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",34754443572.23178,964272451856.2443,100903351.82352942,19266580314.370987,6286,49999,983639935522.4387,34754443572.23178,1018394379094.6705
