policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-No_Measure-No_Measure,"['No_Measure', 'No_Measure', 'No_Measure']",18155974209.332657,134916350643588.81,18344930444.960785,28380149938.658897,879487,8340148,134963075723972.42,18155974209.332657,134981231698181.75
No_Measure-No_Measure-Restrict_Mass_Gatherings,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings']",22276025979.496838,134067968947915.4,18258156803.058823,28297133588.258896,873956,8276641,134114524238306.73,22276025979.496838,134136800264286.23
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",34938858535.639915,131618307290506.47,18010391947.137257,28055943423.458897,857988,8092132,131664373625877.06,34938858535.639915,131699312484412.7
No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",24849347538.519176,133544952958276.12,18204859844.235294,28245846903.4589,870547,8237407,133591403665023.81,24849347538.519176,133616253012562.33
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",36792323780.07971,131265329777140.9,17974374465.784313,28021502625.0589,855687,8065785,131311325654231.75,36792323780.07971,131348117978011.83
No_Measure-No_Measure-Lockdown,"['No_Measure', 'No_Measure', 'Lockdown']",42792223090.47063,130218216136373.95,17867087615.607845,27919887433.058895,848861,7988050,130264003111422.62,42792223090.47063,130306795334513.1
No_Measure-Restrict_Mass_Gatherings-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings', 'No_Measure']",21399523781.708763,126324793939849.73,16977522864.62745,27770814345.0589,823480,7874010,126369542277059.42,21399523781.708763,126390941800841.12
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",25420873242.19557,124911945378942.73,16837774709.019608,27628529546.658897,814270,7765163,124956411683198.4,25420873242.19557,124981832556440.61
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",37651808089.18421,119825987435197.23,16318293991.215687,27127994823.458897,781116,7382257,119869433724011.9,37651808089.18421,119907085532101.1
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",27933641130.155144,124041620124852.89,16751748469.882355,27540881786.658897,808597,7698113,124085912755109.42,27933641130.155144,124113846396239.58
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",39446260933.74014,119105915306121.44,16243487765.705883,27058118447.458897,776422,7328802,119149216912334.6,39446260933.74014,119188663173268.33
No_Measure-Restrict_Mass_Gatherings-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings', 'Lockdown']",45287496390.17152,117056979095487.61,16029382357.803923,26861229290.658897,763066,7178183,117099869707136.06,45287496390.17152,117145157203526.23
No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",28693871535.623917,80567176001984.16,10380930191.686275,24305973554.658897,525198,5223428,80601862905730.5,28693871535.623917,80630556777266.12
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",32085520288.18665,75915412252558.31,9953583342.529411,23785568084.258896,494874,4825321,75949151403985.11,32085520288.18665,75981236924273.3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",43480439606.0105,66790929662259.72,9101921701.901962,22783025423.458897,435394,4058382,66822814609385.08,43480439606.0105,66866295048991.086
No_Measure-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",34498932785.46083,74774374623318.52,9866790459.901962,23638259716.258896,487436,4712631,74807879673494.69,34498932785.46083,74842378606280.14
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",45243727424.86415,65928719354838.27,9016696355.803923,22694435172.258896,429773,3990611,65960430486366.336,45243727424.86415,66005674213791.2
No_Measure-Restrict_Mass_Gatherings_and_Schools-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']",51100203615.08581,64047796598180.32,8827368127.294119,22506697722.658897,417512,3846993,64079130664030.27,51100203615.08581,64130230867645.36
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure']",23346536300.175293,120392211192414.72,16055657695.176472,27343443605.858894,784807,7547074,120435610293715.75,23346536300.175293,120458956830015.92
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings']",27276537143.134926,118458019816393.94,15866136797.11765,27146306081.0589,772199,7396265,118501032259272.12,27276537143.134926,118528308796415.27
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",39075781089.955,110708306854133.69,15064593678.92157,26386550983.458897,721680,6815057,110749757998796.06,39075781089.955,110788833779886.02
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",29667855909.908104,116824185365339.28,15697720861.568628,26985730940.258896,761548,7273426,116866868817141.11,29667855909.908104,116896536673051.02
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",40804908418.21629,109565286066967.86,14942668872.627453,26277448149.858894,714229,6731594,109606506183990.34,40804908418.21629,109647311092408.56
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Lockdown']",46779435531.446,108464113447978.9,14846162727.64706,26160597541.858894,707051,6642204,108505120208248.4,46779435531.446,108551899643779.86
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'No_Measure']",29349028915.578278,71547304980914.52,9217056385.058825,23551976673.0589,466399,4646625,71580074013972.64,29349028915.578278,71609423042888.22
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings']",32739954925.158813,67027478186716.7,8809553450.568628,23031137212.258896,436936,4248186,67059318877379.53,32739954925.158813,67092058832304.69
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",44284316593.10909,58859541980679.75,8053748527.313725,22118331217.0589,383691,3549895,58889714060424.125,44284316593.10909,58933998377017.234
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",35008653378.804565,65021015547547.664,8630976156.0,22796931417.0589,423856,4069020,65052443455120.73,35008653378.804565,65087452108499.53
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",46108179852.39245,58372100218909.375,8008270564.6862755,22066115113.0589,380513,3509950,58402174604587.125,46108179852.39245,58448282784439.516
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Lockdown']",52017028785.58318,56798735566940.74,7848238913.333334,21909826281.058895,370257,3390390,56828493632135.14,52017028785.58318,56880510660920.73
No_Measure-Lockdown-No_Measure,"['No_Measure', 'Lockdown', 'No_Measure']",31897717285.2624,48083420423263.83,6432864144.960785,21377989346.658897,313444,2983538,48111231276755.445,31897717285.2624,48143128994040.71
No_Measure-Lockdown-Restrict_Mass_Gatherings,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings']",35818533632.312706,46515522907597.58,6301419963.588236,21175336745.058895,303223,2828510,46542999664306.23,35818533632.312706,46578818197938.54
No_Measure-Lockdown-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools']",48347639144.31879,43788918507636.22,6057389704.705883,20853846591.458897,285449,2582572,43815829743932.38,48347639144.31879,43864177383076.7
No_Measure-Lockdown-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",38265292445.85593,45453579851905.27,6206713369.117647,21048052066.658897,296301,2731138,45480834617341.05,38265292445.85593,45519099909786.91
No_Measure-Lockdown-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",50225923643.99968,43602761896381.0,6039309710.313726,20834309180.258896,284236,2567626,43629635515271.57,50225923643.99968,43679861438915.57
No_Measure-Lockdown-Lockdown,"['No_Measure', 'Lockdown', 'Lockdown']",56332558160.466515,43230136403817.5,6001987778.725491,20796786004.258896,281807,2538921,43256935177600.484,56332558160.466515,43313267735760.95
Restrict_Mass_Gatherings-No_Measure-No_Measure,"['Restrict_Mass_Gatherings', 'No_Measure', 'No_Measure']",22099001841.465412,129410638286209.7,17149045120.352943,28190834698.658897,843596,8195323,129455978166028.72,22099001841.465412,129478077167870.19
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings']",26124694290.65549,127996726332132.44,17007420604.431374,28051157764.258896,834379,8088471,128041784910501.14,26124694290.65549,128067909604791.8
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",38214985965.6323,121947953594817.58,16378925088.0,27466170077.858894,794949,7640959,121991798689983.44,38214985965.6323,122030013675949.06
Restrict_Mass_Gatherings-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",28633075651.17792,127086505628538.38,16916570143.745098,27960875996.258896,828446,8019406,127131383074678.39,28633075651.17792,127160016150329.56
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",40007882300.45247,121230332183376.88,16306607652.235294,27395359053.8589,790271,7586789,121274034150082.97,40007882300.45247,121314042032383.42
