policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-No_Measure-No_Measure,"['No_Measure', 'No_Measure', 'No_Measure']",19849047537.74035,154837428946777.94,21610067882.784317,29396801209.0589,1009347,9117880,154888435815869.78,19849047537.74035,154908284863407.53
No_Measure-No_Measure-Restrict_Mass_Gatherings,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings']",24105314590.682045,154824538162732.72,21608697963.294117,29395578977.0589,1009263,9116945,154875542439673.06,24105314590.682045,154899647754263.75
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",37163496265.83458,154784484677012.38,21604424736.803925,29391786789.8589,1009002,9114044,154835480888539.03,37163496265.83458,154872644384804.88
No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",26762781283.7132,154816558142108.28,21607853359.509804,29394819493.858894,1009211,9116364,154867560814961.62,26762781283.7132,154894323596245.34
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",39073420363.41691,154778806592754.7,21603824560.0,29391248223.458897,1008965,9113632,154829801665538.16,39073420363.41691,154868875085901.56
No_Measure-No_Measure-Lockdown,"['No_Measure', 'No_Measure', 'Lockdown']",45239842269.23044,154761618910324.12,21602003798.39216,29389625988.258896,1008853,9112391,154812610540110.78,45239842269.23044,154857850382380.0
No_Measure-Restrict_Mass_Gatherings-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings', 'No_Measure']",24047984962.862156,154367706533487.53,21540991611.333336,29361153865.0589,1006285,9090610,154418608678963.94,24047984962.862156,154442656663926.8
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",28304417462.992554,154356043374937.7,21539817393.0,29360030980.258896,1006209,9089751,154406943223310.94,28304417462.992554,154435247640773.94
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",41363141195.381744,154320286489562.0,21536154122.666668,29356564285.858894,1005976,9087099,154371179207970.5,41363141195.381744,154412542349165.88
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",30961988648.984985,154348830622862.3,21539077774.84314,29359334242.658897,1006162,9089218,154399729034879.8,30961988648.984985,154430691023528.8
