policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",51680762028.69449,130111446662862.38,17982521354.274513,27707128868.258896,848165,7825291,130157136313084.92,51680762028.69449,130208817075113.61
No_Measure-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",41516053107.374695,131568331888395.6,18130709096.411766,27851877738.658897,857662,7936023,131614314475230.66,41516053107.374695,131655830528338.03
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",53562190024.96062,129938938845078.14,17965740920.411766,27689479053.8589,847040,7811789,129984594065052.4,53562190024.96062,130038156255077.36
No_Measure-Restrict_Mass_Gatherings_and_Schools-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']",59646669856.69903,129438168205425.23,17916920468.72549,27638652503.4589,843776,7772907,129483723778397.4,59646669856.69903,129543370448254.11
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure']",25733053219.82561,143733243869723.7,19929402055.803925,28776491671.458897,936962,8643347,143781949763450.97,25733053219.82561,143807682816670.78
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings']",29960882948.741825,143547694159816.9,19910659697.941177,28758193485.858894,935752,8629349,143596363013000.7,29960882948.741825,143626323895949.44
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",42932709899.14178,142981247537868.53,19853090139.490196,28702547289.0589,932060,8586780,143029803175297.1,42932709899.14178,143072735885196.25
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",32600790470.40426,143432903118439.66,19899032063.019608,28746890127.458897,935004,8620702,143481549040630.16,32600790470.40426,143514149831100.56
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",44830645606.35373,142902060375741.06,19845034090.568626,28694809972.258896,931544,8580861,142950600219803.88,44830645606.35373,142995430865410.22
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Lockdown']",50961489835.78752,142666482370020.8,19820952214.156864,28671824167.4589,930008,8563277,142714975146402.44,50961489835.78752,142765936636238.22
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'No_Measure']",36313173483.05899,129657172076073.27,17798663856.31373,27733783983.458897,845203,7845682,129702704523913.03,36313173483.05899,129739017697396.1
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings']",40442229063.38695,128885832240009.47,17721025332.352943,27656174212.258896,840175,7786311,128931209439554.1,40442229063.38695,128971651668617.48
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",53169398806.56587,126879366130601.81,17520303717.588238,27453617036.258896,827096,7631356,126924340051355.67,53169398806.56587,126977509450162.23
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",43024421639.43477,128429568086028.19,17675129433.352943,27610214367.4589,837201,7751152,128474853429829.0,43024421639.43477,128517877851468.44
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",55035512053.19414,126609870507803.64,17493065775.352943,27426771069.858894,825339,7610819,126654790344648.86,55035512053.19414,126709825856702.05
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Lockdown']",61076979969.74495,125834392599117.03,17414114355.39216,27350116861.858894,820284,7552179,125879156830334.28,61076979969.74495,125940233810304.03
No_Measure-Lockdown-No_Measure,"['No_Measure', 'Lockdown', 'No_Measure']",41368822148.827484,121002943022222.78,16553480012.529411,27065168177.0589,788789,7334195,121046561670412.38,41368822148.827484,121087930492561.2
No_Measure-Lockdown-Restrict_Mass_Gatherings,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings']",45452765070.05875,120001684697284.48,16456002622.803923,26960469300.258896,782262,7254101,120045101169207.55,45452765070.05875,120090553934277.61
No_Measure-Lockdown-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools']",58057205653.27557,117331725407175.08,16194144388.333334,26684216109.8589,764857,7042769,117374603767673.27,58057205653.27557,117432660973326.55
No_Measure-Lockdown-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",48009021622.34176,119411425310711.08,16398401321.254902,26898935474.658897,778414,7207028,119454722647506.98,48009021622.34176,119502731669129.33
No_Measure-Lockdown-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",59913437784.25263,117010202259857.1,16162324269.333334,26651436762.658897,762761,7017693,117053016020889.08,59913437784.25263,117112929458673.33
No_Measure-Lockdown-Lockdown,"['No_Measure', 'Lockdown', 'Lockdown']",65934936660.51517,116135105837694.52,16075219519.686275,26562791609.0589,757056,6949880,116177743848823.27,65934936660.51517,116243678785483.78
Restrict_Mass_Gatherings-No_Measure-No_Measure,"['Restrict_Mass_Gatherings', 'No_Measure', 'No_Measure']",23510912911.240955,145759453986621.38,20176062307.784317,29038654553.0589,950170,8843900,145808668703482.22,23510912911.240955,145832179616393.47
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings']",27737140414.75085,145556270693872.25,20154460353.72549,29019394268.258896,948846,8829166,145605444548494.22,27737140414.75085,145633181688908.97
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",40724125375.34673,145078669444658.28,20105593227.92157,28972850105.0589,945732,8793560,145127747887991.25,40724125375.34673,145168472013366.6
Restrict_Mass_Gatherings-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",30375395641.463017,145426890680474.78,20140649676.431374,29007098745.0589,948002,8819760,145476038428896.28,30375395641.463017,145506413824537.75
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",42622361499.822365,144999789811129.97,20097379831.62745,28965293181.8589,945218,8787779,145048852484143.44,42622361499.822365,145091474845643.25
Restrict_Mass_Gatherings-No_Measure-Lockdown,"['Restrict_Mass_Gatherings', 'No_Measure', 'Lockdown']",48753201375.38277,144759774762653.97,20072316577.19608,28942304762.658897,943654,8770193,144808789383993.8,48753201375.38277,144857542585369.2
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'No_Measure']",27438429869.433453,142901000475849.44,19711729930.294117,28840025513.0589,931537,8691950,142949552231292.78,27438429869.433453,142976990661162.22
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",31643081753.37536,142562298388627.75,19675692650.941177,28807809569.0589,929329,8667305,142610781890847.75,31643081753.37536,142642424972601.12
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",44537000493.393005,141485267810428.8,19560988100.274513,28705381298.658897,922308,8588948,141533534179827.75,44537000493.393005,141578071180321.16
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",34268044604.637814,142349281533429.3,19653022262.039215,28787532282.658897,927940,8651793,142397722087974.0,34268044604.637814,142431990132578.62
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",46423280881.548645,141330106244627.16,19544455353.2549,28690645233.058895,921296,8577675,141378341345213.47,46423280881.548645,141424764626095.03
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Lockdown,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Lockdown']",52518401579.844246,140861422497587.47,19494447473.31373,28646208276.258896,918241,8543681,140909563153337.03,52518401579.844246,140962081554916.88
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",38629396342.3289,127051078108989.14,17203183756.980392,27715013898.658897,828215,7831323,127095996306644.78,38629396342.3289,127134625702987.11
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",42693080690.691666,125885629365564.81,17086077655.372551,27598150218.658897,820618,7741923,125930313593438.84,42693080690.691666,125973006674129.53
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",55190442111.83504,122501449591113.12,16747306644.078432,27257598474.658897,798557,7481403,122545454496231.86,55190442111.83504,122600644938343.69
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",45231908687.80756,125168463411699.89,17014134775.901962,27526150949.858894,815943,7686844,125213003697425.66,45231908687.80756,125258235606113.47
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",57030294971.13118,122078640783528.44,16705156558.64706,27214983754.658897,795801,7448803,122122560923841.73,57030294971.13118,122179591218812.86
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Lockdown,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']",62980068137.22057,120753734715792.1,16571067004.666668,27083268975.4589,787164,7348042,120797389051772.22,62980068137.22057,120860369119909.44
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure']",29849038472.24658,140838602940390.56,19386751210.411766,28691033471.458897,918092,8577972,140886680725072.44,29849038472.24658,140916529763544.7
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings']",34043841894.587685,140443884915730.34,19345549814.058823,28652903754.658897,915519,8548803,140491883369299.06,34043841894.587685,140525927211193.66
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",46908985885.392365,139201876446475.0,19215816451.72549,28533196914.658897,907423,8457228,139249625459841.38,46908985885.392365,139296534445726.77
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",36662824700.75345,140196502979635.78,19319781283.215687,28629035589.8589,913907,8530544,140244451796508.86,36662824700.75345,140281114621209.61
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",48791452280.46123,139024934090522.56,19197279984.72549,28516170634.658897,906270,8444203,139072647541141.94,48791452280.46123,139121438993422.4
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Lockdown']",54875640402.682724,138493623781437.64,19141533250.980392,28465168919.458897,902806,8405187,138541230483608.08,54875640402.682724,138596106124010.77
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'No_Measure']",40210069649.72255,124348779237379.39,16793823827.235294,27516767868.258896,810599,7679666,124393089829074.89,40210069649.72255,124433299898724.61
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings']",44216498386.113,122832807677329.22,16639562943.666668,27365523521.0589,800717,7563965,122876812763793.95,44216498386.113,122921029262180.06
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",56644866152.63341,119075066365626.58,16266930924.862745,26983542687.458897,776221,7271752,119118316839238.89,56644866152.63341,119174961705391.53
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",46742856889.84928,122052562928949.84,16562441642.862745,27286036610.658897,795631,7503158,122096411407203.36,46742856889.84928,122143154264093.2
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",58471894677.86892,118576138612589.94,16217166434.568628,26933227252.258896,772969,7233261,118619289006276.77,58471894677.86892,118677760900954.64
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Lockdown,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Lockdown']",64402042759.66758,117144416561984.72,16073246425.078432,26789728065.0589,763636,7123485,117187279536474.86,64402042759.66758,117251681579234.53
Restrict_Mass_Gatherings-Lockdown-No_Measure,"['Restrict_Mass_Gatherings', 'Lockdown', 'No_Measure']",45030552552.253105,112852587114294.1,15012151953.64706,26706940474.658897,735658,7060153,112894306206722.39,45030552552.253105,112939336759274.64
Restrict_Mass_Gatherings-Lockdown-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings']",48891805734.43613,110539772475930.16,14785524155.960785,26468521573.8589,720582,6877764,110581026521659.97,48891805734.43613,110629918327394.4
Restrict_Mass_Gatherings-Lockdown-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools']",60853862776.553314,104166821906133.52,14160981596.392159,25806531964.258896,679038,6371346,104206789419694.17,60853862776.553314,104267643282470.72
Restrict_Mass_Gatherings-Lockdown-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",51309955245.95508,109147778076473.31,14649349273.215687,26324057673.0589,711508,6767250,109188751483419.6,51309955245.95508,109240061438665.55
Restrict_Mass_Gatherings-Lockdown-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",62633090125.87581,103399925135331.44,14085390013.0,25727513031.458897,674039,6310897,103439738038375.89,62633090125.87581,103502371128501.77
Restrict_Mass_Gatherings-Lockdown-Lockdown,"['Restrict_Mass_Gatherings', 'Lockdown', 'Lockdown']",68452399475.93157,101346475888901.6,13881828052.92157,25517457756.258896,660653,6150206,101385875174710.78,68452399475.93157,101454327574186.72
Restrict_Mass_Gatherings_and_Schools-No_Measure-No_Measure,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'No_Measure']",36282472570.53438,136809437863252.3,18073716483.862747,28862752492.258896,891827,8709336,136856374332228.42,36282472570.53438,136892656804798.95
Restrict_Mass_Gatherings_and_Schools-No_Measure-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings']",40396145916.18698,135854437074966.88,17967139287.274513,28775906045.8589,885602,8642899,135901180120300.02,40396145916.18698,135941576266216.2
Restrict_Mass_Gatherings_and_Schools-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",52903094566.527954,132243243128131.56,17572296374.156864,28441111210.658897,862061,8386783,132289256535716.38,52903094566.527954,132342159630282.9
Restrict_Mass_Gatherings_and_Schools-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",42956556063.68095,135210649838709.3,17895902641.92157,28716866357.858894,881405,8597734,135257262607709.08,42956556063.68095,135300219163772.77
Restrict_Mass_Gatherings_and_Schools-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",54721006080.89163,131648569684536.88,17508136018.098038,28385321221.858894,858185,8344104,131694463141776.83,54721006080.89163,131749184147857.72
Restrict_Mass_Gatherings_and_Schools-No_Measure-Lockdown,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Lockdown']",60591062002.20653,129742828175849.98,17303398677.7451,28205738085.858894,845762,8206724,129788337312613.6,60591062002.20653,129848928374615.8
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-No_Measure,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'No_Measure']",40127335596.35303,132463822230675.81,17219506193.11765,28614491682.658897,863499,8519418,132509656228551.6,40127335596.35303,132549783564147.95
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",44175637710.040436,131088940744765.44,17068890936.411766,28488391327.458897,854537,8422952,131134498027029.3,44175637710.040436,131178673664739.34
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",56421123201.88756,125852989114030.1,16508645338.254902,27996593929.0589,820405,8046730,125897494353297.4,56421123201.88756,125953915476499.3
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",46690586888.56676,130156173830338.66,16967828762.392157,28402053381.8589,848456,8356904,130201543712482.9,46690586888.56676,130248234299371.47
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",58195611360.028595,124994805869645.48,16418137463.09804,27914729221.858894,814811,7984104,125039138736330.44,58195611360.028595,125097334347690.47
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Lockdown,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Lockdown']",63929153758.238976,122265845014065.33,16131610112.686275,27653172881.0589,797021,7784015,122309629797059.08,63929153758.238976,122373558950817.31
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",50817306212.50978,107846666194473.22,12750911317.627453,27188643674.658897,703026,7428653,107886605749465.5,50817306212.50978,107937423055678.02
