policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-No_Measure-No_Measure,"['No_Measure', 'No_Measure', 'No_Measure']",19550234676.39836,150692303560097.97,21007338972.882355,29217371015.458904,982326,8980617,150742528270086.3,19550234676.39836,150762078504762.72
No_Measure-No_Measure-Restrict_Mass_Gatherings,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings']",23802141325.143238,150653323705507.0,21003449876.862747,29213530461.858902,982072,8977679,150703540685845.72,23802141325.143238,150727342827170.88
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",36846921778.0114,150533007993843.1,20991394252.509804,29201691151.458904,981288,8968622,150583201079247.06,36846921778.0114,150620048001025.06
No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",26456899908.927845,150629229811360.06,21001032255.215687,29211144821.858902,981915,8975854,150679441988437.12,26456899908.927845,150705898888346.06
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",38754962825.35396,150515973526689.8,20989694125.784317,29200021857.058907,981177,8967345,150566163242672.66,38754962825.35396,150604918205498.0
No_Measure-No_Measure-Lockdown,"['No_Measure', 'No_Measure', 'Lockdown']",44915746465.13167,150465023528743.4,20984565273.764706,29195013973.858906,980845,8963514,150515203107991.0,44915746465.13167,150560118854456.12
No_Measure-Restrict_Mass_Gatherings-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings', 'No_Measure']",23644770571.579556,149392559110785.94,20813580449.803925,29119032973.858906,973854,8905389,149442491724209.6,23644770571.579556,149466136494781.2
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",27894424090.846798,149340369472651.7,20808410759.274513,29113839468.258904,973513,8901416,149390291722879.22,27894424090.846798,149418186146970.06
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",40932410324.29495,149179078703854.1,20792305180.980392,29097920386.658905,972462,8889238,149228968929421.72,40932410324.29495,149269901339746.0
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",30547802496.767803,149307988473727.8,20805179262.45098,29110625063.458904,973302,8898957,149357904278053.72,30547802496.767803,149388452080550.5
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",42839510934.98598,149156366047867.4,20790046422.62745,29095686381.858906,972314,8887529,149206251780671.88,42839510934.98598,149249091291606.88
No_Measure-Restrict_Mass_Gatherings-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings', 'Lockdown']",48997505918.859474,149088534965366.06,20783232865.17647,29089003975.458908,971872,8882417,149138407202206.72,48997505918.859474,149187404708125.6
No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",35793362788.141495,142080648472039.03,19722000726.54902,28569053410.658905,926189,8484658,142128939526176.25,35793362788.141495,142164732888964.4
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",40018824009.93532,141881133353488.7,19701678375.352943,28549332991.458904,924888,8469572,141929384364855.5,40018824009.93532,141969403188865.44
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",52990485513.146576,141316680579827.94,19644346393.784313,28493587447.458904,921209,8426927,141364818513669.2,52990485513.146576,141417808999182.34
No_Measure-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",42657612586.13736,141759589869923.38,19689303576.901962,28537357732.258904,924096,8460411,141807816531232.53,42657612586.13736,141850474143818.66
