policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-No_Measure-No_Measure,"['No_Measure', 'No_Measure', 'No_Measure']",19689023098.347443,152541030858675.03,21285107610.07843,29300710244.258896,994378,9044371,152591616676529.38,19689023098.347443,152611305699627.72
No_Measure-No_Measure-Restrict_Mass_Gatherings,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings']",23941937668.78135,152506655530415.44,21281452443.62745,29297474924.258896,994154,9041896,152557234457783.3,23941937668.78135,152581176395452.1
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",36994746664.17465,152434822943173.47,21274083662.509804,29290456567.4589,993685,9036527,152485387483403.44,36994746664.17465,152522382230067.62
No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",26599674301.962482,152501284017889.4,21281025992.901962,29296877533.858894,994119,9041439,152551861921416.16,26599674301.962482,152578461595718.12
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",38903621478.27078,152422545987562.25,21272815651.235294,29289287930.658897,993605,9035633,152473108091144.16,38903621478.27078,152512011712622.44
No_Measure-No_Measure-Lockdown,"['No_Measure', 'No_Measure', 'Lockdown']",45066836756.33498,152385408146380.66,21268936893.07843,29285740189.8589,993363,9032919,152435962823463.6,45066836756.33498,152481029660219.94
No_Measure-Restrict_Mass_Gatherings-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings', 'No_Measure']",23835089261.997387,151646242051979.12,21151952319.47059,29233314933.858894,988545,8992814,151696627319232.44,23835089261.997387,151720462408494.44
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",28087494429.245052,151609411043968.44,21148120167.137257,29229773729.0589,988305,8990105,151659788937864.62,28087494429.245052,151687876432293.88
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",41133800914.73526,151495683679168.94,21136229959.862747,29218850765.8589,987563,8981749,151546038759894.66,41133800914.73526,151587172560809.4
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",30742564314.976803,151586545125645.44,21145725842.705883,29227575018.658897,988156,8988423,151636918426506.8,30742564314.976803,151667660990821.78
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",43042050948.00038,151479570135059.78,21134554771.64706,29217306962.658897,987458,8980568,151529921996794.1,43042050948.00038,151572964047742.1
No_Measure-Restrict_Mass_Gatherings-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings', 'Lockdown']",49203461545.54578,151431229502732.34,21129480036.64706,29212675553.0589,987143,8977025,151481571658322.06,49203461545.54578,151530775119867.6
No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",36338256573.30197,147222767418876.78,20500826039.588238,28896249492.258896,959709,8734961,147272164494408.62,36338256573.30197,147308502750981.94
