region,country,province,model,n_eval_days,mean_daily_ape_cases_pct,mean_daily_ape_deaths_pct,mean_daily_ape_both_pct
Brazil,Brazil,None,delphi,92,26.68304832579444,12.776753534128904,19.729900929961673
Brazil,Brazil,None,delphi_lookahead,92,10.73594477047987,5.7941271528877225,8.265035961683797
Brazil,Brazil,None,delphi_constant,92,38.38286395173554,22.90649081707002,30.644677384402776
Brazil,Brazil,None,themis,92,38.321510195514136,22.868573498309196,30.595041846911666
Brazil,Brazil,None,sir,92,14.122686754629216,72.00263053735134,43.062658645990275
Brazil,Brazil,None,seir,92,90.51001206660393,134.8333658796208,112.67168897311237
Brazil,Brazil,None,seird,92,5.959424476084791,11.172597143534755,8.566010809809773
Germany,Germany,None,delphi,92,45.678824844536095,18.11608137402241,31.897453109279255
Germany,Germany,None,delphi_lookahead,92,71.49571599793927,38.83464286718971,55.165179432564486
Germany,Germany,None,delphi_constant,92,49.24183551775031,17.715711054728473,33.47877328623939
Germany,Germany,None,themis,92,49.241750267228625,17.71570330896165,33.47872678809514
Germany,Germany,None,sir,92,25.25193438796193,23.469876636442176,24.360905512202052
Germany,Germany,None,seir,92,36.465461614480475,14.217266433011098,25.341364023745786
Germany,Germany,None,seird,92,50.055634751649876,19.204537361503153,34.630086056576516
Spain,Spain,None,delphi,92,57.09024405024626,18.640043096355278,37.86514357330077
Spain,Spain,None,delphi_lookahead,92,34.70059872289706,14.189188013601846,24.444893368249453
Spain,Spain,None,delphi_constant,92,61.55160632009143,19.906671846713902,40.729139083402664
Spain,Spain,None,themis,92,61.501059401504946,19.895516532044592,40.69828796677477
Spain,Spain,None,sir,92,25.20779426977331,26.519814957126588,25.86380461344995
Spain,Spain,None,seir,92,14.06816572874946,13.63710906217516,13.85263739546231
Spain,Spain,None,seird,92,30.70699093080942,8.386014623960683,19.54650277738505
US - New York,US,New York,delphi,92,12.754677611567798,2.374960824968246,7.564819218268022
US - New York,US,New York,delphi_lookahead,92,15.65031115367127,4.411343505045676,10.030827329358473
US - New York,US,New York,delphi_constant,92,14.80153016299047,2.0251143520279578,8.413322257509215
US - New York,US,New York,themis,92,14.801452747457146,2.025115794452816,8.413284270954982
US - New York,US,New York,sir,92,11.862576492294505,6.764755998097586,9.313666245196046
US - New York,US,New York,seir,92,13.510845454673225,0.8477886006574309,7.179317027665328
US - New York,US,New York,seird,92,14.917758060352483,1.2482297013515289,8.082993880852007
