region,country,province,policy,gamma_region_policy,gamma_observed,is_observed,train_policy_days,k_R
Afghanistan,Afghanistan,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.4120733918256144,,False,0,0.7800101867803282
Afghanistan,Afghanistan,None,Lockdown,0.28983615861086237,,False,0,0.7800101867803282
Afghanistan,Afghanistan,None,Mass_Gatherings_Authorized_But_Others_Restricted,0.4278413614974697,,False,0,0.7800101867803282
Afghanistan,Afghanistan,None,No_Measure,0.7800101867803282,,False,0,0.7800101867803282
Afghanistan,Afghanistan,None,Restrict_Mass_Gatherings,0.6809488930592265,,False,0,0.7800101867803282
Afghanistan,Afghanistan,None,Restrict_Mass_Gatherings_and_Schools,0.41343043825837844,,False,0,0.7800101867803282
Afghanistan,Afghanistan,None,Restrict_Mass_Gatherings_and_Schools_and_Others,0.30548704473685095,0.30548704473685095,True,0,0.7800101867803282
Albania,Albania,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,1.2798722547197523,,False,0,2.422659206497348
Albania,Albania,None,Lockdown,0.6870379196822167,0.6870379196822167,True,0,2.422659206497348
Albania,Albania,None,Mass_Gatherings_Authorized_But_Others_Restricted,1.3288465085701697,,False,0,2.422659206497348
Albania,Albania,None,No_Measure,2.422659206497348,,False,0,2.422659206497348
Albania,Albania,None,Restrict_Mass_Gatherings,2.1149814872721846,,False,0,2.422659206497348
Albania,Albania,None,Restrict_Mass_Gatherings_and_Schools,1.2840871497168944,,False,0,2.422659206497348
Albania,Albania,None,Restrict_Mass_Gatherings_and_Schools_and_Others,1.1510744946311613,1.1510744946311613,True,0,2.422659206497348
Algeria,Algeria,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.9959405329316037,,False,0,1.8852072871592562
Algeria,Algeria,None,Lockdown,0.7005052594900598,,False,0,1.8852072871592562
Algeria,Algeria,None,Mass_Gatherings_Authorized_But_Others_Restricted,1.0340501523095098,,False,0,1.8852072871592562
Algeria,Algeria,None,No_Measure,1.8852072871592562,,False,0,1.8852072871592562
Algeria,Algeria,None,Restrict_Mass_Gatherings,1.6457859616900308,,False,0,1.8852072871592562
Algeria,Algeria,None,Restrict_Mass_Gatherings_and_Schools,0.9992203796149147,,False,0,1.8852072871592562
Algeria,Algeria,None,Restrict_Mass_Gatherings_and_Schools_and_Others,0.7383318995458811,0.7383318995458811,True,0,1.8852072871592562
Andorra,Andorra,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.21398971851633738,,False,0,0.40505930161983056
Andorra,Andorra,None,Lockdown,0.1505119214861659,,False,0,0.40505930161983056
Andorra,Andorra,None,Mass_Gatherings_Authorized_But_Others_Restricted,0.22217802541448528,0.22217802541448528,True,0,0.40505930161983056
Andorra,Andorra,None,No_Measure,0.40505930161983056,,False,0,0.40505930161983056
Andorra,Andorra,None,Restrict_Mass_Gatherings,0.3536167703141121,,False,0,0.40505930161983056
Andorra,Andorra,None,Restrict_Mass_Gatherings_and_Schools,0.21469443274909636,,False,0,0.40505930161983056
Andorra,Andorra,None,Restrict_Mass_Gatherings_and_Schools_and_Others,0.1586394268870403,,False,0,0.40505930161983056
Angola,Angola,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,1.8559457094107714,,False,0,3.513103704750437
Angola,Angola,None,Lockdown,1.6401810572376232,1.6401810572376232,True,0,3.513103704750437
Angola,Angola,None,Mass_Gatherings_Authorized_But_Others_Restricted,1.926963387909614,,False,0,3.513103704750437
Angola,Angola,None,No_Measure,3.513103704750437,,False,0,3.513103704750437
Angola,Angola,None,Restrict_Mass_Gatherings,3.0669395342471315,,False,0,3.513103704750437
Angola,Angola,None,Restrict_Mass_Gatherings_and_Schools,1.8620577383704706,,False,0,3.513103704750437
Angola,Angola,None,Restrict_Mass_Gatherings_and_Schools_and_Others,1.0582589431563616,1.0582589431563616,True,0,3.513103704750437
Argentina,Argentina,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,1.4264340073065958,,False,0,2.7000846901075466
Argentina,Argentina,None,Lockdown,0.9982116915417553,0.9982116915417553,True,0,2.7000846901075466
Argentina,Argentina,None,Mass_Gatherings_Authorized_But_Others_Restricted,1.4810164399807049,,False,0,2.7000846901075466
Argentina,Argentina,None,No_Measure,2.7000846901075466,,False,0,2.7000846901075466
Argentina,Argentina,None,Restrict_Mass_Gatherings,2.357173934463888,,False,0,2.7000846901075466
Argentina,Argentina,None,Restrict_Mass_Gatherings_and_Schools,1.4311315617218732,,False,0,2.7000846901075466
Argentina,Argentina,None,Restrict_Mass_Gatherings_and_Schools_and_Others,1.0622996459542344,1.0622996459542344,True,0,2.7000846901075466
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.197682749685558,0.197682749685558,True,0,0.37419198026304995
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Lockdown,0.13904224326877632,,False,0,0.37419198026304995
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Mass_Gatherings_Authorized_But_Others_Restricted,0.2052470711414755,,False,0,0.37419198026304995
Australia - Australian Capital Territory,Australia,Australian Capital Territory,No_Measure,0.37419198026304995,,False,0,0.37419198026304995
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Restrict_Mass_Gatherings,0.32666959876964263,,False,0,0.37419198026304995
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Restrict_Mass_Gatherings_and_Schools,0.1983337615518752,,False,0,0.37419198026304995
Australia - Australian Capital Territory,Australia,Australian Capital Territory,Restrict_Mass_Gatherings_and_Schools_and_Others,0.14655039658951202,,False,0,0.37419198026304995
Australia - New South Wales,Australia,New South Wales,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.01746269360961121,0.01746269360961121,True,0,0.03305498285966379
Australia - New South Wales,Australia,New South Wales,Lockdown,0.012282569404046753,,False,0,0.03305498285966379
Australia - New South Wales,Australia,New South Wales,Mass_Gatherings_Authorized_But_Others_Restricted,0.0181309027890131,,False,0,0.03305498285966379
Australia - New South Wales,Australia,New South Wales,No_Measure,0.03305498285966379,,False,0,0.03305498285966379
Australia - New South Wales,Australia,New South Wales,Restrict_Mass_Gatherings,0.028857000036486488,,False,0,0.03305498285966379
Australia - New South Wales,Australia,New South Wales,Restrict_Mass_Gatherings_and_Schools,0.01752020202031372,,False,0,0.03305498285966379
Australia - New South Wales,Australia,New South Wales,Restrict_Mass_Gatherings_and_Schools_and_Others,0.012945816861007695,,False,0,0.03305498285966379
Australia - Queensland,Australia,Queensland,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.2225787248077353,0.2225787248077353,True,0,0.4213173579015407
Australia - Queensland,Australia,Queensland,Lockdown,0.15655308948503607,,False,0,0.4213173579015407
Australia - Queensland,Australia,Queensland,Mass_Gatherings_Authorized_But_Others_Restricted,0.23109568962318836,,False,0,0.4213173579015407
Australia - Queensland,Australia,Queensland,No_Measure,0.4213173579015407,,False,0,0.4213173579015407
Australia - Queensland,Australia,Queensland,Restrict_Mass_Gatherings,0.367810053448045,,False,0,0.4213173579015407
Australia - Queensland,Australia,Queensland,Restrict_Mass_Gatherings_and_Schools,0.22331172448155648,,False,0,0.4213173579015407
Australia - Queensland,Australia,Queensland,Restrict_Mass_Gatherings_and_Schools_and_Others,0.1650068124044538,,False,0,0.4213173579015407
Australia - South Australia,Australia,South Australia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.00040316709004086215,0.00040316709004086215,True,0,0.0007631515245475312
Australia - South Australia,Australia,South Australia,Lockdown,0.00028357181747316385,,False,0,0.0007631515245475312
Australia - South Australia,Australia,South Australia,Mass_Gatherings_Authorized_But_Others_Restricted,0.00041859426046603513,,False,0,0.0007631515245475312
Australia - South Australia,Australia,South Australia,No_Measure,0.0007631515245475312,,False,0,0.0007631515245475312
Australia - South Australia,Australia,South Australia,Restrict_Mass_Gatherings,0.0006662312809299947,,False,0,0.0007631515245475312
Australia - South Australia,Australia,South Australia,Restrict_Mass_Gatherings_and_Schools,0.00040449480609166914,,False,0,0.0007631515245475312
Australia - South Australia,Australia,South Australia,Restrict_Mass_Gatherings_and_Schools_and_Others,0.00029888443494088216,,False,0,0.0007631515245475312
Australia - Tasmania,Australia,Tasmania,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.0009152406902349793,0.0009152406902349793,True,0,0.0017324512474715323
Australia - Tasmania,Australia,Tasmania,Lockdown,0.0006437441754708235,,False,0,0.0017324512474715323
Australia - Tasmania,Australia,Tasmania,Mass_Gatherings_Authorized_But_Others_Restricted,0.0009502623337596949,,False,0,0.0017324512474715323
Australia - Tasmania,Australia,Tasmania,No_Measure,0.0017324512474715323,,False,0,0.0017324512474715323
Australia - Tasmania,Australia,Tasmania,Restrict_Mass_Gatherings,0.0015124299390426477,,False,0,0.0017324512474715323
Australia - Tasmania,Australia,Tasmania,Restrict_Mass_Gatherings_and_Schools,0.0009182547749278879,,False,0,0.0017324512474715323
Australia - Tasmania,Australia,Tasmania,Restrict_Mass_Gatherings_and_Schools_and_Others,0.0006785057691788771,,False,0,0.0017324512474715323
Australia - Victoria,Australia,Victoria,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.7245828634222404,0.7245828634222404,True,0,1.3715566834228796
Australia - Victoria,Australia,Victoria,Lockdown,0.5096429856656427,,False,0,1.3715566834228796
Australia - Victoria,Australia,Victoria,Mass_Gatherings_Authorized_But_Others_Restricted,0.7523089938463329,,False,0,1.3715566834228796
Australia - Victoria,Australia,Victoria,No_Measure,1.3715566834228796,,False,0,1.3715566834228796
Australia - Victoria,Australia,Victoria,Restrict_Mass_Gatherings,1.1973689846281739,,False,0,1.3715566834228796
Australia - Victoria,Australia,Victoria,Restrict_Mass_Gatherings_and_Schools,0.7269690708326914,,False,0,1.3715566834228796
Australia - Victoria,Australia,Victoria,Restrict_Mass_Gatherings_and_Schools_and_Others,0.5371632383978888,,False,0,1.3715566834228796
Australia - Western Australia,Australia,Western Australia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.3381406274012001,0.3381406274012001,True,0,0.640063491508025
Australia - Western Australia,Australia,Western Australia,Lockdown,0.23783477035279785,,False,0,0.640063491508025
Australia - Western Australia,Australia,Western Australia,Mass_Gatherings_Authorized_But_Others_Restricted,0.35107956318106376,,False,0,0.640063491508025
Australia - Western Australia,Australia,Western Australia,No_Measure,0.640063491508025,,False,0,0.640063491508025
Australia - Western Australia,Australia,Western Australia,Restrict_Mass_Gatherings,0.5587754280865058,,False,0,0.640063491508025
Australia - Western Australia,Australia,Western Australia,Restrict_Mass_Gatherings_and_Schools,0.33925419730688117,,False,0,0.640063491508025
Australia - Western Australia,Australia,Western Australia,Restrict_Mass_Gatherings_and_Schools_and_Others,0.2506776293201904,,False,0,0.640063491508025
Austria,Austria,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.009309440314703663,0.009309440314703663,True,0,0.026198112500340584
Austria,Austria,None,Lockdown,0.019789136347210558,0.019789136347210558,True,0,0.026198112500340584
Austria,Austria,None,Mass_Gatherings_Authorized_But_Others_Restricted,0.01436985863873884,,False,0,0.026198112500340584
Austria,Austria,None,No_Measure,0.026198112500340584,,False,0,0.026198112500340584
Austria,Austria,None,Restrict_Mass_Gatherings,0.02287095221279733,,False,0,0.026198112500340584
Austria,Austria,None,Restrict_Mass_Gatherings_and_Schools,0.01388584061608985,,False,0,0.026198112500340584
Austria,Austria,None,Restrict_Mass_Gatherings_and_Schools_and_Others,0.006832683930120678,0.006832683930120678,True,0,0.026198112500340584
Azerbaijan,Azerbaijan,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.9628496574154105,0.9628496574154105,True,0,2.1989495158924344
Azerbaijan,Azerbaijan,None,Lockdown,0.9752951887406996,0.9752951887406996,True,0,2.1989495158924344
Azerbaijan,Azerbaijan,None,Mass_Gatherings_Authorized_But_Others_Restricted,1.2061400872557784,,False,0,2.1989495158924344
Azerbaijan,Azerbaijan,None,No_Measure,2.1989495158924344,,False,0,2.1989495158924344
Azerbaijan,Azerbaijan,None,Restrict_Mass_Gatherings,1.9196829273740952,,False,0,2.1989495158924344
Azerbaijan,Azerbaijan,None,Restrict_Mass_Gatherings_and_Schools,1.1655138323462548,,False,0,2.1989495158924344
Azerbaijan,Azerbaijan,None,Restrict_Mass_Gatherings_and_Schools_and_Others,0.979317819708022,0.979317819708022,True,0,2.1989495158924344
