region,policy_vector,month1,month2,month3,month1_severity,economic_costs,humanitarian_costs,total_costs,econ_pct_gdp,num_cases,num_deaths,cases_per_capita,deaths_per_100k,hospitalization_days,hosp_rate,icu_days,month1_gamma,case_growth_proxy,weighted_cost
ES,"['No_Measure', 'No_Measure', 'No_Measure']",No_Measure,No_Measure,No_Measure,0,18945505609.283928,143458110912680.5,143477056418289.78,1.5217273581754158,8702828,934851,0.18738342267505662,2012.8581200409724,21531923.470588237,0.46361085347156206,717642.5294117647,0.4770267199391614,0.09799652318540089,143458110912680.5
ES,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings']",No_Measure,No_Measure,Restrict_Mass_Gatherings,0,23161612534.106342,143197619849973.12,143220781462507.22,1.860370484667176,8683445,933153,0.18696608099236328,2009.2021009664572,21505540.0,0.46304278237778995,716607.0,0.4770267199391614,0.09777826463669664,143197619849973.12
ES,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",No_Measure,No_Measure,Restrict_Mass_Gatherings_and_Schools,0,36083025984.56125,142303344567276.1,142339427593260.66,2.898235018840261,8617718,927325,0.18555089155943832,1996.653644449217,21413707.76470588,0.4610655126257837,713020.2352941177,0.4770267199391614,0.09703815837705244,142303344567276.1
ES,"['No_Measure', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",No_Measure,No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,25792433522.010654,143023865203247.53,143049657636769.53,2.071681407390414,8670624,932021,0.18669002786777933,2006.7647549167807,21487803.70588235,0.4626608964554971,715913.2941176471,0.4770267199391614,0.09763389622866193,143023865203247.53
ES,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",No_Measure,No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,0,37973059411.576256,142172722041391.72,142210695100803.28,3.050044932656727,8608169,926474,0.1853452889319793,1994.8213286468535,21400211.0,0.46077490939133764,712494.0,0.4770267199391614,0.09693063369658107,142172722041391.72
ES,"['No_Measure', 'No_Measure', 'Lockdown']",No_Measure,No_Measure,Lockdown,0,44079471880.50037,141777773224336.1,141821852696216.6,3.540519829759066,8579362,923900,0.18472503603751783,1989.2791654561574,21359260.82352941,0.4598931978113539,710898.1764705883,0.4770267199391614,0.09660625800589732,141777773224336.1
ES,"['No_Measure', 'Restrict_Mass_Gatherings', 'No_Measure']",No_Measure,Restrict_Mass_Gatherings,No_Measure,0,22730121912.113564,139548337592837.67,139571067714749.78,1.8257126033826157,8485235,909370,0.18269835695962094,1957.994149465165,20851091.17647059,0.44895163171749825,695927.8235294118,0.4770267199391614,0.09554635900089892,139548337592837.67
ES,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",No_Measure,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings,0,26913914388.659607,139087690547885.55,139114604462274.2,2.1617601918602096,8451008,906368,0.18196140428080215,1951.5304455419057,20804276.647058822,0.4479436528453318,694095.3529411765,0.4770267199391614,0.09516095244120742,139087690547885.55
ES,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",No_Measure,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,0,39745496546.462616,137640352099031.56,137680097595578.03,3.192409361161656,8344016,896935,0.17965772469999813,1931.2199461721166,20656276.05882353,0.44475700400182355,688309.9411764706,0.4770267199391614,0.09395618957462518,137640352099031.56
ES,"['No_Measure', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",No_Measure,Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,29526473054.643238,138802180040677.23,138831706513731.88,2.3716042614171275,8429798,904507,0.18150472486637068,1947.5234658612974,20775171.11764706,0.4473169722169262,692955.8823529412,0.4770267199391614,0.09492212130990593,138802180040677.23
