region,policy_vector,month1,month2,month3,month1_severity,economic_costs,humanitarian_costs,total_costs,econ_pct_gdp,num_cases,num_deaths,cases_per_capita,deaths_per_100k,hospitalization_days,hosp_rate,icu_days,month1_gamma,case_growth_proxy,weighted_cost
US-NY,"['No_Measure', 'No_Measure', 'No_Measure']",No_Measure,No_Measure,No_Measure,0,22201546521.476105,1177890743242.8281,1200092289764.3042,1.2543246622302884,3110098,172867,0.15987294048632023,888.6136579313164,7417742.94117647,0.38130514722607706,254503.05882352943,0.4870149940282871,0.08201242133009029,1177890743242.8281
US-NY,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings']",No_Measure,No_Measure,Restrict_Mass_Gatherings,0,24718868844.525105,1167075796448.1982,1191794665292.7234,1.3965462624025482,3053689,171130,0.1569732657172638,879.6847014281859,7338572.470588235,0.3772354311166082,251400.52941176473,0.4870149940282871,0.08052493165136985,1167075796448.1982
US-NY,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",No_Measure,No_Measure,Restrict_Mass_Gatherings_and_Schools,0,32445997822.14156,1133944251956.4727,1166390249778.6143,1.8331072215899185,2881683,165815,0.1481313883869385,852.3632254269539,7096261.529411765,0.3647795655207684,241910.4705882353,0.4870149940282871,0.07598918115627178,1133944251956.4727
US-NY,"['No_Measure', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",No_Measure,No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,26317799395.03932,1160375719666.233,1186693519061.2722,1.486881321753634,3018518,170048,0.15516531908990852,874.1227377342381,7289289.764705882,0.3747020797223646,249469.23529411765,0.4870149940282871,0.07959748213993946,1160375719666.233
US-NY,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",No_Measure,No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,0,32849183605.565636,1111394868550.8252,1144244052156.3909,1.8558860794104879,2767610,162194,0.14226752623851233,833.7496667062653,6930627.352941177,0.35626522840425856,235445.64705882355,0.4870149940282871,0.07298110779704407,1111394868550.8252
US-NY,"['No_Measure', 'No_Measure', 'Lockdown']",No_Measure,No_Measure,Lockdown,0,37678140229.885056,1125275000897.5073,1162953141127.3923,2.1287084875641273,2837156,164416,0.14584250153480896,845.1717400223024,7032360.117647059,0.3614947472931593,239412.8823529412,0.4870149940282871,0.07481501652076353,1125275000897.5073
US-NY,"['No_Measure', 'Restrict_Mass_Gatherings', 'No_Measure']",No_Measure,Restrict_Mass_Gatherings,No_Measure,0,23544458318.209316,1092981401003.9438,1116525859322.153,1.3301953852095658,2889172,159045,0.1485163564655335,817.562398987003,6758627.352941177,0.3474236595007555,232340.64705882355,0.4870149940282871,0.07618666400836874,1092981401003.9438
US-NY,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",No_Measure,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings,0,25985012825.166367,1081030542282.8811,1107015555108.0474,1.4680798206308683,2822009,157132,0.14506387802212664,807.7287238053742,6672664.0,0.3430047588716534,228930.00000000003,0.4870149940282871,0.07441559433346047,1081030542282.8811
US-NY,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",No_Measure,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,0,33546977495.462795,1045870712525.4779,1079417690020.9407,1.8953094630204967,2626866,151510,0.1350326554608691,778.8291305638078,6419653.0,0.3299988624190707,218904.0,0.4870149940282871,0.06926972756797019,1045870712525.4779
US-NY,"['No_Measure', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",No_Measure,Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,27541640411.37326,1073656902996.238,1101198543407.6113,1.5560248819984894,2780912,155958,0.14295130850336346,801.6938389840296,6619938.882352941,0.34029445212385234,226838.11764705883,0.4870149940282871,0.07333187784626208,1073656902996.238
