region,policy_vector,month1,month2,month3,month1_severity,economic_costs,humanitarian_costs,total_costs,econ_pct_gdp,num_cases,num_deaths,cases_per_capita,deaths_per_100k,hospitalization_days,hosp_rate,icu_days,month1_gamma,case_growth_proxy,weighted_cost
DE,"['No_Measure', 'No_Measure', 'No_Measure']",No_Measure,No_Measure,No_Measure,0,5018012862.563229,78560037229.0053,83578050091.56853,0.12996666310705074,1431248,47885,0.01731327059660616,57.92468967771385,2601128.882352941,0.03146488113647965,93341.11764705883,0.17659042163970873,0.014255912841989106,78560037229.0053
DE,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings']",No_Measure,No_Measure,Restrict_Mass_Gatherings,0,9422872065.416138,73700798387.59262,83123670453.00876,0.2440526305469085,1243079,44080,0.015037060732981696,53.32192379646292,2409647.470588235,0.029148602269293437,85563.52941176471,0.17659042163970873,0.01238165983792255,73700798387.59262
DE,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",No_Measure,No_Measure,Restrict_Mass_Gatherings_and_Schools,0,23470242881.90074,64841712463.41681,88311955345.31755,0.6078798985211278,916103,37130,0.011081754617901783,44.914769295886295,2060342.4705882352,0.024923190610553994,71415.52941176471,0.17659042163970873,0.009124822897418717,64841712463.41681
DE,"['No_Measure', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",No_Measure,No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,11751440925.283787,69719687797.82141,81471128723.1052,0.3043626243274744,1093202,40902,0.013224054840776054,49.477616314040965,2249549.6470588236,0.02721195890581457,79092.35294117648,0.17659042163970873,0.01088881342065678,69719687797.82141
DE,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",No_Measure,No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,0,25625860887.896442,64416005727.32808,90041866615.22452,0.6637104607069785,900437,36744,0.01089224888782116,44.44783956391183,2040819.9411764706,0.02468703388968096,70639.05882352941,0.17659042163970873,0.008968782064116174,64416005727.32808
DE,"['No_Measure', 'No_Measure', 'Lockdown']",No_Measure,No_Measure,Lockdown,0,32276351468.7329,61819483363.75947,94095834832.49237,0.8359583389985211,814046,34708,0.009847209341836536,41.9849666771242,1938481.4117647058,0.023449083057844256,66523.58823529413,0.17659042163970873,0.008108286492187143,61819483363.75947
DE,"['No_Measure', 'Restrict_Mass_Gatherings', 'No_Measure']",No_Measure,Restrict_Mass_Gatherings,No_Measure,0,8729009201.981165,64224198033.3193,72953207235.30046,0.22608156441287658,1045174,36363,0.012643078126598078,43.9869581445277,1990569.2352941176,0.024079169935557258,70339.76470588236,0.17659042163970873,0.010410431629398344,64224198033.3193
DE,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",No_Measure,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings,0,13367542470.598341,61231006143.9701,74598548614.56844,0.3462196962081932,923654,33972,0.011173096234641142,41.094655063825726,1870543.2352941176,0.022627260401620265,65446.76470588236,0.17659042163970873,0.009200034459544822,61231006143.9701
DE,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",No_Measure,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,0,27750658697.902584,54826318782.45637,82576977480.35895,0.718742779018456,692440,28996,0.00837618714011406,35.07537437391648,1620075.8823529412,0.01959745071309232,55325.117647058825,0.17659042163970873,0.006897032721308212,54826318782.45637
DE,"['No_Measure', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",No_Measure,Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,15869295686.607744,58589671841.90338,74458967528.51112,0.4110151692983099,823173,31868,0.009957615239860653,38.54952512580944,1764646.0588235294,0.021346261950162624,61159.941176470595,0.17659042163970873,0.008199195766127671,58589671841.90338
DE,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",No_Measure,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools_and_Others,0,29908923764.164032,54392396270.862854,84301320035.02689,0.7746419001337486,677529,28598,0.008195814362044855,34.59392869172519,1599713.4705882352,0.019351134250199884,54525.529411764706,0.17659042163970873,0.006748512048170573,54392396270.862854
DE,"['No_Measure', 'Restrict_Mass_Gatherings', 'Lockdown']",No_Measure,Restrict_Mass_Gatherings,Lockdown,0,36662376224.237976,52646386207.731,89308762431.96898,0.9495564937642574,620505,27224,0.007506016407741429,32.931852391898964,1530470.6470588236,0.01851352976751222,51753.352941176476,0.17659042163970873,0.006180525805463798,52646386207.731
DE,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",No_Measure,Restrict_Mass_Gatherings_and_Schools,No_Measure,0,21731313613.4672,40898537391.68961,62629851005.156815,0.562841585430386,420122,17447,0.0050820583641600706,21.104981952742477,980770.0,0.01186400707846119,32613.000000000004,0.17659042163970873,0.0041846155348354355,40898537391.68961
DE,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",No_Measure,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings,0,26696402961.835754,40177333293.89549,66873736255.73125,0.6914375281490741,391743,16890,0.004738768238157389,20.43119993017828,952743.9411764706,0.011524986349581105,31471.058823529413,0.17659042163970873,0.0039019471569283156,40177333293.89549
DE,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",No_Measure,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings_and_Schools,0,41713561996.609085,38674499373.63938,80388061370.24847,1.0803823360945115,341372,15804,0.0041294491311810655,19.117506435555804,898056.2352941176,0.010863449669530695,29263.764705882353,0.17659042163970873,0.0034002279679660723,38674499373.63938
DE,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",No_Measure,Restrict_Mass_Gatherings_and_Schools,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,29474624968.91241,39493612511.089966,68968237480.00238,0.7633935500883816,370117,16443,0.004477166621999878,19.890480784601625,930252.3529411765,0.01125291403698043,30560.64705882353,0.17659042163970873,0.003686541880469689,39493612511.089966
DE,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",No_Measure,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings_and_Schools_and_Others,0,43917942008.135994,38613500214.03615,82531442222.17215,1.1374758354865577,339614,15763,0.00410818326411342,19.067910272314993,895969.7058823529,0.0108382097053081,29180.29411764706,0.17659042163970873,0.003382717449330436,38613500214.03615
