policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Lockdown']",46078992377.49547,1244237213742.1577,32791164013.08011,131534987625.83336,211035,3345783,1408563365381.071,46078992377.49547,1454642357758.5664
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'No_Measure']",33340686085.904415,1043936339745.348,26837203556.20012,129211924122.05437,177063,2836462,1199985467423.6025,33340686085.904415,1233326153509.5068
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings']",36000015305.50514,1038017132335.4619,26654361885.345848,129045371030.97037,176056,2799946,1193716865251.778,36000015305.50514,1229716880557.2832
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",44217718753.781006,1021090434211.3112,26131571460.611885,128574282481.85435,173184,2696662,1175796288153.7773,44217718753.781006,1220014006907.5583
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",37692560617.05989,1034390189955.618,26543979043.230858,128944766870.32736,175449,2777889,1189878935869.1763,37692560617.05989,1227571496486.236
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",44982171566.84815,1010409702803.1356,25800606166.93763,128284812333.81937,171366,2633197,1164495121303.8926,44982171566.84815,1209477292870.7407
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Lockdown']",49587998971.56685,1016921576137.7611,26001552768.400826,128459452253.43036,172469,2671486,1171382581159.5923,49587998971.56685,1220970580131.1592
No_Measure-Lockdown-No_Measure,"['No_Measure', 'Lockdown', 'No_Measure']",39103969993.95039,1116257561611.8958,29008900140.297073,130126109755.72336,189323,3036893,1275392571507.9163,39103969993.95039,1314496541501.8667
No_Measure-Lockdown-Restrict_Mass_Gatherings,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings']",41840645251.058685,1112069320897.2488,28878655212.01596,130008976172.30437,188606,3011212,1270956952281.569,41840645251.058685,1312797597532.6277
No_Measure-Lockdown-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools']",50259605444.6461,1099563189293.322,28492900724.35708,129666478687.29536,186484,2936121,1257722568704.9746,50259605444.6461,1307982174149.6206
No_Measure-Lockdown-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",43634493526.920746,1111066687253.7104,28852847514.816734,129973098567.57036,188456,3003346,1269892633336.0974,43634493526.920746,1313527126863.018
No_Measure-Lockdown-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",51100740411.37326,1090328788776.376,28209561351.610996,129426003864.71835,184932,2883398,1247964353992.7053,51100740411.37326,1299065094404.0786
No_Measure-Lockdown-Lockdown,"['No_Measure', 'Lockdown', 'Lockdown']",55668319540.22989,1096170756069.09,28388624162.09725,129576205415.88736,185911,2916329,1254135585647.0747,55668319540.22989,1309803905187.3047
Restrict_Mass_Gatherings-No_Measure-No_Measure,"['Restrict_Mass_Gatherings', 'No_Measure', 'No_Measure']",27917953781.004234,1247988247233.3704,33726376865.910435,132246742563.68436,211658,3501832,1413961366662.965,27917953781.004234,1441879320443.9692
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings']",30750528130.67151,1245640560793.6912,33653975396.54153,132190882784.23135,211267,3489585,1411485418974.464,30750528130.67151,1442235947105.1357
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",39477930187.53781,1239849721960.3447,33476079258.941765,132045461264.81436,210294,3457702,1405371262484.1008,39477930187.53781,1444849192671.6387
Restrict_Mass_Gatherings-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",32543812462.189957,1244153497611.5637,33607090233.07715,132154644852.67636,211011,3481640,1409915232697.3171,32543812462.189957,1442459045159.507
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",40533620992.13551,1235848288598.1514,33349343761.343483,131942074833.78136,209601,3435035,1401139707193.2761,40533620992.13551,1441673328185.4116
Restrict_Mass_Gatherings-No_Measure-Lockdown,"['Restrict_Mass_Gatherings', 'No_Measure', 'Lockdown']",44958964791.28857,1238053857624.5735,33420317843.149574,132001396487.37537,209990,3448041,1403475571955.0986,44958964791.28857,1448434536746.3872
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'No_Measure']",30260539019.963703,1212400595653.285,32709234660.323677,131877808948.87137,205636,3420945,1376987639262.48,30260539019.963703,1407248178282.4436
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",33074560314.57955,1209772337630.4382,32625848339.454628,131810094873.11737,205180,3406099,1374208280843.0103,33074560314.57955,1407282841157.5898
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",41666151724.13793,1200270418321.7432,32331314200.11824,131577898445.22536,203578,3355191,1364179630967.0867,41666151724.13793,1405845782691.2246
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",34849619963.70236,1207798804367.7827,32564574232.116463,131762212455.81537,204848,3395601,1372125591055.7146,34849619963.70236,1406975211019.417
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",42648843859.649124,1194352604122.346,32144824613.17617,131427870215.81836,202562,3322298,1357925298951.3406,42648843859.649124,1400574142810.9897
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Lockdown,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Lockdown']",47122065819.72172,1197932521903.5845,32256018089.12208,131517783160.40536,203167,3342011,1361706323153.1118,47122065819.72172,1408828388972.8335
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",36750830973.986694,1074376610304.2697,28603916627.882057,130303007419.33936,182217,3075677,1233283534351.491,36750830973.986694,1270034365325.4775
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",39419861464.00484,1068336325982.4856,28416192265.81437,130142652861.79636,181186,3040520,1226895171110.0962,39419861464.00484,1266315032574.101
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",47671094615.84997,1051627398418.8611,27902136533.624,129692987794.68336,178363,2941933,1209222522747.1685,47671094615.84997,1256893617363.0183
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",41117867755.59589,1064685506295.5104,28304093972.62046,130045537941.88837,180573,3019228,1223035138210.0193,41117867755.59589,1264153005965.6152
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",48381972716.273445,1039283441452.5623,27517358229.714752,129369286598.65335,176258,2870963,1196170086280.9304,48381972716.273445,1244552058997.2039
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Lockdown,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']",53054916636.41863,1047693184185.4231,27782888150.458176,129586809971.06236,177707,2918654,1205062882306.9436,53054916636.41863,1258117798943.3623
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure']",31657084936.47913,1186306863169.7473,31947315779.26397,131588078818.19336,201204,3357423,1349842257767.2046,31657084936.47913,1381499342703.6838
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings']",34473090744.10164,1183782785841.2102,31872121615.28229,131521632727.96136,200789,3342855,1347176540184.4539,34473090744.10164,1381649630928.5554
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",43134946763.46037,1177176352445.1677,31666989632.057343,131334331197.52637,199653,3301790,1340177673274.7515,43134946763.46037,1383312620038.212
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",36260093163.94435,1182341455404.9084,31827891610.774464,131481381029.28636,200543,3334030,1345650728044.9692,36260093163.94435,1381910821208.9136
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",43848765940.71385,1162886782282.162,31219298778.192436,131012509174.28436,197241,3231232,1325118590234.639,43848765940.71385,1368967356175.3528
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Lockdown']",48388833151.84512,1168370124202.7407,31390163473.581146,131145132249.90736,198169,3260309,1330905419926.2292,48388833151.84512,1379294253078.0745
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'No_Measure']",35472270477.91893,948904049179.9834,24780233618.127403,128708173542.99936,160938,2726017,1102392456341.11,35472270477.91893,1137864726819.029
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings']",38184738959.467636,945496174456.0034,24680204105.121193,128575573272.87137,160362,2696945,1098751951833.996,38184738959.467636,1136936690793.4636
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",45937095523.290985,917562150552.8739,23816841328.000298,127807155802.14336,155621,2528473,1069186147683.0175,45937095523.290985,1115123243206.3083
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",39777194857.83424,939530486610.786,24495381388.08011,128411017943.14935,159346,2660867,1092436885942.0154,39777194857.83424,1132214080799.8496
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",46434895462.79492,900666607774.5846,23293376727.313038,127347310362.06236,152748,2427654,1051307294863.96,46434895462.79492,1097742190326.7549
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Lockdown,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Lockdown']",51198298911.070786,910770073096.9441,23608062601.2415,127622631980.99936,154476,2488017,1062000767679.1849,51198298911.070786,1113199066590.2556
Restrict_Mass_Gatherings-Lockdown-No_Measure,"['Restrict_Mass_Gatherings', 'Lockdown', 'No_Measure']",41600012341.19782,1038901026154.5345,27507180138.892994,129855226086.11336,176210,2977503,1196263432379.5408,41600012341.19782,1237863444720.7385
Restrict_Mass_Gatherings-Lockdown-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings']",44216010647.30792,1031682130638.2224,27281636752.919006,129660987124.09937,174974,2934917,1188624754515.2407,44216010647.30792,1232840765162.5486
Restrict_Mass_Gatherings-Lockdown-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools']",52284568663.0369,1010467946171.9998,26626402104.04966,129094603533.57635,171380,2810740,1166188951809.6257,52284568663.0369,1218473520472.6626
Restrict_Mass_Gatherings-Lockdown-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",45880851300.66545,1027295458959.8583,27144744340.63701,129542681338.23737,174224,2908979,1183982884638.7327,45880851300.66545,1229863735939.3982
Restrict_Mass_Gatherings-Lockdown-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",52961281730.18754,997586266964.3413,26228334028.82057,128749072917.73236,169196,2734984,1152563673910.8943,52961281730.18754,1205524955641.0818
Restrict_Mass_Gatherings-Lockdown-Lockdown,"['Restrict_Mass_Gatherings', 'Lockdown', 'Lockdown']",57624295946.76346,1005480067523.112,26472869986.698196,128960251801.43236,170537,2781284,1160913189311.2427,57624295946.76346,1218537485258.006
Restrict_Mass_Gatherings_and_Schools-No_Measure-No_Measure,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'No_Measure']",36189560314.57955,1040067766217.4603,30036052070.79515,131810094873.11737,176397,3406099,1201913913161.3728,36189560314.57955,1238103473475.9524
Restrict_Mass_Gatherings_and_Schools-No_Measure-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings']",38855414156.07986,1033030265093.2155,29814692799.25362,131647710626.51936,175198,3370497,1194492668518.9885,38855414156.07986,1233348082675.0684
Restrict_Mass_Gatherings_and_Schools-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",46940462189.95766,1009209164201.2684,29072673474.874374,131091863174.68637,171180,3248630,1169373700850.829,46940462189.95766,1216314163040.7869
Restrict_Mass_Gatherings_and_Schools-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",40540421173.62372,1028426401987.6119,29672054773.20426,131542289945.33237,174428,3347384,1189640746706.1484,40540421173.62372,1230181167879.7722
Restrict_Mass_Gatherings_and_Schools-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",47460605747.126434,990615452330.2406,28488481042.972214,130646293974.47536,168011,3150941,1149750227347.6882,47460605747.126434,1197210833094.8147
Restrict_Mass_Gatherings_and_Schools-No_Measure-Lockdown,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Lockdown']",52232896672.71627,1002317759244.5186,28856313767.84659,130927294161.66736,170007,3212549,1162101367174.0325,52232896672.71627,1214334263846.7488
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-No_Measure,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'No_Measure']",38324178584.39201,984745298695.7654,28369775558.269287,131308282761.13736,167030,3296079,1144423357015.172,38324178584.39201,1182747535599.5642
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",40955903085.29945,977400324407.5676,28138595572.45788,131124091900.22037,165767,3255696,1136663011880.2458,40955903085.29945,1177618914965.5454
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",48902934664.246826,951579464422.3519,27336008671.334614,130480060160.32135,161387,3114495,1109395533254.0078,48902934664.246826,1158298467918.2546
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",42590183666.06171,971575537110.4434,27957780582.28643,130986260049.53937,164784,3225477,1130519577742.269,42590183666.06171,1173109761408.3308
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",49300638052.02662,930658675195.8821,26686400260.530594,129956258990.06236,157843,2999654,1087301334446.4751,49300638052.02662,1136601972498.5017
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Lockdown,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Lockdown']",54149232788.86872,943759578276.8469,27095160908.402306,130286012764.46536,160073,3071951,1101140751949.7146,54149232788.86872,1155289984738.5833
