policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-Restrict_Mass_Gatherings_and_Schools-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']",34765434482.75862,323835951836.52313,7647401957.655927,119939055106.99576,54920,765624,451422408901.1748,34765434482.75862,486187843383.9334
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure']",19430596975.19661,620938235762.6901,16793972966.412945,125814215851.09375,105320,2053726,763546424580.1968,19430596975.19661,782977021555.3934
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings']",21264775680.58076,597524333966.4637,16076638173.219036,125120440765.50076,101352,1901619,738721412905.1835,21264775680.58076,759986188585.7643
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",27707046702.96431,541100338829.8366,14336585705.697605,123514956722.99576,91766,1549624,678951881258.5299,27707046702.96431,706658927961.4943
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",22508299939.503933,584380753669.8934,15673659708.764412,124732938916.65875,99123,1816661,724787352295.3167,22508299939.503933,747295652234.8206
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",27962443375.68058,516572710945.8699,13575191023.093409,122900230044.17175,87613,1414848,653048132013.135,27962443375.68058,681010575388.8156
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Lockdown']",32787937810.042347,529495491716.75616,13976385077.261307,123215224102.21075,89797,1483909,666687100896.2283,32787937810.042347,699475038706.2706
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'No_Measure']",17351464791.288567,267946830770.35052,5941916158.993498,119168192887.20375,45439,596616,393056939816.5478,17351464791.288567,410408404607.83636
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings']",20221031034.482758,267245140941.1943,5924542985.1832695,119135968722.76875,45338,589551,392305652649.1463,20221031034.482758,412526683683.629
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",28980642165.759228,263267337888.61026,5802058562.296778,119011126882.03976,44661,562180,388080523332.9468,28980642165.759228,417061165498.706
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",21986639261.947975,265641072597.35922,5872174665.164055,119082047410.39076,45048,577729,390595294672.91406,21986639261.947975,412581933934.86206
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",30166518451.300667,262570108587.88477,5778173158.217558,118990921213.46976,44530,557750,387339202959.5721,30166518451.300667,417505721410.87274
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Lockdown']",34514166424.682396,262985244318.1762,5790174946.534142,119000599865.54776,44595,559872,387776019130.2581,34514166424.682396,422290185554.9405
No_Measure-Lockdown-No_Measure,"['No_Measure', 'Lockdown', 'No_Measure']",22829835450.695705,299611631348.51654,6928080061.299143,119900335937.58476,50809,757135,426440047347.40045,22829835450.695705,449269882798.0961
No_Measure-Lockdown-Restrict_Mass_Gatherings,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings']",25381058681.185722,292910800805.4383,6726049117.129766,119664709563.24475,49684,705475,419301559485.8128,25381058681.185722,444682618166.99854
No_Measure-Lockdown-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools']",33817187053.8415,282528002731.1477,6407027269.398462,119333181521.33075,47916,632789,408268211521.8769,33817187053.8415,442085398575.7184
No_Measure-Lockdown-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",27047055777.37447,289369692161.4946,6616603130.653267,119547142675.42076,49077,679699,415533437967.56866,27047055777.37447,442580493744.9431
No_Measure-Lockdown-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",34935525650.332726,280114333372.6704,6334606247.0440445,119269823295.12175,47518,618898,405718762914.83624,34935525650.332726,440654288565.16895
No_Measure-Lockdown-Lockdown,"['No_Measure', 'Lockdown', 'Lockdown']",39313533817.30187,281318603841.4627,6368865104.530003,119298900301.24675,47706,625273,406986369247.2395,39313533817.30187,446299903064.5414
Restrict_Mass_Gatherings-No_Measure-No_Measure,"['Restrict_Mass_Gatherings', 'No_Measure', 'No_Measure']",19979873200.24198,654129632952.6406,18604371156.517883,127347210347.19176,110934,2389828,800081214456.3502,19979873200.24198,820061087656.5922
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings']",21753552813.067146,628418845543.0006,17815903355.564587,126614779947.57376,106574,2229246,772849528846.1389,21753552813.067146,794603081659.206
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",27468735390.19964,553798192628.2922,15516842172.40615,124544729727.52275,93921,1775397,693859764528.2211,27468735390.19964,721328499918.4207
Restrict_Mass_Gatherings-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",22909530066.545677,612891947279.5155,17340217072.90127,126171340780.59576,103948,2132024,756403505133.0125,22909530066.545677,779313035199.5581
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",27219873018.75378,516943375029.9958,14372005210.685781,123607811576.43776,87665,1569982,654923191817.1194,27219873018.75378,682143064835.8732
Restrict_Mass_Gatherings-No_Measure-Lockdown,"['Restrict_Mass_Gatherings', 'No_Measure', 'Lockdown']",32327496672.71627,536803156414.2432,14991622222.879103,124103069389.15475,91045,1678565,675897848026.2771,32327496672.71627,708225344698.9934
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'No_Measure']",19999900060.49607,536262833048.2216,14902604875.295597,125494300367.23376,90945,1983586,676659738290.751,19999900060.49607,696659638351.2471
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",21414561282.516636,503170138420.11676,13887322532.811115,124532478615.60876,85341,1772711,641589939568.5366,21414561282.516636,663004500851.0532
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",27232253236.539627,434666996464.1011,11783229888.006208,122527925777.19775,73713,1333222,568978152129.305,27232253236.539627,596210405365.8447
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",22403989352.692074,484221426240.8881,13304735775.199528,123982624447.86176,82122,1652158,621508786463.9495,22403989352.692074,643912775816.6415
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",27304025347.85239,406551888576.7579,10912828158.80875,121795873948.79675,68945,1172723,539260590684.3634,27304025347.85239,566564616032.2158
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Lockdown,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Lockdown']",32127585238.95947,418332438013.4249,11279463314.033403,122109631949.00676,70960,1241513,551721533276.4651,32127585238.95947,583849118515.4246
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",19593031336.963097,236268814617.67673,5597565240.873486,119512624278.18875,40066,672131,361379004136.73895,19593031336.963097,380972035473.702
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",22193367695.09982,231605055282.92938,5461866214.8241205,119308378264.96875,39293,627351,356375299762.7223,22193367695.09982,378568667457.8221
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",30238325710.828796,213566520406.05795,4908119742.055868,118726915681.15176,36222,499868,337201555829.2656,30238325710.828796,367439881540.0944
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",23756355716.878403,226332237518.3959,5298037428.724504,119124994718.57475,38381,587145,350755269665.6952,23756355716.878403,374511625382.5736
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",31279453901.99637,209445983859.20605,4779180543.046113,118614224608.15875,35514,475161,332839389010.4109,31279453901.99637,364118842912.4072
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Lockdown,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']",35696859649.1228,211440270440.85114,4844187591.597694,118668474319.66476,35870,487055,334952932352.1136,35696859649.1228,370649792001.2364
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure']",19598677071.99032,456763045444.1249,12417813020.28525,124055903064.39575,77472,1668224,593236761528.8059,19598677071.99032,612835438600.7963
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings']",21223168421.05263,430762169586.97546,11626005868.496897,123228150256.77676,73068,1486743,565616325712.2491,21223168421.05263,586839494133.3018
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",27373523290.986088,371413200537.55914,9806426240.799587,121436149192.86476,62994,1093855,502655775971.22345,27373523290.986088,530029299262.20953
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",22365703811.252266,416516109947.4605,11188895813.553059,122776122540.38176,70640,1387638,550481128301.3953,22365703811.252266,572846832112.6476
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",27676905202.661827,349209402892.0795,9117444181.79131,120852082221.51875,59218,965801,479178929295.3896,27676905202.661827,506855834498.0514
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Lockdown']",32467263762.855415,360696225191.3908,9474599196.792786,121144626550.27975,61171,1029940,491315450938.4634,32467263762.855415,523782714701.3188
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'No_Measure']",18620357108.28796,171018262252.19177,3619165101.6109962,118113233493.99876,29012,365321,292750660847.8015,18620357108.28796,311371017956.0895
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings']",21461918874.77314,169650547825.58844,3578315643.6225243,118063116138.18675,28784,354333,291291979607.3977,21461918874.77314,312753898482.17084
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",30322504597.70115,167919247994.93094,3522898857.9293528,118002791042.81276,28476,341107,289444937895.67303,30322504597.70115,319767442493.3742
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",23279088747.7314,169121762294.03366,3560080402.896837,118042139643.88576,28682,349734,290723982340.8163,23279088747.7314,314003071088.54767
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",31520909013.914097,167413256135.46347,3508494702.778599,117990590102.98776,28397,338432,288912340941.22986,31520909013.914097,320433249955.144
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Lockdown,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Lockdown']",35862417846.33999,167662169226.75192,3515641179.9807863,117996346209.92575,28436,339694,289174156616.65845,35862417846.33999,325036574462.9984
Restrict_Mass_Gatherings-Lockdown-No_Measure,"['Restrict_Mass_Gatherings', 'Lockdown', 'No_Measure']",23887527041.742287,199656598194.59595,4483768790.644399,118710431869.36575,33872,496254,322850798854.6061,23887527041.742287,346738325896.3484
Restrict_Mass_Gatherings-Lockdown-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings']",26528117604.355717,194906844425.44003,4335783431.08927,118531905893.40675,33046,457113,317774533749.93604,26528117604.355717,344302651354.29175
Restrict_Mass_Gatherings-Lockdown-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools']",35159749062.31095,188761283986.58063,4152256840.415312,118325292669.80576,32023,411814,311238833496.8017,35159749062.31095,346398582559.1127
Restrict_Mass_Gatherings-Lockdown-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",28307103448.275864,193825978215.17117,4303611528.081584,118486532080.55476,32864,447165,316616121823.8075,28307103448.275864,344923225272.0834
Restrict_Mass_Gatherings-Lockdown-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",36284969207.50151,186562798407.06506,4081322593.1865215,118266331343.03276,31635,398887,308910452343.28436,36284969207.50151,345195421550.7859
Restrict_Mass_Gatherings-Lockdown-Lockdown,"['Restrict_Mass_Gatherings', 'Lockdown', 'Lockdown']",40659322444.04114,187588159096.83252,4114883380.0251255,118293073066.46976,31818,404750,309996115543.3274,40659322444.04114,350655437987.3685
Restrict_Mass_Gatherings_and_Schools-No_Measure-No_Measure,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'No_Measure']",17168188747.731396,159617990053.62918,4236084144.6571093,119829000349.22476,27081,741495,283683074547.51105,17168188747.731396,300851263295.24243
Restrict_Mass_Gatherings_and_Schools-No_Measure-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings']",18883703569.267998,138436904295.61188,3593535566.1025715,119059406114.95476,23486,572765,261089845976.6692,18883703569.267998,279973549545.9372
Restrict_Mass_Gatherings_and_Schools-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",25810295704.77919,98944165461.95644,2388820379.6186814,117763374395.20375,16791,288616,219096360236.77887,25810295704.77919,244906655941.55804
Restrict_Mass_Gatherings_and_Schools-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",20219086509.376892,129554752710.63298,3323414691.619864,118730596488.04475,21971,500675,251608763890.2976,20219086509.376892,271827850399.6745
Restrict_Mass_Gatherings_and_Schools-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",26515855595.88627,86300106415.70737,1994223929.0201006,117436275180.41876,14637,216901,205730605525.14624,26515855595.88627,232246461121.0325
Restrict_Mass_Gatherings_and_Schools-No_Measure-Lockdown,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Lockdown']",31090894494.857834,92564375164.42102,2191432645.3221993,117591243080.04276,15709,250877,212347050889.78598,31090894494.857834,243437945384.6438
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-No_Measure,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'No_Measure']",18306374470.65941,116687575283.41063,2903158767.4770913,118690527233.32976,19787,491890,238281261284.21747,18306374470.65941,256587635754.8769
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",20402594555.3539,102633134912.82451,2478194594.960095,118164180969.82875,17409,376491,223275510477.61334,20402594555.3539,243678105032.96725
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",28135727041.742287,79457976698.6199,1772760021.8371267,117383480459.49376,13482,205326,198614217179.9508,28135727041.742287,226749944221.69308
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",21865607380.520267,95752686275.25067,2268220990.1714454,117916919231.93976,16236,322280,215937826497.36188,21865607380.520267,237803433877.88214
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",29098017241.37931,73520787981.72083,1588667762.6736624,117220416609.14476,12470,169575,192329872353.53925,29098017241.37931,221427889594.91855
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Lockdown,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Lockdown']",33536681548.699333,75984348806.51941,1666418687.8510199,117288249273.47276,12898,184447,194939016767.8432,33536681548.699333,228475698316.54254
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",24519919661.22202,52754630385.35522,933386350.9828556,116938901017.76576,8937,107854,170626917754.10382,24519919661.22202,195146837415.32584
