policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-No_Measure-No_Measure,"['No_Measure', 'No_Measure', 'No_Measure']",22201546521.476105,1019199454599.7225,28231283635.0872,130460005008.01834,172867,3110098,1177890743242.8281,22201546521.476105,1200092289764.3042
No_Measure-No_Measure-Restrict_Mass_Gatherings,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings']",24718868844.525105,1008960623818.8157,27912454654.855156,130202717974.52734,171130,3053689,1167075796448.1982,24718868844.525105,1191794665292.7234
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",32445997822.14156,977589176392.5753,26936893983.96394,129418181579.93335,165815,2881683,1133944251956.4727,32445997822.14156,1166390249778.6143
No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",26317799395.03932,1002619433057.3762,27713987047.25835,130042299561.59834,170048,3018518,1160375719666.233,26317799395.03932,1186693519061.2722
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",32849183605.565636,956225938943.4711,26271046273.64765,128897883333.70634,162194,2767610,1111394868550.8252,32849183605.565636,1144244052156.3909
No_Measure-No_Measure-Lockdown,"['No_Measure', 'No_Measure', 'Lockdown']",37678140229.885056,969380057740.2832,26679853632.46379,129215089524.76035,164416,2837156,1125275000897.5073,37678140229.885056,1162953141127.3923
No_Measure-Restrict_Mass_Gatherings-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings', 'No_Measure']",23544458318.209316,937785822539.1227,25743238814.4768,129452339650.34435,159045,2889172,1092981401003.9438,23544458318.209316,1116525859322.153
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",25985012825.166367,926489386585.2264,25395153139.447235,129146002558.20735,157132,2822009,1081030542282.8811,25985012825.166367,1107015555108.0474
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",33546977495.462795,893243563364.9552,24371213144.472363,128255936016.05034,151510,2626866,1045870712525.4779,33546977495.462795,1079417690020.9407
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",27541640411.37326,919516690272.806,25181657650.827667,128958555072.60434,155958,2780912,1073656902996.238,27541640411.37326,1101198543407.6113
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",33773056200.846943,867858473180.8988,23580054028.26633,127622476903.63335,147198,2487983,1019061004112.7985,33773056200.846943,1052834060313.6454
No_Measure-Restrict_Mass_Gatherings-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings', 'Lockdown']",38675661101.028435,882547100625.6597,24034842557.678093,127986739953.07034,149678,2567846,1034568683136.4081,38675661101.028435,1073244344237.4365
No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",25419722444.041138,624712596040.3251,16127565195.9799,124928810422.80734,105950,1897409,765768971659.1123,25419722444.041138,791188694103.1534
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",27534516999.395042,608562914215.9584,15634238812.887968,124414332138.90434,103210,1784612,748611485167.7506,27534516999.395042,776146002167.1456
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",34675472232.3049,570534962707.1194,14469280662.83624,123255265661.02435,96759,1530492,708259509030.98,34675472232.3049,742934981263.2849
No_Measure-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",28936466787.658802,599378266600.1418,15356273232.929354,124128054760.16934,101668,1721847,738862594593.2405,28936466787.658802,767799061380.8993
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",35133282093.16394,552735672407.204,13920794882.944134,122769868944.34535,93747,1424071,689426336234.4934,35133282093.16394,724559618327.6573
No_Measure-Restrict_Mass_Gatherings_and_Schools-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']",39894701028.43315,563065133041.8943,14238644321.053799,123043922577.76035,95490,1484156,700347699940.7085,39894701028.43315,740242400969.1416
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure']",24199374591.651543,879921701915.1705,23967706158.476204,128688752383.45735,149249,2721759,1032578160457.1041,24199374591.651543,1056777535048.7556
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings']",26576581730.187534,867660775016.9492,23590879134.08957,128341940098.79434,147171,2645722,1019593594249.8331,26576581730.187534,1046170175980.0206
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",33957634482.75862,831287405489.7142,22467334876.773575,127336281624.68034,140987,2425236,981091021991.1681,33957634482.75862,1015048656473.9268
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",28098416091.95402,860249495657.5713,23362350567.432755,128132261816.66534,145911,2599751,1011744108041.6694,28098416091.95402,1039842524133.6234
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",34200039019.963703,807080285243.7035,21718866288.53828,126713253745.67635,136893,2288640,955512405277.9182,34200039019.963703,989712444297.882
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Lockdown']",39116471264.36782,821821611681.7025,22173348976.574047,127086351643.87634,139377,2370440,971081312302.153,39116471264.36782,1010197783566.5208
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'No_Measure']",21171174047.186935,431076722158.72736,10236867398.832397,121436331307.51735,73113,1131699,562749920865.0771,21171174047.186935,583921094912.264
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings']",23593089836.660614,421999208382.3538,9962192460.168491,121118085185.89134,71583,1061925,553079486028.4137,23593089836.660614,576672575865.0743
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",31706927586.206894,405491037464.25366,9454977425.6577,120580632646.32535,68771,944091,535526647536.2367,31706927586.206894,567233575122.4436
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",25199808529.945553,417490384447.8879,9823112001.034584,120962642931.97134,70809,1027845,548276139380.8938,25199808529.945553,573475947910.8394
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",32702583303.0853,400449313609.1611,9301172044.043749,120438887372.70235,67923,913014,530189373025.90717,32702583303.0853,562891956328.9924
No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Lockdown']",37151498548.094376,403105442913.1904,9384262315.659178,120513269775.19435,68380,929322,533002975004.04395,37151498548.094376,570154473552.1383
No_Measure-Lockdown-No_Measure,"['No_Measure', 'Lockdown', 'No_Measure']",28718292437.99153,541503788463.4559,13585487827.187408,123490280848.09834,91848,1582018,678579557138.7417,28718292437.99153,707297849576.7333
No_Measure-Lockdown-Restrict_Mass_Gatherings,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings']",30895192256.503326,527265238213.377,13152018906.73958,123015484125.49535,89434,1477921,663432741245.6119,30895192256.503326,694327933502.1152
No_Measure-Lockdown-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools']",38347223472.47429,496901715840.68054,12220158440.51138,122055176658.73834,84268,1267378,631177050939.9302,38347223472.47429,669524274412.4044
No_Measure-Lockdown-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",32351023714.45856,519597292402.4377,12917388686.594738,122763633922.01234,88130,1422704,655278315011.0448,32351023714.45856,687629338725.5034
No_Measure-Lockdown-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",39034151784.634,484648604048.24536,11846482367.868755,121716172975.56334,82211,1193053,618211259391.6775,39034151784.634,657245411176.3115
No_Measure-Lockdown-Lockdown,"['No_Measure', 'Lockdown', 'Lockdown']",43661323411.97822,491629931997.68835,12060458152.342594,121904450581.18434,83386,1234332,625594840731.2153,43661323411.97822,669256164143.1936
Restrict_Mass_Gatherings-No_Measure-No_Measure,"['Restrict_Mass_Gatherings', 'No_Measure', 'No_Measure']",24221577011.494255,900631742402.145,25557889689.88324,129884978134.89035,152742,2984026,1056074610226.9187,24221577011.494255,1080296187238.413
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings']",26527063278.886875,885189485185.2139,25079146291.38339,129492340488.57434,150126,2897942,1039760971965.1716,26527063278.886875,1066288035244.0585
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",33560662068.965523,837266272611.9242,23593764896.430683,128264679642.83334,142011,2628783,989124717151.1882,33560662068.965523,1022685379220.1538
Restrict_Mass_Gatherings-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",27988220084.694492,875392274518.4211,24778397079.736923,129243892864.94534,148483,2843471,1029414564463.1034,27988220084.694492,1057402784547.7979
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",33355330490.01815,799830739949.4438,22425942912.72539,127355575073.45035,135665,2429466,949612257935.6195,33355330490.01815,982967588425.6377
Restrict_Mass_Gatherings-No_Measure-Lockdown,"['Restrict_Mass_Gatherings', 'No_Measure', 'Lockdown']",38508912038.71748,821373314763.3243,23097097740.54094,127880197241.52934,139314,2544487,972350609745.3945,38508912038.71748,1010859521784.112
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'No_Measure']",25331101512.401695,810172051406.7676,22739863999.815254,128728192206.51035,137421,2730406,961640107613.0933,25331101512.401695,986971209125.495
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",27519187416.81791,793238998635.149,22217347567.950047,128260542726.04034,134546,2627876,943716888929.1394,27519187416.81791,971236076345.9573
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",34248934422.262554,741033414255.0104,20606816923.73633,126838738701.36435,125693,2316152,888478969880.1111,34248934422.262554,922727904302.3737
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",28917132486.388386,782813884537.1804,21895506311.594738,127971706570.76634,132771,2564550,932681097419.5415,28917132486.388386,961598229905.9299
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",34073763157.894737,706632971508.9923,19538818654.19007,125948904775.25635,119851,2121060,852120694938.4387,34073763157.894737,886194458096.3335
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Lockdown,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Lockdown']",39239458802.17786,727540701869.0762,20186227737.21549,126481267128.33835,123388,2237778,874208196734.63,39239458802.17786,913447655536.8079
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",26340646823.956444,483687411509.50946,12597617594.849247,123651520258.84735,82048,1617369,619936549363.206,26340646823.956444,646277196187.1625
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",28139047186.932846,461595756427.6439,11922203607.48596,122934884945.06635,78293,1460250,596452844980.1963,28139047186.932846,624591892167.1292
