policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-No_Measure-No_Measure,"['No_Measure', 'No_Measure', 'No_Measure']",24602143375.68058,1234786396187.6467,33209114066.656815,131993843307.4314,209416,3446385,1399989353561.7349,24602143375.68058,1424591496937.4155
No_Measure-No_Measure-Restrict_Mass_Gatherings,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings']",27419105747.126442,1232057973005.2075,33126478200.266037,131928008404.4654,208966,3431951,1397112459609.939,27419105747.126442,1424531565357.0654
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",36061951845.130066,1224073120103.8123,32876233706.0671,131728560667.3934,207603,3388223,1388677914477.2727,36061951845.130066,1424739866322.4028
No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",29205472837.265575,1230426632808.6033,33075337905.37245,131887350767.97939,208688,3423037,1395389321481.9553,29205472837.265575,1424594794319.221
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",37062483182.09316,1218446166390.6194,32702053048.40378,131589930624.38739,206654,3357829,1382738150063.4106,37062483182.09316,1419800633245.504
No_Measure-No_Measure-Lockdown,"['No_Measure', 'No_Measure', 'Lockdown']",41528994918.33031,1221899931055.925,32809686801.544487,131675556135.9144,207240,3376602,1386385173993.3838,41528994918.33031,1427914168911.714
No_Measure-Restrict_Mass_Gatherings-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings', 'No_Measure']",26853519540.229885,1197839515772.7612,32120018488.878212,131566632530.69539,203172,3352721,1361526166792.3347,26853519540.229885,1388379686332.5647
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",29648266787.658802,1194746162116.977,32023593224.46793,131486603487.64139,202644,3335175,1358256358829.0864,29648266787.658802,1387904625616.745
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",38192379794.31337,1184260101713.6458,31697907890.334023,131224071190.30038,200868,3277616,1347182080794.28,38192379794.31337,1385374460588.5935
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",31420513853.599518,1192778498651.5908,31963202353.19982,131436923997.33339,202314,3324283,1356178625002.124,31420513853.599518,1387599138855.7236
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",39106077979.431335,1176398963051.6248,31450723111.809044,131029959939.05838,199523,3235058,1338879646102.4922,39106077979.431335,1377985724081.9236
No_Measure-Restrict_Mass_Gatherings-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings', 'Lockdown']",43627263762.855415,1181311908040.5916,31604764109.259537,131150518907.82639,200361,3261490,1344067191057.6775,43627263762.855415,1387694454820.533
No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",32869263036.9026,1043040229606.2473,27475509118.607742,129688622822.9404,176909,2940976,1200204361547.7954,32869263036.9026,1233073624584.698
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",35467265093.768906,1035299968999.7999,27234952175.990246,129482885330.34738,175591,2895869,1192017806506.1375,35467265093.768906,1227485071599.9062
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",43596122323.049,1015769065267.4431,26633013290.75525,128955029343.0774,172285,2780139,1171357107901.276,43596122323.049,1214953230224.325
No_Measure-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",37128172413.7931,1030804783253.8479,27094877343.88856,129362066378.9364,174824,2869380,1187261726976.6729,37128172413.7931,1224389899390.466
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",44220217241.3793,1000949062646.3363,26171570590.52616,128575878866.5044,169767,2697012,1155696512103.3667,44220217241.3793,1199916729344.746
No_Measure-Restrict_Mass_Gatherings_and_Schools-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']",48988075136.11615,1012371049239.47,26526032861.328705,128854046611.21739,171693,2757999,1167751128712.016,48988075136.11615,1216739203848.1323
