policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-No_Measure-No_Measure,"['No_Measure', 'No_Measure', 'No_Measure']",25831720508.16697,1395324880695.9211,36078216717.743126,132779469804.68634,236662,3618630,1564182567218.3506,25831720508.16697,1590014287726.5176
No_Measure-No_Measure-Restrict_Mass_Gatherings,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings']",28725622020.568665,1394727725369.3022,36056754786.136566,132762794426.74234,236546,3614974,1563547274582.1812,28725622020.568665,1592272896602.7498
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",37597907803.99274,1392513775373.633,35988689670.00443,132709944972.62935,236176,3603387,1561212410016.2668,37597907803.99274,1598810317820.2595
No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",30558960677.555958,1394256339071.8796,36043154229.8256,132752148821.67635,236472,3612640,1563051642123.3816,30558960677.555958,1593610602800.9375
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",38754273381.73019,1390905384017.5845,35938076350.65031,132670883720.79335,235901,3594823,1559514344089.0283,38754273381.73019,1598268617470.7585
No_Measure-No_Measure-Lockdown,"['No_Measure', 'No_Measure', 'Lockdown']",43125185843.92015,1391864539777.6624,35969944218.00177,132695426994.51234,236074,3600204,1560529910990.1765,43125185843.92015,1603655096834.0967
No_Measure-Restrict_Mass_Gatherings-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings', 'No_Measure']",28441886630.369026,1377645992665.368,35578795447.457886,132581504424.78934,233654,3575227,1545806292537.615,28441886630.369026,1574248179167.9841
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",31337465698.729584,1377010867698.417,35560988182.27165,132565900905.11035,233555,3571806,1545137756785.799,31337465698.729584,1576475222484.5286
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",40217603871.74834,1375196691779.655,35505508681.90216,132518068659.89734,233250,3561319,1543220269121.4546,40217603871.74834,1583437872993.203
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",33172303448.27586,1376613389906.5374,35549887503.325455,132556213130.83435,233493,3569682,1544719490540.6973,33172303448.27586,1577891793988.9731
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",41381586267.392624,1373928618477.2524,35465508741.908066,132483874100.69435,233030,3553822,1541878001319.8547,41381586267.392624,1583259587587.2473
No_Measure-Restrict_Mass_Gatherings-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings', 'Lockdown']",45747358983.66606,1374806429853.9893,35490415551.211945,132505133383.13335,233167,3558483,1542801978788.3345,45747358983.66606,1588549337772.0005
No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",36123635934.664246,1306469662469.4353,33544035742.90571,131767973123.85236,221580,3396864,1471781671336.1934,36123635934.664246,1507905307270.8577
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",38981516394.434364,1304929948840.6738,33496074445.277863,131728282440.35434,221317,3388162,1470154305726.306,38981516394.434364,1509135822120.7402
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",47753705626.1343,1300288568428.9583,33355277616.575527,131611477256.06334,220547,3362553,1465255323301.597,47753705626.1343,1513009028927.7312
No_Measure-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",40793903448.27586,1303925078630.5894,33467248451.89181,131704250009.72334,221160,3382893,1469096577092.2046,40793903448.27586,1509890480540.4805
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",48843361584.99698,1297089526528.322,33255294213.937336,131529792534.07234,220002,3344644,1461874613276.3315,48843361584.99698,1510717974861.3286
No_Measure-Restrict_Mass_Gatherings_and_Schools-Lockdown,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']",53255470538.41501,1299131850047.851,33317756099.800476,131580657910.12035,220344,3355796,1464030264057.772,53255470538.41501,1517285734596.187
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure']",30099852873.563217,1366287566021.048,35258480715.341415,132458806300.59035,231724,3548326,1534004853036.9797,30099852873.563217,1564104705910.543
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings']",32976493405.928616,1365034755873.7605,35222340445.49956,132431102185.26434,231527,3542252,1532688198504.5244,32976493405.928616,1565664691910.4531
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",41798067029.64307,1361458407745.6687,35110447536.46911,132345850683.85535,230920,3523561,1528914705965.9932,41798067029.64307,1570712772995.6362
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",34799573986.69086,1364400495984.6501,35199822376.33018,132413902280.93535,231405,3538481,1532014220641.9155,34799573986.69086,1566813794628.6064
