region,policy_vector,month1,month2,month3,economic_costs,humanitarian_costs,total_costs,num_cases,num_deaths,d_costs,h_costs,mh_costs,hospitalization_days,icu_days
ES,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",No_Measure,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools_and_Others,41623556821.66409,137435426949394.33,137477050506216.0,8328967,895599,137388071323643.1,18990091615.784313,28365534135.458897,20635215.05882353,687487.9411764706
ES,"['No_Measure', 'Restrict_Mass_Gatherings', 'Lockdown']",No_Measure,Restrict_Mass_Gatherings,Lockdown,47694398145.01854,136819293709402.12,136866988107547.14,8283820,891584,136772061887035.98,18925304389.07843,28306517977.0589,20571470.70588235,685004.2941176471
ES,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",No_Measure,Restrict_Mass_Gatherings_and_Schools,No_Measure,33128365595.865265,117665263657265.47,117698392022861.33,7260462,766752,117622429463526.22,15865409339.803923,26968784399.458897,17178434.23529412,575641.7647058824
ES,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",No_Measure,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings,37059555046.25948,115734816517285.98,115771876072332.25,7110199,754170,115692371167692.72,15672988987.411766,26772360605.858894,16990842.70588235,568229.2941176471
ES,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",No_Measure,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings_and_Schools,49254056680.74788,110588673596501.05,110637927653181.8,6710557,720631,110547265362328.92,15158285588.666668,26249948583.458897,16488851.0,548406.0
ES,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",No_Measure,Restrict_Mass_Gatherings_and_Schools,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,39523413697.52911,114588004370562.45,114627527784259.98,7020682,746696,114545790444658.55,15558581920.450981,26655343983.458897,16879313.05882353,563821.9411764706
ES,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",No_Measure,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings_and_Schools_and_Others,51066802324.338196,110002755655409.39,110053822457733.73,6665505,716812,109961465245018.86,15099353781.470589,26191056609.0589,16431352.235294119,546136.7647058824
ES,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']",No_Measure,Restrict_Mass_Gatherings_and_Schools,Lockdown,56969703866.48266,108391457475169.14,108448427179035.62,6543213,706310,108350490777617.39,14935501045.09804,26031196506.658897,16271161.88235294,539834.1176470589
ES,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure']",No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,No_Measure,25016150958.775234,136475839420243.23,136500855571202.02,8314030,889346,136428761051514.72,18732360239.45098,28346008489.0589,20320889.05882353,678868.9411764706
ES,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings']",No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings,29170158587.48259,135833596173640.77,135862766332228.25,8266121,885160,135786646906122.12,18665885674.37255,28283381844.258896,20255675.352941178,676316.6470588236
ES,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools,41984495052.80072,134326225659434.3,134368210154487.1,8151207,875336,134279576864906.72,18515628264.11765,28133166263.458897,20109451.05882353,670522.9411764706
ES,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,31765101481.743477,135440946307412.0,135472711408893.75,8236819,882601,135394075835222.34,18625393919.803925,28245078269.858894,20215961.23529412,674761.7647058824
ES,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,43781723491.6407,133580849815349.48,133624631538841.12,8099027,870478,133534353226320.03,18431632462.0,28064956567.4589,20025696.0,667326.0
ES,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Lockdown']",No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Lockdown,49856189414.58961,133006448886922.9,133056305076337.5,8055545,866734,132960066581711.75,18374188314.098038,28008116897.0589,19969789.88235294,665111.1176470589
ES,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'No_Measure']",No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,No_Measure,34263605001.74511,111699154834983.69,111733418439985.44,6904190,727869,111657620320574.03,15031448768.588236,26503065641.0589,16288199.294117646,545118.705882353
ES,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings']",No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,Restrict_Mass_Gatherings,38259218716.6429,110265388305502.6,110303647524219.23,6783521,718524,110224142204583.73,14900773794.588236,26345327124.258896,16163120.294117646,540036.705882353
ES,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,Restrict_Mass_Gatherings_and_Schools,50421018408.12351,105047194390309.11,105097615408717.23,6368857,684515,105006999935012.5,14391176953.156864,25803278343.458897,15668348.411764706,520363.58823529416
ES,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,40693636476.0714,108963678289480.6,109004371925956.67,6680480,710040,108922694952782.1,14772704769.431374,26210631929.0589,16038557.88235294,535097.1176470589
ES,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,52217931191.142944,104367643194571.97,104419861125763.11,6316532,680086,104327585645534.45,14322669934.058825,25734879103.458897,15601419.529411765,517727.4705882353
ES,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Lockdown']",No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,58096925614.52081,102618349611262.1,102676446536876.61,6183258,668685,102578643997009.81,14144950921.627453,25560663330.658897,15427677.647058824,510891.3529411765
ES,"['No_Measure', 'Lockdown', 'No_Measure']",No_Measure,Lockdown,No_Measure,38165461981.47089,94308546758127.36,94346712220108.83,5862696,614528,94270794575141.16,12610558301.941177,25141624684.258896,13702664.470588235,456540.52941176476
ES,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings']",No_Measure,Lockdown,Restrict_Mass_Gatherings,41958718546.036514,91801745824146.39,91843704542692.42,5649072,598190,91764504849540.5,12378599214.431374,24862375391.458897,13479551.88235294,447542.11764705885
ES,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools']",No_Measure,Lockdown,Restrict_Mass_Gatherings_and_Schools,54073529058.99074,86626533221205.61,86680606750264.6,5212823,564461,86590344434361.42,11896676145.529411,24292110698.658897,13015651.764705881,428854.23529411765
ES,"['No_Measure', 'Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",No_Measure,Lockdown,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,44397862435.02632,90638147356142.2,90682545218577.23,5548202,590607,90601143781152.39,12273056862.352942,24730518127.458897,13378467.176470589,443438.8235294118
ES,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",No_Measure,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,55919102907.91706,86278222188404.1,86334141291312.02,5182851,562191,86242103475571.69,11865781532.137257,24252931300.258896,12986271.235294119,427648.7647058824
ES,"['No_Measure', 'Lockdown', 'Lockdown']",No_Measure,Lockdown,Lockdown,61829778290.993546,84758553921826.52,84820383700117.52,5064130,552287,84722741247297.3,11714935320.156864,24097739209.0589,12839366.411764706,421834.58823529416
ES,"['Restrict_Mass_Gatherings', 'No_Measure', 'No_Measure']",Restrict_Mass_Gatherings,No_Measure,No_Measure,23073126588.33095,140339592372444.45,140362665499032.78,8642798,914527,140291633174228.58,19183424197.215687,28775774018.658897,20662571.94117647,698281.0588235295
ES,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings']",Restrict_Mass_Gatherings,No_Measure,Restrict_Mass_Gatherings,27254694235.57637,139860374510861.6,139887629205097.17,8607549,911404,139812511426148.42,19133388187.31373,28729696525.858894,20613472.82352941,696360.1764705883
ES,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",Restrict_Mass_Gatherings,No_Measure,Restrict_Mass_Gatherings_and_Schools,40031069278.835526,138041579922668.14,138081610991946.97,8475197,899550,137994082806956.81,18940429719.882355,28556685991.458897,20423329.94117647,688969.0588235295
ES,"['Restrict_Mass_Gatherings', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",Restrict_Mass_Gatherings,No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,29847342638.562443,139436252979178.52,139466100321817.08,8577193,908639,139388475454254.48,19087509761.37255,28690015162.658897,20568032.352941178,694607.6470588236
ES,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",Restrict_Mass_Gatherings,No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,41923854353.830956,137939798600381.42,137981722454735.25,8466912,898886,137892321287452.33,18931457089.64706,28545855839.4589,20414882.82352941,688617.1764705883
ES,"['Restrict_Mass_Gatherings', 'No_Measure', 'Lockdown']",Restrict_Mass_Gatherings,No_Measure,Lockdown,47966931026.598175,137143148068841.5,137191114999868.1,8409011,893694,137095830961490.53,18846939698.705883,28470167652.258896,20331606.352941178,685379.6470588236
ES,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'No_Measure']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings,No_Measure,26756643774.183815,135289474496925.83,135316231140700.02,8378764,881614,135242700097559.98,18343770591.980392,28430628773.8589,19714026.82352941,668634.1764705883
ES,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings,30884767625.60701,134486830932132.8,134517715699758.4,8318965,876383,134440217110340.48,18261362271.2549,28352459521.0589,19633345.29411765,665466.705882353
ES,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,43566543884.8558,132154551439847.9,132198117983732.77,8143158,861182,132108403182568.77,18025612668.490196,28122644610.658897,19403295.411764707,656389.5882352942
ES,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,33462012024.5508,133986274538446.05,134019736550470.6,8281533,873121,133939760859451.33,18210150584.058823,28303528410.658897,19583247.529411763,663497.4705882353
ES,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools_and_Others,45422688938.36513,131820689091455.36,131866111780393.72,8118042,859006,131774607545021.14,17991733458.764706,28089812975.4589,19370235.88235294,655085.1176470589
ES,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Lockdown']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings,Lockdown,51428614009.52329,130820343344133.67,130871771958143.19,8043075,852487,130774461522245.45,17890005775.156864,27991816113.0589,19270904.411764707,651169.5882352942
ES,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,No_Measure,36580999052.956055,107241697028060.03,107278278027112.98,6890369,698819,107201317720917.4,13894308312.764706,26484998829.858894,14825433.88235294,508667.11764705885
ES,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings,40163212489.78296,103233160867224.17,103273324079713.95,6579800,672694,103193586106198.98,13495737992.11765,26079023033.058895,14437171.05882353,493306.9411764706
ES,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings_and_Schools,51627049269.44551,94091062495394.27,94142689544663.72,5844519,613111,94053326752935.2,12617878749.19608,25117863709.8589,13587822.764705881,459355.23529411765
ES,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,42450917777.698524,101093006086088.14,101135457003865.84,6409365,658745,101053861466330.14,13288389356.941177,25856230401.0589,14236175.470588235,485295.52941176476
ES,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings_and_Schools_and_Others,53343347909.77278,92962805828520.53,93016149176430.3,5755163,605757,92925297027273.42,12507743700.450981,25001057546.658897,13480964.05882353,455101.9411764706
ES,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,Lockdown,58954095839.920265,89641653404923.2,89700607500763.12,5498667,584112,89604812421134.9,12175217812.843138,24665765975.458897,13156680.588235294,442294.4117647059
ES,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure']",Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,No_Measure,28950305396.945816,131189744894746.88,131218695200143.83,8165129,854895,131143928441021.23,17665088623.784313,28151365101.8589,18953061.05882353,644551.9411764706
ES,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings']",Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings,33022558168.13368,130049553724985.17,130082576283153.31,8079665,847464,130003965261328.19,17548817095.92157,28039646561.0589,18839331.29411765,640080.705882353
ES,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools,45518319540.80742,126594727038094.16,126640245357634.97,7818410,824947,126549829641574.0,17199262495.098038,27698134025.0589,18498112.88235294,626624.1176470589
ES,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,35564751709.377525,129339156821808.61,129374721573517.98,8026132,842834,129293710549269.86,17476604315.294117,27969668223.458897,18768764.647058822,637302.3529411765
ES,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,47353892542.56441,126139295469129.36,126186649361671.92,7783844,821979,126094489009342.5,17153510437.0,27652949349.858894,18453540.0,624861.0
ES,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Lockdown']",Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Lockdown,53314210789.996475,124877684136760.73,124930998347550.73,7687927,813757,124833128994008.72,17027576104.568628,27527566647.458897,18330999.11764706,620004.8823529412
ES,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'No_Measure']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools_and_Others,No_Measure,37689407714.09011,100619879169573.38,100657568577287.47,6521772,655663,100580950920108.3,12925080633.627453,26003168831.458893,13785309.647058824,473307.3529411765
ES,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools_and_Others,Restrict_Mass_Gatherings,41492869757.87425,98237087430976.66,98278580300734.53,6312836,640133,98198635745937.77,12721637346.627453,25730047692.258896,13593420.647058824,465336.3529411765
ES,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools_and_Others,Restrict_Mass_Gatherings_and_Schools,52492278863.37334,86376296904023.5,86428789182886.88,5364215,562831,86340237899934.0,11568993768.431374,24490010321.0589,12474989.88235294,420824.11764705885
ES,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,43689006557.65661,95568885593429.31,95612574599986.97,6100338,622743,95530971411768.38,12461911354.27451,25452270306.658897,13341348.470588235,455307.52941176476
ES,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,54182362832.03905,85103288002134.73,85157470364966.77,5262817,554534,85067485696044.97,11444843234.313725,24357462855.458897,12354454.823529411,416031.17647058825
ES,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Lockdown']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,59804093407.80458,81900919765441.06,81960723858848.86,5011366,533663,81865761788554.16,11129210778.647058,24028766108.258896,12047615.823529411,403854.17647058825
ES,"['Restrict_Mass_Gatherings', 'Lockdown', 'No_Measure']",Restrict_Mass_Gatherings,Lockdown,No_Measure,40863479926.23535,77578689214623.9,77619552694550.14,5145962,505495,77544686724696.0,9797779928.450981,24204709999.458897,10479821.05882353,358165.9411764706
ES,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings']",Restrict_Mass_Gatherings,Lockdown,Restrict_Mass_Gatherings,44146305790.433235,72395113999007.89,72439260304798.33,4697866,471711,72362168904792.31,9326135307.313725,23618958908.258896,10027570.823529411,339840.17647058825
ES,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools']",Restrict_Mass_Gatherings,Lockdown,Restrict_Mass_Gatherings_and_Schools,55415348097.83638,63044113040683.37,63099528388781.2,3873104,410767,63013084694625.33,8487516036.176472,22540830021.8589,9225901.588235294,307204.4117647059
ES,"['Restrict_Mass_Gatherings', 'Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",Restrict_Mass_Gatherings,Lockdown,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,46287631678.14993,69679973849546.89,69726261481225.04,4460190,454016,69647584848688.414,9080732017.411766,23308268841.0589,9792534.705882354,330299.2941176471
ES,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",Restrict_Mass_Gatherings,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,57129306531.21827,61948848222387.414,62005977528918.63,3782673,403629,61918042773011.38,8382830757.372549,22422618618.658897,9124616.352941176,303155.64705882355
ES,"['Restrict_Mass_Gatherings', 'Lockdown', 'Lockdown']",Restrict_Mass_Gatherings,Lockdown,Lockdown,62898226327.63261,59682958373272.484,59745856599600.12,3598835,388861,59652610574211.6,8165493475.82353,22182305585.0589,8914261.411764706,294751.58823529416
ES,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'No_Measure']",Restrict_Mass_Gatherings_and_Schools,No_Measure,No_Measure,35218851779.267715,123686625931212.2,123721844782991.47,8220750,805999,123643117608324.27,15284250014.882355,28224072873.0589,15779155.94117647,570544.0588235294
ES,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings']",Restrict_Mass_Gatherings_and_Schools,No_Measure,Restrict_Mass_Gatherings,39093908917.02341,121207370089496.86,121246463998413.88,8044702,789841,121164353524095.8,15022622473.607843,27993942927.458897,15522169.470588235,560505.5294117647
ES,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",Restrict_Mass_Gatherings_and_Schools,No_Measure,Restrict_Mass_Gatherings_and_Schools,50244210212.4867,109065431142251.98,109115675352464.47,7165395,710706,109024845997978.39,13740631456.529411,26844512817.0589,14260939.764705881,511357.2352941177
ES,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",Restrict_Mass_Gatherings_and_Schools,No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,41341575985.274506,118424071790821.0,118465413366806.28,7855875,771701,118381618591442.77,14706091105.176472,27747108273.0589,15206386.588235294,548461.4117647059
ES,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",Restrict_Mass_Gatherings_and_Schools,No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,51866345456.14227,107315684104965.52,107367550450421.66,7032784,699302,107275447605597.11,13565335650.549019,26671163717.8589,14090205.94117647,504601.05882352946
ES,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Lockdown']",Restrict_Mass_Gatherings_and_Schools,No_Measure,Lockdown,56911799527.37572,100357737995044.34,100414649794571.72,6516614,653954,100318899079426.25,12842489324.235294,25996426293.858894,13380755.11764706,476853.8823529412
ES,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'No_Measure']",Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings,No_Measure,38604620625.82166,114870147455500.5,114908752076126.33,7819942,748540,114828735397710.67,13711921134.37255,27700136655.458897,14051603.352941176,514016.64705882355
ES,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings,42206942426.88523,110566001436338.2,110608208378765.1,7518610,720488,110525443510796.77,13251690076.37255,27306235465.0589,13598339.352941176,496382.64705882355
