month1_intensity_bin,n_near_optimal,pct_de_escalate,pct_constant,pct_escalate
≤10% (near-None),0,0.0,0.0,0.0
10–30% (light),14,71.42857142857143,28.571428571428573,0.0
30–55% (moderate),0,0.0,0.0,0.0
55–80% (strict),73,64.38356164383562,12.32876712328767,23.28767123287671
80–100% (Lockdown-class),45,88.88888888888889,11.11111111111111,0.0
