region,policy_vector,month1,month2,month3,economic_costs,humanitarian_costs,total_costs,num_cases,num_deaths,d_costs,h_costs,mh_costs,hospitalization_days,icu_days
US-NY,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",No_Measure,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings_and_Schools_and_Others,35133282093.16394,689426336234.4934,724559618327.6573,1424071,93747,552735672407.204,13920794882.944134,122769868944.34535,3700955.3529411764,123347.64705882354
US-NY,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']",No_Measure,Restrict_Mass_Gatherings_and_Schools,Lockdown,39894701028.43315,700347699940.7085,740242400969.1416,1484156,95490,563065133041.8943,14238644321.053799,123043922577.76035,3779590.882352941,126455.11764705883
US-NY,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure']",No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,No_Measure,24199374591.651543,1032578160457.1041,1056777535048.7556,2721759,149249,879921701915.1705,23967706158.476204,128688752383.45735,6291181.705882353,216380.29411764708
US-NY,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings']",No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings,26576581730.187534,1019593594249.8331,1046170175980.0206,2645722,147171,867660775016.9492,23590879134.08957,128341940098.79434,6198373.529411765,212675.4705882353
US-NY,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools,33957634482.75862,981091021991.1681,1015048656473.9268,2425236,140987,831287405489.7142,22467334876.773575,127336281624.68034,5921161.176470588,201653.82352941178
US-NY,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,28098416091.95402,1011744108041.6694,1039842524133.6234,2599751,145911,860249495657.5713,23362350567.432755,128132261816.66534,6142075.647058823,210429.35294117648
US-NY,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,34200039019.963703,955512405277.9182,989712444297.882,2288640,136893,807080285243.7035,21718866288.53828,126713253745.67635,5735729.647058823,194349.35294117648
US-NY,"['No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Lockdown']",No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Lockdown,39116471264.36782,971081312302.153,1010197783566.5208,2370440,139377,821821611681.7025,22173348976.574047,127086351643.87634,5848408.294117647,198780.70588235295
US-NY,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'No_Measure']",No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,No_Measure,21171174047.186935,562749920865.0771,583921094912.264,1131699,73113,431076722158.72736,10236867398.832397,121436331307.51735,2722735.0588235296,90646.94117647059
US-NY,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings']",No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,Restrict_Mass_Gatherings,23593089836.660614,553079486028.4137,576672575865.0743,1061925,71583,421999208382.3538,9962192460.168491,121118085185.89134,2655687.411764706,87916.58823529413
US-NY,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,Restrict_Mass_Gatherings_and_Schools,31706927586.206894,535526647536.2367,567233575122.4436,944091,68771,405491037464.25366,9454977425.6577,120580632646.32535,2531334.3529411764,82901.64705882354
US-NY,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,25199808529.945553,548276139380.8938,573475947910.8394,1027845,70809,417490384447.8879,9823112001.034584,120962642931.97134,2621666.3529411764,86537.64705882354
US-NY,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,32702583303.0853,530189373025.90717,562891956328.9924,913014,67923,400449313609.1611,9301172044.043749,120438887372.70235,2493400.882352941,81392.11764705883
US-NY,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Lockdown']",No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,37151498548.094376,533002975004.04395,570154473552.1383,929322,68380,403105442913.1904,9384262315.659178,120513269775.19435,2513915.470588235,82206.52941176471
US-NY,"['No_Measure', 'Lockdown', 'No_Measure']",No_Measure,Lockdown,No_Measure,28718292437.99153,678579557138.7417,707297849576.7333,1582018,91848,541503788463.4559,13585487827.187408,123490280848.09834,3586249.117647059,121644.88235294119
US-NY,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings']",No_Measure,Lockdown,Restrict_Mass_Gatherings,30895192256.503326,663432741245.6119,694327933502.1152,1477921,89434,527265238213.377,13152018906.73958,123015484125.49535,3480249.470588235,117345.52941176471
US-NY,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools']",No_Measure,Lockdown,Restrict_Mass_Gatherings_and_Schools,38347223472.47429,631177050939.9302,669524274412.4044,1267378,84268,496901715840.68054,12220158440.51138,122055176658.73834,3251680.705882353,108137.29411764706
US-NY,"['No_Measure', 'Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",No_Measure,Lockdown,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,32351023714.45856,655278315011.0448,687629338725.5034,1422704,88130,519597292402.4377,12917388686.594738,122763633922.01234,3422818.9411764704,115021.05882352941
US-NY,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",No_Measure,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,39034151784.634,618211259391.6775,657245411176.3115,1193053,82211,484648604048.24536,11846482367.868755,121716172975.56334,3159483.3529411764,104471.64705882354
US-NY,"['No_Measure', 'Lockdown', 'Lockdown']",No_Measure,Lockdown,Lockdown,43661323411.97822,625594840731.2153,669256164143.1936,1234332,83386,491629931997.68835,12060458152.342594,121904450581.18434,3212361.470588235,106566.52941176471
US-NY,"['Restrict_Mass_Gatherings', 'No_Measure', 'No_Measure']",Restrict_Mass_Gatherings,No_Measure,No_Measure,24221577011.494255,1056074610226.9187,1080296187238.413,2984026,152742,900631742402.145,25557889689.88324,129884978134.89035,6666582.705882353,232820.29411764708
US-NY,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings']",Restrict_Mass_Gatherings,No_Measure,Restrict_Mass_Gatherings,26527063278.886875,1039760971965.1716,1066288035244.0585,2897942,150126,885189485185.2139,25079146291.38339,129492340488.57434,6547859.117647059,228153.8823529412
US-NY,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",Restrict_Mass_Gatherings,No_Measure,Restrict_Mass_Gatherings_and_Schools,33560662068.965523,989124717151.1882,1022685379220.1538,2628783,142011,837266272611.9242,23593764896.430683,128264679642.83334,6179588.882352941,213671.11764705883
US-NY,"['Restrict_Mass_Gatherings', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",Restrict_Mass_Gatherings,No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,27988220084.694492,1029414564463.1034,1057402784547.7979,2843471,148483,875392274518.4211,24778397079.736923,129243892864.94534,6473306.05882353,225220.9411764706
US-NY,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",Restrict_Mass_Gatherings,No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,33355330490.01815,949612257935.6195,982967588425.6377,2429466,135665,799830739949.4438,22425942912.72539,127355575073.45035,5888832.94117647,202345.05882352943
US-NY,"['Restrict_Mass_Gatherings', 'No_Measure', 'Lockdown']",Restrict_Mass_Gatherings,No_Measure,Lockdown,38508912038.71748,972350609745.3945,1010859521784.112,2544487,139314,821373314763.3243,23097097740.54094,127880197241.52934,6055837.05882353,208858.9411764706
US-NY,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'No_Measure']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings,No_Measure,25331101512.401695,961640107613.0933,986971209125.495,2730406,137421,810172051406.7676,22739863999.815254,128728192206.51035,5924784.294117647,207483.70588235295
US-NY,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings,27519187416.81791,943716888929.1394,971236076345.9573,2627876,134546,793238998635.149,22217347567.950047,128260542726.04034,5795899.823529412,202356.17647058825
US-NY,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,34248934422.262554,888478969880.1111,922727904302.3737,2316152,125693,741033414255.0104,20606816923.73633,126838738701.36435,5398185.411764706,186574.58823529413
US-NY,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,28917132486.388386,932681097419.5415,961598229905.9299,2564550,132771,782813884537.1804,21895506311.594738,127971706570.76634,5716510.94117647,199198.05882352943
US-NY,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools_and_Others,34073763157.894737,852120694938.4387,886194458096.3335,2121060,119851,706632971508.9923,19538818654.19007,125948904775.25635,5133556.529411765,176153.4705882353
US-NY,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Lockdown']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings,Lockdown,39239458802.17786,874208196734.63,913447655536.8079,2237778,123388,727540701869.0762,20186227737.21549,126481267128.33835,5294072.352941177,182465.64705882355
US-NY,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,No_Measure,26340646823.956444,619936549363.206,646277196187.1625,1617369,82048,483687411509.50946,12597617594.849247,123651520258.84735,3291543.0,114483.00000000001
US-NY,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings,28139047186.932846,596452844980.1963,624591892167.1292,1460250,78293,461595756427.6439,11922203607.48596,122934884945.06635,3126152.882352941,107795.11764705883
US-NY,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings_and_Schools,34890145553.53902,549462020922.69324,584352166476.2323,1151517,70785,417365249844.24207,10570047910.951818,121526723167.49934,2794764.7647058824,94420.23529411765
US-NY,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,29395456503.327282,584020257887.0908,613415714390.4181,1377097,76305,449900243064.11053,11564398943.060894,122555615879.91934,3038512.6470588236,104253.35294117648
US-NY,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings_and_Schools_and_Others,35262921173.62372,528945541285.44336,564208462459.0671,1033184,67511,397983892495.56366,9974654150.347324,120986994639.53235,2647827.6470588236,88581.35294117648
US-NY,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,Lockdown,40000790078.64489,538688404585.2528,578689194663.8977,1089970,69071,407184797931.9265,10257605445.9799,121246001207.34634,2717540.0,91362.0
US-NY,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure']",Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,No_Measure,25864241500.302483,896614706470.4706,922478947970.7731,2545934,126854,747930903102.3492,20797006216.33905,127886797151.78235,5415601.588235294,189904.4117647059
US-NY,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings']",Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings,27898663278.886875,875168932911.2432,903067596190.13,2421878,123422,727673689402.9479,20174278054.05705,127320965454.23834,5262067.94117647,183790.05882352943
US-NY,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools,34398299576.52753,815998831031.1396,850397130607.6672,2077919,113932,671794765247.928,18451931379.914276,125752134403.29735,4837385.176470588,166880.82352941178
US-NY,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,29231676225.045372,862954035749.81,892185711974.8555,2349456,121459,716145139482.1428,19818254725.206917,126990641542.46034,5174408.470588235,180288.52941176473
US-NY,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,34205967271.627342,779832078722.0793,814038045993.7067,1880423,108129,637588132049.8464,17392611077.03961,124851335595.19334,4575183.352941177,156530.64705882355
US-NY,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Lockdown']",Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Lockdown,39367808106.47308,801322529536.0033,840690337642.4763,1996601,111593,657915603755.6263,18025690825.56163,125381234954.81534,4732001.705882353,162710.29411764708
US-NY,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'No_Measure']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools_and_Others,No_Measure,21738141258.31821,427355498610.69037,449093639869.0086,802075,50952,300421581643.3129,7001033356.636122,119932883610.74135,1859429.2352941176,62125.76470588236
US-NY,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools_and_Others,Restrict_Mass_Gatherings,24210240955.83787,419257358269.4619,443467599225.2998,739331,49658,292841191628.0834,6769464626.293231,119646702015.08534,1803081.9411764706,59815.05882352941
US-NY,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools_and_Others,Restrict_Mass_Gatherings_and_Schools,32440479673.321236,404662667468.1968,437103147141.518,637803,47350,279124498036.87354,6354546675.509903,119183622755.81334,1701624.5882352942,55699.41176470589
US-NY,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,25845185420.44767,415155665464.4495,441000850884.8972,709205,49010,288992962251.07794,6653408866.760272,119509294346.61134,1774784.1176470588,58659.88235294118
US-NY,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,33481929098.60859,400648445108.3412,434130374206.94977,613141,46699,275340709890.5205,6236598285.545374,119071136932.27534,1672599.4117647058,54538.58823529412
US-NY,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Lockdown']",Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,37905509679.37084,402871486081.2605,440776995760.63135,625900,47047,277442564182.76495,6299589904.07922,119129331994.41635,1688125.705882353,55157.29411764706
US-NY,"['Restrict_Mass_Gatherings', 'Lockdown', 'No_Measure']",Restrict_Mass_Gatherings,Lockdown,No_Measure,29538791893.52692,537957340059.5481,567496131953.0751,1287910,68804,405609384161.81866,10199130754.323086,122148825143.40634,2676659.117647059,92100.88235294119
US-NY,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings']",Restrict_Mass_Gatherings,Lockdown,Restrict_Mass_Gatherings,31424410889.2922,517135221245.50824,548559632134.8004,1143009,65471,386047755625.1203,9599548283.180609,121487917337.20735,2529980.1764705884,86156.82352941178
US-NY,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools']",Restrict_Mass_Gatherings,Lockdown,Restrict_Mass_Gatherings_and_Schools,38744007985.48094,483451700997.5558,522195708983.03674,913914,60106,354373808557.05115,8634900078.702335,120442992361.80234,2293959.705882353,76595.29411764706
US-NY,"['Restrict_Mass_Gatherings', 'Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",Restrict_Mass_Gatherings,Lockdown,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,32798027828.191166,507524125456.1776,540322153284.3688,1076275,63941,377015936003.6268,9324652496.00946,121183536956.54135,2462770.3529411764,83429.64705882354
US-NY,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",Restrict_Mass_Gatherings,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,39429151663.64186,470872466735.87756,510301618399.5194,839339,58090,342500408947.2456,8269209384.754656,120102848403.87735,2203842.470588235,73002.52941176471
US-NY,"['Restrict_Mass_Gatherings', 'Lockdown', 'Lockdown']",Restrict_Mass_Gatherings,Lockdown,Lockdown,44050405444.646095,477959912688.1211,522010318132.7672,879789,59219,349198060215.4461,8474507614.247709,120287344858.42734,2254507.117647059,75015.88235294117
US-NY,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'No_Measure']",Restrict_Mass_Gatherings_and_Schools,No_Measure,No_Measure,27109713732.60738,612958172235.1398,640067885967.7472,2134151,80251,473206403347.06006,13743154765.814365,126008614122.26535,3491691.8235294116,129813.17647058824
US-NY,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings']",Restrict_Mass_Gatherings_and_Schools,No_Measure,Restrict_Mass_Gatherings,28456002056.866302,576723426815.0671,605179428871.9335,1913698,74462,439020715967.97064,12699604682.678097,125003106164.41835,3235414.1764705884,119516.82352941178
US-NY,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",Restrict_Mass_Gatherings_and_Schools,No_Measure,Restrict_Mass_Gatherings_and_Schools,32856787416.81791,473166718369.11816,506023505785.9361,1275722,57891,341366605222.5969,9706878677.72687,122093234468.79434,2500003.0588235296,90010.94117647059
US-NY,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",Restrict_Mass_Gatherings_and_Schools,No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,29309326799.758015,554105210834.0491,583414537633.8071,1774079,70840,417692803070.3397,12046117680.571978,124366290083.13734,3074921.529411765,113069.4705882353
US-NY,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",Restrict_Mass_Gatherings_and_Schools,No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,31860149122.807014,419480486652.73627,451340635775.5433,965555,49288,290658424095.5062,8143530481.968666,120678532075.26135,2114270.705882353,74675.29411764706
US-NY,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Lockdown']",Restrict_Mass_Gatherings_and_Schools,No_Measure,Lockdown,37445990441.62129,450465538190.34106,487911528631.96234,1141129,54263,319937128068.7586,9049067650.495123,121479342471.08734,2337951.411764706,83545.58823529413
US-NY,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'No_Measure']",Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings,No_Measure,26705740108.89292,492168858159.09674,518874598267.9897,1668513,60747,358156787411.8465,10127277641.146912,123884793106.10335,2570235.294117647,95796.70588235295
