region,policy_vector,month1,month2,month3,economic_costs,humanitarian_costs,total_costs,num_cases,num_deaths,d_costs,h_costs,mh_costs,hospitalization_days,icu_days
DE,"['No_Measure', 'No_Measure', 'No_Measure']",No_Measure,No_Measure,No_Measure,5018012862.563229,78560037229.0053,83578050091.56853,1431248,47885,54263299171.57807,1311307688.2441177,22985430369.18311,2601128.882352941,93341.11764705883
DE,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings']",No_Measure,No_Measure,Restrict_Mass_Gatherings,9422872065.416138,73700798387.59262,83123670453.00876,1243079,44080,49957472503.23599,1206151706.9735293,22537174177.38311,2409647.470588235,85563.52941176471
DE,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",No_Measure,No_Measure,Restrict_Mass_Gatherings_and_Schools,23470242881.90074,64841712463.41681,88311955345.31755,916103,37130,42068755632.51017,1014704880.7235293,21758251950.18311,2060342.4705882352,71415.52941176471
DE,"['No_Measure', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",No_Measure,No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,11751440925.283787,69719687797.82141,81471128723.1052,1093202,40902,46421018529.155945,1118532080.682353,22180137187.98311,2249549.6470588236,79092.35294117648
DE,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",No_Measure,No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,25625860887.896442,64416005727.32808,90041866615.22452,900437,36744,41690932675.14791,1004140647.1970589,21720932404.98311,2040819.9411764706,70639.05882352941
DE,"['No_Measure', 'No_Measure', 'Lockdown']",No_Measure,No_Measure,Lockdown,32276351468.7329,61819483363.75947,94095834832.49237,814046,34708,39356019131.705765,948332467.2705883,21515131764.78311,1938481.4117647058,66523.58823529413
DE,"['No_Measure', 'Restrict_Mass_Gatherings', 'No_Measure']",No_Measure,Restrict_Mass_Gatherings,No_Measure,8729009201.981165,64224198033.3193,72953207235.30046,1045174,36363,41165353859.87442,993119287.0617647,22065724886.38311,1990569.2352941176,70339.76470588236
DE,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",No_Measure,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings,13367542470.598341,61231006143.9701,74598548614.56844,923654,33972,38527730931.425224,927035270.1617646,21776239942.38311,1870543.2352941176,65446.76470588236
DE,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",No_Measure,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,27750658697.902584,54826318782.45637,82576977480.35895,692440,28996,32810897669.07914,789979161.7941177,21225441951.58311,1620075.8823529412,55325.117647058825
DE,"['No_Measure', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",No_Measure,Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,15869295686.607744,58589671841.90338,74458967528.51112,823173,31868,36183780056.017334,869017681.7029412,21536874104.18311,1764646.0588235294,61159.941176470595
DE,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",No_Measure,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools_and_Others,29908923764.164032,54392396270.862854,84301320035.02689,677529,28598,32423416969.606216,779058333.8735294,21189920967.38311,1599713.4705882352,54525.529411764706
DE,"['No_Measure', 'Restrict_Mass_Gatherings', 'Lockdown']",No_Measure,Restrict_Mass_Gatherings,Lockdown,36662376224.237976,52646386207.731,89308762431.96898,620505,27224,30850891855.815536,741415957.332353,21054078394.58311,1530470.6470588236,51753.352941176476
DE,"['No_Measure', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",No_Measure,Restrict_Mass_Gatherings_and_Schools,No_Measure,21731313613.4672,40898537391.68961,62629851005.156815,420122,17447,19851943831.206505,469867548.5,20576726011.98311,980770.0,32613.000000000004
