model,regions,mean_over_regions_daily_ape_cases_pct,median_over_regions_daily_ape_cases_pct,mean_over_regions_daily_ape_deaths_pct,median_over_regions_daily_ape_deaths_pct,mean_over_regions_daily_ape_both_pct,median_over_regions_daily_ape_both_pct,model_rank_by_mean_cases,model_rank_by_median_cases
delphi_lookahead,6,45.25714156051543,39.79121290873637,19.575405874993287,12.763144146456385,32.41627371775436,26.277178527596377,1.0,1.0
delphi,6,45.68041701623284,44.5212810990771,33.12821317494463,18.376392306309956,39.404315095588736,31.448836702693526,2.0,2.0
themis,6,56.60706067616451,47.68124603825678,163.5986059717637,36.33185283473969,110.1028333239641,41.53464002048721,3.0,3.0
delphi_constant,6,60.85372829500713,57.69702044349967,43.636344747137905,42.70396491658083,52.245036521072514,49.80234846437756,4.0,4.0
seir,6,1040.1970439039117,891.3551681830795,3297.131502824068,2359.645918385967,2168.6642733639897,1625.500543284523,5.0,5.0
