pop_pct_cum_cases,pop_pct_cum_deaths,pop_pct_active_cases,pop_pct_active_hosp,month_t,last_severity,mean_prefix_severity,cum_econ_cost_pct_gdp,cum_human_cost_pct_gdp,cum_total_cost_pct_gdp,w_humanitarian,region,prefix_str,next_npi,next_severity,best_cost,best_full_sequence
0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.8947,DE,(start),Restrict_Mass_Gatherings_and_Schools_and_Others,5,16433288898.866266,MG+Sch+T+W|MG+Sch+T+W|MG+T+W
0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.9474,DE,(start),Restrict_Mass_Gatherings_and_Schools_and_Others,5,14085571611.651722,MG+Sch+T+W|MG+Sch+T+W|T+W
0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,DE,(start),Restrict_Mass_Gatherings_and_Schools_and_Others,5,11338128846.992186,MG+Sch+T+W|MG+Sch+T+W|MG+Sch+T+W
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,0.0,DE,None,No_Measure,0,55872174188.89793,None|None|None
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,0.0526,DE,None,Restrict_Mass_Gatherings_and_Schools_and_Others,5,85931951704.85374,None|MG+Sch+T+W|None
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,0.1053,DE,None,Restrict_Mass_Gatherings_and_Schools_and_Others,5,112031167386.09825,None|MG+Sch+T+W|None
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,0.1579,DE,None,Restrict_Mass_Gatherings_and_Schools_and_Others,5,138080858938.91534,None|MG+Sch+T+W|None
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,0.2105,DE,None,Restrict_Mass_Gatherings_and_Schools_and_Others,5,164130550491.73242,None|MG+Sch+T+W|None
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,0.2632,DE,None,Restrict_Mass_Gatherings_and_Schools_and_Others,5,190064931367.31787,None|MG+Sch+T+W|T+W
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,0.3158,DE,None,Restrict_Mass_Gatherings_and_Schools_and_Others,5,214251433628.29388,None|MG+Sch+T+W|MG+Sch+T+W
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,0.3684,DE,None,Restrict_Mass_Gatherings_and_Schools_and_Others,5,237144438719.15588,None|MG+Sch+T+W|MG+Sch+T+W
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,0.4211,DE,None,Restrict_Mass_Gatherings_and_Schools_and_Others,5,260080966633.38452,None|MG+Sch+T+W|MG+Sch+T+W
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,0.4737,DE,None,Restrict_Mass_Gatherings_and_Schools_and_Others,5,282973971724.2465,None|MG+Sch+T+W|MG+Sch+T+W
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,0.5263,DE,None,Restrict_Mass_Gatherings_and_Schools_and_Others,5,305866976815.1085,None|MG+Sch+T+W|MG+Sch+T+W
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,0.5789,DE,None,Restrict_Mass_Gatherings_and_Schools_and_Others,5,328759981905.9705,None|MG+Sch+T+W|MG+Sch+T+W
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,0.6316,DE,None,Restrict_Mass_Gatherings_and_Schools_and_Others,5,351696509820.1992,None|MG+Sch+T+W|MG+Sch+T+W
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,0.6842,DE,None,Restrict_Mass_Gatherings_and_Schools_and_Others,5,374589514911.0612,None|MG+Sch+T+W|MG+Sch+T+W
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,0.7368,DE,None,Restrict_Mass_Gatherings_and_Schools_and_Others,5,397482520001.92316,None|MG+Sch+T+W|MG+Sch+T+W
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,0.7895,DE,None,Restrict_Mass_Gatherings_and_Schools_and_Others,5,420419047916.15186,None|MG+Sch+T+W|MG+Sch+T+W
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,0.8421,DE,None,Restrict_Mass_Gatherings_and_Schools_and_Others,5,443312053007.0138,None|MG+Sch+T+W|MG+Sch+T+W
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,0.8947,DE,None,Restrict_Mass_Gatherings_and_Schools_and_Others,5,466205058097.87585,None|MG+Sch+T+W|MG+Sch+T+W
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,0.9474,DE,None,Restrict_Mass_Gatherings_and_Schools_and_Others,5,489141586012.1045,None|MG+Sch+T+W|MG+Sch+T+W
2.5359154252763094,0.03831090821720327,1.8069978375780875,0.29544209514656417,2,0,0.0,2.300197667652462,14.00531049402911,16.305508161681576,1.0,DE,None,Restrict_Mass_Gatherings_and_Schools_and_Others,5,512034591102.9665,None|MG+Sch+T+W|MG+Sch+T+W
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,0.0,DE,MG,No_Measure,0,60726697057.0801,MG|None|None
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,0.0526,DE,MG,Restrict_Mass_Gatherings_and_Schools_and_Others,5,78543008773.16194,MG|MG+Sch+T+W|MG+T+W
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,0.1053,DE,MG,Restrict_Mass_Gatherings_and_Schools_and_Others,5,95257550692.09769,MG|MG+Sch+T+W|MG+T+W
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,0.1579,DE,MG,Restrict_Mass_Gatherings_and_Schools_and_Others,5,111940376212.70528,MG|MG+Sch+T+W|MG+T+W
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,0.2105,DE,MG,Restrict_Mass_Gatherings_and_Schools_and_Others,5,127440632173.11037,MG|MG+Sch+T+W|MG+Sch+T+W
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,0.2632,DE,MG,Restrict_Mass_Gatherings_and_Schools_and_Others,5,141538529425.18094,MG|MG+Sch+T+W|MG+Sch+T+W
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,0.3158,DE,MG,Restrict_Mass_Gatherings_and_Schools_and_Others,5,155609675449.06918,MG|MG+Sch+T+W|MG+Sch+T+W
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,0.3684,DE,MG,Restrict_Mass_Gatherings_and_Schools_and_Others,5,169680821472.95743,MG|MG+Sch+T+W|MG+Sch+T+W
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,0.4211,DE,MG,Restrict_Mass_Gatherings_and_Schools_and_Others,5,183778718725.02798,MG|MG+Sch+T+W|MG+Sch+T+W
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,0.4737,DE,MG,Restrict_Mass_Gatherings_and_Schools_and_Others,5,197849864748.91626,MG|MG+Sch+T+W|MG+Sch+T+W
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,0.5263,DE,MG,Restrict_Mass_Gatherings_and_Schools_and_Others,5,211921010772.80447,MG|MG+Sch+T+W|MG+Sch+T+W
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,0.5789,DE,MG,Restrict_Mass_Gatherings_and_Schools_and_Others,5,225992156796.69272,MG|MG+Sch+T+W|MG+Sch+T+W
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,0.6316,DE,MG,Restrict_Mass_Gatherings_and_Schools_and_Others,5,240090054048.7633,MG|MG+Sch+T+W|MG+Sch+T+W
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,0.6842,DE,MG,Restrict_Mass_Gatherings_and_Schools_and_Others,5,254161200072.65155,MG|MG+Sch+T+W|MG+Sch+T+W
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,0.7368,DE,MG,Restrict_Mass_Gatherings_and_Schools_and_Others,5,268232346096.5398,MG|MG+Sch+T+W|MG+Sch+T+W
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,0.7895,DE,MG,Restrict_Mass_Gatherings_and_Schools_and_Others,5,282330243348.6103,MG|MG+Sch+T+W|MG+Sch+T+W
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,0.8421,DE,MG,Restrict_Mass_Gatherings_and_Schools_and_Others,5,296401389372.49854,MG|MG+Sch+T+W|MG+Sch+T+W
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,0.8947,DE,MG,Restrict_Mass_Gatherings_and_Schools_and_Others,5,310472535396.38684,MG|MG+Sch+T+W|MG+Sch+T+W
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,0.9474,DE,MG,Restrict_Mass_Gatherings_and_Schools_and_Others,5,324570432648.4574,MG|MG+Sch+T+W|MG+Sch+T+W
1.5256222969726094,0.02466122056703508,1.058804661220567,0.17416987025468525,2,1,1.0,2.9578883405483563,9.310278148451074,12.26816648899943,1.0,DE,MG,Restrict_Mass_Gatherings_and_Schools_and_Others,5,338641578672.34564,MG|MG+Sch+T+W|MG+Sch+T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,0.0,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,51278828293.66224,T+W|MG+Sch+T+W|MG+T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,0.0526,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,53449892525.836525,T+W|MG+Sch+T+W|MG+T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,0.1053,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,55625084256.55107,T+W|MG+Sch+T+W|MG+T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,0.1579,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,57020634994.95878,T+W|MG+Sch+T+W|T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,0.2105,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,58225226156.67789,T+W|MG+Sch+T+W|T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,0.2632,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,59432107415.66263,T+W|MG+Sch+T+W|T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,0.3158,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,60636698577.381744,T+W|MG+Sch+T+W|T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,0.3684,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,61506989183.98869,T+W|MG+Sch+T+W|MG+Sch+T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,0.4211,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,61559794829.843765,T+W|MG+Sch+T+W|MG+Sch+T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,0.4737,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,61612500275.232315,T+W|MG+Sch+T+W|MG+Sch+T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,0.5263,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,61665205720.620865,T+W|MG+Sch+T+W|MG+Sch+T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,0.5789,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,61717911166.009415,T+W|MG+Sch+T+W|MG+Sch+T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,0.6316,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,61770716811.86449,T+W|MG+Sch+T+W|MG+Sch+T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,0.6842,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,61823422257.25305,T+W|MG+Sch+T+W|MG+Sch+T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,0.7368,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,61876127702.641594,T+W|MG+Sch+T+W|MG+Sch+T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,0.7895,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,61928933348.496666,T+W|MG+Sch+T+W|MG+Sch+T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,0.8421,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,61981638793.88522,T+W|MG+Sch+T+W|MG+Sch+T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,0.8947,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,62034344239.273766,T+W|MG+Sch+T+W|MG+Sch+T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,0.9474,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,62087149885.12884,T+W|MG+Sch+T+W|MG+Sch+T+W
0.341642239308025,0.007623738587217684,0.20239428159538683,0.03463238827486785,2,2,2.0,4.24507423405939,3.5675151419599676,7.812589376019358,1.0,DE,T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,62139855330.517395,T+W|MG+Sch+T+W|MG+Sch+T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,0.0,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,57865836409.057846,MG+Sch|MG+Sch+T+W|MG+T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,0.0526,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,59108058068.5805,MG+Sch|MG+Sch+T+W|MG+T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,0.1053,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,60352641366.23913,MG+Sch|MG+Sch+T+W|MG+T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,0.1579,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,61339350074.32605,MG+Sch|MG+Sch+T+W|T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,0.2105,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,61697706618.98982,MG+Sch|MG+Sch+T+W|T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,0.2632,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,62056744449.860176,MG+Sch|MG+Sch+T+W|T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,0.3158,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,62415100994.52394,MG+Sch|MG+Sch+T+W|T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,0.3684,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,62773457539.18771,MG+Sch|MG+Sch+T+W|T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,0.4211,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,62579144480.847595,MG+Sch|MG+Sch+T+W|MG+Sch+T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,0.4737,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,61869761129.852005,MG+Sch|MG+Sch+T+W|MG+Sch+T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,0.5263,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,61160377778.856415,MG+Sch|MG+Sch+T+W|MG+Sch+T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,0.5789,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,60450994427.860825,MG+Sch|MG+Sch+T+W|MG+Sch+T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,0.6316,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,59740262439.31582,MG+Sch|MG+Sch+T+W|MG+Sch+T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,0.6842,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,59030879088.32023,MG+Sch|MG+Sch+T+W|MG+Sch+T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,0.7368,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,58321495737.324646,MG+Sch|MG+Sch+T+W|MG+Sch+T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,0.7895,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,57610763748.77963,MG+Sch|MG+Sch+T+W|MG+Sch+T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,0.8421,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,56901380397.78404,MG+Sch|MG+Sch+T+W|MG+Sch+T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,0.8947,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,56191997046.78846,MG+Sch|MG+Sch+T+W|MG+Sch+T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,0.9474,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,55481265058.24344,MG+Sch|MG+Sch+T+W|MG+Sch+T+W
0.3125780874579529,0.007145603075444498,0.18253243632868812,0.03135271504084575,2,3,3.0,6.5798245874931425,3.37109113948112,9.950915726974262,1.0,DE,MG+Sch,Restrict_Mass_Gatherings_and_Schools_and_Others,5,54771881707.247856,MG+Sch|MG+Sch+T+W|MG+Sch+T+W
0.659591542527631,0.012510812109562711,0.4262806343104277,0.0713395002402691,2,4,4.0,3.059394301033301,5.1882482038243944,8.247642504857694,0.0,DE,MG+T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,52818572952.9563,MG+T+W|MG+Sch+T+W|MG+T+W
0.659591542527631,0.012510812109562711,0.4262806343104277,0.0713395002402691,2,4,4.0,3.059394301033301,5.1882482038243944,8.247642504857694,0.0526,DE,MG+T+W,Restrict_Mass_Gatherings_and_Schools_and_Others,5,59222477975.33473,MG+T+W|MG+Sch+T+W|MG+T+W
