region,t0,policy_before,policy_after,direction,severity_change,beta_post,se_beta_post,t_stat,p_value,n_obs,r_squared
Kazakhstan__None,2020-03-16,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,3.079589677048092e-06,9.710055865982173e-06,0.31715468165708555,0.7531241618170776,36,0.9999995757353286
Kenya__None,2020-03-13,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-0.003364617282204864,0.0009791983018151466,-3.436093869819678,0.0017490510502284895,33,0.9989495521498638
Kenya__None,2020-03-15,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.003010782289528042,0.0011735322712148311,-2.565572641995865,0.015189064869549185,35,0.9986172191495585
Kenya__None,2020-03-27,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.00012205019641522291,0.0016872848617354187,0.07233526429537863,0.9427048038811883,42,0.9973711787138725
Kenya__None,2020-04-06,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.00017093621753787834,0.0015879686778250681,0.10764457758196967,0.9148295157390953,42,0.9971769023680379
Kenya__None,2020-07-07,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.004716231300421474,0.019799516099678557,-0.23819932147220715,0.8129736188120882,42,0.44121510094736993
"Korea,_South__None",2020-03-21,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-5.459588426247625e-08,6.717496927143118e-08,-0.8127414847318035,0.42142918535486773,41,0.9999999984837945
"Korea,_South__None",2020-04-18,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-3.44408865475326e-08,1.345575701012981e-07,-0.25595651379260703,0.7993296821171092,42,0.9999999940533197
"Korea,_South__None",2020-04-20,Restrict_Mass_Gatherings_and_Schools_and_Others,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-3,-3.443490082888443e-08,1.392500173163198e-07,-0.24728830554226963,0.8059823363395981,42,0.99999999363096
Kosovo__None,2020-03-08,No_Measure,Mass_Gatherings_Authorized_But_Others_Restricted,tightening,2,-0.023299080977615502,0.004221071582714411,-5.519707619512282,9.775750171137076e-06,28,0.9959486553301226
Kosovo__None,2020-03-11,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-0.024670487548262354,0.0057565477039382236,-4.285639382678015,0.00019452728550284348,31,0.9932078097168577
Kosovo__None,2020-03-12,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.02421373113813798,0.006381728933305701,-3.794227456413665,0.00069740106108096,32,0.9919470982159757
Kosovo__None,2020-03-23,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.003960960840076341,0.01099503670129222,0.36024989708409244,0.7206040333100638,42,0.9785776004691915
Kosovo__None,2020-07-06,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-0.19166390779190562,0.2500257928625804,-0.7665765423539652,0.4479488856747551,42,0.3838059179896117
Kuwait__None,2020-03-10,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.02113896406711531,0.008477364209194089,-2.493577431082781,0.01907130703267268,30,0.9979022943520217
Kuwait__None,2020-03-22,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.04226257091771588,0.028227039496293037,-1.4972371056931453,0.14238187868626473,42,0.9817329127421397
Kuwait__None,2020-04-06,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.022986867515959002,0.0320882275383023,0.71636451369963,0.4780343010037793,42,0.9342889677476248
Kuwait__None,2020-04-21,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.011652388308419066,0.013943161193044692,0.8357063471540199,0.408411076720546,42,0.9458696445466186
Kuwait__None,2020-05-31,Lockdown,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-4,0.001055158803188753,0.00200491854237637,0.5262851237527609,0.6016704919422233,42,0.9821427156260787
Kuwait__None,2020-06-09,Mass_Gatherings_Authorized_But_Others_Restricted,Lockdown,tightening,4,-0.03636079595826214,0.06086321889142002,-0.5974182210627045,0.55368131375316,42,0.046459949069089235
Latvia__None,2020-03-11,No_Measure,Mass_Gatherings_Authorized_But_Others_Restricted,tightening,2,-0.00032681361014202286,7.578583057244194e-05,-4.312331311453125,0.0001809505833216818,31,0.999845964783239
Latvia__None,2020-03-13,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.00031744251251641107,9.337762653890498e-05,-3.399556449254484,0.0019258422759342864,33,0.9997905446097934
Lebanon__None,2020-03-18,Mass_Gatherings_Authorized_But_Others_Restricted,Lockdown,tightening,4,-6.480940776301377e-07,4.5650252775890113e-07,-1.4196943898904857,0.1645427683067171,38,0.9999998364470214
Lebanon__None,2020-05-03,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-9.79453529452402e-09,5.790335451681686e-07,-0.0169153158331775,0.9865904162444263,42,0.9999997632485318
Lebanon__None,2020-05-13,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-9.737380518020527e-09,5.856939975091806e-07,-0.016625371882640638,0.986820246838978,42,0.9999997573323158
Lebanon__None,2020-05-18,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-9.836660586372e-09,5.890555808350661e-07,-0.01669903640065204,0.9867618548932693,42,0.9999997543146897
Liberia__None,2020-03-22,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-4.53272049053021e-07,9.258259468896381e-06,-0.048958667725376756,0.9612021101977009,42,0.9999954649049234
Liberia__None,2020-04-08,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-4.326083345387475e-07,9.771801991140141e-06,-0.04427109093399387,0.9649142171556435,42,0.9999948777029579
Liberia__None,2020-06-05,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-3.582165182361191e-07,1.1337318278697836e-05,-0.03159623020456145,0.9749551988109879,42,0.9999927284355682
Libya__None,2020-03-14,No_Measure,Restrict_Mass_Gatherings,tightening,1,0.003920066960574181,0.0011598666518050085,3.3797565905302056,0.001974430011052908,34,0.9875031194040897
Libya__None,2020-03-15,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,tightening,2,0.003904847128907489,0.0012993191744000985,3.00530247366693,0.005124834684127277,35,0.9856269172008734
Libya__None,2020-03-16,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,2,0.003816852248719728,0.001446053476879784,2.639495917506125,0.012578286134466765,36,0.9836245522400621
Libya__None,2020-03-22,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.0016409777374355307,0.0024153547734267564,0.679394081353694,0.500900838874236,42,0.9703174106425076
Libya__None,2020-03-24,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.0018697089345356128,0.0026710181076286077,0.6999985994836943,0.4880830073241851,42,0.9683633950233996
Libya__None,2020-04-08,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.005836750713360635,0.006490920122397558,0.8992177693298602,0.37405539948684474,42,0.9451882671125003
Libya__None,2020-06-27,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-0.26340468340822887,0.0966284364925656,-2.7259541080176195,0.00955352447854163,42,0.39117742798493926
Lithuania__None,2020-03-12,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-0.0011220959920655283,0.00029682644852990173,-3.7803100014266096,0.0007239412885002849,32,0.9989278501462624
Lithuania__None,2020-03-16,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.0008403459162404665,0.00041664434057214517,-2.0169382718279216,0.05189793537622367,36,0.9982219690604162
Lithuania__None,2020-05-30,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,3.754692762052603e-05,0.00023812250247099944,0.15767904011969136,0.8755232856245057,42,0.9983799352848767
Luxembourg__None,2020-03-09,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-0.0001135828245213339,2.2064150363316935e-05,-5.147844927225144,2.275828188391671e-05,29,0.9999498015665174
Luxembourg__None,2020-03-16,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-9.358708288598693e-05,4.384719964450402e-05,-2.1343913327362856,0.04032989453556368,36,0.9998633067701204
Luxembourg__None,2020-03-17,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-8.171879286497934e-05,4.6965884049554246e-05,-1.7399607080483548,0.09091201443597763,37,0.9998492095468329
Luxembourg__None,2020-04-20,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,2.7390480657301904e-06,5.37665230745873e-05,0.05094337348038038,0.9596306738158287,42,0.9997992267300935
Luxembourg__None,2020-05-25,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,0.9157239180524913,0.7203244946352416,1.2712658320972359,0.21116403094448977,42,0.16125899796885246
Luxembourg__None,2020-06-26,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-2,0.726747250727552,0.46646411985331526,1.557991750696893,0.12731404599171414,42,0.23905136599439636
Luxembourg__None,2020-07-19,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,7.490867130213285e-05,2.4647585018539755e-05,3.0391890826540218,0.0047874213283465306,34,0.9999130136246588
Madagascar__None,2020-03-15,No_Measure,Mass_Gatherings_Authorized_But_Others_Restricted,tightening,2,0.14164787306069498,0.041837095039873304,3.385700487227804,0.0018939550082164303,35,0.896687073872841
Madagascar__None,2020-03-21,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,0.1200243770550709,0.07957904528071882,1.508240977655352,0.13976281715121508,41,0.8492957978904876
Madagascar__None,2020-04-22,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,0.09330876853237427,0.08578121233397298,1.0877529705350184,0.28338101231418134,42,0.8514392486771233
Madagascar__None,2020-06-27,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-2,-0.09964874841072964,0.0435250599315628,-2.2894568914417044,0.027548830984819528,42,0.17671918658528674
Malawi__None,2020-03-20,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,0.006641416827798015,0.004920597680608978,1.3497175056539203,0.18530713379458152,40,0.9679001505051827
Malawi__None,2020-03-23,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,0.0046151085002068834,0.006086308308358029,0.7582771470628888,0.45284323113403424,42,0.9607401585185126
Malaysia__None,2020-03-12,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-0.0015526345724883972,0.000407509693067504,-3.810055561626121,0.0006683716810513829,32,0.9991509337645558
Malaysia__None,2020-03-14,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.0014290371240360837,0.0004927005105725908,-2.9004173800740154,0.006795494086612619,34,0.9988720303931287
Malaysia__None,2020-07-22,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,0.0004696264056714408,0.00010698832978661495,4.3895105812764506,0.00014675110667994318,31,0.9996089123688001
Mali__None,2020-03-18,No_Measure,Mass_Gatherings_Authorized_But_Others_Restricted,tightening,2,-0.004440323450057446,0.002631807197599414,-1.687176573613621,0.10046367917868015,38,0.9980623633644804
Mali__None,2020-03-25,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.0006043894971632597,0.0034404276325775114,-0.175672783069255,0.8614599902231501,42,0.9967349217431385
Mali__None,2020-03-26,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.0005332103241880402,0.0034800797717413215,-0.15321784532578075,0.8790165156489766,42,0.9965888803093143
Mali__None,2020-05-10,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.0005899347318072991,0.0025448337309467873,0.23181661129107167,0.8178925332335887,42,0.9938658478590409
Malta__None,2020-03-10,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-0.0001233667075721226,2.5844553366972482e-05,-4.773412247463195,5.5998396866430156e-05,30,0.9999796992733571
Malta__None,2020-03-13,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.00012334413354794435,3.576760131738813e-05,-3.4484877096855135,0.0016927201812333426,33,0.9999673419071617
Malta__None,2020-03-28,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-2.4697870096681077e-07,6.416496678042835e-05,-0.003849120686245635,0.9969484755383551,42,0.9999229429820975
Malta__None,2020-06-05,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,6.968896514769531e-07,6.292103306671162e-05,0.011075623166232512,0.9912195759297722,42,0.9999061645449078
Malta__None,2020-07-01,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,9.3210700023846e-07,6.146954467478161e-05,0.015163720589927593,0.9879788745113629,42,0.9999016021351546
Mauritania__None,2020-03-13,No_Measure,Mass_Gatherings_Authorized_But_Others_Restricted,tightening,2,0.012994418142485215,0.0035115159372685247,3.7005152118412656,0.0008633990509299139,33,0.9917460444034035
Mauritania__None,2020-03-19,Mass_Gatherings_Authorized_But_Others_Restricted,Lockdown,tightening,4,0.008898179430900656,0.0061661974653744135,1.44305781332294,0.15764975673794646,39,0.9836902546022851
Mauritania__None,2020-07-10,Lockdown,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-4,0.0021327857439000448,0.004629806021317185,0.46066416909908997,0.6475981079442792,42,0.9832562470438406
Mauritius__None,2020-03-19,No_Measure,Mass_Gatherings_Authorized_But_Others_Restricted,tightening,2,-5.622962813136221e-07,6.140631547713305e-07,-0.9156978023262351,0.3659188036455303,39,0.9990590390985317
Mauritius__None,2020-03-20,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-3.567046097860474e-07,6.411907703112527e-07,-0.5563158833569807,0.5813441165774664,40,0.9989983829864573
Mauritius__None,2020-03-23,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,9.15963233738363e-08,6.806119909723896e-07,0.13457935591609654,0.893636615643034,42,0.9989001310478621
Mauritius__None,2020-05-30,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-0.0003420794507937186,0.0003451908280240219,-0.9909865008635549,0.32780103256215387,42,0.08014931967774475
Mauritius__None,2020-06-15,Restrict_Mass_Gatherings_and_Schools_and_Others,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-3,0.023336993865011983,0.011703075870233209,1.9940906240187386,0.053167372655920975,42,0.11945335763476739
Mexico__None,2020-03-21,No_Measure,Mass_Gatherings_Authorized_But_Others_Restricted,tightening,2,-0.0004315992497182059,0.002440128151052395,-0.17687564873675296,0.8605454459905755,41,0.995305656799298
Mexico__None,2020-03-24,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,0.0004309880324758161,0.002457494299217283,0.1753770222836678,0.8616907914417449,42,0.9950407617047493
Mexico__None,2020-03-30,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.0004397200964514547,0.002281143150194641,0.1927630435704726,0.8481448708478339,42,0.9950025891625384
Mexico__None,2020-06-01,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.00013768902456576162,0.0009082862478479136,0.15159210534344314,0.880290124123934,42,0.9962613384521576
Moldova__None,2020-03-10,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-5.315594655397175e-07,1.1039199751583106e-07,-4.815199267170501,5.004890597937184e-05,30,0.9999999954768314
Moldova__None,2020-03-11,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-5.487767826145855e-07,1.239775999867541e-07,-4.426418826249398,0.00013274350383940536,31,0.9999999946335322
Moldova__None,2020-03-24,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-6.270342015160827e-08,3.082331593106434e-07,-0.20342853537186942,0.839857821713796,42,0.999999979094564
Moldova__None,2020-05-16,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-6.197714008126273e-08,5.335929235795645e-07,-0.11615060347032743,0.9081292254482358,42,0.9999999371072403
Monaco__None,2020-03-11,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,0.0007801006000015443,0.00017466803707826516,4.4661897680340745,0.00011913140931452126,31,0.9960748913656154
Monaco__None,2020-03-13,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,0.0008170909608430257,0.00022175552185946568,3.6846476425549626,0.0009011367220150834,33,0.9946350966157371
Monaco__None,2020-03-15,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.0007976175774444183,0.0002755531259215402,2.8946054405186765,0.006784890564056845,35,0.9928899063514731
Monaco__None,2020-05-04,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.003032369487350253,0.003468226830406623,0.874328478392727,0.3872919122698457,42,0.9496726453536992
Morocco__None,2020-03-14,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-0.0026073521683652465,0.0007764366015518407,-3.3581005366748675,0.002090910895443443,34,0.9996649458181341
Morocco__None,2020-03-16,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.0024186413395606123,0.0009483980892487745,-2.550238520067471,0.015591465852267783,36,0.9995412419452463
Morocco__None,2020-03-20,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.0013647523566076795,0.0012858003713906632,-1.061402988343848,0.29538608838865077,40,0.9992524985376047
Morocco__None,2020-06-11,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,1.9707758979059176,0.3867099524215627,5.096263712803344,9.239123406334926e-06,42,0.411941509854271
Mozambique__None,2020-03-23,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,0.0014739391328533061,0.0025092292553927356,0.5874071210056135,0.5603160578393291,42,0.9776350412507597
Namibia__None,2020-03-14,No_Measure,Mass_Gatherings_Authorized_But_Others_Restricted,tightening,2,0.0010007477645096374,0.00030506586535989554,3.280431795700986,0.0025654166133191048,34,0.9940650494959701
Namibia__None,2020-03-17,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,0.0008734893471927835,0.00040870672491404025,2.1372032656827384,0.039858277642122575,37,0.9913626653655983
Namibia__None,2020-07-15,Restrict_Mass_Gatherings_and_Schools_and_Others,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-3,0.14595507286185133,0.05703415746192708,2.55908177409797,0.014975155042904253,38,0.857284454881249
Nepal__None,2020-03-18,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,0.019495714676420053,0.008721086949165072,2.2354684444794475,0.031864991519968466,38,0.9419100404211836
Nepal__None,2020-03-19,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,0.01895747344180575,0.009788974205039618,1.936614914364158,0.060672296214439925,39,0.9347358078452612
Nepal__None,2020-03-24,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.01881877037429683,0.01630502527908623,1.1541699600082729,0.25545426534808646,42,0.9016222180610135
Nepal__None,2020-07-22,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.0019466073447547666,0.00043474031487431003,4.477632458166572,0.0001154782736756399,31,0.994414389246614
Netherlands__None,2020-03-12,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-0.10260900655677652,0.022338084497147397,-4.593455923666141,7.84047823938483e-05,32,0.984048382040391
Netherlands__None,2020-03-16,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.08084811549447138,0.033138257381725246,-2.4397213940120066,0.020238363271753546,36,0.9668575659586632
Netherlands__None,2020-03-23,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.017164606478612066,0.04295925601613739,0.39955548746384906,0.691663778979295,42,0.9378227834887424
Netherlands__None,2020-05-11,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.0019189335620345147,0.0031012690944132253,0.6187575162346839,0.5396736461451734,42,0.9749066907597377
Netherlands__None,2020-06-15,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,0.019416095222508287,0.0279441474284844,0.6948179497048035,0.4912884390042882,42,0.012417136763413938
New_Zealand__None,2020-03-16,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,0.21644215761524124,0.3253636169698912,0.6652315942113176,0.5105253175670414,36,0.7512022967970705
New_Zealand__None,2020-03-23,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Lockdown,tightening,2,-1.7730553103897855,0.09907234462824882,-17.896571611814146,0.0,42,0.9752185995191581
New_Zealand__None,2020-05-14,Lockdown,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-2,1.990413506992942e-05,2.370769361276258e-05,0.8395643791859371,0.40626992758587077,42,0.9544686206696044
New_Zealand__None,2020-06-08,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-2,0.1559756284166251,0.1275479441426738,1.2228784200720035,0.2287140625244617,42,0.10223760133824888
Niger__None,2020-03-13,No_Measure,Restrict_Mass_Gatherings,tightening,1,6.614039514165541e-06,2.011009511371373e-06,3.288915083079449,0.0025724889029330456,33,0.9999997849066155
Niger__None,2020-03-17,Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,3,4.250860118889545e-06,2.704138130033616e-06,1.5719833508788628,0.12521522010577968,37,0.9999996795033889
Niger__None,2020-03-20,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,1.3572717898887253e-06,3.0949228543881676e-06,0.4385478584593163,0.6635392961200903,40,0.9999996207225442
Niger__None,2020-05-13,Restrict_Mass_Gatherings_and_Schools_and_Others,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-3,-8.964294090565029e-07,1.9952019433486544e-07,-4.492925701305088,6.110523439084581e-05,42,0.9999999985100981
Nigeria__None,2020-05-04,Mass_Gatherings_Authorized_But_Others_Restricted,Lockdown,tightening,4,0.00018697919672160763,0.0012029730302914588,0.15543091325688818,0.8772833163038001,42,0.9971507314400826
Norway__None,2020-03-11,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-0.005403004935010275,0.0015682559970129956,-3.445231483444793,0.0018172142558072757,31,0.9585452391958831
Norway__None,2020-03-12,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.004933647763405234,0.0016916062974272083,-2.916546108222049,0.006764696142501414,32,0.9525219604001063
Norway__None,2020-05-11,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,7.546139191418348e-05,0.00015443446826540657,0.48863050303315536,0.6278397943742049,42,0.9852309883594915
Oman__None,2020-03-17,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,4.1959438376409225e-05,0.00020215173678627494,0.207564075597188,0.8368076120490366,37,0.9999727725228404
Oman__None,2020-04-10,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.00043608931107006355,0.00045927750422949406,-0.9495115851617159,0.34820768405665126,42,0.9998761180595453
Oman__None,2020-04-30,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-0.00027993766079244383,0.0009482457458554385,-0.29521636349647357,0.7693945936148636,42,0.9993980366182607
Oman__None,2020-07-25,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.0017795752997709288,0.0003306750432060918,5.381643811147296,1.3928835847609733e-05,28,0.9995652088353306
Pakistan__None,2020-03-13,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-9.237740748814722e-05,2.140400791094062e-05,-4.315892980067937,0.00015924252032384345,33,0.99999864810489
Pakistan__None,2020-03-23,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-6.647206773922822e-05,6.525880969289561e-05,-1.0185914829283913,0.31467442588579564,42,0.9999910369356946
Pakistan__None,2020-05-17,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-3.761273616648001e-05,0.0002674911758262998,-0.14061299798130353,0.8888994373400032,42,0.9998216037603869
Panama__None,2020-03-13,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-5.289391090596875e-09,2.97858377790274e-09,-1.7758073920355548,0.08591030854392012,33,0.9999999999948911
Panama__None,2020-03-25,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-2.4884961359047464e-08,1.306608582174073e-08,-1.9045459901726072,0.06423398420930204,42,0.999999999930307
Panama__None,2020-06-06,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-0.10103891782013086,0.12074908379060367,-0.8367675732873213,0.4078214173407293,42,0.24412509891715817
