policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-No_Measure-No_Measure,"['No_Measure', 'No_Measure', 'No_Measure']",282569300.8187843,4683297887.738706,98033523.73235294,20692853562.21609,4134,80595,25474184973.68715,282569300.8187843,25756754274.50593
No_Measure-No_Measure-Restrict_Mass_Gatherings,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings']",5342255116.777036,4636305415.117279,97063667.94705883,20689523246.61609,4099,79197,25422892329.680428,5342255116.777036,30765147446.457462
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",20529730566.900887,4570240730.277525,95698109.63235295,20685251962.01609,4049,77404,25351190801.92597,20529730566.900887,45880921368.82686
No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",8192666489.246816,4599142288.821736,96297919.39411765,20687055287.416092,4071,78161,25382495495.631947,8192666489.246816,33575161984.87876
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",22740274196.90089,4570240730.277525,95698109.63235295,20685251962.01609,4049,77404,25351190801.92597,22740274196.90089,48091464998.82686
No_Measure-No_Measure-Lockdown,"['No_Measure', 'No_Measure', 'Lockdown']",29693655086.90089,4570240730.277525,95698109.63235295,20685251962.01609,4049,77404,25351190801.92597,29693655086.90089,55044845888.82686
No_Measure-Restrict_Mass_Gatherings-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings', 'No_Measure']",5323876454.640525,4354927280.81694,90825788.16176471,20677035754.21609,3875,73955,25122788823.194798,5323876454.640525,30446665277.835323
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",10386381126.828794,4335948330.08517,90438892.82352942,20675620727.416092,3861,73361,25102007950.32479,10386381126.828794,35488389077.15359
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",25576990976.7905,4302902915.705293,89754776.32941177,20673479129.616093,3836,72462,25066136821.650795,25576990976.7905,50643127798.4413
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",13238605122.023598,4317361538.1533985,90053111.94411765,20674384365.61609,3847,72842,25081799015.713604,13238605122.023598,38320404137.7372
