policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-Lockdown-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",47011281748.40405,108906496396.89156,2661227544.6588235,26146507334.58311,96086,2758205,137714231276.13348,47011281748.40405,184725513024.53754
No_Measure-Lockdown-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",59851230559.161316,98226709674.55069,2400591757.0941176,24984424912.78311,86666,2270386,125611726344.42792,59851230559.161316,185462956903.58923
No_Measure-Lockdown-Lockdown,"['No_Measure', 'Lockdown', 'Lockdown']",65875482777.76254,91944305552.22945,2247150142.361765,24353122855.18311,81097,2005378,118544578549.77432,65875482777.76254,184420061327.53687
Restrict_Mass_Gatherings-No_Measure-No_Measure,"['Restrict_Mass_Gatherings', 'No_Measure', 'No_Measure']",35711090517.59342,321558469351.9661,3521514242.8705883,40398862133.38311,283555,8741059,365478845728.21985,35711090517.59342,401189936245.8133
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings']",38788468280.3928,306024695940.0462,3149400368.0352945,39048640702.183105,269968,8174263,348222737010.2646,38788468280.3928,387011205290.6574
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",48413954724.28152,264297990333.31323,2138410323.1029413,35265242573.183105,233114,6586068,301701643229.59924,48413954724.28152,350115597953.88074
Restrict_Mass_Gatherings-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",39932525002.878174,293634507135.2617,2849495458.826471,37886779824.98311,259039,7686537,334370782419.0713,39932525002.878174,374303307421.94946
Restrict_Mass_Gatherings-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",50290888121.87492,261786886624.6179,2075973199.7264705,35038569096.583115,230838,6490915,298901428920.9275,50290888121.87492,349192317042.8024
Restrict_Mass_Gatherings-No_Measure-Lockdown,"['Restrict_Mass_Gatherings', 'No_Measure', 'Lockdown']",55108694416.30904,246715542296.10794,1712399730.1735296,33587540107.98311,217604,5881802,282015482134.2646,55108694416.30904,337124176550.5736
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'No_Measure']",36988744276.849174,273314698338.23965,2353845000.479412,37825807415.98311,241110,7660942,313494350754.70215,36988744276.849174,350483095031.55133
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",40086989990.246895,259172604284.70248,2010072202.8852944,36489764839.183105,228598,7100098,297672441326.7709,40086989990.246895,337759431317.01776
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",49536220786.87756,217305506980.8947,993998586.561765,32586608751.78311,191602,5461631,250886114319.2396,49536220786.87756,300422335106.1172
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",41028054003.770096,245390128097.82782,1676621610.0441177,35189979346.38311,216458,6554474,282256729054.25507,41028054003.770096,323284783058.02515
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",51431988631.8188,214912051437.6006,937061810.7147057,32372732453.583107,189530,5371850,248221845701.89838,51431988631.8188,299653834333.71716
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings-Lockdown,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings', 'Lockdown']",55758065791.958786,194822820330.11005,452754771.49705887,30587595150.583107,171892,4622485,225863170252.19022,55758065791.958786,281621236044.149
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",40148279398.849075,143580334960.5224,-796536981.2970588,29649079816.583107,126638,4228515,172432877795.80844,40148279398.849075,212581157194.65753
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings']",43570094045.84399,133224621832.21227,3246794058.7294116,28532888095.58311,117540,3759960,165004303986.52478,43570094045.84399,208574398032.36877
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools']",55257142579.060165,111288824204.6339,2711463764.897059,26150230713.18311,98180,2759768,140150518682.71408,55257142579.060165,195407661261.77423
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",45295900987.899536,126724660797.6071,3087254036.0117645,27766300899.98311,111791,3438162,157578215733.602,45295900987.899536,202874116721.50153
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",57298908945.30789,110210603690.19246,2684298580.4558825,26035553987.38311,97201,2711629,138930456258.03146,57298908945.30789,196229365203.33936
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools-Lockdown,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools', 'Lockdown']",62928931498.396774,101190635443.50925,2464899761.1,25136390215.18311,89236,2334178,128791925419.79236,62928931498.396774,191720856918.18915
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'No_Measure']",35681987821.418396,224697081006.83023,1173230660.5911765,34998726801.583115,198202,6474190,260869038469.00452,35681987821.418396,296551026290.4229
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings']",38888847150.67398,212231701995.29404,868885941.1823533,33736482398.58311,187151,5944325,246837070335.05948,38888847150.67398,285725917485.73346
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",48953542248.35227,177010319286.2502,13621997.20882368,30251507227.98311,156082,4481402,207275448511.44214,48953542248.35227,256228990759.7944
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",39863085315.501205,199142682767.13,554238317.3705882,32459237282.18311,175704,5408163,232156158366.6837,39863085315.501205,272019243682.18488
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",50879419965.56141,174949751073.59708,-36363373.34117627,30058089263.38311,154264,4400209,204971476963.639,50879419965.56141,255850896929.2004
Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-Lockdown,"['Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others', 'Lockdown']",55995705970.729515,162433500378.7683,-339201408.8205881,28809864107.38311,143266,3876229,190904163077.33084,55995705970.729515,246899869048.06036
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-No_Measure,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'No_Measure']",41911287529.85268,138922008485.0236,3383825568.5735292,29344999133.183113,122493,4100868,171650833186.7802,41911287529.85268,213562120716.63287
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings']",45311249028.98477,128336424972.59686,3127418147.5911765,28213959159.58311,113221,3626080,159677802279.77115,45311249028.98477,204989051308.75592
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools']",56995734646.89729,106239208363.05933,2588299863.4558825,25829560388.98311,93722,2625157,134657068615.49832,56995734646.89729,191652803262.39563
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",46736763637.58131,119304744181.5413,2907194719.5911765,27243336533.98311,105259,3218632,149455275435.1156,46736763637.58131,196192039072.6969
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",59036726178.28577,105132621339.29259,2560639242.0941176,25714357196.98311,92719,2576797,133407617778.36981,59036726178.28577,192444343956.65558
Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others-Lockdown,"['Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others', 'Lockdown']",64740926021.497154,96632566253.17114,2354424128.847059,24865593630.18311,85240,2220503,123852584012.20131,64740926021.497154,188593510033.69846
Restrict_Mass_Gatherings-Lockdown-No_Measure,"['Restrict_Mass_Gatherings', 'Lockdown', 'No_Measure']",43990834443.790726,94084618050.73776,2293369719.682353,26033443358.18311,82982,2710743,122411431128.60323,43990834443.790726,166402265572.39395
Restrict_Mass_Gatherings-Lockdown-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings']",47945097374.65121,87623842558.1167,2133966093.0617647,25279026822.38311,77244,2394054,115036835473.56158,47945097374.65121,162981932848.2128
Restrict_Mass_Gatherings-Lockdown-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools']",60753931482.051605,72918749547.75197,1774998357.0235293,23658573387.58311,64286,1713820,98352321292.35861,60753931482.051605,159106252774.41022
Restrict_Mass_Gatherings-Lockdown-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings', 'Lockdown', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",49860216457.24911,82002567756.82228,1996014738.182353,24641068897.98311,72271,2126252,108639651392.98775,49860216457.24911,158499867850.23685
Restrict_Mass_Gatherings-Lockdown-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings', 'Lockdown', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",62864009533.356125,72257589909.52824,1759061143.032353,23590311446.58311,63710,1685165,97606962499.1437,62864009533.356125,160470972032.49982
Restrict_Mass_Gatherings-Lockdown-Lockdown,"['Restrict_Mass_Gatherings', 'Lockdown', 'Lockdown']",69068980588.24625,67246952912.84845,1636805303.829412,23081799887.98311,59275,1471702,91965558104.66096,69068980588.24625,161034538692.90723
Restrict_Mass_Gatherings_and_Schools-No_Measure-No_Measure,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'No_Measure']",38584055947.03517,163377406574.47833,-331931459.6058824,32027423034.78311,144120,5226896,195072898149.65555,38584055947.03517,233656954096.69073
Restrict_Mass_Gatherings_and_Schools-No_Measure-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings']",41565273548.36603,149685509188.6616,-665287671.732353,30611865004.18311,132034,4632673,179632086521.11234,41565273548.36603,221197360069.47836
Restrict_Mass_Gatherings_and_Schools-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",51351161326.23897,113334066430.60593,2745269176.3764706,26937452525.183113,99960,3090228,143016788132.1655,51351161326.23897,194367949458.40448
Restrict_Mass_Gatherings_and_Schools-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",42453396356.5742,136697106513.30295,3312629177.8117647,29276108291.38311,120539,4071949,169285843982.49783,42453396356.5742,211739240339.07202
Restrict_Mass_Gatherings_and_Schools-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",53301020357.64378,111556429212.06981,2701196723.1647058,26760328808.583107,98360,3015875,141017954743.81763,53301020357.64378,194318975101.46143
Restrict_Mass_Gatherings_and_Schools-No_Measure-Lockdown,"['Restrict_Mass_Gatherings_and_Schools', 'No_Measure', 'Lockdown']",58539379666.564095,100111115055.60759,2423125807.9735293,25595047092.18311,88271,2526713,128129287955.76422,58539379666.564095,186668667622.3283
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-No_Measure,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'No_Measure']",39957824289.238335,128112608403.75397,3107595879.0382357,29519673948.18311,112996,4174193,160739878230.9753,39957824289.238335,200697702520.21365
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",43345118465.53578,117967328276.21867,2858575957.9441175,28380027085.98311,104004,3695792,149205931320.1459,43345118465.53578,192551049785.6817
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",54304407739.755035,91107236642.3971,2205668044.632353,25502889302.98311,80383,2488027,118815793990.01256,54304407739.755035,173120201729.76758
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",44677677433.303375,108636028858.55692,2630799135.117647,27346245191.78311,95775,3261831,138613073185.45767,44677677433.303375,183290750618.76105
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",56313448727.82988,89754586547.09123,2173158150.470588,25365977122.38311,79205,2430554,117293721819.94492,56313448727.82988,173607170547.77478
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings-Lockdown,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings', 'Lockdown']",61680048465.01557,78938158138.03465,1909187971.1617646,24287829135.38311,69627,1977969,105135175244.57953,61680048465.01557,166815223709.5951
Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools-No_Measure,"['Restrict_Mass_Gatherings_and_Schools', 'Restrict_Mass_Gatherings_and_Schools', 'No_Measure']",46812501276.46246,56107592754.044106,1356114276.6176472,23853632687.98311,49456,1795702,81317339718.64487,46812501276.46246,128129840995.10733
