delta,top1_policy,top1_matches_baseline,top20_overlap_with_baseline,top20_overlap_pct,spearman_rank_corr
0.8,No_Measure-No_Measure-No_Measure,False,5,25.0,0.7552795556228251
0.9,No_Measure-No_Measure-No_Measure,False,5,25.0,0.77860019308828
1.0,Restrict_Mass_Gatherings_and_Schools-No_Measure-No_Measure,True,20,100.0,0.9999999999999999
1.1,Lockdown-Lockdown-No_Measure,False,0,0.0,-0.34122459186225124
1.2,Lockdown-Lockdown-Lockdown,False,0,0.0,-0.46041867609759574
1.3,Lockdown-Lockdown-Lockdown,False,0,0.0,-0.3768430202788792
1.5,Lockdown-Lockdown-No_Measure,False,0,0.0,0.38598101906428983
