policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-No_Measure-No_Measure,"['No_Measure', 'No_Measure', 'No_Measure']",55882902671.56441,833171987340.0358,7798832159.179413,57545885324.98311,734854,15939037,898516704824.1984,55882902671.56441,954399607495.7628
No_Measure-No_Measure-Restrict_Mass_Gatherings,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings']",60929163860.029205,832966651534.1666,7794552973.24706,57533433565.5831,734697,15933810,898294638072.9968,60929163860.029205,959223801933.026
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",76064613181.30077,832448856620.6562,7780769342.632353,57493812815.183105,734192,15917178,897723438778.4717,76064613181.30077,973788051959.7725
No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",63764593923.206856,832756351809.9993,7790216167.158823,57520786465.78311,734536,15928501,898067354442.9412,63764593923.206856,961831948366.1481
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",78271633241.01324,832409588007.6597,7779939883.6,57491418704.183105,734162,15916173,897680946595.4427,78271633241.01324,975952579836.456
No_Measure-No_Measure-Lockdown,"['No_Measure', 'No_Measure', 'Lockdown']",85192460548.80464,832041310108.4991,7772233356.170588,57469299977.183105,733880,15906888,897282843441.8528,85192460548.80464,982475303990.6575
No_Measure-Restrict_Mass_Gatherings-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings', 'No_Measure']",60741545136.848915,829288896942.7144,7701160387.979413,57405954896.98311,731450,15880297,894396012227.6769,60741545136.848915,955137557364.5258
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",65785839436.82485,829062487156.9803,7696411765.035295,57392166723.3831,731277,15874509,894151065645.3987,65785839436.82485,959936905082.2235
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",80915840371.80109,828495750291.042,7681465093.044118,57348844034.183105,730736,15856323,893526059418.2692,80915840371.80109,974441899790.0703
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",68619214960.51148,828974984233.1211,7691574769.108823,57378123654.3831,731102,15868614,894044682656.6129,68619214960.51148,962663897617.1244
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",83122534369.78546,828452594032.6256,7680560670.6029415,57346228378.5831,730703,15855225,893479383081.8116,83122534369.78546,976601917451.5972
