policy,policy_vector,st_economic_costs,d_costs,h_costs,mh_costs,num_deaths,num_cases,humanitarian_costs,economic_costs,total_costs
No_Measure-No_Measure-No_Measure,"['No_Measure', 'No_Measure', 'No_Measure']",5018012862.563229,54263299171.57807,1311307688.2441177,22985430369.18311,47885,1431248,78560037229.0053,5018012862.563229,83578050091.56853
No_Measure-No_Measure-Restrict_Mass_Gatherings,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings']",9422872065.416138,49957472503.23599,1206151706.9735293,22537174177.38311,44080,1243079,73700798387.59262,9422872065.416138,83123670453.00876
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools']",23470242881.90074,42068755632.51017,1014704880.7235293,21758251950.18311,37130,916103,64841712463.41681,23470242881.90074,88311955345.31755
No_Measure-No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'No_Measure', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",11751440925.283787,46421018529.155945,1118532080.682353,22180137187.98311,40902,1093202,69719687797.82141,11751440925.283787,81471128723.1052
No_Measure-No_Measure-Restrict_Mass_Gatherings_and_Schools_and_Others,"['No_Measure', 'No_Measure', 'Restrict_Mass_Gatherings_and_Schools_and_Others']",25625860887.896442,41690932675.14791,1004140647.1970589,21720932404.98311,36744,900437,64416005727.32808,25625860887.896442,90041866615.22452
No_Measure-No_Measure-Lockdown,"['No_Measure', 'No_Measure', 'Lockdown']",32276351468.7329,39356019131.705765,948332467.2705883,21515131764.78311,34708,814046,61819483363.75947,32276351468.7329,94095834832.49237
No_Measure-Restrict_Mass_Gatherings-No_Measure,"['No_Measure', 'Restrict_Mass_Gatherings', 'No_Measure']",8729009201.981165,41165353859.87442,993119287.0617647,22065724886.38311,36363,1045174,64224198033.3193,8729009201.981165,72953207235.30046
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings']",13367542470.598341,38527730931.425224,927035270.1617646,21776239942.38311,33972,923654,61231006143.9701,13367542470.598341,74598548614.56844
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools,"['No_Measure', 'Restrict_Mass_Gatherings', 'Restrict_Mass_Gatherings_and_Schools']",27750658697.902584,32810897669.07914,789979161.7941177,21225441951.58311,28996,692440,54826318782.45637,27750658697.902584,82576977480.35895
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,"['No_Measure', 'Restrict_Mass_Gatherings', 'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others']",15869295686.607744,36183780056.017334,869017681.7029412,21536874104.18311,31868,823173,58589671841.90338,15869295686.607744,74458967528.51112
